name	term	lev	seq	value
"glucosyltransferase activity"	GO:0046527	5	Amillepora26112	1
"glucosyltransferase activity"	GO:0046527	5	Amillepora00852	1
"glucosyltransferase activity"	GO:0046527	5	Amillepora00867	1
"glucosyltransferase activity"	GO:0046527	5	Amillepora03645	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora07112	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora07707	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora19040	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora12847	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora24481	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora33300	1
"glucosyltransferase activity"	GO:0046527	5	Amillepora33299	0
"glucosyltransferase activity"	GO:0046527	5	Amillepora33308	0
"secondary active monocarboxylate transmembrane transporter activity"	GO:0015355	2	Amillepora17036	0
"secondary active monocarboxylate transmembrane transporter activity"	GO:0015355	2	Amillepora13100	0
"secondary active monocarboxylate transmembrane transporter activity"	GO:0015355	2	Amillepora13103	0
"secondary active monocarboxylate transmembrane transporter activity"	GO:0015355	2	Amillepora07013	0
"secondary active monocarboxylate transmembrane transporter activity"	GO:0015355	2	Amillepora24747	0
"folic acid binding"	GO:0005542	2	Amillepora15328	0
"folic acid binding"	GO:0005542	2	Amillepora16446	0
"folic acid binding"	GO:0005542	2	Amillepora16448	1
"folic acid binding"	GO:0005542	2	Amillepora16449	1
"folic acid binding"	GO:0005542	2	Amillepora02720	0
"folic acid binding"	GO:0005542	2	Amillepora10211	1
"folic acid binding"	GO:0005542	2	Amillepora24321	0
"intracellular cyclic nucleotide activated cation channel activity"	GO:0005221;GO:0043855	7	Amillepora26584	0
"intracellular cyclic nucleotide activated cation channel activity"	GO:0005221;GO:0043855	7	Amillepora13215	0
"intracellular cyclic nucleotide activated cation channel activity"	GO:0005221;GO:0043855	7	Amillepora23219	0
"intracellular cyclic nucleotide activated cation channel activity"	GO:0005221;GO:0043855	7	Amillepora24714	0
"intracellular cyclic nucleotide activated cation channel activity"	GO:0005221;GO:0043855	7	Amillepora24713	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora27436	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora14334	1
"O-methyltransferase activity"	GO:0008171	2	Amillepora15526	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora00173	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora18799	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora19774	1
"O-methyltransferase activity"	GO:0008171	2	Amillepora12905	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora20493	0
"O-methyltransferase activity"	GO:0008171	2	Amillepora35726	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora16344	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora16575	1
"CoA hydrolase activity"	GO:0016289	2	Amillepora16632	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora21983	1
"CoA hydrolase activity"	GO:0016289	2	Amillepora12143	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora12170	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora12172	1
"CoA hydrolase activity"	GO:0016289	2	Amillepora12694	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora12699	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora34301	0
"CoA hydrolase activity"	GO:0016289	2	Amillepora32175	0
"Ral GTPase binding"	GO:0017160	2	Amillepora18436	0
"Ral GTPase binding"	GO:0017160	2	Amillepora18486	0
"Ral GTPase binding"	GO:0017160	2	Amillepora26614	0
"Ral GTPase binding"	GO:0017160	2	Amillepora00754	0
"Ral GTPase binding"	GO:0017160	2	Amillepora20710	0
"VEGF-A-activated receptor activity"	GO:0004992;GO:0005017;GO:0005018;GO:0005019;GO:0036326;GO:0036327;GO:0036332	7	Amillepora06841	0
"VEGF-A-activated receptor activity"	GO:0004992;GO:0005017;GO:0005018;GO:0005019;GO:0036326;GO:0036327;GO:0036332	7	Amillepora06840	0
"VEGF-A-activated receptor activity"	GO:0004992;GO:0005017;GO:0005018;GO:0005019;GO:0036326;GO:0036327;GO:0036332	7	Amillepora23716	0
"VEGF-A-activated receptor activity"	GO:0004992;GO:0005017;GO:0005018;GO:0005019;GO:0036326;GO:0036327;GO:0036332	7	Amillepora23748	0
"VEGF-A-activated receptor activity"	GO:0004992;GO:0005017;GO:0005018;GO:0005019;GO:0036326;GO:0036327;GO:0036332	7	Amillepora35198	1
"VEGF-A-activated receptor activity"	GO:0004992;GO:0005017;GO:0005018;GO:0005019;GO:0036326;GO:0036327;GO:0036332	7	Amillepora35666	1
"nucleosomal histone binding"	GO:0031493	2	Amillepora15564	0
"nucleosomal histone binding"	GO:0031493	2	Amillepora08386	0
"nucleosomal histone binding"	GO:0031493	2	Amillepora30026	0
"nucleosomal histone binding"	GO:0031493	2	Amillepora30092	1
"nucleosomal histone binding"	GO:0031493	2	Amillepora32311	0
"hemoglobin binding"	GO:0030492	2	Amillepora17141	0
"hemoglobin binding"	GO:0030492	2	Amillepora15189	0
"hemoglobin binding"	GO:0030492	2	Amillepora15242	0
"hemoglobin binding"	GO:0030492	2	Amillepora25863	0
"hemoglobin binding"	GO:0030492	2	Amillepora00446	0
"hemoglobin binding"	GO:0030492	2	Amillepora00831	0
"hemoglobin binding"	GO:0030492	2	Amillepora03990	0
"hemoglobin binding"	GO:0030492	2	Amillepora04487	0
"hemoglobin binding"	GO:0030492	2	Amillepora08714	0
"hemoglobin binding"	GO:0030492	2	Amillepora06550	1
"hemoglobin binding"	GO:0030492	2	Amillepora06547	0
"hemoglobin binding"	GO:0030492	2	Amillepora06933	0
"hemoglobin binding"	GO:0030492	2	Amillepora07101	0
