chr	start	end	name	nA	nG	nT	nC	nN	nCpG	nCCG	nCGG	nCGNR	nYNCG
chr1	559122	564757	Amillepora00043	1748	1053	1881	954	0	60	11	6	37	25
chr1	496057	498598	Amillepora00037	798	487	751	506	0	93	19	17	45	34
chr1	566669	573220	Amillepora00044	2104	1102	2083	1263	0	113	19	17	53	48
chr1	499449	507042	Amillepora00038	2406	1340	2393	1455	0	272	44	50	141	148
chr1	507390	515201	Amillepora00039	2500	1413	2423	1476	0	139	26	29	69	66
chr1	615318	619691	Amillepora00046	1449	850	1260	815	0	68	9	14	39	30
chr1	581874	614579	Amillepora00045	10232	6155	10398	5921	0	696	96	122	360	371
chr1	623213	629965	Amillepora00048	2164	1229	2226	1134	0	71	8	8	32	31
chr1	654053	655268	Amillepora00053	409	262	316	229	0	35	7	6	18	13
chr1	619748	623124	Amillepora00047	1169	560	993	655	0	45	2	9	25	17
chr1	648115	652913	Amillepora00052	1505	886	1501	907	0	152	32	19	78	72
chr1	672063	680947	Amillepora00055	2982	1580	2677	1646	0	104	24	20	51	55
chr1	659544	661218	Amillepora00054	501	354	489	331	0	62	12	14	32	33
chr1	632302	633431	Amillepora00049	328	262	303	237	0	46	10	10	28	22
chr1	633650	635276	Amillepora00050	518	324	430	355	0	52	9	3	24	21
chr1	644432	646927	Amillepora00051	769	492	687	548	0	107	22	21	55	45
chr1	769865	770837	Amillepora00066	329	195	252	197	0	24	2	7	13	12
chr1	722693	733148	Amillepora00059	3187	2086	3303	1880	0	138	24	31	62	61
chr1	681096	686483	Amillepora00056	1629	1104	1762	893	0	60	8	12	30	26
chr1	771547	772812	Amillepora00067	259	237	507	263	0	45	6	7	22	24
chr1	732466	744233	Amillepora00060	3847	2161	3468	2292	0	116	21	23	58	57
chr1	686226	700810	Amillepora00057	4873	2441	4543	2728	0	251	41	39	117	121
chr1	751208	759396	Amillepora00064	2626	1451	2464	1648	0	216	39	34	101	102
chr1	763404	769712	Amillepora00065	2205	1095	1846	1163	0	82	13	10	44	41
chr1	702728	722621	Amillepora00058	6238	3749	5913	3994	0	532	105	94	243	244
chr1	749657	750928	Amillepora00063	314	223	444	291	0	48	11	4	21	22
chr1	871501	873899	Amillepora00076	775	495	751	378	0	23	0	3	11	9
chr1	854667	868334	Amillepora00074	4106	2861	3923	2778	0	290	66	58	154	134
chr1	779909	790659	Amillepora00069	3182	2109	3391	2069	0	388	53	69	183	179
chr1	804426	814999	Amillepora00071	3206	1947	3554	1867	0	104	21	21	50	50
chr1	816603	845055	Amillepora00073	9335	5048	8444	5626	0	291	56	44	153	124
chr1	796650	802788	Amillepora00070	1794	1143	1935	1267	0	219	34	39	95	98
chr1	867765	871373	Amillepora00075	1185	608	1166	650	0	25	7	2	15	12
chr1	814995	850802	Amillepora00072	11667	6370	10673	7098	0	385	77	61	203	175
chr1	982329	989733	Amillepora00087	2240	1438	2408	1319	0	131	29	29	60	63
chr1	890897	895779	Amillepora00079	1474	858	1768	783	0	26	3	8	12	13
chr1	968114	968797	Amillepora00086	151	156	211	166	0	42	11	10	17	25
chr1	878977	890836	Amillepora00077	3849	2109	3545	2357	0	226	48	44	93	97
chr1	908527	926800	Amillepora00083	5548	3574	5452	3700	0	592	105	85	274	283
chr1	957181	958448	Amillepora00085	341	228	438	261	0	46	5	7	23	23
chr1	999112	1004240	Amillepora00090	1548	928	1778	875	0	46	10	6	17	25
chr1	1006526	1031711	Amillepora00092	7423	5094	8023	4646	0	612	106	132	330	315
chr1	992847	993544	Amillepora00089	203	148	196	151	0	32	3	7	17	12
chr1	989784	996218	Amillepora00088	1864	1328	1929	1314	0	231	51	37	113	104
chr1	1060995	1063555	Amillepora00098	789	481	804	487	0	60	13	14	30	22
chr1	1039454	1040431	Amillepora00094	255	188	331	204	0	27	7	7	14	15
chr1	1042472	1044121	Amillepora00096	434	346	488	382	0	31	8	7	13	17
chr1	1004830	1006437	Amillepora00091	493	258	528	329	0	25	8	3	13	15
chr1	1040674	1041276	Amillepora00095	193	132	166	112	0	13	4	4	7	6
chr1	1044385	1058205	Amillepora00097	4355	2607	4284	2575	0	249	50	51	117	110
chr1	1033493	1038492	Amillepora00093	1525	1016	1635	824	0	52	16	12	30	18
chr1	1066566	1087899	Amillepora00099	6126	4254	6665	4289	0	763	140	149	335	357
chr1	1090611	1114841	Amillepora00100	7339	4605	8086	4201	0	417	74	98	205	214
chr1	1228897	1232612	Amillepora00109	1131	744	1100	741	0	106	24	34	56	53
chr1	1232909	1235493	Amillepora00110	876	434	816	459	0	25	3	7	14	10
chr1	1177080	1179762	Amillepora00104	894	490	748	551	0	89	13	13	47	38
chr1	1250895	1255172	Amillepora00112	954	1081	1312	931	0	178	27	35	74	87
chr1	1180201	1200208	Amillepora00105	6267	3570	6054	4117	0	486	95	82	233	247
chr1	1200270	1221671	Amillepora00108	6669	3875	6789	4069	0	398	64	68	202	201
chr1	1237475	1238034	Amillepora00111	187	88	170	115	0	2	0	0	1	1
chr1	1334077	1337129	Amillepora00119	1006	491	931	625	0	53	9	4	24	23
chr1	1311028	1328384	Amillepora00116	5182	3311	5726	3138	0	219	45	49	102	104
chr1	1353471	1371080	Amillepora00123	5414	3448	5568	3180	0	486	84	79	238	216
chr1	1290931	1299497	Amillepora00114	2754	1698	2698	1417	0	149	19	30	73	66
chr1	1286577	1287173	Amillepora00113	174	124	200	99	0	3	1	0	0	1
chr1	1330805	1332954	Amillepora00118	760	359	576	455	0	36	7	4	15	16
chr1	1306427	1309302	Amillepora00115	888	553	876	559	0	66	9	16	29	38
chr1	1338607	1352117	Amillepora00120	4391	2390	4214	2516	0	197	35	31	105	109
chr1	1486472	1487195	Amillepora00130	201	131	248	144	0	23	2	1	14	12
chr1	1408150	1416856	Amillepora00124	2708	1605	2778	1616	0	109	30	28	50	52
chr1	1419183	1420475	Amillepora00126	382	319	321	271	0	54	10	10	28	32
chr1	1353464	1401959	Amillepora00122	14973	9218	14825	9480	0	1305	240	259	600	604
chr1	1450096	1477823	Amillepora00129	8785	4912	8568	5463	0	695	135	114	334	343
chr1	1430104	1443806	Amillepora00128	3987	2479	4379	2858	0	403	84	78	168	201
chr1	1423005	1428375	Amillepora00127	1683	870	1742	1076	0	69	11	10	29	45
chr1	1510127	1520109	Amillepora00136	3032	1982	3191	1778	0	178	41	33	87	83
chr1	1549248	1581117	Amillepora00138	9321	6370	10329	5850	0	826	162	169	377	391
chr1	1505653	1507679	Amillepora00135	635	417	604	371	0	77	15	14	41	32
chr1	1498041	1499316	Amillepora00132	376	306	250	344	0	60	6	9	28	21
chr1	1494818	1495917	Amillepora00131	319	225	333	223	0	52	9	13	30	23
chr1	1500806	1502209	Amillepora00134	329	303	467	305	0	69	14	12	31	39
chr1	1524069	1536279	Amillepora00137	3839	2130	3763	2479	0	246	62	39	105	109
chr1	1644676	1656131	Amillepora00146	3384	2221	3655	2196	0	344	75	61	159	171
chr1	1635295	1641728	Amillepora00144	1933	1151	2304	1046	0	82	18	11	34	53
chr1	1590870	1597336	Amillepora00141	2037	1352	2073	1005	0	115	20	21	62	54
chr1	1587373	1589863	Amillepora00140	723	473	844	451	0	52	5	11	19	21
chr1	1642139	1644242	Amillepora00145	676	380	623	425	0	40	15	12	19	20
chr1	1608466	1635049	Amillepora00143	8350	4761	8123	5350	0	689	110	105	314	338
chr1	1699191	1710851	Amillepora00148	3423	2282	3905	2051	0	235	54	50	113	115
chr1	1764322	1765741	Amillepora00155	461	263	443	253	0	15	3	2	8	3
chr1	1714586	1734179	Amillepora00150	6005	3657	6386	3546	0	202	25	36	97	107
chr1	1774624	1777821	Amillepora00160	1059	599	1019	521	0	70	7	18	41	36
chr1	1760079	1763688	Amillepora00154	1240	601	1024	745	0	27	4	5	13	10
chr1	1735187	1739493	Amillepora00151	1450	749	1342	766	0	54	6	6	23	31
chr1	1685130	1692165	Amillepora00147	2135	1232	2274	1395	0	115	24	11	54	59
chr1	1748607	1759196	Amillepora00153	3590	1767	3151	2082	0	124	17	16	53	52
chr1	1766414	1774540	Amillepora00156	2543	1528	2482	1574	0	148	26	30	76	83
chr1	1743390	1747625	Amillepora00152	1453	702	1309	772	0	68	12	10	33	39
chr1	1853865	1873430	Amillepora00165	5697	4101	5788	3980	0	687	120	113	346	304
chr1	1848114	1853560	Amillepora00164	1718	977	1695	1057	0	86	18	15	39	38
chr1	1783777	1797439	Amillepora00161	4424	2381	4052	2806	0	301	75	57	129	139
chr1	1815711	1827430	Amillepora00162	3915	1972	3524	2309	0	209	53	50	92	105
chr1	1873818	1879324	Amillepora00166	1671	1033	1717	1086	0	166	24	27	83	86
chr1	1838154	1844196	Amillepora00163	2056	1055	1714	1218	0	99	13	19	50	53
chr1	1959718	1969590	Amillepora00173	3118	1832	3066	1857	0	93	20	19	43	44
chr1	1899485	1906851	Amillepora00169	2354	1276	2438	1299	0	56	10	5	27	28
chr1	1883055	1890754	Amillepora00167	2332	1471	2516	1381	0	137	27	19	59	61
chr1	1947715	1955072	Amillepora00172	2204	1386	2501	1267	0	59	13	8	31	29
chr1	1895084	1898635	Amillepora00168	944	717	1136	755	0	130	22	22	56	70
chr1	1920869	1941068	Amillepora00171	6188	3697	5853	4462	0	591	102	109	290	266
chr1	1905619	1915468	Amillepora00170	3274	1677	3025	1874	0	95	25	17	40	49
chr1	2016505	2023796	Amillepora00177	2145	1506	2261	1380	0	251	43	45	129	112
chr1	1996938	2015907	Amillepora00176	5816	3815	5814	3525	0	557	93	102	281	272
chr1	2025282	2036406	Amillepora00179	3295	2109	3651	2070	0	274	41	40	128	119
chr1	1971906	1988013	Amillepora00174	5086	3122	5163	2737	0	268	58	40	120	117
chr1	2023819	2025653	Amillepora00178	566	352	568	349	0	68	12	15	29	27
chr1	1988051	1996664	Amillepora00175	2796	1447	2790	1581	0	105	12	15	50	46
chr1	2079908	2081817	Amillepora00186	467	415	586	442	0	64	8	14	26	28
chr1	2081829	2082439	Amillepora00187	144	101	218	148	0	30	2	4	10	14
chr1	2054983	2153773	Amillepora00184	28954	20595	30391	18851	0	3371	562	644	1648	1578
chr1	2042432	2046403	Amillepora00180	1447	797	939	789	0	92	17	19	45	50
chr1	2158062	2158810	Amillepora00189	223	163	222	141	0	29	6	3	12	11
chr1	2210797	2266020	Amillepora00192	15994	11577	17044	10609	0	1889	314	339	883	885
chr1	2192770	2204569	Amillepora00190	3441	2460	3763	2136	0	369	67	66	168	170
chr1	2266602	2269157	Amillepora00193	732	618	701	505	0	102	19	18	49	51
chr1	2292796	2297064	Amillepora00196	1312	846	1409	702	0	84	12	15	42	40
chr1	2356192	2359586	Amillepora00226	999	708	1028	660	0	83	15	11	44	31
chr1	2338569	2348411	Amillepora00224	3194	1816	3173	1660	0	103	20	16	53	49
chr1	2299704	2308913	Amillepora00197	2796	1754	2893	1767	0	296	49	53	145	145
chr1	2348677	2356090	Amillepora00225	2424	1280	2281	1429	0	95	20	18	46	38
chr1	2311964	2318923	Amillepora00198	2159	1341	1964	1496	0	269	52	48	145	128
chr1	2325992	2327826	Amillepora00199	637	309	566	323	0	21	2	6	10	8
chr1	2390888	2401072	Amillepora00230	3043	2002	3306	1834	0	256	45	41	134	133
chr1	2450757	2451411	Amillepora00233	182	134	201	138	0	23	6	7	14	5
chr1	2414529	2414795	Amillepora00231	72	66	67	62	0	15	1	1	8	8
chr1	2461513	2465084	Amillepora00234	1095	642	1120	715	0	130	25	25	58	60
chr1	2390467	2391543	Amillepora00229	278	198	356	245	0	45	10	10	20	27
chr1	2360206	2361675	Amillepora00227	455	283	451	281	0	40	7	3	15	17
chr1	2418712	2428678	Amillepora00232	3090	1903	3064	1910	0	332	60	65	164	161
chr1	2542497	2542772	Amillepora00237	94	61	72	49	0	6	0	0	3	0
chr1	2563608	2564078	Amillepora00241	141	116	118	96	0	21	5	1	10	8
chr1	2486433	2491847	Amillepora00235	1615	1058	1718	1024	0	187	28	34	84	99
chr1	2576624	2577201	Amillepora00243	179	100	178	121	0	25	3	1	11	10
chr1	2556473	2558413	Amillepora00238	420	462	529	530	0	79	18	21	26	35
chr1	2560225	2560596	Amillepora00239	89	83	102	98	0	14	5	3	7	8
chr1	2522000	2523749	Amillepora00236	413	339	572	426	0	66	17	9	25	37
chr1	2561502	2562687	Amillepora00240	264	234	357	331	0	40	15	9	16	20
chr1	2586853	2587704	Amillepora00244	289	216	193	154	0	36	3	8	18	11
chr1	2667180	2669741	Amillepora00247	745	492	894	431	0	84	8	16	40	48
chr1	2686797	2687078	Amillepora00248	78	64	78	62	0	9	0	3	5	4
chr1	2633388	2634024	Amillepora00246	205	151	117	164	0	32	15	12	18	15
chr1	2621031	2621966	Amillepora00245	264	196	260	216	0	35	7	10	15	14
chr1	2706884	2710916	Amillepora00253	1191	794	1240	808	0	115	33	30	56	67
chr1	2783952	2786944	Amillepora00263	881	587	1041	484	0	36	6	12	17	16
chr1	2714389	2715729	Amillepora00254	396	321	317	307	0	58	12	17	29	29
chr1	2701196	2703055	Amillepora00251	535	377	536	412	0	67	14	15	23	34
chr1	2703807	2705204	Amillepora00252	312	306	475	305	0	63	11	11	29	35
chr1	2733845	2744617	Amillepora00256	3379	2031	3120	2243	0	368	75	60	187	181
chr1	2698230	2698875	Amillepora00249	165	163	171	147	0	33	8	6	12	18
chr1	2730173	2730960	Amillepora00255	253	167	229	139	0	7	0	1	4	5
chr1	2698899	2701093	Amillepora00250	475	512	672	536	0	104	17	21	47	45
chr1	2840654	2849880	Amillepora00271	2829	1787	2954	1657	0	86	15	13	50	40
chr1	2825053	2830083	Amillepora00269	1524	929	1614	964	0	114	11	10	49	67
chr1	2806907	2822495	Amillepora00266	4701	3036	5025	2827	0	364	76	59	180	166
chr1	2858965	2864137	Amillepora00273	1538	1081	1654	900	0	93	21	12	40	39
chr1	2795583	2806779	Amillepora00265	3572	2017	3345	2263	0	293	52	45	152	134
chr1	2791286	2793453	Amillepora00264	622	422	656	468	0	91	17	19	41	46
chr1	2779912	2783850	Amillepora00262	1253	703	1213	770	0	81	19	19	44	40
chr1	2850890	2852954	Amillepora00272	616	387	632	430	0	44	6	10	27	30
chr1	2831928	2832449	Amillepora00270	103	104	175	140	0	28	6	6	10	17
chr1	2771482	2773842	Amillepora00260	657	521	686	497	0	78	11	17	40	29
chr1	2768827	2770494	Amillepora00258	466	313	511	378	0	48	9	9	28	24
chr1	2866403	2867848	Amillepora00274	388	337	388	333	0	57	14	9	24	25
chr1	2873154	2874599	Amillepora00275	390	336	391	329	0	54	14	9	24	23
chr1	2879757	2881202	Amillepora00276	391	331	392	332	0	55	12	9	25	24
chr1	2773934	2776024	Amillepora00261	578	427	645	441	0	59	12	14	26	25
chr1	2770880	2771474	Amillepora00259	165	120	173	137	0	22	3	3	7	10
chr1	2918216	2927101	Amillepora00282	2617	1812	2867	1590	0	197	44	42	101	90
chr1	2967227	2982173	Amillepora00284	4498	2805	4938	2706	0	324	64	65	157	158
chr1	2951963	2963440	Amillepora00283	3328	2504	3239	2407	0	520	112	109	248	254
chr1	2885973	2898359	Amillepora00277	3906	2376	3613	2492	0	361	63	59	173	183
chr1	2903927	2917127	Amillepora00278	4058	2390	4010	2743	0	374	77	55	175	189
chr1	2992912	3006546	Amillepora00286	4019	2783	4291	2542	0	406	64	88	200	208
chr1	3057640	3087778	Amillepora00290	8874	6172	9430	5663	0	967	153	177	437	437
chr1	3033680	3051013	Amillepora00288	5005	3531	5450	3348	0	649	89	127	306	327
chr1	2983037	2991890	Amillepora00285	2859	1675	2565	1755	0	235	51	46	113	116
chr1	3055246	3056747	Amillepora00289	431	319	477	275	0	60	10	10	32	28
chr1	3128378	3144218	Amillepora00294	4708	3205	4986	2942	0	503	80	88	257	246
chr1	3148712	3161197	Amillepora00297	3929	2393	3739	2425	0	384	75	71	192	171
chr1	3094732	3110805	Amillepora00292	5470	2637	5030	2937	0	183	32	50	81	99
chr1	3145099	3146610	Amillepora00296	473	346	375	318	0	62	12	16	22	24
chr1	3182879	3188682	Amillepora00300	1828	1175	1603	1198	0	232	44	52	104	102
chr1	3161473	3177378	Amillepora00299	4877	3197	4575	3257	0	674	127	130	318	301
chr1	3090383	3093330	Amillepora00291	926	602	820	600	0	104	18	30	50	55
chr1	3205533	3215532	Amillepora00302	3043	1926	3136	1895	0	317	66	62	148	133
chr1	3200422	3201384	Amillepora00301	295	222	241	205	0	56	7	7	26	26
chr1	3273818	3283521	Amillepora00308	3196	1741	2921	1846	0	271	63	47	129	160
chr1	3251087	3269059	Amillepora00307	5707	3318	5655	3293	0	405	93	78	201	208
chr1	3237126	3247824	Amillepora00305	3299	2154	3063	2183	0	384	70	63	181	178
chr1	3248430	3249389	Amillepora00306	249	200	292	219	0	52	7	5	24	23
chr1	3225609	3228731	Amillepora00303	1006	626	824	667	0	149	29	25	72	60
chr1	3233968	3234246	Amillepora00304	108	54	64	53	0	9	1	2	7	0
chr1	3379534	3382474	Amillepora00311	967	523	861	590	0	74	22	13	36	44
chr1	3319727	3368402	Amillepora00309	15645	9994	13681	9356	0	1785	354	487	833	779
chr1	3447912	3449619	Amillepora00312	482	345	553	328	0	52	15	11	20	18
chr1	3577116	3585058	Amillepora00321	2332	1626	2435	1550	0	285	57	50	132	142
chr1	3587522	3589015	Amillepora00323	369	313	471	341	0	57	17	9	22	20
chr1	3462957	3473283	Amillepora00313	3140	1967	3362	1858	0	287	46	67	165	138
chr1	3543533	3555788	Amillepora00318	3544	2524	3775	2413	0	474	95	89	224	215
chr1	3497641	3505529	Amillepora00315	2245	1615	2431	1598	0	291	49	53	128	133
chr1	3508291	3517351	Amillepora00316	2466	1851	2895	1849	0	401	62	76	164	196
chr1	3558871	3559899	Amillepora00319	310	240	265	214	0	54	5	8	26	21
chr1	3478699	3495901	Amillepora00314	5434	3128	5469	3172	0	377	66	88	194	201
chr1	3563641	3569407	Amillepora00320	1557	1209	1789	1212	0	261	50	51	110	125
chr1	3520914	3536138	Amillepora00317	4627	3069	4407	3122	0	631	101	118	289	298
chr1	3624474	3642815	Amillepora00327	5567	3458	6184	3133	0	302	81	62	158	147
chr1	3644735	3675688	Amillepora00329	9690	5773	9153	6338	0	943	167	141	449	444
chr1	3590286	3605223	Amillepora00324	4746	2736	4409	3047	0	456	79	68	225	236
chr1	3607970	3608785	Amillepora00326	288	192	158	178	0	26	4	12	14	11
chr1	3676571	3678085	Amillepora00330	477	281	436	321	0	63	11	11	29	33
chr1	3747936	3757404	Amillepora00334	2732	1890	2992	1855	0	288	62	59	136	141
chr1	3776846	3789260	Amillepora00338	3571	2555	3593	2696	0	542	116	114	263	256
chr1	3727268	3741813	Amillepora00332	4590	2695	4299	2962	0	447	89	73	227	209
chr1	3682150	3709531	Amillepora00331	8763	5280	7852	5487	0	1014	194	147	503	473
chr1	3758266	3774605	Amillepora00337	5417	2985	4870	3068	0	390	87	81	200	180
chr1	3823546	3835978	Amillepora00340	3753	2570	3854	2256	0	355	56	77	165	158
chr1	3858746	3859171	Amillepora00344	132	83	121	90	0	9	2	1	4	4
chr1	3814239	3822709	Amillepora00339	2744	1487	2508	1732	0	193	35	34	87	102
chr1	3883002	3884908	Amillepora00345	487	363	570	487	0	56	17	10	20	36
chr1	3842954	3845876	Amillepora00341	927	542	908	546	0	25	5	4	15	10
chr1	3853334	3856635	Amillepora00343	1039	648	1033	582	0	94	17	18	52	39
chr1	3849249	3849908	Amillepora00342	214	104	190	152	0	14	1	5	9	5
chr1	3886531	3888861	Amillepora00346	742	495	631	463	0	43	10	9	22	20
chr1	3903590	3904020	Amillepora00348	146	110	104	71	0	17	5	3	10	3
chr1	3929008	3930303	Amillepora00350	293	326	393	284	0	31	10	7	13	18
chr1	3914195	3922074	Amillepora00349	2059	1664	2329	1828	0	311	43	64	124	152
chr1	3930559	3931653	Amillepora00351	229	280	343	243	0	38	4	10	16	21
chr1	4043990	4045003	Amillepora00362	297	227	278	212	0	47	8	5	20	18
chr1	4001106	4018392	Amillepora00356	5246	3418	5306	3317	0	570	119	114	262	261
chr1	3962653	3994082	Amillepora00355	9825	5901	9374	6330	0	919	168	166	444	443
chr1	4131006	4131488	Amillepora00370	144	105	146	88	0	7	3	2	2	2
chr1	4096438	4097058	Amillepora00365	159	146	171	145	0	13	4	3	6	5
chr1	4145113	4145688	Amillepora00373	127	115	209	125	0	27	3	4	12	18
chr1	4138465	4139282	Amillepora00371	152	179	264	223	0	34	6	7	13	19
chr1	4142447	4144905	Amillepora00372	694	499	776	490	0	66	9	10	27	31
chr1	4072188	4086350	Amillepora00364	3954	2885	4681	2643	0	308	48	67	152	168
chr1	4099145	4099908	Amillepora00366	206	145	247	166	0	5	1	2	3	4
chr1	4100290	4102437	Amillepora00367	617	466	631	434	0	24	4	5	15	14
chr1	4123744	4127034	Amillepora00369	1029	594	1021	647	0	70	16	16	33	33
chr1	4103113	4104215	Amillepora00368	276	301	329	197	0	28	7	5	12	13
chr1	4218864	4221137	Amillepora00376	656	519	621	478	0	105	17	22	49	46
chr1	4180583	4181746	Amillepora00375	303	289	363	209	0	40	7	4	20	16
chr1	4176870	4177193	Amillepora00374	69	63	111	81	0	2	0	0	0	1
chr1	4271036	4275197	Amillepora00381	1420	807	1207	728	0	54	12	9	28	27
chr1	4275552	4276280	Amillepora00382	196	129	233	171	0	17	2	3	8	11
chr1	4250917	4253774	Amillepora00378	917	491	907	543	0	52	10	8	27	28
chr1	4260271	4265385	Amillepora00380	1636	999	1471	1009	0	133	26	28	72	67
chr1	4254228	4260263	Amillepora00379	1676	1171	2081	1108	0	86	15	12	39	41
chr1	4296373	4299253	Amillepora00386	890	675	730	586	0	87	17	17	42	38
chr1	4347747	4348898	Amillepora00392	366	250	313	223	0	33	7	3	19	11
chr1	4358154	4362552	Amillepora00393	1376	875	1300	848	0	115	20	29	62	63
chr1	4293452	4296260	Amillepora00385	860	598	806	545	0	97	18	23	39	40
chr1	4298725	4303829	Amillepora00387	1462	1187	1464	992	0	170	27	26	84	68
chr1	4289664	4290158	Amillepora00384	131	99	137	128	0	25	3	2	12	13
chr1	4282876	4288474	Amillepora00383	1387	1142	1719	1351	0	219	46	55	105	113
chr1	4358443	4376537	Amillepora00394	5875	3593	4999	3628	0	398	100	90	211	181
chr1	4319695	4323358	Amillepora00389	1135	660	1168	701	0	139	20	14	70	76
chr1	4324649	4325736	Amillepora00390	338	216	307	227	0	29	5	8	12	13
chr1	4325749	4335124	Amillepora00391	2685	2042	2965	1684	0	322	58	67	162	154
chr1	4413416	4413926	Amillepora00400	153	110	155	93	0	5	1	1	3	2
chr1	4379021	4384800	Amillepora00395	1731	1197	1787	1065	0	94	17	22	56	45
chr1	4417840	4419711	Amillepora00401	548	365	569	390	0	20	3	3	11	12
chr1	4399978	4405638	Amillepora00399	1728	1027	1801	1105	0	104	20	29	46	59
chr1	4392090	4393226	Amillepora00397	291	234	362	250	0	24	9	5	12	11
chr1	4420459	4425327	Amillepora00402	1563	891	1521	894	0	70	12	14	34	41
chr1	4393605	4394162	Amillepora00398	151	119	158	130	0	13	2	4	3	7
chr1	4510501	4518850	Amillepora00407	2507	1602	2474	1767	0	178	35	25	85	90
chr1	4574202	4576056	Amillepora00415	509	335	587	424	0	29	5	3	15	12
chr1	4527718	4543185	Amillepora00411	4746	3044	4584	3094	0	315	65	64	149	157
chr1	4520818	4522834	Amillepora00409	513	407	687	410	0	61	8	9	22	31
chr1	4491690	4501108	Amillepora00406	2930	1782	2883	1824	0	344	62	52	175	177
chr1	4562983	4566961	Amillepora00413	1169	738	1284	788	0	53	14	7	23	35
chr1	4576145	4580566	Amillepora00416	1325	735	1488	874	0	60	15	6	30	34
chr1	4523332	4525968	Amillepora00410	762	551	768	556	0	90	18	16	44	44
chr1	4513719	4518530	Amillepora00408	1348	874	1485	1105	0	110	22	16	44	61
chr1	4586684	4588039	Amillepora00418	421	331	349	255	0	46	4	6	23	18
chr1	4609339	4617735	Amillepora00419	2620	1678	2439	1660	0	192	43	37	89	98
chr1	4581194	4582524	Amillepora00417	421	230	442	238	0	8	2	0	3	3
chr1	4662514	4663383	Amillepora00426	280	197	222	171	0	25	3	7	12	15
chr1	4625719	4652529	Amillepora00422	7848	5202	8916	4845	0	554	103	103	260	271
chr1	4567820	4571375	Amillepora00414	1172	665	1122	597	0	57	7	9	19	26
chr1	4652817	4653452	Amillepora00424	152	112	212	160	0	33	5	3	8	19
chr1	4666850	4670928	Amillepora00427	1284	783	1144	868	0	149	27	20	74	65
chr1	4617781	4625413	Amillepora00421	2521	1342	2398	1372	0	83	13	11	32	38
chr1	4657357	4659056	Amillepora00425	513	333	503	351	0	70	8	16	30	35
chr1	4710873	4741390	Amillepora00431	9028	6246	9194	6050	0	1163	187	197	564	555
chr1	4677378	4707884	Amillepora00428	8737	6466	9306	5998	0	1257	214	234	587	587
chr1	4749016	4749813	Amillepora00434	189	216	210	183	0	30	2	7	9	14
chr1	4871794	4872591	Amillepora00444	211	181	190	216	0	30	7	2	14	9
chr1	4743439	4747021	Amillepora00433	1150	662	1201	570	0	52	9	9	26	27
chr1	4779116	4791519	Amillepora00436	3656	2429	4055	2264	0	287	52	57	147	144
chr1	4750074	4778139	Amillepora00435	8292	5635	8856	5283	0	875	144	145	406	410
chr1	4793482	4806004	Amillepora00438	3903	2702	3666	2252	0	388	56	74	192	164
