chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr10	551705	552205	Amillepora16811	23	8	16	9	12	20	9	14	43	45	31	26	59	39	31	25
chr10	508363	508863	Amillepora16805	9	9	22	10	12	11	8	17	34	52	50	35	34	35	48	34
chr10	534520	535020	Amillepora16809	24	11	11	14	17	30	14	14	37	51	48	39	64	39	38	35
chr10	467087	467587	Amillepora16802	17	12	14	11	12	22	8	15	34	36	47	31	53	50	30	31
chr10	498104	498604	Amillepora16803	21	7	18	11	12	16	7	19	43	43	54	38	62	36	60	46
chr10	539794	540294	Amillepora16810	70	58	49	60	50	74	53	74	26	34	25	24	32	30	20	7
chr10	602368	602868	Amillepora16817	17	9	10	19	26	13	11	20	36	37	42	34	65	46	41	31
chr10	610839	611339	Amillepora16818	16	9	22	13	18	21	11	7	44	51	41	30	66	47	39	37
chr10	670162	670662	Amillepora16824	21	8	24	15	25	24	15	15	42	45	54	34	69	41	42	33
chr10	591550	592050	Amillepora16816	10	5	16	5	10	21	12	9	42	33	48	42	64	37	40	28
chr10	662517	663017	Amillepora16823	16	9	17	10	18	24	16	21	36	50	59	39	49	37	40	38
chr10	653535	654035	Amillepora16822	14	6	14	11	14	19	6	12	30	52	55	31	56	37	33	34
chr10	650342	650842	Amillepora16821	10	10	17	12	15	17	6	18	30	38	30	32	51	28	42	23
chr10	616770	617270	Amillepora16819	16	7	11	13	15	16	10	10	37	38	49	37	51	34	23	21
chr10	631681	632181	Amillepora16820	19	9	16	10	16	21	13	24	37	54	56	42	45	36	54	40
chr10	699184	699684	Amillepora16826	19	8	17	17	18	23	27	16	36	49	44	28	66	36	47	25
chr10	677308	677808	Amillepora16825	20	18	10	20	20	32	21	26	28	53	39	30	56	36	56	38
chr10	809125	809625	Amillepora16830	14	11	11	10	17	24	15	21	33	48	39	33	57	26	56	44
chr10	829994	830494	Amillepora16831	4	0	1	3	6	14	3	5	4	4	5	1	29	23	18	15
chr10	807198	807698	Amillepora16829	71	67	49	55	52	73	54	71	33	30	27	25	47	31	26	18
chr10	853809	854309	Amillepora16833	0	0	0	0	1	1	2	2	0	0	0	0	5	0	2	0
chr10	915459	915959	Amillepora16841	39	31	25	32	13	14	15	17	23	35	24	19	49	30	21	23
chr10	954979	955479	Amillepora16843	16	9	28	18	13	7	7	12	23	25	26	26	30	16	10	5
chr10	908497	908997	Amillepora16840	25	22	28	22	23	19	17	31	37	41	59	39	57	29	49	40
chr10	958400	958900	Amillepora16844	155	164	124	187	122	124	107	119	5	13	3	13	27	17	1	2
chr10	962575	963075	Amillepora16845	154	177	130	165	108	129	104	129	6	20	14	21	21	23	0	3
chr10	881783	882283	Amillepora16836	20	18	16	5	21	27	23	37	52	45	41	48	73	55	44	41
chr10	869540	870040	Amillepora16834	22	6	11	6	9	10	7	12	32	47	39	28	41	23	32	31
chr10	893595	894095	Amillepora16838	12	8	15	17	11	19	11	23	36	42	47	39	65	44	44	39
chr10	905921	906421	Amillepora16839	21	11	22	24	17	19	20	28	36	45	47	28	56	34	41	35
chr10	889208	889708	Amillepora16837	5	5	9	8	11	9	15	13	23	29	31	22	52	38	39	28
chr10	872656	873156	Amillepora16835	26	12	21	18	11	10	8	18	34	51	51	39	43	30	27	22
chr10	944442	944942	Amillepora16842	16	18	8	15	11	13	14	16	17	13	9	5	32	23	9	13
chr10	1017569	1018069	Amillepora16849	12	5	14	13	17	26	9	18	30	54	46	35	61	47	48	39
chr10	984906	985406	Amillepora16846	14	6	13	12	13	20	17	17	39	36	52	27	38	35	30	21
chr10	1072971	1073471	Amillepora16852	16	10	13	11	21	18	16	18	36	33	45	31	58	42	40	27
chr10	1007664	1008164	Amillepora16848	22	8	21	14	21	22	21	22	37	46	44	37	57	27	38	30
chr10	997594	998094	Amillepora16847	14	13	17	16	26	27	24	20	50	59	54	30	72	58	64	39
chr10	1038375	1038875	Amillepora16850	19	9	13	23	18	12	12	29	57	37	56	37	46	31	36	28
chr10	1072716	1073216	Amillepora16851	20	19	24	21	20	26	12	20	39	38	47	31	60	34	31	31
chr10	1128634	1129134	Amillepora16855	21	5	20	7	14	16	10	15	41	43	30	19	49	29	23	30
chr10	1166048	1166548	Amillepora16858	28	10	20	15	15	19	8	28	41	34	46	36	39	36	30	23
chr10	1173710	1174210	Amillepora16859	13	16	19	14	17	18	6	7	24	41	32	31	38	31	29	25
chr10	1090484	1090984	Amillepora16853	12	9	21	14	18	17	16	24	48	44	50	28	63	49	55	35
chr10	1145659	1146159	Amillepora16856	17	12	18	14	17	11	21	23	45	51	50	33	60	33	45	31
chr10	1127420	1127920	Amillepora16854	14	7	17	6	14	16	12	15	32	43	43	27	47	32	31	23
chr10	1186191	1186691	Amillepora16860	12	8	16	11	16	19	13	20	29	36	43	39	49	37	32	23
chr10	1155967	1156467	Amillepora16857	18	11	11	17	20	18	19	17	41	50	56	36	59	47	52	28
chr10	1268352	1268852	Amillepora16873	30	22	38	32	16	14	11	20	51	74	63	59	42	29	43	24
chr10	1265997	1266497	Amillepora16872	31	25	31	19	14	23	12	33	37	61	57	40	48	31	39	25
chr10	1191242	1191742	Amillepora16861	23	11	15	16	14	21	16	18	41	33	45	30	43	36	45	39
chr10	1207371	1207871	Amillepora16863	21	4	16	13	19	18	11	20	33	59	51	38	52	37	37	25
chr10	1201122	1201622	Amillepora16862	10	3	9	6	8	18	6	10	25	41	46	33	56	33	26	24
chr10	1235367	1235867	Amillepora16867	27	22	13	29	17	20	30	33	24	24	37	41	38	26	17	12
chr10	1217600	1218100	Amillepora16864	22	22	21	15	17	28	27	29	35	37	31	29	47	29	30	19
chr10	1253711	1254211	Amillepora16871	17	9	23	11	10	17	6	13	25	39	36	25	54	33	34	27
chr10	1232908	1233408	Amillepora16865	21	25	20	27	14	15	19	27	28	32	30	39	20	26	15	15
chr10	1237727	1238227	Amillepora16868	3	0	0	0	13	17	18	35	0	0	0	1	52	33	33	32
chr10	1234738	1235238	Amillepora16866	25	12	23	16	12	15	10	26	33	42	50	30	34	22	21	18
chr10	1329064	1329564	Amillepora16877	13	8	19	10	15	20	9	16	34	38	41	41	58	32	61	26
chr10	1321875	1322375	Amillepora16875	17	12	14	8	14	17	8	12	35	47	49	22	54	39	42	24
chr10	1328411	1328911	Amillepora16876	12	7	11	11	14	30	13	22	43	27	50	32	48	37	44	31
chr10	1302235	1302735	Amillepora16874	22	15	16	18	19	23	16	24	37	44	36	26	46	35	25	15
chr10	1480741	1481241	Amillepora16891	9	4	8	4	9	12	8	9	21	19	29	11	35	17	23	13
chr10	1468558	1469058	Amillepora16888	14	12	19	14	12	22	16	22	35	44	42	28	41	33	33	37
chr10	1472720	1473220	Amillepora16890	16	6	26	19	27	23	12	24	39	45	38	35	66	58	39	33
chr10	1464547	1465047	Amillepora16886	10	5	12	14	11	11	6	14	32	40	43	44	52	40	42	32
chr10	1472616	1473116	Amillepora16889	15	6	32	22	27	23	13	26	39	41	47	35	68	60	45	34
chr10	1433859	1434359	Amillepora16878	16	13	12	12	10	18	11	17	37	40	50	25	58	32	42	48
chr10	1443496	1443996	Amillepora16884	19	8	23	16	14	17	9	18	31	42	45	46	53	40	46	36
chr10	1447181	1447681	Amillepora16885	20	14	23	23	31	16	15	34	49	32	41	45	58	38	43	27
chr10	1543313	1543813	Amillepora16898	12	9	15	7	15	24	12	14	44	44	41	32	53	28	28	21
chr10	1492098	1492598	Amillepora16892	14	3	9	14	10	22	8	12	33	28	18	33	49	40	49	28
chr10	1495310	1495810	Amillepora16893	8	9	12	7	0	1	0	1	13	22	21	11	1	0	0	0
chr10	1578237	1578737	Amillepora16899	23	11	19	14	16	19	14	10	37	53	76	37	63	48	45	38
chr10	1543058	1543558	Amillepora16897	9	3	13	5	13	18	10	14	35	42	40	30	52	36	39	19
chr10	1510843	1511343	Amillepora16894	4	0	0	0	2	5	4	4	1	2	1	2	1	5	2	2
chr10	1526301	1526801	Amillepora16896	18	15	25	17	9	21	20	31	34	48	54	56	82	54	54	42
chr10	1519045	1519545	Amillepora16895	14	13	18	12	30	25	16	24	35	57	53	43	57	43	48	42
chr10	1649801	1650301	Amillepora16902	14	5	9	7	14	10	4	12	23	30	31	36	52	26	52	32
chr10	1594296	1594796	Amillepora16900	12	9	18	9	18	13	15	18	22	27	32	20	31	40	19	21
chr10	1659371	1659871	Amillepora16901	22	17	21	17	22	21	18	26	40	41	74	37	60	38	46	37
chr10	1677389	1677889	Amillepora16903	23	9	20	13	16	24	11	24	40	38	52	40	46	34	39	20
chr10	1741439	1741939	Amillepora16905	17	10	17	13	14	25	15	24	41	45	58	30	47	33	37	25
chr10	1715145	1715645	Amillepora16904	8	12	5	10	2	10	5	8	22	20	32	13	25	18	21	11
chr10	1756207	1756707	Amillepora16906	13	8	19	10	20	13	14	19	26	29	27	16	56	33	48	29
chr10	1829177	1829677	Amillepora16914	10	4	8	12	19	18	12	16	28	42	41	31	62	34	47	39
chr10	1819643	1820143	Amillepora16913	25	8	9	10	13	21	15	14	42	47	59	34	49	38	37	26
chr10	1798863	1799363	Amillepora16908	16	9	12	6	8	5	9	12	14	9	22	8	13	13	5	4
chr10	1772868	1773368	Amillepora16907	17	17	14	22	27	32	30	32	30	37	40	30	71	45	49	21
chr10	1854703	1855203	Amillepora16915	15	9	19	14	19	33	15	25	26	40	43	30	62	28	35	27
chr10	1883657	1884157	Amillepora16917	7	7	13	10	12	12	9	18	26	44	50	30	44	38	44	34
chr10	1938203	1938703	Amillepora16921	92	103	97	94	0	1	0	0	6	8	6	9	0	0	0	0
chr10	1936856	1937356	Amillepora16919	210	206	143	173	113	130	109	135	7	16	11	18	16	18	9	7
chr10	1917197	1917697	Amillepora16918	25	25	36	18	23	26	18	27	26	31	35	29	47	23	18	18
chr10	1937430	1937930	Amillepora16920	114	107	87	119	66	67	56	73	20	23	14	12	27	16	12	6
chr10	1992251	1992751	Amillepora16922	13	6	13	7	15	14	9	15	37	37	28	30	51	34	31	19
chr10	2047796	2048296	Amillepora16928	19	13	12	16	14	27	7	14	36	54	46	32	53	29	49	20
chr10	2026001	2026501	Amillepora16926	17	12	26	23	19	16	20	35	29	32	48	41	58	44	42	30
chr10	2025445	2025945	Amillepora16925	8	10	7	9	23	24	18	23	22	21	15	18	55	38	36	39
chr10	2017855	2018355	Amillepora16923	16	8	12	6	17	16	22	19	36	55	42	38	58	28	53	38
chr10	2073052	2073552	Amillepora16929	20	15	21	22	18	21	23	25	25	38	51	35	47	43	53	43
chr10	2085900	2086400	Amillepora16931	22	14	29	21	18	30	15	27	32	38	64	29	52	36	48	33
chr10	2095583	2096083	Amillepora16932	15	11	12	16	13	14	14	21	32	38	59	33	57	37	43	24
chr10	2082447	2082947	Amillepora16930	29	19	25	30	27	23	25	22	46	44	34	27	55	31	36	16
chr10	2112211	2112711	Amillepora16933	92	67	65	57	46	52	34	63	16	27	28	23	34	32	11	8
chr10	2145748	2146248	Amillepora16934	28	11	17	16	20	28	24	30	45	45	64	34	67	56	54	49
chr10	2169133	2169633	Amillepora16937	2	2	2	2	6	11	7	12	10	2	9	4	35	24	23	22
chr10	2249070	2249570	Amillepora16946	20	11	22	17	19	29	19	19	42	52	57	38	56	35	34	37
chr10	2253859	2254359	Amillepora16947	27	23	34	27	27	20	28	37	46	43	47	42	57	31	39	22
chr10	2189872	2190372	Amillepora16939	18	1	15	7	15	26	13	20	27	29	40	26	61	42	39	30
chr10	2210259	2210759	Amillepora16941	20	18	25	29	11	17	14	10	20	36	37	21	57	32	35	26
chr10	2148624	2149124	Amillepora16936	16	8	13	13	20	16	12	18	39	43	47	30	55	34	31	31
chr10	2231583	2232083	Amillepora16944	28	10	17	14	23	17	14	13	44	41	58	32	45	43	37	38
chr10	2226098	2226598	Amillepora16943	14	4	10	11	28	12	15	13	24	32	19	20	57	30	25	21
chr10	2210189	2210689	Amillepora16940	24	17	33	31	12	18	17	11	22	38	32	25	52	32	38	27
chr10	2249052	2249552	Amillepora16945	20	11	21	16	20	28	20	19	45	52	56	37	55	39	34	37
chr10	2263721	2264221	Amillepora16948	19	15	12	15	22	23	16	20	33	38	51	34	52	45	62	47
chr10	2364161	2364661	Amillepora16958	23	13	20	15	16	16	10	25	32	44	51	27	55	43	38	26
chr10	2264680	2265180	Amillepora16949	14	7	20	16	17	19	23	29	34	42	43	42	68	36	59	26
chr10	2343889	2344389	Amillepora16956	16	11	21	8	16	17	13	28	38	39	52	35	64	37	45	32
chr10	2282265	2282765	Amillepora16952	20	14	15	29	21	22	22	20	38	42	48	39	64	32	40	39
chr10	2272710	2273210	Amillepora16950	13	12	9	13	18	27	19	21	42	48	51	36	56	32	44	38
chr10	2276849	2277349	Amillepora16951	17	19	21	21	11	15	7	14	29	25	31	23	54	40	39	25
chr10	2321982	2322482	Amillepora16954	60	47	54	60	33	40	38	46	28	38	32	24	46	33	11	21
chr10	2336337	2336837	Amillepora16953	16	8	17	11	15	16	16	20	34	51	53	25	58	29	46	45
chr10	2358843	2359343	Amillepora16957	12	6	19	17	6	20	12	14	40	40	44	27	47	29	54	35
chr10	2457550	2458050	Amillepora16968	3	10	6	5	5	5	5	16	6	6	8	11	8	7	4	4
chr10	2431865	2432365	Amillepora16964	11	15	19	17	22	28	23	41	31	53	38	27	64	44	45	35
chr10	2387335	2387835	Amillepora16961	12	12	24	14	17	22	11	22	37	44	45	26	62	41	36	40
chr10	2372743	2373243	Amillepora16959	16	9	24	22	18	15	22	43	26	45	45	30	53	33	47	32
chr10	2440838	2441338	Amillepora16965	0	0	0	0	1	2	1	1	0	0	0	0	1	2	1	0
chr10	2431905	2432405	Amillepora16962	12	16	19	15	24	28	25	41	35	51	40	30	58	46	49	34
chr10	2477949	2478449	Amillepora16971	17	10	21	14	27	23	17	30	43	35	47	19	62	37	34	26
chr10	2454832	2455332	Amillepora16967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	2445450	2445950	Amillepora16966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	2543012	2543512	Amillepora16977	19	13	17	25	25	25	25	32	37	38	58	30	52	39	43	28
chr10	2496699	2497199	Amillepora16972	23	11	16	15	16	21	18	14	38	51	50	29	57	38	32	36
chr10	2520629	2521129	Amillepora16974	8	11	16	10	25	21	22	31	39	37	44	26	58	38	41	37
chr10	2526246	2526746	Amillepora16975	16	11	18	20	18	30	18	23	33	44	43	36	69	54	52	44
chr10	2552005	2552505	Amillepora16979	9	3	12	12	20	12	5	23	23	21	47	22	42	36	25	18
chr10	2572030	2572530	Amillepora16980	19	3	14	6	9	11	5	8	40	44	42	29	55	33	45	28
chr10	2548677	2549177	Amillepora16978	9	4	16	6	14	15	16	11	24	32	23	23	38	28	22	23
chr10	2542985	2543485	Amillepora16976	20	11	19	25	26	23	24	32	37	37	55	32	48	39	43	30
chr10	2515547	2516047	Amillepora16973	21	12	19	17	21	24	13	20	39	34	50	22	48	30	38	31
chr10	2643983	2644483	Amillepora16985	20	8	15	23	18	16	15	23	31	43	53	29	54	49	49	38
chr10	2629800	2630300	Amillepora16984	17	13	9	9	21	17	9	18	36	44	35	23	45	38	36	17
chr10	2669377	2669877	Amillepora16988	20	11	15	12	21	20	12	18	44	41	35	21	40	37	27	23
chr10	2597225	2597725	Amillepora16982	20	13	19	11	18	21	16	38	46	43	55	29	55	32	30	42
chr10	2611879	2612379	Amillepora16983	20	13	20	14	22	13	16	25	34	45	56	26	59	39	39	19
chr10	2680093	2680593	Amillepora16991	19	11	25	12	20	16	19	23	31	35	35	38	41	44	36	27
chr10	2655123	2655623	Amillepora16987	15	6	11	8	9	15	7	22	35	26	47	33	65	43	43	43
chr10	2651958	2652458	Amillepora16986	15	6	16	15	18	14	10	13	41	39	45	36	64	44	48	40
chr10	2590170	2590670	Amillepora16981	16	9	18	17	15	13	16	7	37	36	40	35	35	23	34	21
chr10	2679000	2679500	Amillepora16989	18	10	15	9	18	18	8	14	43	39	43	33	43	42	39	24
chr10	2680077	2680577	Amillepora16990	18	10	25	12	21	16	18	25	31	35	36	35	37	43	35	27
chr10	2698806	2699306	Amillepora16993	13	11	24	17	19	33	18	23	30	43	44	29	45	39	45	34
chr10	2755113	2755613	Amillepora16999	20	15	22	21	19	20	18	25	46	46	39	26	59	32	45	35
chr10	2736198	2736698	Amillepora16997	19	3	23	23	21	23	15	28	29	60	66	44	68	43	61	51
chr10	2729403	2729903	Amillepora16996	15	9	22	21	25	27	13	21	41	45	35	44	64	37	37	34
chr10	2755072	2755572	Amillepora16998	17	13	22	22	21	20	18	25	47	46	42	25	59	32	48	37
chr10	2697793	2698293	Amillepora16992	8	6	17	17	13	21	8	19	39	34	58	26	56	32	43	34
chr10	2715984	2716484	Amillepora16994	37	20	35	29	23	27	26	28	41	44	53	29	53	51	29	32
chr10	2724072	2724572	Amillepora16995	29	11	20	14	26	27	12	25	43	57	54	40	68	39	55	30
chr10	2829185	2829685	Amillepora17006	21	11	13	12	14	15	21	16	31	35	38	36	57	33	39	29
chr10	2817772	2818272	Amillepora17005	17	7	18	13	14	18	14	21	26	46	40	29	43	37	28	25
chr10	2803009	2803509	Amillepora17002	21	11	15	21	15	14	11	18	54	47	32	27	53	33	23	26
chr10	2853523	2854023	Amillepora17007	15	15	32	21	17	23	12	14	50	56	82	42	50	43	48	36
chr10	2865218	2865718	Amillepora17009	13	6	17	13	17	20	20	32	40	54	46	37	59	35	48	37
chr10	2882264	2882764	Amillepora17010	18	12	18	14	20	29	21	37	22	28	39	18	48	41	35	32
chr10	2803032	2803532	Amillepora17001	20	10	14	21	18	14	10	17	54	46	29	27	54	32	23	26
chr10	2817381	2817881	Amillepora17004	15	7	15	18	10	13	10	20	39	30	41	29	51	42	27	31
chr10	2862137	2862637	Amillepora17008	12	9	16	11	9	16	15	17	35	46	45	35	39	37	32	39
chr10	2942768	2943268	Amillepora17016	13	4	19	14	14	17	6	14	37	40	33	22	48	30	22	19
chr10	2889060	2889560	Amillepora17011	15	6	16	10	17	22	20	20	38	30	47	38	48	47	39	46
chr10	2983250	2983750	Amillepora17021	10	6	15	13	8	14	5	12	34	42	39	29	41	23	26	28
chr10	2972207	2972707	Amillepora17018	14	10	13	7	19	20	6	26	35	41	54	32	42	38	35	39
chr10	2961492	2961992	Amillepora17017	10	8	17	15	14	24	18	18	34	35	31	24	65	32	38	24
chr10	2934995	2935495	Amillepora17015	14	8	11	12	15	19	12	18	32	39	48	28	46	36	44	40
chr10	2913896	2914396	Amillepora17013	25	8	25	16	20	23	18	23	41	53	57	55	86	52	41	47
chr10	2922763	2923263	Amillepora17014	16	9	22	12	16	22	16	19	39	37	48	35	51	35	39	33
chr10	2899362	2899862	Amillepora17012	9	4	13	10	19	7	8	19	25	29	35	24	27	16	27	16
chr10	3030083	3030583	Amillepora17028	24	17	14	19	21	28	19	29	34	34	51	23	69	41	40	25
chr10	2972291	2972791	Amillepora17019	16	12	14	10	21	23	7	25	37	38	49	27	44	39	35	41
chr10	3013577	3014077	Amillepora17025	14	12	16	4	14	16	9	13	39	41	46	34	41	34	25	15
chr10	2980414	2980914	Amillepora17022	57	61	37	41	30	30	39	57	17	32	23	13	24	25	7	8
chr10	3013324	3013824	Amillepora17023	18	12	17	12	17	16	14	17	32	38	54	31	46	33	26	16
chr10	3044934	3045434	Amillepora17026	15	2	19	18	18	21	13	21	34	40	52	44	63	40	59	31
chr10	3058477	3058977	Amillepora17030	22	9	21	18	21	25	20	26	36	44	49	39	65	46	50	27
chr10	3055052	3055552	Amillepora17029	18	17	22	16	23	26	28	40	29	43	39	38	53	37	34	34
chr10	3151210	3151710	Amillepora17036	10	10	18	13	20	31	21	27	43	39	42	33	52	42	42	33
chr10	3165114	3165614	Amillepora17037	13	11	15	12	19	8	16	11	26	30	45	25	54	38	31	21
chr10	3135399	3135899	Amillepora17035	16	5	9	9	15	22	13	28	33	45	42	35	64	45	34	32
chr10	3124040	3124540	Amillepora17033	23	11	16	14	16	26	10	31	40	42	48	28	57	46	55	43
chr10	3142475	3142975	Amillepora17034	21	12	17	8	15	20	13	11	43	52	49	40	63	43	49	32
chr10	3094946	3095446	Amillepora17031	44	41	55	39	25	34	19	19	25	40	27	24	49	42	25	15
chr10	3248656	3249156	Amillepora17044	9	12	17	5	23	30	16	25	32	47	39	27	108	76	80	57
chr10	3213749	3214249	Amillepora17041	25	28	23	16	27	20	28	18	36	33	39	27	65	39	35	22
chr10	3203946	3204446	Amillepora17040	17	5	15	7	14	27	12	20	39	34	41	21	54	31	30	43
chr10	3194402	3194902	Amillepora17038	25	12	25	14	19	23	15	16	29	45	37	23	52	38	43	37
chr10	3221388	3221888	Amillepora17042	18	10	18	18	12	21	19	32	24	41	51	39	46	35	55	27
chr10	3211056	3211556	Amillepora17039	20	8	12	13	16	25	16	23	24	37	40	39	50	44	45	25
chr10	3234925	3235425	Amillepora17043	7	10	19	15	21	22	14	28	46	43	48	37	47	42	47	32
chr10	3273628	3274128	Amillepora17045	10	6	17	9	41	30	23	37	23	36	29	21	97	83	74	70
chr10	3313885	3314385	Amillepora17047	28	36	29	20	33	30	37	29	11	14	12	14	27	20	15	9
chr10	3280114	3280614	Amillepora17046	32	28	27	31	30	34	25	37	27	28	25	15	28	28	11	10
chr10	3327986	3328486	Amillepora17049	225	210	143	214	84	83	91	104	13	34	17	29	49	54	13	5
chr10	3326707	3327207	Amillepora17048	149	179	120	157	71	65	59	95	12	22	18	16	43	35	11	2
chr10	3480639	3481139	Amillepora17058	13	7	20	10	12	19	9	13	30	47	40	28	64	36	46	49
chr10	3408091	3408591	Amillepora17054	21	9	18	14	12	16	13	20	32	49	46	26	52	28	41	25
chr10	3474547	3475047	Amillepora17057	18	6	19	9	16	21	11	37	39	41	48	49	52	57	42	33
chr10	3437711	3438211	Amillepora17055	13	5	14	7	15	13	12	9	35	44	49	35	53	37	43	35
chr10	3355197	3355697	Amillepora17050	8	9	4	10	11	16	12	21	22	23	21	17	49	33	26	17
chr10	3394711	3395211	Amillepora17051	17	7	12	14	19	22	19	24	20	29	39	26	41	27	31	30
chr10	3402636	3403136	Amillepora17053	22	11	20	16	17	19	10	29	28	35	52	41	51	37	40	25
chr10	3519326	3519826	Amillepora17060	19	11	7	8	13	14	10	22	25	58	41	27	44	45	46	38
chr10	3503042	3503542	Amillepora17059	1	0	4	0	7	4	5	11	2	6	5	3	20	15	8	9
chr10	3548713	3549213	Amillepora17064	10	3	12	9	17	20	11	13	40	37	53	41	54	37	46	34
chr10	3567829	3568329	Amillepora17066	15	11	10	13	11	18	14	14	32	47	41	34	43	24	37	30
chr10	3523292	3523792	Amillepora17061	17	7	17	13	21	19	20	16	37	32	33	31	62	39	34	30
chr10	3557362	3557862	Amillepora17065	10	2	10	5	13	10	7	6	23	27	28	22	49	23	41	32
chr10	3575949	3576449	Amillepora17067	16	3	15	7	11	16	9	13	26	31	55	35	38	36	39	31
chr10	3525503	3526003	Amillepora17062	18	8	9	14	17	21	13	21	39	46	50	35	58	45	50	25
chr10	3614563	3615063	Amillepora17068	24	10	15	12	10	17	20	22	33	38	42	26	46	41	43	35
chr10	3620576	3621076	Amillepora17069	12	7	16	12	14	11	8	8	32	30	46	27	51	41	35	24
chr10	3780912	3781412	Amillepora17072	13	5	9	5	9	22	5	11	31	42	38	33	33	34	39	30
chr10	3779444	3779944	Amillepora17071	8	9	17	10	13	21	14	18	35	41	55	34	37	39	47	24
chr10	3772928	3773428	Amillepora17070	10	8	20	7	9	14	12	15	24	41	40	19	39	24	28	19
