chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
Sc0000015	1005882	1008820	Amillepora27649	99	89	89	108	59	62	56	61	93	99	84	72	98	64	38	25
Sc0000015	1011989	1019460	Amillepora27650	162	98	122	122	97	106	68	111	241	300	334	245	242	173	221	184
Sc0000015	1024443	1025290	Amillepora27651	13	6	13	11	8	9	7	13	17	23	36	27	30	12	29	20
Sc0000015	1025340	1025741	Amillepora27652	5	7	7	11	16	11	15	14	13	16	11	15	16	5	8	3
Sc0000015	1026047	1028786	Amillepora27653	47	33	44	40	39	35	26	45	84	102	105	87	63	60	72	49
Sc0000015	1028850	1030009	Amillepora27654	38	26	40	34	48	64	60	72	62	85	105	67	121	83	83	67
Sc0000015	1039754	1055264	Amillepora27655	659	578	643	621	587	625	576	660	683	763	789	671	826	687	746	600
Sc0000015	1064143	1076137	Amillepora27656	418	257	405	337	338	402	308	424	520	654	710	497	842	570	587	484
Sc0000015	1076391	1080128	Amillepora27657	387	372	310	420	221	250	256	317	233	306	312	263	261	201	188	153
Sc0000015	1080292	1083181	Amillepora27658	79	41	81	66	68	76	74	80	108	155	180	142	216	171	192	156
Sc0000015	1087404	1089039	Amillepora27659	68	34	75	61	47	56	41	55	140	167	216	126	163	114	151	102
Sc0000015	1089045	1091874	Amillepora27660	86	46	91	77	77	88	80	88	196	215	224	170	270	185	215	170
Sc0000015	1092620	1094874	Amillepora27661	46	27	43	31	49	56	55	49	97	92	130	80	181	129	146	126
Sc0000015	1103284	1148449	Amillepora27662	2478	1902	2308	2343	1678	1931	1633	2179	2932	3443	3759	2637	4103	2923	3028	2363
Sc0000015	1150631	1152505	Amillepora27663	97	65	79	89	52	48	57	79	107	145	143	107	145	99	109	80
Sc0000015	1159291	1160805	Amillepora27664	73	59	71	49	41	40	32	54	64	101	110	77	84	66	60	62
Sc0000015	1187841	1189394	Amillepora27665	24	27	36	37	26	47	24	36	43	49	53	42	52	33	27	38
Sc0000015	1202441	1204353	Amillepora27666	197	172	180	127	105	100	90	122	177	247	220	195	224	140	137	99
Sc0000015	1223101	1225115	Amillepora27667	76	54	92	74	210	253	189	287	155	176	185	138	528	404	421	353
Sc0000015	1234096	1234407	Amillepora27668	18	14	16	18	10	22	14	13	7	9	8	4	35	25	26	26
Sc0000015	1234515	1237139	Amillepora27669	288	298	249	299	265	320	326	361	95	123	144	98	362	297	259	224
Sc0000015	1242045	1243778	Amillepora27670	74	64	87	69	114	121	118	166	119	122	150	100	138	93	88	59
Sc0000015	1257115	1265810	Amillepora27671	4	3	3	5	2	8	5	6	10	14	10	8	18	10	13	9
Sc0000015	1276310	1282842	Amillepora27672	91	97	102	102	104	110	76	121	116	122	141	95	327	257	251	184
Sc0000015	1288426	1291513	Amillepora27673	34	25	38	23	16	26	17	27	57	71	68	43	70	46	31	22
Sc0000015	1321447	1321824	Amillepora27675	25	26	24	27	18	13	14	23	19	17	27	26	24	9	15	16
Sc0000015	1328281	1329764	Amillepora27676	170	121	125	136	126	127	114	149	166	203	219	148	204	158	128	90
Sc0000015	1364670	1365821	Amillepora27677	14	15	30	20	18	13	16	22	21	35	26	24	40	31	29	21
Sc0000015	1378524	1379420	Amillepora27678	14	7	15	12	19	21	13	29	30	27	37	26	44	26	44	23
Sc0000015	1414151	1415668	Amillepora27682	15	14	14	14	203	211	222	259	24	34	28	22	108	93	21	26
Sc0000015	1439219	1442042	Amillepora27683	286	264	246	249	211	224	231	314	72	102	83	95	259	218	176	140
Sc0000015	1442968	1444059	Amillepora27684	101	93	86	89	87	110	86	133	25	39	41	47	113	94	76	63
Sc0000015	1493279	1493980	Amillepora27685	27	16	31	29	27	34	29	38	37	32	48	27	79	43	77	49
Sc0000015	1507319	1511042	Amillepora27686	43	45	44	42	23	45	40	48	43	52	81	48	55	54	45	31
Sc0000015	1511745	1518907	Amillepora27687	158	134	174	177	121	116	100	142	158	208	221	143	256	169	200	157
Sc0000015	1518929	1521840	Amillepora27688	24	13	23	23	28	41	27	40	39	56	41	44	95	59	64	66
Sc0000015	1525307	1530740	Amillepora27689	131	105	134	97	160	168	136	238	196	245	245	181	444	325	360	279
Sc0000015	1537389	1538912	Amillepora27691	9	13	18	9	37	38	34	43	12	13	13	14	81	66	47	49
Sc0000015	1552610	1594056	Amillepora27692	6326	5804	5447	5830	3769	4308	3667	4518	3066	3859	3969	3008	4208	3159	2223	1672
Sc0000015	1560703	1579088	Amillepora27693	3507	3187	3013	3077	1774	1912	1750	2105	1461	1802	1833	1364	1637	1303	749	537
Sc0000015	1619017	1620375	Amillepora27694	24	14	34	25	20	15	11	14	64	60	80	46	31	25	24	15
Sc0000015	1641739	1642170	Amillepora27695	25	20	25	29	14	11	13	12	45	58	67	49	26	19	20	17
Sc0000015	1660617	1661597	Amillepora27697	50	39	52	38	37	29	46	48	78	84	95	87	129	80	93	62
Sc0000015	1665355	1672865	Amillepora27698	997	861	814	859	282	303	258	357	470	606	609	445	444	335	297	192
Sc0000015	1706168	1706458	Amillepora27700	67	56	61	65	9	9	7	10	7	20	19	19	19	12	17	12
Sc0000015	1709309	1710192	Amillepora27702	14	8	18	8	9	9	7	15	14	16	26	13	14	8	9	7
Sc0000015	1716649	1721905	Amillepora27703	429	388	360	397	62	82	74	120	176	230	202	193	177	131	140	118
Sc0000015	1740318	1741031	Amillepora27704	16	10	17	10	6	9	6	8	43	38	36	26	34	25	20	15
Sc0000015	1745432	1752822	Amillepora27705	546	515	473	527	198	231	205	256	255	377	336	261	291	246	172	118
Sc0000015	1759077	1759610	Amillepora27706	6	16	14	13	6	3	9	11	13	12	15	10	10	5	14	5
Sc0000015	1778909	1780751	Amillepora27707	3	5	6	4	11	11	10	11	3	5	4	0	45	23	24	15
Sc0000015	1782746	1785394	Amillepora27708	57	45	54	53	33	35	24	47	79	68	69	59	67	53	52	36
Sc0000015	1788080	1793529	Amillepora27709	263	232	241	237	213	257	213	297	264	355	385	260	611	427	445	344
Sc0000015	1808873	1817606	Amillepora27710	167	101	143	142	79	111	89	128	325	399	459	293	299	216	202	171
Sc0000015	1817966	1818800	Amillepora27712	41	28	27	27	10	15	13	19	55	73	66	55	44	26	29	19
Sc0000015	1825078	1829918	Amillepora27713	162	111	157	160	177	213	209	247	240	284	333	240	195	140	99	89
Sc0000015	1843359	1847902	Amillepora27714	632	632	464	679	184	239	194	215	250	317	338	255	86	77	52	35
Sc0000015	1858404	1858733	Amillepora27716	33	28	21	27	5	7	6	5	9	11	18	10	3	2	5	2
Sc0000015	1875202	1879747	Amillepora27717	387	347	353	363	231	223	223	266	167	213	197	137	260	193	132	85
Sc0000015	1883808	1888725	Amillepora27718	100	70	106	85	141	149	119	168	218	260	284	194	231	164	194	140
Sc0000015	1902215	1902697	Amillepora27719	22	15	15	14	22	17	19	21	22	29	43	40	37	33	34	21
Sc0000015	1917994	1932279	Amillepora27720	152	80	130	110	206	213	150	249	284	359	438	268	585	419	456	353
Sc0000015	1931690	1936419	Amillepora27721	115	65	107	91	132	151	120	205	219	249	312	188	371	277	298	224
Sc0000015	1945556	1945979	Amillepora27722	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sc0000015	1955207	1963914	Amillepora27723	191	127	232	186	207	272	211	276	517	609	716	464	733	519	601	471
Sc0000015	1969750	1984655	Amillepora27724	598	309	619	442	564	672	551	759	1337	1501	1804	1344	1995	1531	1656	1287
Sc0000015	1992120	2012083	Amillepora27725	666	314	577	473	543	687	472	682	1329	1403	1619	1171	1960	1336	1503	1129
Sc0000015	2014080	2014603	Amillepora27726	21	12	23	20	16	29	33	32	42	44	66	50	70	62	70	55
Sc0000015	2014660	2016046	Amillepora27727	70	33	53	52	62	93	68	101	113	144	151	118	214	130	157	103
Sc0000015	2022370	2027765	Amillepora27728	1075	957	1055	1044	506	562	568	772	1041	1215	1331	988	1023	774	564	402
Sc0000015	2110594	2112886	Amillepora27730	812	1020	735	1047	393	507	340	414	30	42	32	33	28	42	7	6
Sc0000015	2112959	2113711	Amillepora27731	261	302	203	299	133	146	114	124	4	7	1	8	4	9	2	2
Sc0000015	2113726	2114412	Amillepora27732	291	410	276	419	200	242	191	207	5	7	11	11	13	14	4	5
Sc0000015	2115460	2115873	Amillepora27733	78	60	64	84	35	39	33	37	15	19	24	15	23	12	6	4
Sc0000015	2115889	2122705	Amillepora27734	1173	1092	952	1117	396	455	443	507	147	252	183	188	255	214	110	100
Sc0000015	2137352	2137618	Amillepora27735	73	66	67	65	20	18	30	20	5	19	10	5	10	3	3	1
Sc0000015	2139078	2140510	Amillepora27736	238	228	227	206	144	154	182	204	63	77	68	56	92	67	26	26
Sc0000015	2197660	2198001	Amillepora27737	58	56	41	54	10	15	6	6	8	15	14	12	16	12	16	8
Sc0000015	2198345	2199341	Amillepora27738	202	195	204	216	102	102	100	135	91	83	93	67	108	86	40	39
Sc0000015	2201080	2202537	Amillepora27739	913	1131	766	1114	519	691	487	553	20	42	28	24	29	48	10	13
Sc0000015	2213223	2216221	Amillepora27740	365	283	304	305	182	197	166	229	299	328	331	276	345	252	189	153
Sc0000015	2229912	2235009	Amillepora27741	110	88	78	95	243	252	217	269	55	75	82	64	341	284	162	130
Sc0000015	2255169	2255695	Amillepora27743	22	14	14	19	19	17	21	22	14	19	23	11	12	9	9	8
Sc0000015	2256919	2257897	Amillepora27744	16	21	7	12	39	41	34	42	14	14	13	16	60	60	22	30
Sc0000015	2259785	2261005	Amillepora27745	109	89	107	104	178	202	174	191	56	57	71	56	108	100	82	49
Sc0000015	2261510	2262511	Amillepora27746	50	40	54	54	48	63	61	82	70	72	112	50	109	101	107	69
Sc0000015	2268191	2271823	Amillepora27747	676	592	547	576	554	550	511	646	195	283	287	254	507	425	228	148
Sc0000015	2295830	2312381	Amillepora27748	1202	1073	1089	1169	943	985	989	1211	633	824	801	636	1107	861	582	424
Sc0000015	2301432	2303541	Amillepora27749	38	28	32	32	40	46	24	45	49	63	65	56	125	92	73	59
Sc0000015	2312818	2313890	Amillepora27750	19	15	18	15	29	50	31	58	31	45	55	30	114	71	80	54
Sc0000015	2349633	2350905	Amillepora27751	3	2	4	3	3	6	2	4	8	13	10	7	16	7	12	13
Sc0000015	2378143	2379321	Amillepora27752	85	53	80	83	81	81	64	83	89	112	122	78	190	136	166	119
Sc0000015	2380090	2381218	Amillepora27753	10	4	11	11	13	13	12	18	25	33	26	25	41	26	34	21
Sc0000015	2381588	2382727	Amillepora27754	37	19	30	32	38	31	26	41	58	47	60	46	66	49	54	47
Sc0000015	2427306	2507611	Amillepora27755	9923	9463	8390	9274	6612	7399	6042	7513	4045	5188	5092	4026	6609	5088	3718	2659
Sc0000015	2513870	2514867	Amillepora27757	34	16	42	24	26	33	33	60	49	81	89	64	100	76	79	70
Sc0000015	2516068	2525848	Amillepora27758	1832	1671	1510	1707	1131	1248	1048	1278	424	547	496	466	749	635	335	246
Sc0000015	2532420	2534032	Amillepora27759	98	71	80	70	81	85	63	94	108	120	110	80	151	122	70	58
Sc0000015	2539702	2541972	Amillepora27760	84	57	85	83	85	105	80	135	146	194	190	150	235	160	167	118
Sc0000015	2556948	2560411	Amillepora27761	108	57	110	78	96	110	76	125	207	241	294	212	334	248	288	223
Sc0000015	2561066	2562840	Amillepora27762	27	23	33	32	18	21	16	25	30	51	43	36	54	33	31	26
Sc0000015	2563519	2564471	Amillepora27763	96	100	94	105	10	17	11	9	39	52	53	32	27	19	28	10
Sc0000015	2567862	2570069	Amillepora27764	218	188	187	218	179	187	208	229	153	172	204	123	251	173	160	150
Sc0000015	2577393	2581637	Amillepora27765	334	308	299	275	204	228	199	279	176	225	220	168	268	188	153	124
Sc0000015	2581724	2615633	Amillepora27766	2072	1663	1789	1715	1704	1833	1603	2060	1629	1994	2063	1474	2686	2004	1675	1302
Sc0000015	2628647	2629003	Amillepora27768	14	6	14	12	18	25	7	22	43	47	52	34	63	31	66	37
Sc0000015	2648892	2650538	Amillepora27769	46	30	48	51	43	49	44	74	49	61	54	43	83	59	50	42
Sc0000015	2660559	2670564	Amillepora27770	323	184	307	269	304	351	267	386	627	736	821	590	1039	662	820	623
Sc0000015	2683262	2685688	Amillepora27771	298	280	260	241	180	206	204	240	56	97	98	81	129	119	68	55
Sc0000015	2699496	2700602	Amillepora27772	135	113	108	123	83	79	70	78	67	79	67	53	91	71	56	47
Sc0000015	2700663	2702339	Amillepora27773	179	126	152	155	157	199	193	228	112	141	115	119	194	148	122	81
Sc0000015	2702370	2703341	Amillepora27774	41	38	41	45	62	55	40	60	62	68	81	63	82	56	60	39
Sc0000015	2706085	2712831	Amillepora27778	173	97	177	128	158	192	136	217	382	484	494	364	604	427	432	320
Sc0000028	361	2209	Amillepora27779	19	10	16	16	26	34	22	35	38	59	62	52	115	68	66	83
Sc0000028	112704	121293	Amillepora27780	941	768	794	757	331	374	319	416	577	696	697	550	388	296	214	120
Sc0000028	121243	125377	Amillepora27781	768	688	668	671	197	185	168	193	477	556	530	450	207	129	51	34
Sc0000028	126139	128397	Amillepora27782	132	117	96	118	163	220	246	238	84	115	132	91	132	84	67	58
Sc0000028	128690	131255	Amillepora27783	191	200	149	183	245	269	253	302	110	110	149	111	129	121	84	80
Sc0000028	131286	132272	Amillepora27784	139	105	98	105	147	149	134	168	47	59	94	63	68	71	44	38
Sc0000028	133192	135323	Amillepora27785	273	235	235	252	72	102	85	115	161	216	173	148	110	75	37	16
Sc0000028	138951	139676	Amillepora27786	41	52	53	53	21	22	22	29	63	92	94	60	62	42	40	32
Sc0000028	163336	172036	Amillepora27787	886	775	810	802	222	260	216	279	545	618	611	471	287	240	152	106
Sc0000028	172613	176625	Amillepora27788	583	461	497	512	135	162	137	183	412	521	481	366	235	176	96	56
Sc0000028	190428	275751	Amillepora27789	3823	3238	3492	3504	1855	2132	1788	2305	3601	4307	4666	3272	3603	2595	2478	1973
Sc0000028	276238	277461	Amillepora27796	0	0	0	0	14	12	8	11	0	0	1	0	41	26	31	19
Sc0000028	358564	360855	Amillepora27802	29	32	31	27	43	45	38	59	35	38	36	31	55	26	15	8
Sc0000028	396830	399760	Amillepora27803	75	56	55	59	75	79	67	103	75	105	106	87	138	121	69	75
Sc0000028	424141	431220	Amillepora27804	179	117	170	161	67	88	76	98	286	355	424	284	243	152	183	147
Sc0000028	456776	460017	Amillepora27805	44	41	57	36	50	56	61	74	40	57	78	43	51	41	27	23
Sc0000028	486753	498557	Amillepora27806	1325	1221	1158	1228	372	422	383	437	666	914	813	690	469	348	261	190
Sc0000028	498550	504845	Amillepora27807	1131	974	979	1046	305	308	280	376	701	896	752	609	334	232	116	86
Sc0000028	507001	510667	Amillepora27808	397	351	335	340	263	262	245	271	137	174	165	130	105	103	33	18
Sc0000028	544258	545756	Amillepora27810	82	59	74	73	82	114	103	111	112	131	122	91	177	119	147	87
Sc0000028	616464	617534	Amillepora27811	224	230	221	221	158	188	189	230	102	126	151	109	212	137	125	108
Sc0000028	642212	645613	Amillepora27812	5	6	8	8	23	18	16	36	1	5	7	0	66	42	48	43
Sc0000028	650639	651075	Amillepora27813	3	2	4	4	1	1	5	1	9	7	12	5	7	5	4	3
Sc0000028	672270	673556	Amillepora27814	19	14	25	22	12	18	14	16	65	74	69	44	58	32	24	42
Sc0000028	739262	740785	Amillepora27816	46	36	50	41	69	89	74	93	51	84	105	70	92	78	69	54
Sc0000028	815326	823172	Amillepora27817	666	594	576	624	761	907	737	823	336	445	444	352	580	483	369	254
Sc0000028	920530	930933	Amillepora27821	1186	1021	1075	1050	483	492	392	619	773	962	994	713	828	594	371	265
Sc0000028	930934	955013	Amillepora27822	2870	2531	2502	2489	1625	1883	1641	2013	1478	1850	1698	1373	1819	1310	682	468
Sc0000028	956637	960348	Amillepora27825	82	54	81	78	113	102	102	143	223	304	281	192	349	237	307	258
Sc0000028	970671	982850	Amillepora27826	724	581	642	739	612	671	653	841	808	921	1055	744	1158	827	924	678
Sc0000028	986666	992390	Amillepora27827	387	320	375	357	214	267	231	334	268	347	367	222	459	318	260	192
Sc0000028	993628	996376	Amillepora27828	63	55	96	68	79	103	86	111	180	204	238	137	256	205	239	171
Sc0000028	1024964	1026656	Amillepora27829	51	31	51	51	43	66	60	71	102	119	145	99	171	121	122	112
Sc0000028	1027285	1030064	Amillepora27830	78	37	92	61	73	96	62	115	168	199	240	180	261	179	207	156
Sc0000028	1030819	1046349	Amillepora27831	609	423	564	551	432	558	441	700	739	890	1048	766	1254	913	961	761
Sc0000028	1050203	1059950	Amillepora27832	1260	1106	1055	1099	758	868	810	1015	372	544	442	424	677	580	302	188
Sc0000028	1065381	1075977	Amillepora27833	165	138	174	119	121	134	111	135	249	306	323	227	315	230	212	172
Sc0000028	1095944	1099681	Amillepora27835	338	242	350	301	309	326	293	399	523	608	673	447	511	424	319	259
Sc0000028	1132571	1144807	Amillepora27836	590	335	627	471	508	591	471	664	1062	1309	1476	1037	1389	925	1103	832
Sc0000028	1148193	1169033	Amillepora27837	1429	1249	1303	1281	866	971	920	1154	854	1102	1129	920	1202	938	672	522
Sc0000028	1156880	1168681	Amillepora27838	864	769	791	784	481	506	526	626	406	556	493	440	595	471	270	193
Sc0000028	1169782	1187773	Amillepora27839	1969	1918	1665	1796	1030	1159	1146	1284	518	702	644	564	800	623	358	281
Sc0000028	1188049	1194997	Amillepora27841	637	515	519	571	392	446	409	575	325	423	427	311	562	432	240	184
Sc0000028	1197923	1198759	Amillepora27842	31	11	19	25	16	31	21	35	60	71	61	60	95	67	77	58
Sc0000028	1199406	1200710	Amillepora27843	44	32	51	57	57	61	51	91	93	90	125	79	135	93	108	71
Sc0000028	1201665	1206091	Amillepora27844	239	190	248	240	207	214	223	311	245	308	348	287	387	283	269	194
Sc0000028	1205340	1224959	Amillepora27845	1622	1268	1393	1485	991	1091	1065	1363	926	1225	1238	986	1530	1103	991	809
Sc0000028	1227317	1241152	Amillepora27846	2410	2371	2062	2262	337	409	331	455	641	864	795	651	427	323	278	222
Sc0000028	1246030	1246745	Amillepora27847	41	27	38	45	20	33	24	27	74	92	87	65	66	55	57	28
Sc0000028	1258636	1279941	Amillepora27848	1383	1152	1323	1318	789	885	719	1010	1222	1433	1547	1139	1483	1056	934	727
Sc0000028	1306736	1314980	Amillepora27849	438	357	369	351	354	419	364	400	176	230	213	162	346	272	198	170
Sc0000028	1322748	1324737	Amillepora27851	80	94	104	81	94	89	85	126	60	81	75	58	105	84	58	40
Sc0000028	1330660	1333875	Amillepora27852	55	46	56	55	59	56	52	58	124	124	167	112	180	118	158	120
Sc0000028	1342136	1371581	Amillepora27853	2725	2398	2460	2487	1877	2073	2060	2520	1300	1692	1640	1334	2371	1666	1272	1019
Sc0000028	1375487	1378145	Amillepora27854	62	48	69	57	83	100	72	102	172	190	234	151	295	197	206	166
Sc0000028	1385064	1387427	Amillepora27856	287	255	220	244	219	207	217	265	104	147	110	113	194	139	87	45
Sc0000028	1389650	1413846	Amillepora27857	1756	1507	1598	1562	1272	1431	1229	1700	1005	1266	1232	912	1692	1277	684	527
Sc0000028	1404192	1416030	Amillepora27858	679	557	634	633	562	622	577	755	593	664	685	502	850	617	381	310
Sc0000028	1420861	1427840	Amillepora27859	606	524	565	566	339	372	389	469	313	380	365	293	515	378	290	195
Sc0000028	1430009	1438497	Amillepora27861	254	179	246	207	284	291	223	337	535	678	731	509	793	537	611	541
Sc0000028	1442357	1443451	Amillepora27862	39	22	29	28	23	35	27	32	82	89	97	73	125	89	99	71
Sc0000028	1507519	1570057	Amillepora27863	1724	1105	1553	1456	1869	2212	1798	2466	2770	3236	3582	2583	5521	3909	4172	3389
Sc0000028	1570343	1574225	Amillepora27864	85	64	110	86	138	125	115	161	166	176	195	179	272	189	165	121
Sc0000028	1717293	1718027	Amillepora27869	17	21	22	14	27	32	30	43	19	26	51	27	34	23	22	21
Sc0000028	1787499	1788025	Amillepora27870	11	6	13	10	35	31	39	48	15	27	27	19	102	70	82	68
Sc0000028	1933152	1939026	Amillepora27872	237	168	223	210	161	189	140	207	318	397	401	289	335	200	200	164
Sc0000028	1946662	1949340	Amillepora27873	399	359	385	348	162	188	152	199	302	376	357	261	249	186	117	81
Sc0000028	1952898	1953802	Amillepora27874	24	16	20	34	29	33	33	42	22	28	36	23	56	37	18	21
Sc0000030	17277	17879	Amillepora27879	37	29	40	36	24	33	16	32	40	33	37	34	71	50	62	41
Sc0000030	23419	27161	Amillepora27881	172	86	141	120	222	253	253	292	239	323	322	247	551	399	389	320
Sc0000030	30205	31232	Amillepora27882	33	12	28	20	87	87	71	119	56	49	72	41	232	165	170	122
Sc0000030	45452	47631	Amillepora27883	316	294	314	341	196	231	217	282	257	312	341	277	370	279	318	287
Sc0000030	117234	126409	Amillepora27887	187	135	186	131	157	167	128	224	283	368	349	260	349	287	249	164
Sc0000030	140437	156161	Amillepora27888	1076	1137	901	1184	290	363	301	389	478	641	695	519	748	514	581	504
Sc0000030	157836	159335	Amillepora27890	8	3	4	11	153	177	173	226	15	12	15	9	184	127	110	96
Sc0000030	162770	165187	Amillepora27891	64	59	68	80	42	53	47	62	75	105	98	66	72	54	62	31
Sc0000030	166630	169390	Amillepora27892	135	82	119	109	80	87	75	125	171	201	236	151	167	129	122	85
Sc0000030	189455	190116	Amillepora27893	9	2	19	8	6	13	9	14	23	28	35	22	27	16	18	14
Sc0000030	234758	248073	Amillepora27894	323	137	298	224	80	100	64	84	695	805	935	657	281	189	217	198
