chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr1	16827557	16828516	RC_35	39	28	28	27	38	33	34	40	19	24	27	18	46	43	18	17
chr1	16827557	16828516	RC_36	39	28	28	27	38	33	34	40	19	24	27	18	46	43	18	17
chr1	17749148	17753785	RC_37	229	171	196	199	254	301	256	348	280	308	334	267	509	344	324	259
chr1	17749148	17753785	RC_38	229	171	196	199	254	301	256	348	280	308	334	267	509	344	324	259
chr1	18571955	18572311	RC_39	8	7	7	5	4	3	0	2	16	19	18	7	6	4	0	5
chr1	18571955	18572311	RC_40	8	7	7	5	4	3	0	2	16	19	18	7	6	4	0	5
chr1	18573674	18574116	RC_41	5	6	6	3	1	0	3	4	14	17	11	12	10	5	5	7
chr1	18573674	18574116	RC_42	5	6	6	3	1	0	3	4	14	17	11	12	10	5	5	7
chr1	18594458	18594734	RC_43	6	3	10	4	12	14	10	15	14	10	20	9	42	22	19	12
chr1	18594458	18594734	RC_44	6	3	10	4	12	14	10	15	14	10	20	9	42	22	19	12
chr1	18594850	18595659	RC_45	21	24	31	24	24	29	29	41	35	50	70	36	89	59	61	43
chr1	18594850	18595659	RC_46	21	24	31	24	24	29	29	41	35	50	70	36	89	59	61	43
chr1	18672675	18674341	RC_47	53	32	49	39	35	39	37	44	84	92	129	83	94	64	65	55
chr1	18672675	18674341	RC_48	53	32	49	39	35	39	37	44	84	92	129	83	94	64	65	55
chr1	18674484	18674632	RC_49	8	3	8	8	7	8	10	2	16	18	21	10	13	2	11	11
chr1	18674484	18674632	RC_50	8	3	8	8	7	8	10	2	16	18	21	10	13	2	11	11
chr1	18791586	18791654	RC_51	5	1	3	2	6	5	4	5	9	5	9	5	11	6	6	7
chr1	18791586	18791654	RC_52	5	1	3	2	6	5	4	5	9	5	9	5	11	6	6	7
chr1	18791696	18793249	RC_53	97	81	88	90	98	76	82	117	68	86	70	59	115	88	56	41
chr1	18791696	18793249	RC_54	97	81	88	90	98	76	82	117	68	86	70	59	115	88	56	41
chr1	18794163	18794694	RC_55	15	15	26	20	19	22	16	36	40	49	48	29	42	46	35	22
chr1	18794163	18794694	RC_56	15	15	26	20	19	22	16	36	40	49	48	29	42	46	35	22
chr1	18799201	18799288	RC_57	1	2	2	4	2	10	6	10	9	8	9	5	15	10	5	9
chr1	18799201	18799288	RC_58	1	2	2	4	2	10	6	10	9	8	9	5	15	10	5	9
chr1	18956847	18957455	RC_59	17	14	30	21	28	24	29	28	30	36	33	24	53	39	21	28
chr1	18956847	18957455	RC_60	17	14	30	21	28	24	29	28	30	36	33	24	53	39	21	28
chr1	18957862	18957967	RC_61	4	7	7	6	9	9	7	16	8	9	14	10	23	10	6	9
chr1	18957862	18957967	RC_62	4	7	7	6	9	9	7	16	8	9	14	10	23	10	6	9
chr1	18966108	18966872	RC_63	88	73	91	82	43	59	55	59	53	50	84	46	70	38	31	16
chr1	18966108	18966872	RC_64	88	73	91	82	43	59	55	59	53	50	84	46	70	38	31	16
chr1	19218277	19218363	RC_65	6	0	2	3	4	5	1	3	9	11	21	10	9	5	9	4
chr1	19218277	19218363	RC_66	6	0	2	3	4	5	1	3	9	11	21	10	9	5	9	4
chr1	20498632	20498865	RC_67	14	5	10	12	4	2	5	5	14	14	28	22	14	7	6	6
chr1	20498632	20498865	RC_68	14	5	10	12	4	2	5	5	14	14	28	22	14	7	6	6
chr1	20499122	20499403	RC_69	16	7	17	15	15	21	13	17	41	57	42	29	51	37	40	31
chr1	20499122	20499403	RC_70	16	7	17	15	15	21	13	17	41	57	42	29	51	37	40	31
chr1	20591610	20591806	RC_71	2	0	0	2	2	1	1	5	1	1	1	1	8	5	5	5
chr1	20591610	20591806	RC_72	2	0	0	2	2	1	1	5	1	1	1	1	8	5	5	5
chr1	20592520	20592678	RC_73	3	1	1	3	3	2	0	3	7	11	7	5	8	7	4	5
chr1	20592520	20592678	RC_74	3	1	1	3	3	2	0	3	7	11	7	5	8	7	4	5
chr1	20692678	20692870	RC_75	16	13	23	13	13	20	14	22	31	26	33	31	54	31	26	26
chr1	20692678	20692870	RC_76	16	13	23	13	13	20	14	22	31	26	33	31	54	31	26	26
chr1	20728948	20729282	RC_77	8	5	2	2	2	3	2	1	15	18	23	11	11	5	10	7
chr1	20728948	20729282	RC_78	8	5	2	2	2	3	2	1	15	18	23	11	11	5	10	7
chr1	20740485	20745645	RC_79	238	195	202	191	254	298	246	328	261	289	317	238	397	291	239	188
chr1	20740485	20745645	RC_80	238	195	202	191	254	298	246	328	261	289	317	238	397	291	239	188
chr1	21255845	21255909	RC_81	39	35	25	33	16	22	12	19	3	3	3	2	10	8	4	0
chr1	21255845	21255909	RC_82	39	35	25	33	16	22	12	19	3	3	3	2	10	8	4	0
chr1	21816437	21817785	RC_83	58	47	56	41	51	65	37	61	100	136	143	75	173	86	100	65
chr1	21816437	21817785	RC_84	58	47	56	41	51	65	37	61	100	136	143	75	173	86	100	65
chr1	21819104	21819316	RC_85	16	9	18	10	12	13	12	14	22	27	24	20	44	27	24	21
chr1	21819104	21819316	RC_86	16	9	18	10	12	13	12	14	22	27	24	20	44	27	24	21
chr1	21887280	21890103	RC_87	221	181	207	219	165	166	140	187	180	250	268	175	276	190	159	116
chr1	21887280	21890103	RC_88	221	181	207	219	165	166	140	187	180	250	268	175	276	190	159	116
chr1	22295997	22296164	RC_89	16	4	15	8	10	17	6	19	13	18	15	8	23	9	7	4
chr1	22295997	22296164	RC_90	16	4	15	8	10	17	6	19	13	18	15	8	23	9	7	4
chr1	22296263	22296455	RC_91	17	7	5	9	10	10	5	8	13	20	20	13	25	17	17	14
chr1	22296263	22296455	RC_92	17	7	5	9	10	10	5	8	13	20	20	13	25	17	17	14
chr1	22296607	22297342	RC_93	76	71	70	76	75	77	69	77	41	49	42	32	49	53	28	22
chr1	22296607	22297342	RC_94	76	71	70	76	75	77	69	77	41	49	42	32	49	53	28	22
chr1	22297484	22298276	RC_95	102	61	71	56	56	62	55	72	34	48	52	41	61	47	27	15
chr1	22297484	22298276	RC_96	102	61	71	56	56	62	55	72	34	48	52	41	61	47	27	15
chr1	22298361	22298484	RC_97	9	4	8	6	6	13	6	8	8	10	16	6	18	5	9	11
chr1	22298361	22298484	RC_98	9	4	8	6	6	13	6	8	8	10	16	6	18	5	9	11
chr1	22298687	22298809	RC_99	6	5	7	5	6	4	7	8	9	21	17	7	6	12	14	7
chr1	22298687	22298809	RC_100	6	5	7	5	6	4	7	8	9	21	17	7	6	12	14	7
chr1	22298860	22299995	RC_101	80	62	90	65	82	85	55	99	67	87	85	67	125	99	65	49
chr1	22298860	22299995	RC_102	80	62	90	65	82	85	55	99	67	87	85	67	125	99	65	49
chr1	22602261	22602380	RC_103	0	0	0	0	9	7	5	9	0	0	0	0	11	4	7	3
chr1	22602261	22602380	RC_104	0	0	0	0	9	7	5	9	0	0	0	0	11	4	7	3
chr1	22603828	22608251	RC_105	166	93	108	122	346	396	217	295	117	151	122	77	530	344	144	120
chr1	22603828	22608251	RC_106	166	93	108	122	346	396	217	295	117	151	122	77	530	344	144	120
chr1	22608417	22609109	RC_107	17	12	13	9	66	67	50	62	17	25	17	12	128	100	48	36
chr1	22608417	22609109	RC_108	17	12	13	9	66	67	50	62	17	25	17	12	128	100	48	36
chr1	22609447	22609824	RC_109	9	5	7	8	26	31	21	24	21	25	17	16	90	62	45	26
chr1	22609447	22609824	RC_110	9	5	7	8	26	31	21	24	21	25	17	16	90	62	45	26
chr1	23021387	23023467	RC_111	70	48	62	51	87	102	71	116	83	105	129	104	216	139	132	94
chr1	23021387	23023467	RC_112	70	48	62	51	87	102	71	116	83	105	129	104	216	139	132	94
chr1	23119256	23120276	RC_113	13	11	13	15	19	32	22	28	29	39	35	38	85	67	65	46
chr1	23119256	23120276	RC_114	13	11	13	15	19	32	22	28	29	39	35	38	85	67	65	46
chr1	24318453	24318604	RC_115	0	1	2	3	7	19	10	15	2	2	1	2	26	12	11	5
chr1	24318453	24318604	RC_116	0	1	2	3	7	19	10	15	2	2	1	2	26	12	11	5
chr1	24319368	24319945	RC_117	8	3	7	7	51	56	36	54	12	7	9	2	45	34	21	19
chr1	24319368	24319945	RC_118	8	3	7	7	51	56	36	54	12	7	9	2	45	34	21	19
chr1	24320120	24321736	RC_119	26	29	25	20	119	122	73	93	36	28	30	16	277	178	140	114
chr1	24320120	24321736	RC_120	26	29	25	20	119	122	73	93	36	28	30	16	277	178	140	114
chr1	24322545	24323203	RC_121	26	29	17	20	53	50	37	47	13	19	15	11	82	58	36	17
chr1	24322545	24323203	RC_122	26	29	17	20	53	50	37	47	13	19	15	11	82	58	36	17
chr1	24323765	24323893	RC_123	5	2	3	1	20	17	19	18	1	2	1	0	28	14	7	5
chr1	24323765	24323893	RC_124	5	2	3	1	20	17	19	18	1	2	1	0	28	14	7	5
chr1	24342070	24342294	RC_125	9	11	13	11	17	19	14	21	10	13	8	13	32	24	7	6
chr1	24342070	24342294	RC_126	9	11	13	11	17	19	14	21	10	13	8	13	32	24	7	6
chr1	24781917	24785295	RC_127	149	119	125	125	89	105	91	110	133	148	165	119	192	134	115	94
chr1	24781917	24785295	RC_128	149	119	125	125	89	105	91	110	133	148	165	119	192	134	115	94
chr1	24788773	24788882	RC_129	5	2	4	4	3	6	0	4	3	0	3	3	8	9	3	8
chr1	24788773	24788882	RC_130	5	2	4	4	3	6	0	4	3	0	3	3	8	9	3	8
chr1	24960910	24960979	RC_131	6	4	12	3	0	6	2	7	20	25	29	10	16	14	11	10
chr1	24960910	24960979	RC_132	6	4	12	3	0	6	2	7	20	25	29	10	16	14	11	10
chr1	25071616	25072053	RC_133	7	9	10	11	5	2	6	9	10	13	10	14	17	9	7	2
chr1	25071616	25072053	RC_134	7	9	10	11	5	2	6	9	10	13	10	14	17	9	7	2
chr1	25227831	25229628	RC_135	75	68	74	86	69	70	75	89	99	123	123	80	142	115	94	62
chr1	25227831	25229628	RC_136	75	68	74	86	69	70	75	89	99	123	123	80	142	115	94	62
chr1	25229671	25231286	RC_137	45	20	32	30	31	42	23	36	58	88	68	49	95	63	67	51
chr1	25229671	25231286	RC_138	45	20	32	30	31	42	23	36	58	88	68	49	95	63	67	51
chr1	25297382	25297451	RC_139	3	4	5	5	0	0	1	1	12	17	23	7	6	3	5	4
chr1	25297382	25297451	RC_140	3	4	5	5	0	0	1	1	12	17	23	7	6	3	5	4
chr1	25377114	25377358	RC_141	10	7	9	11	5	4	1	1	13	17	8	11	8	3	4	5
chr1	25377114	25377358	RC_142	10	7	9	11	5	4	1	1	13	17	8	11	8	3	4	5
chr1	25410194	25411726	RC_143	46	29	35	29	31	28	20	30	10	22	12	12	18	15	10	10
chr1	25410194	25411726	RC_144	46	29	35	29	31	28	20	30	10	22	12	12	18	15	10	10
chr1	25906946	25910158	RC_145	78	54	80	69	46	65	41	78	122	133	143	120	143	101	108	86
chr1	25906946	25910158	RC_146	78	54	80	69	46	65	41	78	122	133	143	120	143	101	108	86
chr1	25925329	25925878	RC_147	23	28	24	30	22	19	17	27	20	23	15	10	22	19	15	14
chr1	25925329	25925878	RC_148	23	28	24	30	22	19	17	27	20	23	15	10	22	19	15	14
chr1	26716612	26719874	RC_149	36	26	31	32	105	113	73	111	36	62	60	44	281	178	211	153
chr1	26716612	26719874	RC_150	36	26	31	32	105	113	73	111	36	62	60	44	281	178	211	153
chr1	27985206	27990894	RC_151	615	574	510	569	390	417	392	447	323	401	352	338	403	320	211	160
chr1	27985206	27990894	RC_152	615	574	510	569	390	417	392	447	323	401	352	338	403	320	211	160
chr1	28645845	28648764	RC_153	201	162	191	169	222	218	191	256	204	212	241	154	320	255	174	124
chr1	28645845	28648764	RC_154	201	162	191	169	222	218	191	256	204	212	241	154	320	255	174	124
chr1	28904078	28906910	RC_155	133	107	116	106	147	142	122	168	133	152	173	126	277	182	148	136
chr1	28904078	28906910	RC_156	133	107	116	106	147	142	122	168	133	152	173	126	277	182	148	136
chr1	30015858	30015985	RC_157	38	49	33	40	21	21	26	33	11	12	10	8	9	7	2	1
chr1	30015858	30015985	RC_158	38	49	33	40	21	21	26	33	11	12	10	8	9	7	2	1
chr1	30016274	30016607	RC_159	41	34	54	50	31	36	40	48	18	24	25	16	29	19	10	8
chr1	30016274	30016607	RC_160	41	34	54	50	31	36	40	48	18	24	25	16	29	19	10	8
chr1	30695980	30696118	RC_161	9	4	10	7	8	9	7	6	11	21	14	13	13	13	8	3
chr1	30695980	30696118	RC_162	9	4	10	7	8	9	7	6	11	21	14	13	13	13	8	3
chr1	30696383	30696645	RC_163	5	3	8	4	6	8	4	10	19	18	14	12	19	18	20	13
chr1	30696383	30696645	RC_164	5	3	8	4	6	8	4	10	19	18	14	12	19	18	20	13
chr1	30696868	30697315	RC_165	11	5	11	7	12	11	1	5	39	37	50	35	43	24	26	20
chr1	30696868	30697315	RC_166	11	5	11	7	12	11	1	5	39	37	50	35	43	24	26	20
chr1	31107843	31108071	RC_167	7	5	9	4	5	10	2	5	17	27	22	14	29	21	19	12
chr1	31107843	31108071	RC_168	7	5	9	4	5	10	2	5	17	27	22	14	29	21	19	12
chr1	31548554	31549140	RC_169	35	41	53	35	34	39	22	31	53	83	63	62	90	57	49	43
chr1	31548554	31549140	RC_170	35	41	53	35	34	39	22	31	53	83	63	62	90	57	49	43
chr1	32733815	32734178	RC_171	27	20	24	30	21	30	30	32	36	42	46	38	56	43	26	16
chr1	32733815	32734178	RC_172	27	20	24	30	21	30	30	32	36	42	46	38	56	43	26	16
chr1	32757285	32757385	RC_173	4	4	5	6	5	2	9	6	15	14	18	11	15	16	9	9
chr1	32757285	32757385	RC_174	4	4	5	6	5	2	9	6	15	14	18	11	15	16	9	9
chr1	32757452	32757664	RC_175	8	4	4	3	9	11	7	15	16	21	21	19	14	12	15	7
chr1	32757452	32757664	RC_176	8	4	4	3	9	11	7	15	16	21	21	19	14	12	15	7
chr1	33483442	33487459	RC_177	113	90	98	97	95	152	107	138	128	146	131	119	260	182	201	135
chr1	33483442	33487459	RC_178	113	90	98	97	95	152	107	138	128	146	131	119	260	182	201	135
chr1	33653799	33653955	RC_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	33653799	33653955	RC_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	36278456	36278511	RC_181	1	4	7	5	3	6	6	10	8	10	11	9	16	9	7	7
chr1	36278456	36278511	RC_182	1	4	7	5	3	6	6	10	8	10	11	9	16	9	7	7
chr1	36664172	36664220	RC_183	10	12	9	15	6	8	3	12	1	11	5	5	5	3	0	1
chr1	36664172	36664220	RC_184	10	12	9	15	6	8	3	12	1	11	5	5	5	3	0	1
chr1	38158198	38158520	RC_185	8	0	6	4	2	2	0	6	8	10	16	8	3	3	4	3
chr1	38158198	38158520	RC_186	8	0	6	4	2	2	0	6	8	10	16	8	3	3	4	3
chr1	38829154	38829213	RC_187	5	3	2	5	3	4	4	4	5	10	10	9	20	14	6	1
chr1	38829154	38829213	RC_188	5	3	2	5	3	4	4	4	5	10	10	9	20	14	6	1
chr10	27435	27539	RC_189	2	0	6	4	7	6	5	1	9	12	18	12	22	18	20	11
chr10	27435	27539	RC_190	2	0	6	4	7	6	5	1	9	12	18	12	22	18	20	11
chr10	30012	30129	RC_191	9	2	5	2	3	4	1	5	18	20	17	14	19	9	15	14
chr10	30012	30129	RC_192	9	2	5	2	3	4	1	5	18	20	17	14	19	9	15	14
chr10	1697212	1700000	RC_193	115	70	107	88	88	94	92	111	167	203	188	123	192	137	124	101
chr10	1697212	1700000	RC_194	115	70	107	88	88	94	92	111	167	203	188	123	192	137	124	101
chr10	1700003	1701799	RC_195	72	70	78	71	67	69	55	61	64	68	72	51	63	33	26	24
chr10	1700003	1701799	RC_196	72	70	78	71	67	69	55	61	64	68	72	51	63	33	26	24
chr10	4769961	4770520	RC_197	18	20	19	20	17	18	7	28	16	17	26	15	35	15	10	8
chr10	4769961	4770520	RC_198	18	20	19	20	17	18	7	28	16	17	26	15	35	15	10	8
chr10	5423543	5424601	RC_199	0	4	3	0	1	2	5	1	7	5	6	3	5	4	4	3
chr10	5423543	5424601	RC_200	0	4	3	0	1	2	5	1	7	5	6	3	5	4	4	3
chr10	5522625	5524722	RC_201	162	137	158	155	180	177	144	213	123	141	152	114	279	190	121	83
chr10	5522625	5524722	RC_202	162	137	158	155	180	177	144	213	123	141	152	114	279	190	121	83
chr10	5525032	5526237	RC_203	49	51	44	53	93	145	112	128	75	85	108	71	182	118	149	113
chr10	5525032	5526237	RC_204	49	51	44	53	93	145	112	128	75	85	108	71	182	118	149	113
chr10	5689779	5692238	RC_205	26	21	21	17	14	24	9	9	12	31	19	14	18	17	13	13
chr10	5689779	5692238	RC_206	26	21	21	17	14	24	9	9	12	31	19	14	18	17	13	13
chr10	5692819	5697849	RC_207	9	5	7	8	10	9	5	13	15	20	12	6	42	17	27	18
chr10	5692819	5697849	RC_208	9	5	7	8	10	9	5	13	15	20	12	6	42	17	27	18
chr10	5698770	5699879	RC_209	12	8	7	11	7	15	5	14	11	16	10	9	8	14	6	7
chr10	5698770	5699879	RC_210	12	8	7	11	7	15	5	14	11	16	10	9	8	14	6	7
chr10	5705175	5705300	RC_211	2	2	0	0	1	7	3	5	3	1	1	5	6	5	10	7
chr10	5705175	5705300	RC_212	2	2	0	0	1	7	3	5	3	1	1	5	6	5	10	7
chr10	5838409	5839651	RC_213	5	3	4	10	5	5	8	6	12	3	9	2	16	8	8	3
chr10	5838409	5839651	RC_214	5	3	4	10	5	5	8	6	12	3	9	2	16	8	8	3
chr10	6513969	6514049	RC_215	19	15	17	11	15	19	22	20	12	11	7	10	15	11	5	2
chr10	6513969	6514049	RC_216	19	15	17	11	15	19	22	20	12	11	7	10	15	11	5	2
chr10	6780333	6785591	RC_217	975	944	802	857	353	417	330	437	287	367	335	241	488	330	235	168
chr10	6780333	6785591	RC_218	975	944	802	857	353	417	330	437	287	367	335	241	488	330	235	168
chr10	7741381	7758794	RC_219	774	519	778	682	1078	1244	938	1214	1534	1723	2056	1301	3056	2188	2100	1675
chr10	7741381	7758794	RC_220	774	519	778	682	1078	1244	938	1214	1534	1723	2056	1301	3056	2188	2100	1675
chr10	8300690	8301053	RC_221	8	8	10	10	3	8	11	5	26	27	21	8	10	11	5	5
chr10	8300690	8301053	RC_222	8	8	10	10	3	8	11	5	26	27	21	8	10	11	5	5
chr10	8880060	8883591	RC_223	77	46	72	61	77	106	94	81	115	130	151	89	208	148	110	95
chr10	8880060	8883591	RC_224	77	46	72	61	77	106	94	81	115	130	151	89	208	148	110	95
chr10	9015075	9016175	RC_225	28	23	29	20	22	23	19	28	39	41	56	43	45	36	19	18
chr10	9015075	9016175	RC_226	28	23	29	20	22	23	19	28	39	41	56	43	45	36	19	18
chr10	9164769	9166276	RC_227	39	31	44	26	57	66	52	83	79	82	81	60	146	125	91	71
chr10	9164769	9166276	RC_228	39	31	44	26	57	66	52	83	79	82	81	60	146	125	91	71
chr10	9489908	9490462	RC_229	16	17	27	17	25	16	31	33	33	37	58	30	43	25	28	10
chr10	9489908	9490462	RC_230	16	17	27	17	25	16	31	33	33	37	58	30	43	25	28	10
chr10	9490621	9491670	RC_231	30	12	33	18	32	27	29	25	65	66	72	49	79	47	39	29
chr10	9490621	9491670	RC_232	30	12	33	18	32	27	29	25	65	66	72	49	79	47	39	29
chr10	9678474	9678892	RC_233	19	12	18	17	11	10	4	14	29	38	36	30	32	14	11	10
chr10	9678474	9678892	RC_234	19	12	18	17	11	10	4	14	29	38	36	30	32	14	11	10
chr10	10489492	10490701	RC_235	273	252	178	247	104	155	101	144	46	66	51	54	47	43	21	13
chr10	10489492	10490701	RC_236	273	252	178	247	104	155	101	144	46	66	51	54	47	43	21	13
chr10	10495983	10498046	RC_237	126	127	126	117	75	93	80	100	134	124	128	94	138	98	68	57
chr10	10495983	10498046	RC_238	126	127	126	117	75	93	80	100	134	124	128	94	138	98	68	57
chr10	10498186	10498262	RC_239	13	6	2	8	7	7	4	12	10	11	4	6	11	9	7	2
chr10	10498186	10498262	RC_240	13	6	2	8	7	7	4	12	10	11	4	6	11	9	7	2
chr10	10498988	10500000	RC_241	69	48	50	54	41	30	31	35	63	60	60	34	52	32	23	24
chr10	10498988	10500000	RC_242	69	48	50	54	41	30	31	35	63	60	60	34	52	32	23	24
chr10	10500003	10501184	RC_243	52	59	63	53	17	17	19	17	48	56	50	50	43	31	18	10
chr10	10500003	10501184	RC_244	52	59	63	53	17	17	19	17	48	56	50	50	43	31	18	10
chr10	10501242	10501490	RC_245	8	6	6	8	4	1	1	4	13	17	15	11	19	9	4	4
chr10	10501242	10501490	RC_246	8	6	6	8	4	1	1	4	13	17	15	11	19	9	4	4
chr10	11355883	11355953	RC_247	6	3	11	2	7	11	5	14	13	15	14	8	12	12	11	9
chr10	11355883	11355953	RC_248	6	3	11	2	7	11	5	14	13	15	14	8	12	12	11	9
chr10	12383299	12383454	RC_249	8	0	2	1	6	3	3	3	8	8	9	6	19	14	13	8
chr10	12383299	12383454	RC_250	8	0	2	1	6	3	3	3	8	8	9	6	19	14	13	8
chr10	16729587	16729736	RC_251	4	5	7	12	7	2	5	8	10	12	18	9	15	23	9	10
chr10	16729587	16729736	RC_252	4	5	7	12	7	2	5	8	10	12	18	9	15	23	9	10
chr10	16732245	16733619	RC_253	28	10	23	14	32	28	17	27	71	73	75	57	96	73	67	51
chr10	16732245	16733619	RC_254	28	10	23	14	32	28	17	27	71	73	75	57	96	73	67	51
chr10	16948302	16948438	RC_255	3	1	4	3	1	0	0	0	7	5	7	7	0	0	1	1
chr10	16948302	16948438	RC_256	3	1	4	3	1	0	0	0	7	5	7	7	0	0	1	1
chr10	16952431	16952754	RC_257	17	15	10	13	0	3	3	1	9	9	10	10	6	0	4	2
chr10	16952431	16952754	RC_258	17	15	10	13	0	3	3	1	9	9	10	10	6	0	4	2
chr10	16954659	16955030	RC_259	22	23	27	23	6	4	3	5	15	18	19	14	24	10	4	5
chr10	16954659	16955030	RC_260	22	23	27	23	6	4	3	5	15	18	19	14	24	10	4	5
chr10	16955160	16955733	RC_261	25	13	27	16	11	12	13	14	34	42	52	27	26	18	21	18
chr10	16955160	16955733	RC_262	25	13	27	16	11	12	13	14	34	42	52	27	26	18	21	18
chr10	16983140	16984383	RC_263	48	30	44	39	53	46	40	65	59	59	97	73	76	65	36	29
chr10	16983140	16984383	RC_264	48	30	44	39	53	46	40	65	59	59	97	73	76	65	36	29
chr10	17050506	17051517	RC_265	61	49	50	47	18	36	32	46	50	58	61	50	41	33	21	14
chr10	17050506	17051517	RC_266	61	49	50	47	18	36	32	46	50	58	61	50	41	33	21	14
chr10	18214421	18217741	RC_267	258	222	212	234	210	231	181	238	273	290	345	240	355	314	276	213
chr10	18214421	18217741	RC_268	258	222	212	234	210	231	181	238	273	290	345	240	355	314	276	213
chr10	18579855	18580730	RC_269	34	47	57	38	18	18	11	15	55	59	73	43	50	46	33	15
chr10	18579855	18580730	RC_270	34	47	57	38	18	18	11	15	55	59	73	43	50	46	33	15
chr10	18872070	18877349	RC_271	738	579	658	583	315	332	227	307	857	1033	1049	688	659	455	337	203
chr10	18872070	18877349	RC_272	738	579	658	583	315	332	227	307	857	1033	1049	688	659	455	337	203
chr10	18877563	18877958	RC_273	131	99	81	99	51	50	35	48	53	66	59	43	44	29	10	3
chr10	18877563	18877958	RC_274	131	99	81	99	51	50	35	48	53	66	59	43	44	29	10	3
chr10	19151292	19153246	RC_275	61	36	46	45	50	64	68	64	90	116	118	93	157	99	107	92
chr10	19151292	19153246	RC_276	61	36	46	45	50	64	68	64	90	116	118	93	157	99	107	92
chr10	20181388	20181472	RC_277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
