chr	start	end	name	m-L5-s1_S1	m-L5-s2_S2	m-L5-t1_S3	m-L5-t2_S4	m-N12-s1_S5	m-N12-s2_S6	m-N12-t1_S7	m-N12-t2_S8	ub-L5-s1_S9	ub-L5-s2_S10	ub-L5-t1_S11	ub-L5-t2_S12	ub-N12-s1_S13	ub-N12-s2_S14	ub-N12-t1_S15	ub-N12-t2_S16	
chr1	4841499	4841744	SINE_47	19	13	22	16	12	18	22	23	7	8	8	6	15	15	7	2
chr1	4841499	4841744	SINE_48	19	13	22	16	12	18	22	23	7	8	8	6	15	15	7	2
chr1	4863431	4863622	SINE_49	3	1	3	8	6	6	4	5	10	12	11	7	16	8	4	6
chr1	4863431	4863622	SINE_50	3	1	3	8	6	6	4	5	10	12	11	7	16	8	4	6
chr1	4866198	4866453	SINE_51	18	16	13	12	21	12	11	22	22	14	7	12	17	14	12	7
chr1	4866198	4866453	SINE_52	18	16	13	12	21	12	11	22	22	14	7	12	17	14	12	7
chr1	4930727	4930838	SINE_53	0	0	4	5	0	0	0	1	5	9	5	5	0	1	2	1
chr1	4930727	4930838	SINE_54	0	0	4	5	0	0	0	1	5	9	5	5	0	1	2	1
chr1	5062698	5062927	SINE_55	16	4	7	19	10	13	11	9	5	14	10	10	14	12	9	6
chr1	5062698	5062927	SINE_56	16	4	7	19	10	13	11	9	5	14	10	10	14	12	9	6
chr1	5174824	5175149	SINE_57	7	4	3	3	10	8	5	6	10	21	18	9	26	10	23	17
chr1	5174824	5175149	SINE_58	7	4	3	3	10	8	5	6	10	21	18	9	26	10	23	17
chr1	5223812	5224055	SINE_59	13	10	9	13	14	21	13	15	21	24	19	24	42	30	15	25
chr1	5223812	5224055	SINE_60	13	10	9	13	14	21	13	15	21	24	19	24	42	30	15	25
chr1	5224236	5224627	SINE_61	11	5	11	7	20	13	15	21	27	36	46	30	53	24	30	26
chr1	5224236	5224627	SINE_62	11	5	11	7	20	13	15	21	27	36	46	30	53	24	30	26
chr1	5449385	5449578	SINE_63	16	16	14	14	9	11	13	12	3	3	2	4	6	5	1	2
chr1	5449385	5449578	SINE_64	16	16	14	14	9	11	13	12	3	3	2	4	6	5	1	2
chr1	5677394	5677587	SINE_65	21	27	30	21	22	23	29	26	7	7	7	10	11	7	0	1
chr1	5677394	5677587	SINE_66	21	27	30	21	22	23	29	26	7	7	7	10	11	7	0	1
chr1	5877766	5877975	SINE_67	19	13	15	23	23	22	26	31	9	9	11	9	9	9	3	1
chr1	5877766	5877975	SINE_68	19	13	15	23	23	22	26	31	9	9	11	9	9	9	3	1
chr1	6144859	6145070	SINE_69	5	12	8	11	14	8	16	10	6	4	8	6	7	5	0	0
chr1	6144859	6145070	SINE_70	5	12	8	11	14	8	16	10	6	4	8	6	7	5	0	0
chr1	6176317	6176654	SINE_71	0	1	1	1	0	0	3	0	3	2	1	5	4	1	3	2
chr1	6176317	6176654	SINE_72	0	1	1	1	0	0	3	0	3	2	1	5	4	1	3	2
chr1	6933898	6934194	SINE_73	5	1	6	4	10	4	8	16	12	13	24	12	15	18	24	11
chr1	6933898	6934194	SINE_74	5	1	6	4	10	4	8	16	12	13	24	12	15	18	24	11
chr1	7232519	7232728	SINE_75	8	10	7	11	4	8	18	14	11	10	20	13	18	15	5	6
chr1	7232519	7232728	SINE_76	8	10	7	11	4	8	18	14	11	10	20	13	18	15	5	6
chr1	7483887	7484262	SINE_77	10	11	15	9	20	15	11	14	24	29	41	19	54	30	56	31
chr1	7483887	7484262	SINE_78	10	11	15	9	20	15	11	14	24	29	41	19	54	30	56	31
chr1	8388173	8388387	SINE_79	34	23	30	52	19	15	21	31	12	21	17	18	28	28	13	6
chr1	8388173	8388387	SINE_80	34	23	30	52	19	15	21	31	12	21	17	18	28	28	13	6
chr1	8562926	8563083	SINE_81	6	3	7	3	6	9	5	8	18	10	21	16	22	13	13	9
chr1	8562926	8563083	SINE_82	6	3	7	3	6	9	5	8	18	10	21	16	22	13	13	9
chr1	8775742	8775803	SINE_83	9	5	8	5	6	6	8	7	11	15	13	10	10	6	3	2
chr1	8775742	8775803	SINE_84	9	5	8	5	6	6	8	7	11	15	13	10	10	6	3	2
chr1	8797768	8797978	SINE_85	7	5	16	7	7	5	9	9	17	24	25	19	31	17	30	13
chr1	8797768	8797978	SINE_86	7	5	16	7	7	5	9	9	17	24	25	19	31	17	30	13
chr1	8802035	8802138	SINE_87	5	3	2	1	9	4	4	6	16	13	14	7	17	10	6	9
chr1	8802035	8802138	SINE_88	5	3	2	1	9	4	4	6	16	13	14	7	17	10	6	9
chr1	9432779	9432836	SINE_89	172	124	165	156	112	138	122	157	225	238	236	230	220	170	214	177
chr1	9432779	9432836	SINE_90	172	124	165	156	112	138	122	157	225	238	236	230	220	170	214	177
chr1	9450341	9450500	SINE_91	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	1
chr1	9450341	9450500	SINE_92	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	1
chr1	9584957	9585116	SINE_93	1	1	3	2	2	5	2	3	2	2	3	2	3	0	1	1
chr1	9584957	9585116	SINE_94	1	1	3	2	2	5	2	3	2	2	3	2	3	0	1	1
chr1	9643377	9643572	SINE_95	13	11	9	14	6	5	4	3	5	10	13	10	9	8	4	4
chr1	9643377	9643572	SINE_96	13	11	9	14	6	5	4	3	5	10	13	10	9	8	4	4
chr1	9678040	9678198	SINE_97	1	2	5	2	1	0	1	2	3	7	10	6	3	3	8	1
chr1	9678040	9678198	SINE_98	1	2	5	2	1	0	1	2	3	7	10	6	3	3	8	1
chr1	10311272	10311498	SINE_99	4	8	11	6	4	12	2	12	29	22	27	15	24	13	25	19
chr1	10311272	10311498	SINE_100	4	8	11	6	4	12	2	12	29	22	27	15	24	13	25	19
chr1	10325051	10325236	SINE_101	6	1	8	6	5	12	11	11	16	15	10	18	28	17	24	11
chr1	10325051	10325236	SINE_102	6	1	8	6	5	12	11	11	16	15	10	18	28	17	24	11
chr1	10339407	10339579	SINE_103	6	7	7	5	5	9	4	6	17	19	24	14	19	14	17	15
chr1	10339407	10339579	SINE_104	6	7	7	5	5	9	4	6	17	19	24	14	19	14	17	15
chr1	10430735	10430784	SINE_105	4	5	3	1	4	3	1	4	6	7	11	3	18	8	8	6
chr1	10430735	10430784	SINE_106	4	5	3	1	4	3	1	4	6	7	11	3	18	8	8	6
chr1	10515777	10515925	SINE_107	35	28	35	29	24	24	27	44	11	13	10	9	22	16	13	5
chr1	10515777	10515925	SINE_108	35	28	35	29	24	24	27	44	11	13	10	9	22	16	13	5
chr1	10691387	10691549	SINE_109	4	3	1	10	5	8	1	16	13	5	13	9	15	13	10	5
chr1	10691387	10691549	SINE_110	4	3	1	10	5	8	1	16	13	5	13	9	15	13	10	5
chr1	10728559	10728790	SINE_111	9	3	4	7	5	5	7	4	12	14	17	12	25	12	14	21
chr1	10728559	10728790	SINE_112	9	3	4	7	5	5	7	4	12	14	17	12	25	12	14	21
chr1	10899891	10899993	SINE_113	15	14	10	11	29	28	30	40	14	9	14	7	5	7	2	4
chr1	10899891	10899993	SINE_114	15	14	10	11	29	28	30	40	14	9	14	7	5	7	2	4
chr1	10983148	10983268	SINE_115	5	4	5	5	5	9	6	11	15	12	15	17	27	11	22	10
chr1	10983148	10983268	SINE_116	5	4	5	5	5	9	6	11	15	12	15	17	27	11	22	10
chr1	11072276	11072559	SINE_117	52	64	61	57	48	38	44	47	17	15	18	13	30	36	10	7
chr1	11072276	11072559	SINE_118	52	64	61	57	48	38	44	47	17	15	18	13	30	36	10	7
chr1	11122963	11123228	SINE_119	33	29	36	32	31	21	39	39	15	23	20	13	26	27	9	3
chr1	11122963	11123228	SINE_120	33	29	36	32	31	21	39	39	15	23	20	13	26	27	9	3
chr1	11163755	11163823	SINE_121	3	2	3	2	8	7	3	4	8	14	10	12	12	13	11	10
chr1	11163755	11163823	SINE_122	3	2	3	2	8	7	3	4	8	14	10	12	12	13	11	10
chr1	11403406	11403652	SINE_123	10	9	10	15	12	25	12	20	15	26	27	19	38	21	33	33
chr1	11403406	11403652	SINE_124	10	9	10	15	12	25	12	20	15	26	27	19	38	21	33	33
chr1	11452815	11452958	SINE_125	7	3	11	2	3	12	9	6	19	15	19	17	23	20	16	14
chr1	11452815	11452958	SINE_126	7	3	11	2	3	12	9	6	19	15	19	17	23	20	16	14
chr1	12039228	12039315	SINE_127	10	7	5	6	7	6	7	11	14	19	17	15	19	10	8	9
chr1	12039228	12039315	SINE_128	10	7	5	6	7	6	7	11	14	19	17	15	19	10	8	9
chr1	12244097	12244191	SINE_129	3	2	3	0	5	3	1	9	7	16	13	13	14	6	11	7
chr1	12244097	12244191	SINE_130	3	2	3	0	5	3	1	9	7	16	13	13	14	6	11	7
chr1	12340938	12341035	SINE_131	6	4	9	2	5	6	7	6	6	11	12	11	23	8	8	9
chr1	12340938	12341035	SINE_132	6	4	9	2	5	6	7	6	6	11	12	11	23	8	8	9
chr1	12347406	12348213	SINE_133	26	12	31	19	26	21	20	29	41	45	48	40	73	67	87	52
chr1	12347406	12348213	SINE_134	26	12	31	19	26	21	20	29	41	45	48	40	73	67	87	52
chr1	12350521	12350660	SINE_135	1	2	1	0	3	0	2	8	3	4	2	1	4	7	13	2
chr1	12350521	12350660	SINE_136	1	2	1	0	3	0	2	8	3	4	2	1	4	7	13	2
chr1	12356017	12356253	SINE_137	4	2	8	8	8	10	8	15	17	20	23	28	30	19	29	17
chr1	12356017	12356253	SINE_138	4	2	8	8	8	10	8	15	17	20	23	28	30	19	29	17
chr1	12375818	12376081	SINE_139	7	4	7	14	12	10	9	13	20	21	24	18	25	16	16	15
chr1	12375818	12376081	SINE_140	7	4	7	14	12	10	9	13	20	21	24	18	25	16	16	15
chr1	12879270	12879485	SINE_141	6	3	4	5	8	3	5	6	15	15	20	23	15	15	14	18
chr1	12879270	12879485	SINE_142	6	3	4	5	8	3	5	6	15	15	20	23	15	15	14	18
chr1	12907359	12907577	SINE_143	16	6	6	5	4	10	13	13	22	22	19	19	32	17	26	28
chr1	12907359	12907577	SINE_144	16	6	6	5	4	10	13	13	22	22	19	19	32	17	26	28
chr1	12922401	12922459	SINE_145	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0
chr1	12922401	12922459	SINE_146	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0
chr1	12960825	12961040	SINE_147	15	8	9	9	13	11	6	10	15	17	21	16	33	24	32	27
chr1	12960825	12961040	SINE_148	15	8	9	9	13	11	6	10	15	17	21	16	33	24	32	27
chr1	13004230	13004448	SINE_149	6	6	7	7	2	6	8	5	15	15	23	13	22	12	23	18
chr1	13004230	13004448	SINE_150	6	6	7	7	2	6	8	5	15	15	23	13	22	12	23	18
chr1	13190597	13190823	SINE_151	7	2	7	9	4	7	3	6	14	17	20	11	19	15	23	13
chr1	13190597	13190823	SINE_152	7	2	7	9	4	7	3	6	14	17	20	11	19	15	23	13
chr1	13283461	13283687	SINE_153	2	1	0	1	2	4	3	1	5	1	3	3	4	2	5	5
chr1	13283461	13283687	SINE_154	2	1	0	1	2	4	3	1	5	1	3	3	4	2	5	5
chr1	13636877	13637066	SINE_155	40	45	40	38	32	22	17	29	12	18	8	14	21	14	3	4
chr1	13636877	13637066	SINE_156	40	45	40	38	32	22	17	29	12	18	8	14	21	14	3	4
chr1	13704522	13704781	SINE_157	14	8	9	14	12	13	16	27	17	25	33	12	30	19	26	16
chr1	13704522	13704781	SINE_158	14	8	9	14	12	13	16	27	17	25	33	12	30	19	26	16
chr1	13721467	13721725	SINE_159	12	7	4	9	10	21	9	16	17	13	17	15	35	22	17	10
chr1	13721467	13721725	SINE_160	12	7	4	9	10	21	9	16	17	13	17	15	35	22	17	10
chr1	13804413	13804671	SINE_161	29	31	31	36	28	35	33	39	21	27	26	18	38	24	5	6
chr1	13804413	13804671	SINE_162	29	31	31	36	28	35	33	39	21	27	26	18	38	24	5	6
chr1	13812831	13813012	SINE_163	5	3	9	8	10	10	4	17	17	20	22	12	22	17	16	19
chr1	13812831	13813012	SINE_164	5	3	9	8	10	10	4	17	17	20	22	12	22	17	16	19
chr1	13962157	13962410	SINE_165	9	3	7	3	9	13	11	10	23	26	37	21	26	18	23	22
chr1	13962157	13962410	SINE_166	9	3	7	3	9	13	11	10	23	26	37	21	26	18	23	22
chr1	14182885	14183032	SINE_167	3	2	3	4	1	3	2	1	3	4	1	0	1	2	0	2
chr1	14182885	14183032	SINE_168	3	2	3	4	1	3	2	1	3	4	1	0	1	2	0	2
chr1	14200030	14200235	SINE_169	3	4	5	7	4	6	9	11	8	16	20	11	19	20	20	8
chr1	14200030	14200235	SINE_170	3	4	5	7	4	6	9	11	8	16	20	11	19	20	20	8
chr1	14354732	14354937	SINE_171	1	1	3	4	3	3	4	5	3	11	12	5	13	3	8	7
chr1	14354732	14354937	SINE_172	1	1	3	4	3	3	4	5	3	11	12	5	13	3	8	7
chr1	14372721	14372874	SINE_173	7	9	4	5	7	10	9	6	8	5	10	7	8	6	5	2
chr1	14372721	14372874	SINE_174	7	9	4	5	7	10	9	6	8	5	10	7	8	6	5	2
chr1	14598448	14598551	SINE_175	10	1	7	7	3	2	6	7	14	24	20	7	24	14	14	16
chr1	14598448	14598551	SINE_176	10	1	7	7	3	2	6	7	14	24	20	7	24	14	14	16
chr1	14613614	14613662	SINE_177	1	0	0	0	1	0	1	0	0	2	2	0	0	1	0	1
chr1	14613614	14613662	SINE_178	1	0	0	0	1	0	1	0	0	2	2	0	0	1	0	1
chr1	14690817	14691204	SINE_179	18	12	22	15	17	14	18	36	23	32	38	21	75	41	47	29
chr1	14690817	14691204	SINE_180	18	12	22	15	17	14	18	36	23	32	38	21	75	41	47	29
chr1	15346666	15346719	SINE_181	2	7	4	9	6	7	1	5	8	6	4	7	10	6	4	4
chr1	15346666	15346719	SINE_182	2	7	4	9	6	7	1	5	8	6	4	7	10	6	4	4
chr1	16030971	16031217	SINE_183	20	20	16	22	19	22	17	22	10	11	12	8	19	7	3	0
chr1	16030971	16031217	SINE_184	20	20	16	22	19	22	17	22	10	11	12	8	19	7	3	0
chr1	16077500	16077575	SINE_185	1	0	3	1	1	3	2	3	5	4	9	3	5	0	7	8
chr1	16077500	16077575	SINE_186	1	0	3	1	1	3	2	3	5	4	9	3	5	0	7	8
chr1	16120770	16121023	SINE_187	7	6	11	6	3	2	4	6	1	7	6	1	5	5	2	1
chr1	16120770	16121023	SINE_188	7	6	11	6	3	2	4	6	1	7	6	1	5	5	2	1
chr1	16289671	16289933	SINE_189	27	23	24	18	15	19	17	32	11	24	20	15	26	14	15	3
chr1	16289671	16289933	SINE_190	27	23	24	18	15	19	17	32	11	24	20	15	26	14	15	3
chr1	16331173	16331268	SINE_191	2	2	2	2	3	2	2	4	4	9	6	5	9	7	2	8
chr1	16331173	16331268	SINE_192	2	2	2	2	3	2	2	4	4	9	6	5	9	7	2	8
chr1	16376989	16377235	SINE_193	18	18	21	14	13	17	18	21	7	8	5	5	10	13	3	2
chr1	16376989	16377235	SINE_194	18	18	21	14	13	17	18	21	7	8	5	5	10	13	3	2
chr1	16582132	16582239	SINE_195	2	3	6	7	3	2	3	6	7	8	8	12	10	17	13	15
chr1	16582132	16582239	SINE_196	2	3	6	7	3	2	3	6	7	8	8	12	10	17	13	15
chr1	17967011	17967215	SINE_197	11	6	3	9	6	8	3	3	18	11	13	10	17	13	8	5
chr1	17967011	17967215	SINE_198	11	6	3	9	6	8	3	3	18	11	13	10	17	13	8	5
chr1	17979525	17979634	SINE_199	8	10	13	9	5	3	10	4	13	16	13	8	17	8	8	6
chr1	17979525	17979634	SINE_200	8	10	13	9	5	3	10	4	13	16	13	8	17	8	8	6
chr1	18005147	18005354	SINE_201	30	24	21	23	17	15	13	18	12	12	11	9	15	11	11	3
chr1	18005147	18005354	SINE_202	30	24	21	23	17	15	13	18	12	12	11	9	15	11	11	3
chr1	18552265	18552426	SINE_203	5	2	2	5	3	5	3	7	15	13	22	9	21	18	16	14
chr1	18552265	18552426	SINE_204	5	2	2	5	3	5	3	7	15	13	22	9	21	18	16	14
chr1	18841366	18841483	SINE_205	8	5	9	8	12	11	8	20	7	14	8	13	18	21	25	6
chr1	18841366	18841483	SINE_206	8	5	9	8	12	11	8	20	7	14	8	13	18	21	25	6
chr1	19404496	19404661	SINE_207	37	41	34	38	19	31	26	47	5	16	16	11	14	14	12	12
chr1	19404496	19404661	SINE_208	37	41	34	38	19	31	26	47	5	16	16	11	14	14	12	12
chr1	19428580	19428994	SINE_209	16	8	20	6	7	13	12	18	24	27	36	29	30	27	25	28
chr1	19428580	19428994	SINE_210	16	8	20	6	7	13	12	18	24	27	36	29	30	27	25	28
chr1	19587161	19587207	SINE_211	4	1	2	4	5	10	5	7	9	9	11	6	22	5	17	11
chr1	19587161	19587207	SINE_212	4	1	2	4	5	10	5	7	9	9	11	6	22	5	17	11
chr1	19753455	19753626	SINE_213	4	7	9	11	4	15	8	14	4	6	7	3	22	13	14	11
chr1	19753455	19753626	SINE_214	4	7	9	11	4	15	8	14	4	6	7	3	22	13	14	11
chr1	19759280	19759452	SINE_215	12	0	4	5	4	7	8	13	11	15	19	10	30	19	25	19
chr1	19759280	19759452	SINE_216	12	0	4	5	4	7	8	13	11	15	19	10	30	19	25	19
chr1	19983345	19983440	SINE_217	5	2	7	11	6	4	4	3	6	15	18	11	16	11	7	12
chr1	19983345	19983440	SINE_218	5	2	7	11	6	4	4	3	6	15	18	11	16	11	7	12
chr1	20295686	20295734	SINE_219	2	1	2	3	3	5	3	7	8	6	9	5	14	8	7	6
chr1	20295686	20295734	SINE_220	2	1	2	3	3	5	3	7	8	6	9	5	14	8	7	6
chr1	20398285	20398507	SINE_221	6	4	1	4	0	2	3	9	7	8	8	8	15	13	7	20
chr1	20398285	20398507	SINE_222	6	4	1	4	0	2	3	9	7	8	8	8	15	13	7	20
chr1	20813515	20813701	SINE_223	5	2	6	4	12	5	5	15	17	18	22	9	27	16	11	15
chr1	20813515	20813701	SINE_224	5	2	6	4	12	5	5	15	17	18	22	9	27	16	11	15
chr1	20881998	20882221	SINE_225	12	4	4	8	9	15	11	14	9	20	24	16	36	28	40	35
chr1	20881998	20882221	SINE_226	12	4	4	8	9	15	11	14	9	20	24	16	36	28	40	35
chr1	21008883	21008966	SINE_227	8	7	9	13	7	6	7	12	10	11	19	15	15	20	14	9
chr1	21008883	21008966	SINE_228	8	7	9	13	7	6	7	12	10	11	19	15	15	20	14	9
chr1	21392537	21392582	SINE_229	2	1	3	2	0	2	0	3	7	14	8	4	4	0	1	0
chr1	21392537	21392582	SINE_230	2	1	3	2	0	2	0	3	7	14	8	4	4	0	1	0
chr1	21447871	21447940	SINE_231	1	0	2	2	4	1	2	2	3	1	1	0	3	4	4	2
chr1	21447871	21447940	SINE_232	1	0	2	2	4	1	2	2	3	1	1	0	3	4	4	2
chr1	21515962	21516027	SINE_233	0	0	0	0	3	6	8	7	0	0	1	1	8	8	2	4
chr1	21515962	21516027	SINE_234	0	0	0	0	3	6	8	7	0	0	1	1	8	8	2	4
chr1	21553943	21554198	SINE_235	2	3	10	6	1	1	0	6	9	11	7	7	4	8	1	1
chr1	21553943	21554198	SINE_236	2	3	10	6	1	1	0	6	9	11	7	7	4	8	1	1
chr1	21615412	21615554	SINE_237	18	7	14	10	4	12	8	6	17	20	13	20	31	17	15	12
chr1	21615412	21615554	SINE_238	18	7	14	10	4	12	8	6	17	20	13	20	31	17	15	12
chr1	21953939	21954599	SINE_239	28	22	26	23	22	31	22	41	37	55	74	43	74	70	74	74
chr1	21953939	21954599	SINE_240	28	22	26	23	22	31	22	41	37	55	74	43	74	70	74	74
chr1	22550906	22550985	SINE_241	4	1	8	5	0	3	2	7	5	9	9	3	13	9	12	6
chr1	22550906	22550985	SINE_242	4	1	8	5	0	3	2	7	5	9	9	3	13	9	12	6
chr1	22826280	22826325	SINE_243	10	11	9	12	11	7	9	12	8	7	7	4	12	4	5	2
chr1	22826280	22826325	SINE_244	10	11	9	12	11	7	9	12	8	7	7	4	12	4	5	2
chr1	22956045	22956293	SINE_245	13	9	15	10	17	14	12	23	26	27	34	29	58	32	50	42
chr1	22956045	22956293	SINE_246	13	9	15	10	17	14	12	23	26	27	34	29	58	32	50	42
chr1	23329187	23329388	SINE_247	20	11	19	14	12	13	10	13	15	20	21	10	22	22	10	9
chr1	23329187	23329388	SINE_248	20	11	19	14	12	13	10	13	15	20	21	10	22	22	10	9
chr1	23569445	23569660	SINE_249	12	3	15	8	14	14	11	19	20	19	31	23	41	30	29	28
chr1	23569445	23569660	SINE_250	12	3	15	8	14	14	11	19	20	19	31	23	41	30	29	28
chr1	23630778	23630901	SINE_251	4	6	6	5	2	2	6	5	10	13	15	15	25	11	13	9
chr1	23630778	23630901	SINE_252	4	6	6	5	2	2	6	5	10	13	15	15	25	11	13	9
chr1	23632625	23633243	SINE_253	70	74	57	67	64	51	55	68	44	38	47	48	52	47	31	12
chr1	23632625	23633243	SINE_254	70	74	57	67	64	51	55	68	44	38	47	48	52	47	31	12
chr1	23889952	23890000	SINE_255	5	6	8	2	6	8	3	10	10	7	8	6	17	7	11	4
chr1	23889952	23890000	SINE_256	5	6	8	2	6	8	3	10	10	7	8	6	17	7	11	4
chr1	23925596	23925823	SINE_257	19	17	19	23	18	24	17	24	17	14	22	11	19	21	4	1
chr1	23925596	23925823	SINE_258	19	17	19	23	18	24	17	24	17	14	22	11	19	21	4	1
chr1	23956623	23956817	SINE_259	79	73	45	70	43	44	58	49	0	5	5	8	13	11	2	2
chr1	23956623	23956817	SINE_260	79	73	45	70	43	44	58	49	0	5	5	8	13	11	2	2
chr1	24698160	24698427	SINE_261	16	6	8	7	50	57	32	40	30	30	29	21	26	19	19	17
chr1	24698160	24698427	SINE_262	16	6	8	7	50	57	32	40	30	30	29	21	26	19	19	17
chr1	24730139	24730518	SINE_263	9	6	5	9	14	7	9	9	9	10	13	10	18	17	18	9
chr1	24730139	24730518	SINE_264	9	6	5	9	14	7	9	9	9	10	13	10	18	17	18	9
chr1	24781703	24781808	SINE_265	13	12	8	10	7	5	6	8	12	12	17	7	18	7	13	10
chr1	24781703	24781808	SINE_266	13	12	8	10	7	5	6	8	12	12	17	7	18	7	13	10
chr1	25231392	25231497	SINE_267	7	5	6	11	9	9	13	12	12	14	10	13	11	10	7	7
chr1	25231392	25231497	SINE_268	7	5	6	11	9	9	13	12	12	14	10	13	11	10	7	7
chr1	25906735	25906840	SINE_269	2	0	4	2	5	2	1	5	3	4	3	7	6	5	1	2
chr1	25906735	25906840	SINE_270	2	0	4	2	5	2	1	5	3	4	3	7	6	5	1	2
chr1	25930203	25930439	SINE_271	17	23	19	25	33	24	23	52	14	11	8	6	18	23	8	6
chr1	25930203	25930439	SINE_272	17	23	19	25	33	24	23	52	14	11	8	6	18	23	8	6
