chr	start	end	name	nM	nU	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	5838409	5839651	RC_213	0	36	31	0	0	0	0	0	0	0	0	0
chr10	5838409	5839651	RC_214	0	36	31	0	0	0	0	0	0	0	0	0
chr10	6513969	6514049	RC_215	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	6513969	6514049	RC_216	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	6780333	6785591	RC_217	1004	1224	682	377	0.5527859237536656	0.4506283662477558	41.82302000854928	33.3333333333333	42.51113132601303	1.6278353502709277	100	0
chr10	6780333	6785591	RC_218	1004	1224	682	377	0.5527859237536656	0.4506283662477558	41.82302000854928	33.3333333333333	42.51113132601303	1.6278353502709277	100	0
chr10	7741381	7758794	RC_219	1099	32507	4781	419	0.0876385693369588	0.03270249360233292	3.9487488614812203	0	13.756726512029434	0.19895540020574376	100	0
chr10	7741381	7758794	RC_220	1099	32507	4781	419	0.0876385693369588	0.03270249360233292	3.9487488614812203	0	13.756726512029434	0.19895540020574376	100	0
chr10	8300690	8301053	RC_221	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	8300690	8301053	RC_222	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	8880060	8883591	RC_223	45	247	109	13	0.11926605504587157	0.1541095890410959	7.3975964572294854	0	21.372889261710846	2.0471515125987505	100	0
chr10	8880060	8883591	RC_224	45	247	109	13	0.11926605504587157	0.1541095890410959	7.3975964572294854	0	21.372889261710846	2.0471515125987505	100	0
chr10	9015075	9016175	RC_225	8	214	57	6	0.10526315789473684	0.036036036036036036	6.390977443609023	0	20.272619086252842	2.685173994219626	100	0
chr10	9015075	9016175	RC_226	8	214	57	6	0.10526315789473684	0.036036036036036036	6.390977443609023	0	20.272619086252842	2.685173994219626	100	0
chr10	9164769	9166276	RC_227	36	1103	310	21	0.06774193548387097	0.03160667251975417	3.0764128344773507	0	13.15728358147281	0.7472834916642074	100	0
chr10	9164769	9166276	RC_228	36	1103	310	21	0.06774193548387097	0.03160667251975417	3.0764128344773507	0	13.15728358147281	0.7472834916642074	100	0
chr10	9489908	9490462	RC_229	1	34	16	1	0.0625	0.02857142857142857	3.125	0	12.5	3.125	50	0
chr10	9489908	9490462	RC_230	1	34	16	1	0.0625	0.02857142857142857	3.125	0	12.5	3.125	50	0
chr10	9490621	9491670	RC_231	9	69	28	7	0.25	0.11538461538461539	16.0485347985348	0	30.68179753839078	5.798314718786839	100	0
chr10	9490621	9491670	RC_232	9	69	28	7	0.25	0.11538461538461539	16.0485347985348	0	30.68179753839078	5.798314718786839	100	0
chr10	9678474	9678892	RC_233	2	89	33	1	0.030303030303030304	0.02197802197802198	1.2121212121212122	0	6.96310623822791	1.2121212121212122	40	0
chr10	9678474	9678892	RC_234	2	89	33	1	0.030303030303030304	0.02197802197802198	1.2121212121212122	0	6.96310623822791	1.2121212121212122	40	0
chr10	10489492	10490701	RC_235	321	270	233	151	0.648068669527897	0.5431472081218274	52.036629322037044	50	43.45163504846884	2.8466112587260843	100	0
chr10	10489492	10490701	RC_236	321	270	233	151	0.648068669527897	0.5431472081218274	52.036629322037044	50	43.45163504846884	2.8466112587260843	100	0
chr10	10495983	10498046	RC_237	58	150	63	33	0.5238095238095238	0.27884615384615385	31.556714658218418	16.6666666666667	37.97200764638984	4.784023286390028	100	0
chr10	10495983	10498046	RC_238	58	150	63	33	0.5238095238095238	0.27884615384615385	31.556714658218418	16.6666666666667	37.97200764638984	4.784023286390028	100	0
chr10	10498988	10500000	RC_241	34	43	50	22	0.44	0.44155844155844154	36.33333333333333	0	45.29319952158925	6.405425704670213	100	0
chr10	10498988	10500000	RC_242	34	43	50	22	0.44	0.44155844155844154	36.33333333333333	0	45.29319952158925	6.405425704670213	100	0
chr10	10500003	10501184	RC_243	53	57	51	29	0.5686274509803921	0.4818181818181818	48.221288515406165	50	44.920977553437204	6.290195022314738	100	0
chr10	10500003	10501184	RC_244	53	57	51	29	0.5686274509803921	0.4818181818181818	48.221288515406165	50	44.920977553437204	6.290195022314738	100	0
chr10	10501242	10501490	RC_245	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	10501242	10501490	RC_246	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	11355883	11355953	RC_247	3	91	12	1	0.08333333333333333	0.031914893617021274	2.222222222222225	0	5.3810992330776655	1.5533895453767395	16.6666666666667	0
chr10	11355883	11355953	RC_248	3	91	12	1	0.08333333333333333	0.031914893617021274	2.222222222222225	0	5.3810992330776655	1.5533895453767395	16.6666666666667	0
chr10	12383299	12383454	RC_249	3	49	14	2	0.14285714285714285	0.057692307692307696	8.163265306122451	0	26.705137832143368	7.137248302461103	100	0
chr10	12383299	12383454	RC_250	3	49	14	2	0.14285714285714285	0.057692307692307696	8.163265306122451	0	26.705137832143368	7.137248302461103	100	0
chr10	16732245	16733619	RC_253	31	2523	543	12	0.022099447513812154	0.012137823022709476	1.2920426799461402	0	7.182785918318351	0.30824284735194263	100	0
chr10	16732245	16733619	RC_254	31	2523	543	12	0.022099447513812154	0.012137823022709476	1.2920426799461402	0	7.182785918318351	0.30824284735194263	100	0
chr10	16952431	16952754	RC_257	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	16952431	16952754	RC_258	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	16954659	16955030	RC_259	17	38	37	15	0.40540540540540543	0.3090909090909091	32.567567567567565	0	44.21572152560705	7.269019841785486	100	0
chr10	16954659	16955030	RC_260	17	38	37	15	0.40540540540540543	0.3090909090909091	32.567567567567565	0	44.21572152560705	7.269019841785486	100	0
chr10	16955160	16955733	RC_261	0	31	18	0	0	0	0	0	0	0	0	0
chr10	16955160	16955733	RC_262	0	31	18	0	0	0	0	0	0	0	0	0
chr10	16983140	16984383	RC_263	30	83	46	16	0.34782608695652173	0.26548672566371684	29.003623188405797	0	41.86364143092639	6.172457184342982	100	0
chr10	16983140	16984383	RC_264	30	83	46	16	0.34782608695652173	0.26548672566371684	29.003623188405797	0	41.86364143092639	6.172457184342982	100	0
chr10	17050506	17051517	RC_265	40	252	89	27	0.30337078651685395	0.136986301369863	16.343410023185303	0	28.325450012121095	3.002491696307448	100	0
chr10	17050506	17051517	RC_266	40	252	89	27	0.30337078651685395	0.136986301369863	16.343410023185303	0	28.325450012121095	3.002491696307448	100	0
chr10	18214421	18217741	RC_267	134	558	302	81	0.2682119205298013	0.1936416184971098	21.19914853358562	0	37.84470746473629	2.1777182018176777	100	0
chr10	18214421	18217741	RC_268	134	558	302	81	0.2682119205298013	0.1936416184971098	21.19914853358562	0	37.84470746473629	2.1777182018176777	100	0
chr10	18579855	18580730	RC_269	70	356	77	24	0.3116883116883117	0.1643192488262911	20.898299926374143	0	35.23895401052964	4.015851512874632	100	0
chr10	18579855	18580730	RC_270	70	356	77	24	0.3116883116883117	0.1643192488262911	20.898299926374143	0	35.23895401052964	4.015851512874632	100	0
chr10	18872070	18877349	RC_271	394	498	356	212	0.5955056179775281	0.44170403587443946	44.11351678907859	45	41.7393779784319	2.2121826084960996	100	0
chr10	18872070	18877349	RC_272	394	498	356	212	0.5955056179775281	0.44170403587443946	44.11351678907859	45	41.7393779784319	2.2121826084960996	100	0
chr10	18877563	18877958	RC_273	76	50	51	33	0.6470588235294118	0.6031746031746031	54.96031746031746	66.6666666666667	43.90899464842624	6.148489071588374	100	0
chr10	18877563	18877958	RC_274	76	50	51	33	0.6470588235294118	0.6031746031746031	54.96031746031746	66.6666666666667	43.90899464842624	6.148489071588374	100	0
chr10	19151292	19153246	RC_275	60	1812	408	21	0.051470588235294115	0.03205128205128205	2.791786700739988	0	12.251184651190805	0.6065240190465087	100	0
chr10	19151292	19153246	RC_276	60	1812	408	21	0.051470588235294115	0.03205128205128205	2.791786700739988	0	12.251184651190805	0.6065240190465087	100	0
chr10	20181388	20181472	RC_277	0	5	4	0	0	0	0	0	0	0	0	0
chr10	20181388	20181472	RC_278	0	5	4	0	0	0	0	0	0	0	0	0
chr10	20181796	20181828	RC_279	2	10	10	2	0.2	0.16666666666666666	20	0	42.16370213557839	13.333333333333332	100	0
chr10	20181796	20181828	RC_280	2	10	10	2	0.2	0.16666666666666666	20	0	42.16370213557839	13.333333333333332	100	0
chr10	20596814	20600000	RC_281	13	75	60	13	0.21666666666666667	0.14772727272727273	17.777777777777775	0	36.42016094196034	4.701822559813539	100	0
chr10	20596814	20600000	RC_282	13	75	60	13	0.21666666666666667	0.14772727272727273	17.777777777777775	0	36.42016094196034	4.701822559813539	100	0
chr10	20600001	20600329	RC_283	35	220	118	19	0.16101694915254236	0.13725490196078433	10.258272800645683	0	26.617701285012316	2.4503580189781946	100	0
chr10	20600001	20600329	RC_284	35	220	118	19	0.16101694915254236	0.13725490196078433	10.258272800645683	0	26.617701285012316	2.4503580189781946	100	0
chr11	488692	488754	RC_285	63	39	16	15	0.9375	0.6176470588235294	55.7528409090909	50	26.403686246684817	6.600921561671204	100	0
chr11	488692	488754	RC_286	63	39	16	15	0.9375	0.6176470588235294	55.7528409090909	50	26.403686246684817	6.600921561671204	100	0
chr11	1034685	1034946	RC_287	1	9	8	1	0.125	0.1	12.5	0	35.35533905932738	12.5	100	0
chr11	1034685	1034946	RC_288	1	9	8	1	0.125	0.1	12.5	0	35.35533905932738	12.5	100	0
chr11	1221331	1221842	RC_291	76	121	63	43	0.6825396825396826	0.38578680203045684	43.184223184223185	33.3333333333333	38.43538032341666	4.842402756283133	100	0
chr11	1221331	1221842	RC_292	76	121	63	43	0.6825396825396826	0.38578680203045684	43.184223184223185	33.3333333333333	38.43538032341666	4.842402756283133	100	0
chr11	1580620	1580983	RC_293	3	16	12	2	0.16666666666666666	0.15789473684210525	16.666666666666668	0	38.92494720807615	11.236664374387368	100	0
chr11	1580620	1580983	RC_294	3	16	12	2	0.16666666666666666	0.15789473684210525	16.666666666666668	0	38.92494720807615	11.236664374387368	100	0
chr11	1661783	1663879	RC_295	1364	491	458	389	0.8493449781659389	0.7353099730458221	70.70220460218702	88.8888888888889	36.315078312622326	1.6968921713418759	100	0
chr11	1661783	1663879	RC_296	1364	491	458	389	0.8493449781659389	0.7353099730458221	70.70220460218702	88.8888888888889	36.315078312622326	1.6968921713418759	100	0
chr11	1687094	1689833	RC_297	190	600	170	90	0.5294117647058824	0.24050632911392406	31.463391559383616	18.1818181818182	36.201999144319515	2.776566586997551	100	0
chr11	1687094	1689833	RC_298	190	600	170	90	0.5294117647058824	0.24050632911392406	31.463391559383616	18.1818181818182	36.201999144319515	2.776566586997551	100	0
chr11	2097274	2100000	RC_299	52	1256	378	30	0.07936507936507936	0.039755351681957186	4.521002694438735	0	16.77999318419641	0.8630697202208631	100	0
chr11	2097274	2100000	RC_300	52	1256	378	30	0.07936507936507936	0.039755351681957186	4.521002694438735	0	16.77999318419641	0.8630697202208631	100	0
chr11	3832515	3833010	RC_301	1	14	11	1	0.09090909090909091	0.06666666666666667	4.545454545454546	0	15.075567228888177	4.545454545454545	50	0
chr11	3832515	3833010	RC_302	1	14	11	1	0.09090909090909091	0.06666666666666667	4.545454545454546	0	15.075567228888177	4.545454545454545	50	0
chr11	4260939	4261044	RC_303	8	201	73	5	0.0684931506849315	0.03827751196172249	5.068493150684931	0	20.758083276376457	2.429549880259914	100	0
chr11	4260939	4261044	RC_304	8	201	73	5	0.0684931506849315	0.03827751196172249	5.068493150684931	0	20.758083276376457	2.429549880259914	100	0
chr11	4331948	4332051	RC_307	3	162	44	2	0.045454545454545456	0.01818181818181818	1.6504329004329	0	6.506418795590887	0.9808795397223212	33.3333333333333	0
chr11	4331948	4332051	RC_308	3	162	44	2	0.045454545454545456	0.01818181818181818	1.6504329004329	0	6.506418795590887	0.9808795397223212	33.3333333333333	0
chr11	4332144	4332293	RC_309	0	2	1	0	0	0	0	0	NA	NA	0	0
chr11	4332144	4332293	RC_310	0	2	1	0	0	0	0	0	NA	NA	0	0
chr11	4447563	4450282	RC_311	132	1141	226	55	0.24336283185840707	0.10369206598586017	14.238714254477502	0	30.078043108364767	2.0007616660598395	100	0
chr11	4447563	4450282	RC_312	132	1141	226	55	0.24336283185840707	0.10369206598586017	14.238714254477502	0	30.078043108364767	2.0007616660598395	100	0
chr11	4652037	4653411	RC_313	13	290	106	10	0.09433962264150944	0.0429042904290429	6.163522012578616	0	22.08948828430559	2.1455207677252437	100	0
chr11	4652037	4653411	RC_314	13	290	106	10	0.09433962264150944	0.0429042904290429	6.163522012578616	0	22.08948828430559	2.1455207677252437	100	0
chr11	5877167	5877690	RC_315	4	240	85	3	0.03529411764705882	0.01639344262295082	2.226890756302521	0	12.396026161066064	1.3445378151260505	100	0
chr11	5877167	5877690	RC_316	4	240	85	3	0.03529411764705882	0.01639344262295082	2.226890756302521	0	12.396026161066064	1.3445378151260505	100	0
chr11	5878220	5878493	RC_317	0	83	46	0	0	0	0	0	0	0	0	0
chr11	5878220	5878493	RC_318	0	83	46	0	0	0	0	0	0	0	0	0
chr11	5879150	5879239	RC_319	0	29	11	0	0	0	0	0	0	0	0	0
chr11	5879150	5879239	RC_320	0	29	11	0	0	0	0	0	0	0	0	0
chr11	5889168	5890244	RC_321	7	141	77	4	0.05194805194805195	0.0472972972972973	3.896103896103896	0	17.913066528567896	2.041383387755444	100	0
chr11	5889168	5890244	RC_322	7	141	77	4	0.05194805194805195	0.0472972972972973	3.896103896103896	0	17.913066528567896	2.041383387755444	100	0
chr11	5992887	5992948	RC_323	4	179	57	3	0.05263157894736842	0.02185792349726776	2.909356725146198	0	14.132594537049785	1.8719078753603111	100	0
chr11	5992887	5992948	RC_324	4	179	57	3	0.05263157894736842	0.02185792349726776	2.909356725146198	0	14.132594537049785	1.8719078753603111	100	0
chr11	5993237	5994302	RC_325	44	489	164	27	0.16463414634146342	0.0825515947467167	6.953287227677471	0	18.299408970193173	1.4289437696065879	100	0
chr11	5993237	5994302	RC_326	44	489	164	27	0.16463414634146342	0.0825515947467167	6.953287227677471	0	18.299408970193173	1.4289437696065879	100	0
chr11	6003306	6003373	RC_327	3	237	49	2	0.04081632653061224	0.0125	1.6326530612244898	0	7.731682324347393	1.1045260463353412	50	0
chr11	6003306	6003373	RC_328	3	237	49	2	0.04081632653061224	0.0125	1.6326530612244898	0	7.731682324347393	1.1045260463353412	50	0
chr11	6004009	6006790	RC_329	39	1667	600	28	0.04666666666666667	0.022860492379835874	2.8079365079365077	0	13.79306750940743	0.5630996230968174	100	0
chr11	6004009	6006790	RC_330	39	1667	600	28	0.04666666666666667	0.022860492379835874	2.8079365079365077	0	13.79306750940743	0.5630996230968174	100	0
chr11	6014069	6014439	RC_331	1	91	65	1	0.015384615384615385	0.010869565217391304	1.5384615384615385	0	12.403473458920843	1.5384615384615385	100	0
chr11	6014069	6014439	RC_332	1	91	65	1	0.015384615384615385	0.010869565217391304	1.5384615384615385	0	12.403473458920843	1.5384615384615385	100	0
chr11	7230358	7233181	RC_333	15	252	71	6	0.08450704225352113	0.056179775280898875	4.348054136786533	0	14.207004326554848	1.6860612152636008	100	0
chr11	7230358	7233181	RC_334	15	252	71	6	0.08450704225352113	0.056179775280898875	4.348054136786533	0	14.207004326554848	1.6860612152636008	100	0
chr11	7406266	7406791	RC_335	4	194	60	3	0.05	0.020202020202020204	4.166666666666667	0	18.570626625345835	2.397457588286682	100	0
chr11	7406266	7406791	RC_336	4	194	60	3	0.05	0.020202020202020204	4.166666666666667	0	18.570626625345835	2.397457588286682	100	0
chr11	7406878	7407021	RC_337	1	292	71	1	0.014084507042253521	0.0034129692832764505	0.352112676056338	0	2.966954145484633	0.352112676056338	25	0
chr11	7406878	7407021	RC_338	1	292	71	1	0.014084507042253521	0.0034129692832764505	0.352112676056338	0	2.966954145484633	0.352112676056338	25	0
chr11	8223472	8226133	RC_341	8	108	65	7	0.1076923076923077	0.06896551724137931	5.102564102564103	0	17.31017313654297	2.147062730684354	100	0
chr11	8223472	8226133	RC_342	8	108	65	7	0.1076923076923077	0.06896551724137931	5.102564102564103	0	17.31017313654297	2.147062730684354	100	0
chr11	8231616	8234256	RC_343	17	425	96	9	0.09375	0.038461538461538464	6.119002525252525	0	19.37793547950129	1.9777522580563596	100	0
chr11	8231616	8234256	RC_344	17	425	96	9	0.09375	0.038461538461538464	6.119002525252525	0	19.37793547950129	1.9777522580563596	100	0
chr11	9864786	9869156	RC_347	54	1266	667	46	0.06896551724137931	0.04090909090909091	4.907724709074034	0	19.596386855552506	0.7587751292974021	100	0
chr11	9864786	9869156	RC_348	54	1266	667	46	0.06896551724137931	0.04090909090909091	4.907724709074034	0	19.596386855552506	0.7587751292974021	100	0
chr11	10523704	10524504	RC_349	17	261	65	11	0.16923076923076924	0.06115107913669065	8.717948717948719	0	23.63600058183012	2.931685058917675	100	0
chr11	10523704	10524504	RC_350	17	261	65	11	0.16923076923076924	0.06115107913669065	8.717948717948719	0	23.63600058183012	2.931685058917675	100	0
chr11	10900034	10900312	RC_351	5	28	8	3	0.375	0.15151515151515152	13.244047619047613	7.14285714285715	15.343986612678846	5.4249184921304074	33.3333333333333	0
chr11	10900034	10900312	RC_352	5	28	8	3	0.375	0.15151515151515152	13.244047619047613	7.14285714285715	15.343986612678846	5.4249184921304074	33.3333333333333	0
chr11	10960480	10962130	RC_355	77	3077	387	30	0.07751937984496124	0.024413443246670895	3.9914714759027548	0	13.436145290946707	0.6829976492168447	100	0
chr11	10960480	10962130	RC_356	77	3077	387	30	0.07751937984496124	0.024413443246670895	3.9914714759027548	0	13.436145290946707	0.6829976492168447	100	0
chr11	11024085	11024207	RC_357	5	21	8	2	0.25	0.19230769230769232	15	0	25.071326821120348	8.864052604279182	60	0
chr11	11024085	11024207	RC_358	5	21	8	2	0.25	0.19230769230769232	15	0	25.071326821120348	8.864052604279182	60	0
chr11	12086686	12087269	RC_361	0	14	8	0	0	0	0	0	0	0	0	0
chr11	12086686	12087269	RC_362	0	14	8	0	0	0	0	0	0	0	0	0
chr11	12103016	12104885	RC_363	19	104	77	19	0.24675324675324675	0.15447154471544716	20.77922077922078	0	38.34628348718503	4.369964571284306	100	0
chr11	12103016	12104885	RC_364	19	104	77	19	0.24675324675324675	0.15447154471544716	20.77922077922078	0	38.34628348718503	4.369964571284306	100	0
chr11	12449526	12452274	RC_365	121	1249	396	70	0.17676767676767677	0.08832116788321168	9.526798092974563	0	23.89563013193776	1.2008005951022498	100	0
chr11	12449526	12452274	RC_366	121	1249	396	70	0.17676767676767677	0.08832116788321168	9.526798092974563	0	23.89563013193776	1.2008005951022498	100	0
chr11	12494120	12497045	RC_367	34	98	63	17	0.2698412698412698	0.25757575757575757	21.18480725623583	0	38.59893121493042	4.863008231790195	100	0
chr11	12494120	12497045	RC_368	34	98	63	17	0.2698412698412698	0.25757575757575757	21.18480725623583	0	38.59893121493042	4.863008231790195	100	0
chr11	12582996	12586248	RC_369	58	680	239	36	0.1506276150627615	0.07859078590785908	11.561815102610081	0	28.684805157936953	1.855465799877171	100	0
chr11	12582996	12586248	RC_370	58	680	239	36	0.1506276150627615	0.07859078590785908	11.561815102610081	0	28.684805157936953	1.855465799877171	100	0
chr11	12590180	12591086	RC_371	54	418	221	47	0.21266968325791855	0.11440677966101695	15.512820512820513	0	32.52719858854502	2.1880161555429516	100	0
chr11	12590180	12591086	RC_372	54	418	221	47	0.21266968325791855	0.11440677966101695	15.512820512820513	0	32.52719858854502	2.1880161555429516	100	0
chr11	16447740	16448296	RC_377	5	76	38	3	0.07894736842105263	0.06172839506172839	7.894736842105263	0	27.327631273309397	4.433127181293719	100	0
chr11	16447740	16448296	RC_378	5	76	38	3	0.07894736842105263	0.06172839506172839	7.894736842105263	0	27.327631273309397	4.433127181293719	100	0
chr11	16449675	16449885	RC_379	1	90	35	1	0.02857142857142857	0.01098901098901099	0.9523809523809514	0	5.634361698190106	0.9523809523809514	33.3333333333333	0
chr11	16449675	16449885	RC_380	1	90	35	1	0.02857142857142857	0.01098901098901099	0.9523809523809514	0	5.634361698190106	0.9523809523809514	33.3333333333333	0
chr11	16605021	16611935	RC_381	243	2837	878	147	0.1674259681093394	0.0788961038961039	12.405250382398787	0	29.61751679770695	0.9995427777418123	100	0
chr11	16605021	16611935	RC_382	243	2837	878	147	0.1674259681093394	0.0788961038961039	12.405250382398787	0	29.61751679770695	0.9995427777418123	100	0
chr12	314824	315664	RC_383	11	16	18	9	0.5	0.4074074074074074	37.96296296296296	16.66666666666665	43.83777117457162	10.332661756547921	100	0
chr12	314824	315664	RC_384	11	16	18	9	0.5	0.4074074074074074	37.96296296296296	16.66666666666665	43.83777117457162	10.332661756547921	100	0
chr12	367154	367981	RC_385	19	68	44	12	0.2727272727272727	0.21839080459770116	17.708333333333336	0	32.263913430009104	4.863967959811304	100	0
chr12	367154	367981	RC_386	19	68	44	12	0.2727272727272727	0.21839080459770116	17.708333333333336	0	32.263913430009104	4.863967959811304	100	0
chr12	3292305	3292360	RC_387	10	388	63	2	0.031746031746031744	0.02512562814070352	2.1555692984264434	0	5.473115739697125	0.6895477687577095	20	0
chr12	3292305	3292360	RC_388	10	388	63	2	0.031746031746031744	0.02512562814070352	2.1555692984264434	0	5.473115739697125	0.6895477687577095	20	0
chr12	4607802	4607842	RC_389	7	176	39	3	0.07692307692307693	0.03825136612021858	3.4859584859584865	0	9.44302946750612	1.5120948749587904	40	0
chr12	4607802	4607842	RC_390	7	176	39	3	0.07692307692307693	0.03825136612021858	3.4859584859584865	0	9.44302946750612	1.5120948749587904	40	0
chr12	5243800	5243859	RC_391	1	48	10	1	0.1	0.02040816326530612	2.5	0	7.905694150420948	2.5	25	0
chr12	5243800	5243859	RC_392	1	48	10	1	0.1	0.02040816326530612	2.5	0	7.905694150420948	2.5	25	0
chr12	5243960	5245329	RC_393	4	144	81	4	0.04938271604938271	0.02702702702702703	4.11522633744856	0	19.280614940474607	2.1422905489416246	100	0
chr12	5243960	5245329	RC_394	4	144	81	4	0.04938271604938271	0.02702702702702703	4.11522633744856	0	19.280614940474607	2.1422905489416246	100	0
chr12	8465346	8468638	RC_399	197	1023	366	75	0.20491803278688525	0.16147540983606556	15.242177752423654	0	32.3425562342014	1.6905724963666133	100	0
chr12	8465346	8468638	RC_400	197	1023	366	75	0.20491803278688525	0.16147540983606556	15.242177752423654	0	32.3425562342014	1.6905724963666133	100	0
chr12	8870351	8871626	RC_401	113	415	200	72	0.36	0.21401515151515152	25.551406926406926	0	37.84593279856593	2.6761115722196367	100	0
chr12	8870351	8871626	RC_402	113	415	200	72	0.36	0.21401515151515152	25.551406926406926	0	37.84593279856593	2.6761115722196367	100	0
chr12	9943612	9943728	RC_403	67	11	32	31	0.96875	0.8589743589743589	86.68898809523809	100	25.752685058213952	4.552474559606142	100	0
chr12	9943612	9943728	RC_404	67	11	32	31	0.96875	0.8589743589743589	86.68898809523809	100	25.752685058213952	4.552474559606142	100	0
chr12	9944545	9944713	RC_405	62	53	32	23	0.71875	0.5391304347826087	56.99776785714286	69.04761904761905	41.49581753878886	7.335493493139317	100	0
chr12	9944545	9944713	RC_406	62	53	32	23	0.71875	0.5391304347826087	56.99776785714286	69.04761904761905	41.49581753878886	7.335493493139317	100	0
chr12	9945008	9948283	RC_407	333	659	437	183	0.41876430205949655	0.33568548387096775	31.25089576710536	0	40.95669781552807	1.9592245558646846	100	0
chr12	9945008	9948283	RC_408	333	659	437	183	0.41876430205949655	0.33568548387096775	31.25089576710536	0	40.95669781552807	1.9592245558646846	100	0
chr12	10068832	10072021	RC_409	77	175	103	39	0.3786407766990291	0.3055555555555556	25.77375698734922	0	36.89458839009396	3.6353318146580014	100	0
chr12	10068832	10072021	RC_410	77	175	103	39	0.3786407766990291	0.3055555555555556	25.77375698734922	0	36.89458839009396	3.6353318146580014	100	0
chr12	10960202	10962382	RC_413	34	307	146	32	0.2191780821917808	0.09970674486803519	12.134703196347031	0	27.302578121065697	2.2595774427020126	100	0
chr12	10960202	10962382	RC_414	34	307	146	32	0.2191780821917808	0.09970674486803519	12.134703196347031	0	27.302578121065697	2.2595774427020126	100	0
chr12	11704204	11704449	RC_415	1	24	16	1	0.0625	0.04	6.25	0	25	6.25	100	0
chr12	11704204	11704449	RC_416	1	24	16	1	0.0625	0.04	6.25	0	25	6.25	100	0
chr12	11705121	11706346	RC_417	57	747	232	29	0.125	0.0708955223880597	6.548790050945223	0	20.45317286174628	1.3428165845695943	100	0
chr12	11705121	11706346	RC_418	57	747	232	29	0.125	0.0708955223880597	6.548790050945223	0	20.45317286174628	1.3428165845695943	100	0
chr12	11707111	11707246	RC_419	0	24	12	0	0	0	0	0	0	0	0	0
chr12	11707111	11707246	RC_420	0	24	12	0	0	0	0	0	0	0	0	0
chr12	11888471	11888837	RC_421	0	3	3	0	0	0	0	0	0	0	0	0
