chr	start	end	name	nM	nU	NcpgMeasured	Nmcpg	mCpG_per_CpG	fracMeth	mnMeth	medMeth	sdMeth	stdErrMeth	maxMeth	minMeth
chr10	290446	290632	Amillepora16784-RA:five_prime_utr	5	459	75	1	0.013333333333333334	0.010775862068965518	1.8006535947712417	0	11.674970028543214	1.3481094177520454	100	0
chr10	291819	291848	Amillepora16784-RA:five_prime_utr	8	458	29	1	0.034482758620689655	0.017167381974248927	0.98003385502051	0	2.1290461128532496	0.395353937920822	8.10810810810811	0
chr10	314137	314231	Amillepora16787-RA:five_prime_utr	2	236	30	0	0	0.008403361344537815	0.5128205128205127	0	1.9516010130958643	0.35631196604084664	7.69230769230769	0
chr10	374040	374285	Amillepora16794-RA:five_prime_utr	19	844	137	9	0.06569343065693431	0.0220162224797219	3.3587768998833156	0	12.880588518564151	1.1004629436733853	100	0
chr10	373851	373913	Amillepora16794-RA:five_prime_utr	2	153	45	1	0.022222222222222223	0.012903225806451613	1.4814814814814823	0	9.938079899999078	1.4814814814814823	66.6666666666667	0
chr10	372710	372740	Amillepora16794-RA:five_prime_utr	0	2	1	0	0	0	0	0	NA	NA	0	0
chr10	348267	348300	Amillepora16792-RA:five_prime_utr	8	137	29	2	0.06896551724137931	0.05517241379310345	3.0712295367467792	0	8.042575086587673	1.4934687005182303	36.3636363636364	0
chr10	340248	340469	Amillepora16791-RA:five_prime_utr	12	298	70	4	0.05714285714285714	0.03870967741935484	3.4278301064015353	0	10.738936368900905	1.2835483981931972	50	0
chr10	379820	380073	Amillepora16796-RA:five_prime_utr	11	559	116	7	0.0603448275862069	0.01929824561403509	3.109434865900383	0	13.936317227045059	1.2939545702094029	100	0
chr10	407021	407282	Amillepora16797-RA:five_prime_utr	19	1277	193	9	0.046632124352331605	0.014660493827160493	1.5125879995584353	0	6.088067846978965	0.43822871278821446	50	0
chr10	552049	552149	Amillepora16812-RA:five_prime_utr	1	47	22	1	0.045454545454545456	0.020833333333333332	1.5151515151515136	0	7.106690545187009	1.5151515151515136	33.3333333333333	0
chr10	552291	552336	Amillepora16812-RA:five_prime_utr	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	578761	578888	Amillepora16815-RA:five_prime_utr	10	494	117	5	0.042735042735042736	0.01984126984126984	2.2744539411206084	0	10.474325201709007	0.9683517074524746	100	0
chr10	580437	580492	Amillepora16815-RA:five_prime_utr	2	35	10	0	0	0.05405405405405406	2.91666666666667	0	6.226808825405534	1.9690898442719227	16.6666666666667	0
chr10	560485	560593	Amillepora16813-RA:five_prime_utr	14	1243	105	3	0.02857142857142857	0.011137629276054098	0.917943789614655	0	3.056717677209292	0.2983051004171625	20	0
chr10	524126	524138	Amillepora16807-RA:five_prime_utr	2	125	16	0	0	0.015748031496062992	1.3095238095238106	0	3.839170356332647	0.9597925890831616	14.2857142857143	0
chr10	577773	577819	Amillepora16814-RA:five_prime_utr	5	305	18	0	0	0.016129032258064516	1.4367144293614884	0	2.4483473577302504	0.5770810064504087	6.25	0
chr10	498120	498354	Amillepora16803-RA:five_prime_utr	38	2151	179	6	0.0335195530726257	0.01735952489721334	1.6070322889986661	0	4.270237439809707	0.31917253168969567	33.3333333333333	0
chr10	602618	602770	Amillepora16817-RA:five_prime_utr	7	1117	128	0	0	0.006227758007117438	0.4265396062271068	0	2.227537391365712	0.1968883493476609	16.6666666666667	0
chr10	611089	611242	Amillepora16818-RA:five_prime_utr	13	664	73	3	0.0410958904109589	0.019202363367799114	1.2828711116382339	0	3.95344356590864	0.4627155703291082	25	0
chr10	612431	612695	Amillepora16818-RA:five_prime_utr	25	929	109	6	0.05504587155963303	0.02620545073375262	2.1903440596101142	0	5.776968985812256	0.5533332743518357	33.3333333333333	0
chr10	670412	670756	Amillepora16824-RA:five_prime_utr	10	608	225	6	0.02666666666666667	0.016181229773462782	1.1552028218694885	0	6.568962061287792	0.4379308040858521	50	0
chr10	591800	592196	Amillepora16816-RA:five_prime_utr	29	857	174	10	0.05747126436781609	0.0327313769751693	2.676213942694673	0	12.12579480212589	0.9192541316330877	100	0
chr10	650326	650592	Amillepora16821-RA:five_prime_utr	21	404	87	7	0.08045977011494253	0.04941176470588235	3.5482849188496357	0	10.154211547509307	1.0886457481479404	50	0
chr10	642739	642835	Amillepora16821-RA:five_prime_utr	6	526	64	2	0.03125	0.011278195488721804	0.8299266522950741	0	3.461730823907588	0.4327163529884487	18.1818181818182	0
chr10	616880	617020	Amillepora16819-RA:five_prime_utr	10	634	93	2	0.021505376344086023	0.015527950310559006	1.2220389948093926	0	4.48766783198363	0.4653494763762639	33.3333333333333	0
chr10	699434	699532	Amillepora16826-RA:five_prime_utr	4	681	63	1	0.015873015873015872	0.00583941605839416	0.9251700680272107	0	4.617136715642459	0.5817045485131189	33.3333333333333	0
chr10	677558	677660	Amillepora16825-RA:five_prime_utr	3	175	47	0	0	0.016853932584269662	0.800405268490376	0	3.284328304583983	0.47906852022443713	16.6666666666667	0
chr10	809375	809572	Amillepora16830-RA:five_prime_utr	8	597	150	3	0.02	0.013223140495867768	0.7000622471210707	0	3.409937976853651	0.27842026992766167	22.2222222222222	0
chr10	830183	830244	Amillepora16831-RA:five_prime_utr	0	16	12	0	0	0	0	0	0	0	0	0
chr10	917157	917269	Amillepora16841-RA:five_prime_utr	33	32	12	10	0.8333333333333334	0.5076923076923077	70.37037037037037	87.5	37.10431599718764	10.711093414536611	100	8.33333333333333
chr10	881983	882033	Amillepora16836-RA:five_prime_utr	3	86	28	1	0.03571428571428571	0.033707865168539325	2.9761904761904785	0	12.872891915451705	2.4327479044642235	66.6666666666667	0
chr10	1017819	1017947	Amillepora16849-RA:five_prime_utr	5	180	57	4	0.07017543859649122	0.02702702702702703	2.0802005012531333	0	8.312720658149319	1.1010467486961804	50	0
chr10	985156	985709	Amillepora16846-RA:five_prime_utr	31	1779	332	12	0.03614457831325301	0.01712707182320442	1.7859181158813326	0	9.162933048926178	0.5028812827252289	100	0
chr10	1007914	1008124	Amillepora16848-RA:five_prime_utr	14	723	184	7	0.03804347826086957	0.018995929443690638	1.8955078737687436	0	9.416119212513136	0.6941655180403238	100	0
chr10	997844	998057	Amillepora16847-RA:five_prime_utr	12	752	121	5	0.04132231404958678	0.015706806282722512	2.0031125898894495	0	8.020804392718041	0.7291640357016401	50	0
chr10	1038534	1038625	Amillepora16850-RA:five_prime_utr	8	383	116	2	0.017241379310344827	0.020460358056265986	1.0604816639299397	0	5.022699757080174	0.4663459649763985	33.3333333333333	0
chr10	1072785	1072966	Amillepora16851-RA:five_prime_utr	7	375	61	2	0.03278688524590164	0.01832460732984293	1.7408804631562584	0	5.681249665221733	0.7274094812548011	33.3333333333333	0
chr10	1068211	1068378	Amillepora16851-RA:five_prime_utr	10	411	90	5	0.05555555555555555	0.023752969121140142	2.138007054673721	0	7.611603105926386	0.8023334153313076	42.8571428571429	0
chr10	1058540	1058620	Amillepora16851-RA:five_prime_utr	1	201	33	0	0	0.0049504950495049506	0.17825311942959	0	1.0239862115041052	0.17825311942959002	5.88235294117647	0
chr10	1173821	1173960	Amillepora16859-RA:five_prime_utr	9	273	65	7	0.1076923076923077	0.031914893617021274	4.258241758241757	0	11.7027270321722	1.4515446414054354	50	0
chr10	1145820	1145909	Amillepora16856-RA:five_prime_utr	5	585	61	1	0.01639344262295082	0.00847457627118644	0.6211053590259803	0	2.414506610522885	0.3091458929887018	11.1111111111111	0
chr10	1127592	1127670	Amillepora16854-RA:five_prime_utr	6	188	40	0	0	0.030927835051546393	1.7251984126984126	0	4.200710655301227	0.6641906731045174	14.2857142857143	0
chr10	1155975	1156217	Amillepora16857-RA:five_prime_utr	3	457	95	2	0.021052631578947368	0.006521739130434782	1.4114832535885167	0	10.578167779379912	1.085297114636849	100	0
chr10	1191354	1191492	Amillepora16861-RA:five_prime_utr	24	949	111	11	0.0990990990990991	0.024665981500513873	4.265886722027073	0	13.3212470341481	1.2643968135855952	100	0
chr10	1207385	1207621	Amillepora16863-RA:five_prime_utr	5	400	105	3	0.02857142857142857	0.012345679012345678	1.5018315018315018	0	7.7280913725096285	0.7541844934185078	50	0
chr10	1201270	1201372	Amillepora16862-RA:five_prime_utr	2	123	24	2	0.08333333333333333	0.016	3.472222222222221	0	12.017666812654097	2.4530959658151685	50	0
chr10	1199923	1200329	Amillepora16862-RA:five_prime_utr	24	1261	195	5	0.02564102564102564	0.01867704280155642	1.6241778164855094	0	7.993617153599075	0.5724348141069049	100	0
chr10	1199087	1199301	Amillepora16862-RA:five_prime_utr	7	507	110	3	0.02727272727272727	0.013618677042801557	2.0306965761511218	0	11.033982586116698	1.052048960624958	100	0
chr10	1198463	1198592	Amillepora16862-RA:five_prime_utr	4	241	31	2	0.06451612903225806	0.0163265306122449	2.2804659498207873	0	7.10026790066758	1.275245760770416	33.3333333333333	0
chr10	1198275	1198342	Amillepora16862-RA:five_prime_utr	12	562	72	3	0.041666666666666664	0.020905923344947737	1.7000565021398357	0	6.107314685838985	0.719753938199489	40	0
chr10	1217667	1217850	Amillepora16864-RA:five_prime_utr	3	220	63	3	0.047619047619047616	0.013452914798206279	2.4338624338624335	0	13.403128469209433	1.6886354628465707	100	0
chr10	1329314	1329375	Amillepora16877-RA:five_prime_utr	0	71	12	0	0	0	0	0	0	0	0	0
chr10	1321617	1322125	Amillepora16875-RA:five_prime_utr	64	4194	544	12	0.022058823529411766	0.015030530765617662	1.2966728104381715	0	5.909108979455993	0.25335095735739865	100	0
chr10	1302212	1302485	Amillepora16874-RA:five_prime_utr	6	385	73	2	0.0273972602739726	0.015345268542199489	1.989068769890688	0	11.939957912600292	1.397466371564255	100	0
chr10	1298400	1298591	Amillepora16874-RA:five_prime_utr	231	27	60	54	0.9	0.8953488372093024	85.25361212861213	100	30.007839074217788	3.873995366337257	100	0
chr10	1296571	1296621	Amillepora16874-RA:five_prime_utr	58	254	39	17	0.4358974358974359	0.1858974358974359	13.657540914625939	11.1111111111111	16.9430318557661	2.713056410924606	75	0
chr10	1294508	1294670	Amillepora16874-RA:five_prime_utr	21	1066	132	5	0.03787878787878788	0.019319227230910764	3.78099173553719	0	14.117118950891564	1.228737487909479	100	0
chr10	1293741	1293850	Amillepora16874-RA:five_prime_utr	24	1282	106	4	0.03773584905660377	0.018376722817764167	1.878990647600239	0	4.886363403111904	0.47460556917825275	33.3333333333333	0
chr10	1293031	1293125	Amillepora16874-RA:five_prime_utr	1	55	14	0	0	0.017857142857142856	1.0204081632653073	0	3.818017741606067	1.0204081632653073	14.2857142857143	0
chr10	1292803	1292896	Amillepora16874-RA:five_prime_utr	3	192	70	2	0.02857142857142857	0.015384615384615385	1.2755102040816328	0	6.8262035547628335	0.8158873781792676	50	0
chr10	1291439	1291515	Amillepora16874-RA:five_prime_utr	9	248	79	4	0.05063291139240506	0.03501945525291829	2.4498146017133364	0	8.834323533329107	0.9939390520214614	50	0
chr10	1290891	1290927	Amillepora16874-RA:five_prime_utr	2	40	16	2	0.125	0.047619047619047616	3.6458333333333313	0	10.077822185373181	2.5194555463432953	33.3333333333333	0
chr10	1290068	1290165	Amillepora16874-RA:five_prime_utr	12	518	78	4	0.05128205128205128	0.022641509433962263	2.089790551329013	0	6.244597297566427	0.7070614107515871	33.3333333333333	0
chr10	1288040	1288192	Amillepora16874-RA:five_prime_utr	11	1015	123	2	0.016260162601626018	0.010721247563352826	0.9604758385246195	0	3.6332456983117987	0.3275987321453819	25	0
chr10	1285797	1285968	Amillepora16874-RA:five_prime_utr	16	855	98	4	0.04081632653061224	0.018369690011481057	2.3811548428895364	0	7.141187880470086	0.7213689108582262	50	0
chr10	1285517	1285559	Amillepora16874-RA:five_prime_utr	1	100	18	1	0.05555555555555555	0.009900990099009901	1.1111111111111112	0	4.714045207910318	1.1111111111111112	20	0
chr10	1480991	1481377	Amillepora16891-RA:five_prime_utr	25	1396	188	8	0.0425531914893617	0.017593244194229415	1.6714872392485711	0	7.098104505037149	0.5176824766392061	50	0
chr10	1468808	1469017	Amillepora16888-RA:five_prime_utr	14	1062	109	5	0.045871559633027525	0.013011152416356878	2.9780062111602765	0	13.94774645026966	1.3359518169668274	100	0
chr10	1543563	1543616	Amillepora16898-RA:five_prime_utr	4	217	28	1	0.03571428571428571	0.01809954751131222	4.528061224489797	0	18.970536328086997	3.585094382973898	100	0
chr10	1578189	1578487	Amillepora16899-RA:five_prime_utr	12	537	120	5	0.041666666666666664	0.02185792349726776	1.680049797696856	0	6.3395781498931685	0.5787216596272255	50	0
chr10	1577550	1577691	Amillepora16899-RA:five_prime_utr	8	540	57	3	0.05263157894736842	0.014598540145985401	1.2493635762333817	0	4.6165014636845125	0.6114705565088272	25	0
chr10	1569867	1569899	Amillepora16899-RA:five_prime_utr	6	258	40	2	0.05	0.022727272727272728	3.352272727272727	0	11.16098439112502	1.7647065802771307	50	0
chr10	1543153	1543308	Amillepora16897-RA:five_prime_utr	10	533	61	4	0.06557377049180328	0.01841620626151013	1.305501393495607	0	3.9665897942568904	0.5078697812303199	20	0
chr10	1659388	1659621	Amillepora16901-RA:five_prime_utr	17	1040	177	5	0.02824858757062147	0.01608325449385052	1.2892865784191805	0	5.632193288271726	0.42334157140736317	50	0
chr10	1741570	1741689	Amillepora16905-RA:five_prime_utr	6	548	79	2	0.02531645569620253	0.010830324909747292	1.2688366485834848	0	4.646138835665265	0.5227314590029515	25	0
chr10	1738874	1738947	Amillepora16905-RA:five_prime_utr	26	13	14	12	0.8571428571428571	0.6666666666666666	61.42857142857143	66.6666666666667	35.172694481919315	9.400298008644032	100	0
chr10	1738114	1738455	Amillepora16905-RA:five_prime_utr	221	155	69	58	0.8405797101449275	0.5877659574468085	57.75646005505341	55.5555555555556	36.53704009724842	4.398542741336207	100	0
chr10	1736723	1736935	Amillepora16905-RA:five_prime_utr	12	25	17	7	0.4117647058823529	0.32432432432432434	27.647058823529413	0	36.83229082013259	8.933142675580847	100	0
chr10	1756343	1756457	Amillepora16906-RA:five_prime_utr	10	638	75	3	0.04	0.015432098765432098	2.216892911010558	0	12.086036843988444	1.39557532506249	100	0
chr10	1755230	1755294	Amillepora16906-RA:five_prime_utr	0	1	1	0	0	0	0	0	NA	NA	0	0
chr10	1754360	1754488	Amillepora16906-RA:five_prime_utr	197	32	31	31	1	0.8602620087336245	84.9892938602616	85.7142857142857	15.433745125667443	2.7719824546997662	100	50
chr10	1753589	1753692	Amillepora16906-RA:five_prime_utr	127	6	19	19	1	0.9548872180451128	96.51837928153718	100	6.56111113384849	1.5052221257781646	100	77.7777777777778
chr10	1753029	1753106	Amillepora16906-RA:five_prime_utr	18	29	14	9	0.6428571428571429	0.3829787234042553	40.357142857142854	32.5	39.87790431739427	10.657818232731625	100	0
chr10	1751732	1751844	Amillepora16906-RA:five_prime_utr	8	262	34	3	0.08823529411764706	0.02962962962962963	4.865514387573212	0	17.512845464701815	3.003428219015765	100	0
chr10	1750923	1751022	Amillepora16906-RA:five_prime_utr	0	95	22	0	0	0	0	0	0	0	0	0
chr10	1750691	1750721	Amillepora16906-RA:five_prime_utr	3	76	24	1	0.041666666666666664	0.0379746835443038	3.273809523809525	0	10.735830650007362	2.191442254787524	50	0
chr10	1750505	1750555	Amillepora16906-RA:five_prime_utr	0	47	14	0	0	0	0	0	0	0	0	0
chr10	1749720	1749825	Amillepora16906-RA:five_prime_utr	20	740	112	4	0.03571428571428571	0.02631578947368421	2.0999957383885968	0	6.16714684193752	0.5827406015208593	42.8571428571429	0
chr10	1749266	1749319	Amillepora16906-RA:five_prime_utr	3	356	31	0	0	0.008356545961002786	0.9291425420457674	0	2.920421807376321	0.5245232407594038	11.1111111111111	0
chr10	1748840	1748963	Amillepora16906-RA:five_prime_utr	24	1537	113	3	0.02654867256637168	0.015374759769378604	1.5599245237634014	0	3.778669564074293	0.35546733136506353	18.1818181818182	0
chr10	1748439	1748541	Amillepora16906-RA:five_prime_utr	1	134	30	0	0	0.007407407407407408	0.4166666666666667	0	2.2821773229381925	0.41666666666666663	12.5	0
chr10	1829427	1829476	Amillepora16914-RA:five_prime_utr	0	153	16	0	0	0	0	0	0	0	0	0
chr10	1819893	1819951	Amillepora16913-RA:five_prime_utr	0	101	22	0	0	0	0	0	0	0	0	0
chr10	1798731	1799113	Amillepora16908-RA:five_prime_utr	1	32	15	1	0.06666666666666667	0.030303030303030304	6.666666666666667	0	25.819888974716125	6.666666666666666	100	0
chr10	1797108	1797301	Amillepora16908-RA:five_prime_utr	1	9	4	1	0.25	0.1	12.5	0	25	12.5	50	0
chr10	1992501	1992703	Amillepora16922-RA:five_prime_utr	19	1247	146	7	0.04794520547945205	0.015007898894154818	1.6287126800027922	0	5.4907240638711965	0.4544155567950527	33.3333333333333	0
chr10	1997313	1997452	Amillepora16922-RA:five_prime_utr	10	312	64	4	0.0625	0.031055900621118012	3.886369706682206	0	14.304503941154502	1.7880629926443117	100	0
chr10	1997774	1997857	Amillepora16922-RA:five_prime_utr	2	212	33	0	0	0.009345794392523364	0.6818181818181818	0	2.743794651738554	0.4776333413984277	12.5	0
chr10	2048046	2048236	Amillepora16928-RA:five_prime_utr	2	284	50	1	0.02	0.006993006993006993	1.25	0	7.253605718424965	1.0258147583103623	50	0
chr10	2050110	2050192	Amillepora16928-RA:five_prime_utr	2	195	43	0	0	0.01015228426395939	0.5021141649048626	0	2.3302029689413777	0.355352621348351	12.5	0
chr10	2050512	2050525	Amillepora16928-RA:five_prime_utr	0	2	2	0	0	0	0	0	0	0	0	0
chr10	2026251	2026429	Amillepora16926-RA:five_prime_utr	4	442	90	1	0.011111111111111112	0.008968609865470852	0.653439153439153	0	3.8117905761273922	0.4017980061375993	33.3333333333333	0
chr10	2025564	2025695	Amillepora16925-RA:five_prime_utr	4	507	55	1	0.01818181818181818	0.007827788649706457	0.3637304724261245	0	1.591175863203477	0.21455410962532284	8.69565217391304	0
chr10	2017988	2018105	Amillepora16923-RA:five_prime_utr	5	711	83	0	0	0.006983240223463687	0.4776682487525861	0	1.9395116847780183	0.21288906482101683	10	0
chr10	2073302	2073411	Amillepora16929-RA:five_prime_utr	6	864	95	1	0.010526315789473684	0.006896551724137931	0.6076998050682263	0	2.9516152789859462	0.30282933799233613	20	0
chr10	2086150	2086176	Amillepora16931-RA:five_prime_utr	1	130	30	0	0	0.007633587786259542	0.5555555555555567	0	3.042903097250929	0.5555555555555567	16.6666666666667	0
chr10	2095833	2095953	Amillepora16932-RA:five_prime_utr	4	414	106	1	0.009433962264150943	0.009569377990430622	0.46776729559748426	0	2.7779977076757025	0.2698229899126297	25	0
chr10	2112461	2112910	Amillepora16933-RA:five_prime_utr	838	114	144	136	0.9444444444444444	0.8802521008403361	85.73258968668469	100	27.71090846423968	2.309242372019973	100	0
chr10	2145971	2145998	Amillepora16934-RA:five_prime_utr	2	157	17	0	0	0.012578616352201259	0.8726567550096959	0	2.4653346500945927	0.5979314802844213	7.69230769230769	0
chr10	2249320	2249538	Amillepora16946-RA:five_prime_utr	13	1050	183	6	0.03278688524590164	0.012229539040451553	1.2099921935987508	0	5.906409881160683	0.4366143819130245	40	0
chr10	2210509	2210634	Amillepora16941-RA:five_prime_utr	7	334	98	5	0.05102040816326531	0.020527859237536656	3.862973760932945	0	17.802699877570046	1.7983442581226727	100	0
chr10	2210906	2211008	Amillepora16941-RA:five_prime_utr	18	770	174	5	0.028735632183908046	0.02284263959390863	2.268062397372743	0	10.065266848045603	0.7630459105602969	100	0
chr10	2231833	2231886	Amillepora16944-RA:five_prime_utr	8	237	33	2	0.06060606060606061	0.0326530612244898	2.9449254449254463	0	5.991913675264291	1.0430582872788983	20	0
chr10	2226348	2226381	Amillepora16943-RA:five_prime_utr	4	83	33	2	0.06060606060606061	0.04597701149425287	3.0303030303030303	0	12.115292114938997	2.10900165258713	50	0
chr10	2249225	2249302	Amillepora16945-RA:five_prime_utr	21	546	56	7	0.125	0.037037037037037035	4.628762211026096	0	9.773659528134907	1.3060601917592667	50	0
chr10	2264930	2265152	Amillepora16949-RA:five_prime_utr	15	882	152	4	0.02631578947368421	0.016722408026755852	1.0950726904674277	0	3.941369321418509	0.3196872662608502	25	0
chr10	2282515	2282535	Amillepora16952-RA:five_prime_utr	1	61	13	0	0	0.016129032258064516	0.8547008547008539	0	3.0816677568068265	0.8547008547008538	11.1111111111111	0
chr10	2272960	2273826	Amillepora16950-RA:five_prime_utr	57	3010	482	23	0.04771784232365145	0.018584936419954352	2.097436492423769	0	9.01996307353673	0.4108480598898862	100	0
chr10	2274458	2274554	Amillepora16950-RA:five_prime_utr	135	26	32	29	0.90625	0.8385093167701864	78.45610119047619	88.19444444444446	31.02614289110665	5.484699008091076	100	0
chr10	2274686	2275158	Amillepora16950-RA:five_prime_utr	485	172	77	60	0.7792207792207793	0.7382039573820396	68.48087035054833	93.75	40.86432427673859	4.656921951210708	100	0
chr10	2277099	2277108	Amillepora16951-RA:five_prime_utr	4	69	13	2	0.15384615384615385	0.0547945205479452	5.586080586080585	0	11.308318809913594	3.13636333141826	33.3333333333333	0
chr10	2432115	2432327	Amillepora16964-RA:five_prime_utr	40	1597	173	12	0.06936416184971098	0.02443494196701283	3.3983467004443364	0	12.394315161958678	0.9423223321416843	100	0
chr10	2372993	2373255	Amillepora16959-RA:five_prime_utr	16	1404	215	3	0.013953488372093023	0.011267605633802818	1.5201649695493746	0	9.879854621964997	0.673800492697132	100	0
chr10	2543262	2543422	Amillepora16977-RA:five_prime_utr	15	970	111	5	0.04504504504504504	0.015228426395939087	2.0589154308478856	0	6.96348961469747	0.6609451846129595	50	0
chr10	2496949	2496971	Amillepora16972-RA:five_prime_utr	2	122	15	0	0	0.016129032258064516	1.1428571428571426	0	3.063944369932459	0.7911070345636261	10	0
chr10	2548880	2548927	Amillepora16978-RA:five_prime_utr	2	88	30	1	0.03333333333333333	0.022222222222222223	1.5873015873015868	0	6.5379711972147145	1.1936647683445185	33.3333333333333	0
chr10	2543144	2543235	Amillepora16976-RA:five_prime_utr	0	88	30	0	0	0	0	0	0	0	0	0
chr10	2644233	2644352	Amillepora16985-RA:five_prime_utr	5	351	105	3	0.02857142857142857	0.014044943820224719	1.7305710162853019	0	10.610397380459233	1.035468757760309	100	0
chr10	2669627	2669667	Amillepora16988-RA:five_prime_utr	1	40	13	1	0.07692307692307693	0.024390243902439025	2.5641025641025617	0	9.245003270420476	2.5641025641025617	33.3333333333333	0
chr10	2597475	2597504	Amillepora16982-RA:five_prime_utr	5	157	21	2	0.09523809523809523	0.030864197530864196	3.973922902494332	0	11.342712967282473	2.4751828932728137	50	0
