chr	start	end	name	nA	nG	nT	nC	nN	nCpG	nCCG	nCGG	nCGNR	nYNCG
chr1	498598	499449	intergenic3792	265	196	251	140	0	29	0	6	13	13
chr1	507042	507390	intergenic3793	117	64	103	65	0	14	2	2	5	6
chr1	515201	559122	intergenic3794	13777	8758	13543	7844	0	852	145	155	427	432
chr1	564757	566669	intergenic3795	625	318	613	357	0	21	6	3	12	5
chr1	573220	581874	intergenic3796	2759	1617	2655	1624	0	326	59	68	145	145
chr1	614579	615318	intergenic3797	226	153	213	148	0	33	5	3	20	19
chr1	619691	619748	intergenic3798	22	8	20	8	0	1	0	0	0	0
chr1	623124	623213	intergenic3799	32	28	15	15	0	7	1	0	5	2
chr1	629965	632302	intergenic3800	707	441	722	468	0	85	16	12	35	38
chr1	633431	633650	intergenic3801	71	34	73	42	0	6	1	1	2	3
chr1	635276	644432	intergenic3802	2861	1712	2849	1735	0	304	52	56	136	156
chr1	646927	648115	intergenic3803	376	211	364	238	0	37	4	7	15	22
chr1	652913	654053	intergenic3804	357	205	366	213	0	28	5	6	13	10
chr1	655268	659544	intergenic3805	1386	855	1256	780	0	132	21	25	70	61
chr1	661218	672063	intergenic3806	3489	1976	3281	2100	0	390	58	65	182	192
chr1	680947	681096	intergenic3807	40	37	40	33	0	8	2	0	2	3
chr1	700810	702728	intergenic3808	562	369	601	387	0	67	9	8	36	45
chr1	722621	722693	intergenic3809	18	23	20	12	0	3	0	0	1	1
chr1	744233	749657	intergenic3810	1642	1136	1487	1160	0	142	35	47	87	66
chr1	750928	751208	intergenic3811	75	48	99	59	0	9	1	1	4	5
chr1	759396	763404	intergenic3812	1296	680	1249	784	0	77	20	15	42	41
chr1	769712	769865	intergenic3813	57	31	33	33	0	9	1	1	3	4
chr1	770837	771547	intergenic3814	209	128	251	123	0	5	0	0	2	1
chr1	772812	779909	intergenic3815	2038	1442	2269	1349	0	267	56	73	129	136
chr1	790659	796650	intergenic3816	1809	1172	1856	1155	0	219	35	39	112	100
chr1	802788	804426	intergenic3817	556	314	480	289	0	48	7	10	28	20
chr1	850802	854667	intergenic3818	1163	811	1147	745	0	121	22	28	63	51
chr1	871373	871501	intergenic3819	33	39	25	32	0	8	2	1	3	4
chr1	873899	878977	intergenic3820	1488	1006	1589	996	0	189	25	32	95	94
chr1	890836	890897	intergenic3821	17	13	17	15	0	2	0	1	1	0
chr1	895779	908527	intergenic3822	3967	2300	3905	2577	0	350	56	64	171	174
chr1	926800	957181	intergenic3823	9323	5686	9271	6102	0	955	186	166	428	484
chr1	958448	968114	intergenic3824	2994	1788	3116	1769	0	316	73	40	143	138
chr1	968797	982329	intergenic3825	4050	2555	4404	2524	0	449	59	74	200	181
chr1	989733	989784	intergenic3826	15	7	26	4	0	0	0	0	0	0
chr1	996218	999112	intergenic3827	826	573	907	589	0	117	23	18	63	64
chr1	1004240	1004830	intergenic3828	185	108	214	84	0	3	1	0	2	0
chr1	1006437	1006526	intergenic3829	24	16	32	18	0	4	1	0	1	2
chr1	1031711	1033493	intergenic3830	532	370	538	343	0	69	12	18	31	32
chr1	1038492	1039454	intergenic3831	278	191	338	156	0	4	0	0	4	0
chr1	1040431	1040674	intergenic3832	63	49	84	48	0	5	0	0	1	3
chr1	1041276	1042472	intergenic3833	387	185	399	226	0	5	1	2	4	1
chr1	1044121	1044385	intergenic3834	78	48	84	55	0	7	3	0	4	3
chr1	1058205	1060995	intergenic3835	855	505	959	472	0	17	3	4	7	7
chr1	1063555	1066566	intergenic3836	959	538	959	556	0	84	18	21	35	40
chr1	1087899	1090611	intergenic3837	826	526	861	500	0	91	13	20	41	45
chr1	1114841	1177080	intergenic3838	18962	11162	20399	11717	0	1329	234	241	641	653
chr1	1179762	1180201	intergenic3839	210	41	101	88	0	7	2	2	5	1
chr1	1200208	1200270	intergenic3840	28	7	21	7	0	0	0	0	0	0
chr1	1221671	1228897	intergenic3841	2190	1494	2278	1265	0	182	26	33	102	81
chr1	1232612	1232909	intergenic3842	101	52	104	41	0	2	0	1	0	2
chr1	1235493	1237475	intergenic3843	728	367	581	307	0	23	1	1	8	13
chr1	1238034	1250895	intergenic3844	3966	2346	4260	2290	0	251	41	37	112	112
chr1	1255172	1286577	intergenic3845	9080	6164	9816	6346	0	940	166	139	434	507
chr1	1287173	1290931	intergenic3846	1080	733	1188	758	0	144	37	35	73	79
chr1	1299497	1306427	intergenic3847	2236	1234	2160	1301	0	192	31	34	89	94
chr1	1309302	1311028	intergenic3848	523	323	546	335	0	78	10	16	46	30
chr1	1328384	1330805	intergenic3849	728	481	801	412	0	14	1	2	5	7
chr1	1332954	1334077	intergenic3850	322	249	320	233	0	40	10	11	22	20
chr1	1337129	1338607	intergenic3851	482	252	448	297	0	21	6	4	9	5
chr1	1352117	1353464	intergenic3852	417	230	416	285	0	22	6	8	7	9
chr1	1401959	1408150	intergenic3853	2082	1057	1927	1126	0	80	16	20	45	31
chr1	1416856	1419183	intergenic3854	763	473	672	420	0	66	21	21	25	20
chr1	1420475	1423005	intergenic3855	782	556	793	400	0	53	6	8	29	27
chr1	1428375	1430104	intergenic3856	464	402	498	366	0	84	17	18	41	36
chr1	1443806	1450096	intergenic3857	1952	1237	1892	1210	0	256	44	48	134	119
chr1	1477823	1486472	intergenic3858	2721	1597	2665	1667	0	270	65	51	118	123
chr1	1487195	1494818	intergenic3859	2292	1482	2323	1527	0	297	61	50	140	144
chr1	1495917	1498041	intergenic3860	587	384	637	517	0	90	32	13	40	48
chr1	1499316	1500806	intergenic3861	464	324	376	327	0	66	18	9	32	29
chr1	1502209	1505653	intergenic3862	1070	656	1052	667	0	128	29	27	65	49
chr1	1507679	1510127	intergenic3863	740	472	761	476	0	87	14	22	49	37
chr1	1520109	1524069	intergenic3864	1164	858	1207	732	0	137	15	24	60	60
chr1	1536279	1549248	intergenic3865	3723	2294	4391	2562	0	287	41	55	152	136
chr1	1581117	1587373	intergenic3866	2017	1048	1732	1460	0	207	53	31	88	88
chr1	1589863	1590870	intergenic3867	277	227	288	216	0	41	15	16	22	21
chr1	1597336	1608466	intergenic3868	3307	2242	3361	2221	0	431	85	85	206	204
chr1	1635049	1635295	intergenic3869	61	48	87	51	0	8	4	3	6	4
chr1	1641728	1642139	intergenic3870	151	68	143	50	0	1	0	1	1	0
chr1	1644242	1644676	intergenic3871	106	73	146	110	0	23	9	5	3	18
chr1	1656131	1685130	intergenic3872	7260	5229	10581	5930	0	999	64	163	529	578
chr1	1692165	1699191	intergenic3873	2067	1407	2178	1375	0	262	59	74	117	138
chr1	1710851	1714586	intergenic3874	1135	817	1107	677	0	146	28	37	78	66
chr1	1734179	1735187	intergenic3875	353	181	315	160	0	3	1	0	2	2
chr1	1739493	1743390	intergenic3876	1093	719	1314	772	0	79	14	18	44	44
chr1	1747625	1748607	intergenic3877	355	165	278	185	0	22	5	3	9	13
chr1	1759196	1760079	intergenic3878	300	167	231	186	0	21	10	4	12	13
chr1	1763688	1764322	intergenic3879	225	113	172	125	0	18	1	2	9	9
chr1	1765741	1766414	intergenic3880	208	122	207	137	0	2	0	1	2	2
chr1	1774540	1774624	intergenic3881	24	17	30	14	0	2	1	1	1	1
chr1	1777821	1783777	intergenic3882	1773	1139	1918	1127	0	175	41	37	80	84
chr1	1797439	1815711	intergenic3883	5488	3574	5671	3540	0	721	161	155	347	380
chr1	1827430	1838154	intergenic3884	3064	2209	3365	2087	0	195	68	48	109	99
chr1	1844196	1848114	intergenic3885	1255	782	1167	715	0	115	16	21	64	53
chr1	1853560	1853865	intergenic3886	100	64	81	61	0	7	3	1	3	3
chr1	1873430	1873818	intergenic3887	105	70	128	86	0	18	1	5	6	11
chr1	1879324	1883055	intergenic3888	1099	691	1229	713	0	72	13	15	36	42
chr1	1890754	1895084	intergenic3889	1257	883	1300	891	0	190	46	43	96	92
chr1	1898635	1899485	intergenic3890	237	144	310	160	0	25	5	3	9	14
chr1	1915468	1920869	intergenic3891	1604	1099	1557	1142	0	237	42	43	112	119
chr1	1941068	1947715	intergenic3892	1818	1373	2063	1394	0	189	41	39	98	110
chr1	1955072	1959718	intergenic3893	1313	919	1419	996	0	192	35	37	86	96
chr1	1969590	1971906	intergenic3894	668	399	736	514	0	51	12	7	19	27
chr1	1988013	1988051	intergenic3895	7	9	13	10	0	0	0	0	0	0
chr1	1996664	1996938	intergenic3896	80	55	94	46	0	11	1	2	7	4
chr1	2015907	2016505	intergenic3897	167	106	209	117	0	23	3	3	5	14
chr1	2023796	2023819	intergenic3898	3	6	13	2	0	0	0	0	0	0
chr1	2036406	2042432	intergenic3899	1845	1208	1791	1183	0	230	43	49	122	130
chr1	2046403	2054983	intergenic3900	2561	1777	2591	1652	0	355	78	79	172	176
chr1	2153773	2158062	intergenic3901	1297	868	1310	815	0	139	25	33	60	63
chr1	2158810	2192770	intergenic3902	10041	6839	10899	6182	0	1089	187	236	515	546
chr1	2204569	2210797	intergenic3903	2013	1551	1600	1065	0	199	31	40	92	87
chr1	2266020	2266602	intergenic3904	196	93	189	105	0	14	1	4	6	8
chr1	2269157	2292796	intergenic3905	8046	4602	6702	4290	0	644	102	120	349	333
chr1	2297064	2299704	intergenic3906	793	565	770	513	0	99	21	29	54	47
chr1	2308913	2311964	intergenic3907	912	578	952	610	0	99	20	19	47	43
chr1	2318923	2325992	intergenic3908	2211	1349	2129	1381	0	252	43	42	119	132
chr1	2327826	2338569	intergenic3909	3117	2193	2982	2452	0	331	98	76	195	183
chr1	2348411	2348677	intergenic3910	85	52	75	55	0	1	0	0	0	1
chr1	2356090	2356192	intergenic3911	28	17	36	22	0	4	1	0	2	2
chr1	2359586	2360206	intergenic3912	158	149	186	128	0	27	9	7	11	13
chr1	2361675	2390467	intergenic3913	9015	5485	8495	5698	100	983	200	200	453	442
chr1	2401072	2414529	intergenic3914	3525	2566	5047	2320	0	395	70	65	185	185
chr1	2414795	2418712	intergenic3915	1275	786	1121	736	0	134	23	19	67	63
chr1	2428678	2450757	intergenic3916	6781	4233	6803	4263	0	761	124	142	373	364
chr1	2451411	2461513	intergenic3917	3154	1886	3104	1959	0	335	55	62	145	171
chr1	2465084	2486433	intergenic3918	6579	4102	6598	4071	0	731	98	111	342	354
chr1	2491847	2522000	intergenic3919	8846	5970	8925	6413	0	1072	169	238	491	539
chr1	2523749	2542497	intergenic3920	5768	3589	5831	3561	0	669	113	142	283	308
chr1	2542772	2556473	intergenic3921	3966	2817	4141	2778	0	557	97	109	264	271
chr1	2558413	2560225	intergenic3922	453	393	487	480	0	66	10	18	31	34
chr1	2560596	2561502	intergenic3923	273	162	258	214	0	24	7	5	12	13
chr1	2562687	2563608	intergenic3924	280	206	234	202	0	45	7	7	15	16
chr1	2564078	2576624	intergenic3925	3735	2541	3801	2470	0	489	82	89	223	233
chr1	2577201	2586853	intergenic3926	3028	1755	3222	1648	0	264	57	52	117	129
chr1	2587704	2621031	intergenic3927	10343	6332	10312	6341	0	1217	219	248	614	574
chr1	2621966	2633388	intergenic3928	3316	2353	3563	2191	0	419	71	88	188	194
chr1	2634024	2667180	intergenic3929	10341	6581	9592	6643	0	1241	231	208	590	558
chr1	2669741	2686797	intergenic3930	4854	3731	4931	3541	0	696	141	139	335	330
chr1	2687078	2698230	intergenic3931	3404	2066	3493	2190	0	393	73	69	164	186
chr1	2698875	2698899	intergenic3932	5	6	8	6	0	1	0	0	0	0
chr1	2701093	2701196	intergenic3933	35	27	26	16	0	5	0	2	1	4
chr1	2703055	2703807	intergenic3934	219	132	247	155	0	22	2	2	11	11
chr1	2705204	2706884	intergenic3935	506	320	517	338	0	67	19	12	31	38
chr1	2710916	2714389	intergenic3936	1013	759	958	744	0	126	28	32	58	60
chr1	2715729	2730173	intergenic3937	4346	2991	4486	2622	0	405	87	105	184	172
chr1	2730960	2733845	intergenic3938	818	654	835	579	0	113	16	17	51	48
chr1	2744617	2768827	intergenic3939	7483	4516	7293	4819	100	743	159	146	362	383
chr1	2770494	2770880	intergenic3940	117	81	112	77	0	12	5	3	4	8
chr1	2771474	2771482	intergenic3941	1	4	4	0	0	0	0	0	0	0
chr1	2773842	2773934	intergenic3942	32	18	27	16	0	3	1	0	3	2
chr1	2776024	2779912	intergenic3943	1266	704	1113	806	0	118	21	30	53	53
chr1	2783850	2783952	intergenic3944	27	25	30	21	0	4	1	3	4	3
chr1	2786944	2791286	intergenic3945	1251	932	1335	825	0	152	35	30	75	73
chr1	2793453	2795583	intergenic3946	639	426	613	453	0	107	13	26	61	58
chr1	2806779	2806907	intergenic3947	34	31	30	34	0	11	2	3	6	6
chr1	2822495	2825053	intergenic3948	701	511	826	521	0	102	26	23	46	49
chr1	2830083	2831928	intergenic3949	585	322	637	302	0	58	11	8	29	25
chr1	2832449	2840654	intergenic3950	2476	1610	2597	1523	0	232	36	40	92	121
chr1	2849880	2850890	intergenic3951	299	186	336	190	0	2	0	1	2	1
chr1	2852954	2858965	intergenic3952	1816	1219	1961	1016	0	147	33	20	71	64
chr1	2864137	2866403	intergenic3953	717	410	755	385	0	73	14	16	29	37
chr1	2867848	2873154	intergenic3954	1687	1012	1628	980	0	199	38	43	99	105
chr1	2874599	2879757	intergenic3955	1625	974	1585	975	0	192	27	32	93	102
chr1	2881202	2885973	intergenic3956	1376	963	1477	956	0	213	28	34	99	114
chr1	2898359	2903927	intergenic3957	1648	1069	1723	1129	0	208	41	50	101	100
chr1	2917127	2918216	intergenic3958	334	232	298	226	0	41	10	11	19	16
chr1	2927101	2951963	intergenic3959	7487	4906	7646	4824	0	908	171	167	436	438
chr1	2963440	2967227	intergenic3960	1086	761	1203	738	0	151	29	30	72	74
chr1	2982173	2983037	intergenic3961	268	166	271	160	0	40	3	7	20	24
chr1	2991890	2992912	intergenic3962	278	226	315	204	0	39	12	14	21	27
chr1	3006546	3033680	intergenic3963	8097	5280	8511	5247	0	950	163	178	441	464
chr1	3051013	3055246	intergenic3964	1350	760	1364	760	0	148	27	27	76	71
chr1	3056747	3057640	intergenic3965	292	165	283	154	0	25	3	8	13	16
chr1	3087778	3090383	intergenic3966	835	495	745	531	0	105	12	10	43	42
chr1	3093330	3094732	intergenic3967	414	281	460	248	0	44	8	5	27	19
chr1	3110805	3128378	intergenic3968	5318	3373	5495	3388	0	616	112	131	295	301
chr1	3144218	3145099	intergenic3969	242	181	267	192	0	28	7	4	14	13
chr1	3146610	3148712	intergenic3970	565	457	660	421	0	78	13	16	43	40
chr1	3161197	3161473	intergenic3971	96	46	77	58	0	7	0	1	4	3
chr1	3177378	3182879	intergenic3972	1820	996	1656	1030	0	187	22	45	88	95
chr1	3188682	3200422	intergenic3973	3669	2321	3524	2227	0	425	74	82	230	204
chr1	3201384	3205533	intergenic3974	1340	834	1216	760	0	140	23	30	73	67
chr1	3215532	3225609	intergenic3975	2943	2003	3135	1997	0	416	74	76	181	186
chr1	3228731	3233968	intergenic3976	1777	965	1493	1003	0	137	28	24	68	55
chr1	3234246	3237126	intergenic3977	939	586	777	579	0	120	22	15	60	47
chr1	3247824	3248430	intergenic3978	174	113	187	133	0	21	2	5	9	11
chr1	3249389	3251087	intergenic3979	506	337	501	355	0	66	13	12	34	30
chr1	3269059	3273818	intergenic3980	1445	902	1549	864	0	160	29	23	77	65
chr1	3283521	3319727	intergenic3981	11758	7549	10410	6490	0	1274	237	371	642	543
chr1	3368402	3379534	intergenic3982	3678	2363	3061	2031	0	352	73	109	171	132
chr1	3382474	3447912	intergenic3983	20654	13026	19331	12375	53	2237	448	526	1112	1011
chr1	3449619	3462957	intergenic3984	3783	2468	4325	2763	0	488	128	85	217	250
chr1	3473283	3478699	intergenic3985	1755	997	1664	1001	0	170	33	35	68	76
chr1	3495901	3497641	intergenic3986	516	370	519	336	0	70	13	16	35	34
chr1	3505529	3508291	intergenic3987	809	515	887	552	0	98	17	11	45	50
chr1	3517351	3520914	intergenic3988	1039	681	1061	783	0	165	33	19	78	81
chr1	3536138	3543533	intergenic3989	2257	1462	2203	1474	0	280	50	62	150	138
chr1	3555788	3558871	intergenic3990	917	596	948	623	0	112	27	13	57	57
chr1	3559899	3563641	intergenic3991	1062	712	1222	747	0	160	21	32	68	77
chr1	3569407	3577116	intergenic3992	2354	1544	2314	1498	0	316	60	51	143	148
chr1	3585058	3587522	intergenic3993	769	481	682	533	0	98	22	17	50	52
chr1	3589015	3590286	intergenic3994	379	269	371	253	0	43	6	13	23	20
chr1	3605223	3607970	intergenic3995	848	562	781	557	0	120	25	22	60	46
chr1	3608785	3624474	intergenic3996	4933	2957	4833	2967	0	551	108	100	261	265
chr1	3642815	3644735	intergenic3997	526	409	622	364	0	90	12	9	36	35
chr1	3675688	3676571	intergenic3998	287	148	288	161	0	22	8	1	14	11
chr1	3678085	3682150	intergenic3999	1313	737	1301	715	0	142	27	25	68	72
chr1	3709531	3727268	intergenic4000	5411	3435	5443	3449	0	602	108	109	296	292
chr1	3741813	3747936	intergenic4001	1886	1157	1905	1176	0	205	48	41	98	103
chr1	3757404	3758266	intergenic4002	271	161	266	165	0	39	6	3	22	22
chr1	3774605	3776846	intergenic4003	689	469	638	446	0	95	17	20	47	45
chr1	3789260	3814239	intergenic4004	7692	4856	7519	4913	0	911	168	171	440	441
chr1	3822709	3823546	intergenic4005	230	177	255	176	0	31	7	6	13	15
chr1	3835978	3842954	intergenic4006	1746	1485	2160	1486	100	217	34	48	99	124
chr1	3845876	3849249	intergenic4007	1035	571	1018	750	0	75	11	13	33	42
chr1	3849908	3853334	intergenic4008	1031	615	1061	720	0	75	12	13	30	37
chr1	3856635	3858746	intergenic4009	621	441	652	398	0	38	8	7	17	14
chr1	3859171	3883002	intergenic4010	7263	4384	7371	4814	0	469	75	79	233	235
chr1	3884908	3886531	intergenic4011	536	285	453	350	0	54	9	6	15	27
chr1	3888861	3903590	intergenic4012	4582	2807	4316	3025	0	444	90	72	218	214
chr1	3904020	3914195	intergenic4013	3200	1939	3054	1983	0	295	50	75	131	131
chr1	3922074	3929008	intergenic4014	2072	1392	2140	1331	0	230	47	55	126	109
chr1	3930303	3930559	intergenic4015	53	69	74	61	0	10	3	0	4	8
chr1	3931653	3962653	intergenic4016	9692	5825	9191	6293	0	909	172	166	456	429
chr1	3994082	4001106	intergenic4017	2070	1413	2163	1379	0	300	51	57	115	136
chr1	4018392	4043990	intergenic4018	7724	4996	7841	5038	0	1028	225	204	508	518
chr1	4045003	4072188	intergenic4019	8063	5515	8484	5124	0	702	121	131	343	357
chr1	4086350	4096438	intergenic4020	2840	2003	3235	2011	0	220	45	37	111	105
chr1	4097058	4099145	intergenic4021	596	393	667	432	0	50	12	7	20	23
chr1	4099908	4100290	intergenic4022	130	69	114	70	0	6	2	2	3	3
chr1	4102437	4103113	intergenic4023	181	128	217	151	0	26	6	7	11	11
chr1	4104215	4123744	intergenic4024	5554	3973	5892	4111	0	599	110	116	258	299
chr1	4127034	4131006	intergenic4025	1123	878	1113	859	0	177	40	45	70	64
chr1	4131488	4138465	intergenic4026	2005	1397	2392	1184	0	155	30	24	73	73
chr1	4139282	4142447	intergenic4027	857	688	966	655	0	71	14	16	32	27
chr1	4144905	4145113	intergenic4028	45	49	79	36	0	11	0	4	3	6
chr1	4145688	4176870	intergenic4029	9385	6134	9645	6019	0	943	198	185	438	464
chr1	4177193	4180583	intergenic4030	1062	609	1101	619	0	55	17	13	23	24
chr1	4181746	4218864	intergenic4031	11445	7252	11235	7187	0	1095	219	200	526	503
chr1	4221137	4250917	intergenic4032	9029	5670	9332	5750	0	880	116	146	416	437
chr1	4253774	4254228	intergenic4033	134	99	138	84	0	22	3	2	9	11
chr1	4260263	4260271	intergenic4034	3	0	4	2	0	0	0	0	0	0
chr1	4265385	4271036	intergenic4035	1810	1050	1731	1061	0	197	40	38	104	93
chr1	4275197	4275552	intergenic4036	107	63	122	64	0	2	0	0	1	2
chr1	4276280	4282876	intergenic4037	2073	1251	2092	1181	0	182	24	26	89	68
chr1	4288474	4289664	intergenic4038	301	225	392	273	0	47	7	15	22	28
chr1	4290158	4293452	intergenic4039	970	665	1022	638	0	118	26	28	43	50
chr1	4296260	4296373	intergenic4040	44	25	27	18	0	3	0	2	1	1
chr1	4303829	4319695	intergenic4041	4841	3119	4803	3104	0	494	90	104	225	247
chr1	4323358	4324649	intergenic4042	406	235	385	266	0	50	6	8	29	20
chr1	4325736	4325749	intergenic4043	3	1	4	6	0	1	0	0	0	0
chr1	4335124	4347747	intergenic4044	3784	2388	3955	2497	0	329	63	63	157	146
chr1	4348898	4358154	intergenic4045	2774	1753	2886	1844	0	299	44	68	134	153
chr1	4376537	4379021	intergenic4046	739	453	816	477	0	68	13	17	32	30
chr1	4384800	4392090	intergenic4047	2246	1334	2360	1351	0	171	39	28	74	75
chr1	4393226	4393605	intergenic4048	96	71	125	88	0	7	0	2	4	4
chr1	4394162	4399978	intergenic4049	1779	1107	1800	1131	0	118	20	25	59	57
chr1	4405638	4413416	intergenic4050	2433	1484	2276	1586	0	271	52	39	132	131
chr1	4413926	4417840	intergenic4051	1181	831	1065	838	0	134	42	29	54	65
chr1	4419711	4420459	intergenic4052	234	138	240	137	0	17	2	3	7	7
chr1	4425327	4491690	intergenic4053	19913	12819	20190	13442	0	2026	386	380	941	1001
chr1	4501108	4510501	intergenic4054	2778	1865	2905	1846	0	330	59	50	159	163
chr1	4518850	4520818	intergenic4055	599	348	638	384	0	58	16	13	32	29
chr1	4522834	4523332	intergenic4056	159	112	138	90	0	20	3	4	11	11
chr1	4525968	4527718	intergenic4057	536	342	548	325	0	63	16	9	35	29
chr1	4543185	4562983	intergenic4058	5746	3944	5979	4130	0	662	107	128	298	322
chr1	4566961	4567820	intergenic4059	255	176	245	184	0	35	7	9	14	17
chr1	4571375	4574202	intergenic4060	912	554	862	500	0	23	7	2	15	10
chr1	4576056	4576145	intergenic4061	26	17	27	20	0	2	1	1	0	1
chr1	4580566	4581194	intergenic4062	202	117	187	123	0	24	5	3	12	10
chr1	4582524	4586684	intergenic4063	1364	722	1423	652	0	72	13	8	31	35
chr1	4588039	4609339	intergenic4064	6035	4071	7045	4150	0	640	103	131	285	347
chr1	4617735	4617781	intergenic4065	24	5	12	6	0	1	0	0	1	0
chr1	4625413	4625719	intergenic4066	111	48	93	55	0	8	0	3	5	4
chr1	4652529	4652817	intergenic4067	81	65	86	57	0	17	5	4	9	9
chr1	4653452	4657357	intergenic4068	1276	770	1104	756	0	164	20	23	88	83
chr1	4659056	4662514	intergenic4069	1049	667	1095	648	0	128	22	32	47	75
chr1	4663383	4666850	intergenic4070	1069	617	1188	594	0	47	9	7	25	24
chr1	4670928	4677378	intergenic4071	2036	1191	2012	1212	0	218	39	39	106	106
chr1	4707884	4710873	intergenic4072	915	632	897	546	0	113	17	19	57	42
chr1	4741390	4743439	intergenic4073	600	431	633	386	0	77	13	19	33	33
chr1	4747021	4749016	intergenic4074	634	367	645	350	0	19	3	0	9	6
chr1	4749813	4750074	intergenic4075	61	59	88	54	0	13	5	1	6	10
chr1	4778139	4779116	intergenic4076	252	210	306	210	0	44	6	9	24	17
chr1	4791519	4793482	intergenic4077	598	415	597	354	0	90	11	14	46	49
chr1	4806004	4812008	intergenic4078	1684	1379	1799	1133	10	235	35	45	107	111
chr1	4829506	4831224	intergenic4079	535	308	513	363	0	73	10	10	45	33
chr1	4843323	4844280	intergenic4080	299	203	248	208	0	44	10	6	17	25
chr1	4871535	4871794	intergenic4081	87	54	63	56	0	13	1	5	10	6
chr1	4872591	4874589	intergenic4082	651	347	629	372	0	19	1	1	7	10
chr1	4878159	4879872	intergenic4083	528	312	514	360	0	59	14	11	22	25
chr1	4909943	4911103	intergenic4084	361	207	333	260	0	54	11	9	23	30
chr1	4946663	4952395	intergenic4085	1775	1078	1828	1052	0	183	33	32	88	91
chr1	4956459	4963023	intergenic4086	2058	1260	1978	1269	0	186	41	41	90	82
chr1	4963892	4964735	intergenic4087	273	160	235	176	0	28	10	3	17	9
chr1	4969301	4973219	intergenic4088	1103	766	1279	771	0	167	24	20	81	89
chr1	4973854	4974146	intergenic4089	87	57	83	66	0	16	3	4	8	8
chr1	5002648	5002956	intergenic4090	91	57	112	49	0	8	3	0	4	5
chr1	5010689	5011708	intergenic4091	361	160	365	134	0	2	0	0	1	2
chr1	5016443	5016542	intergenic4092	19	25	33	23	0	7	1	1	3	3
chr1	5028993	5042631	intergenic4093	4079	2615	4277	2668	0	536	71	69	243	266
chr1	5043074	5053851	intergenic4094	3167	2136	3406	2069	0	394	74	77	195	197
chr1	5078785	5086599	intergenic4095	2373	1549	2407	1486	0	266	52	39	123	122
chr1	5088143	5093238	intergenic4096	1543	1083	1451	1019	0	152	24	28	73	73
chr1	5094379	5123930	intergenic4097	9206	5605	9127	5614	0	942	154	159	481	489
chr1	5128224	5137066	intergenic4098	2679	1716	2668	1780	0	318	57	59	147	154
chr1	5152431	5154018	intergenic4099	498	335	468	287	0	59	12	9	33	27
chr1	5169069	5178450	intergenic4100	2801	1845	2926	1810	0	366	68	62	172	166
chr1	5230738	5239043	intergenic4101	2504	1530	2700	1572	0	282	53	57	133	142
chr1	5242510	5245927	intergenic4102	1066	649	1036	667	0	133	17	26	61	61
chr1	5275676	5278334	intergenic4103	789	563	768	539	0	89	10	26	42	53
chr1	5285669	5322834	intergenic4104	11673	7180	11239	7074	0	1465	232	242	710	694
chr1	5327864	5329751	intergenic4105	624	315	580	369	0	67	9	11	34	34
chr1	5367835	5368749	intergenic4106	260	193	264	198	0	31	8	8	14	15
chr1	5373830	5376428	intergenic4107	713	540	830	516	0	91	16	28	49	47
chr1	5408375	5423351	intergenic4108	4558	2853	4808	2758	0	381	75	76	185	191
