chr	start	end	name	nA	nG	nT	nC	nN	nCpG	nCCG	nCGG	nCGNR	nYNCG
chr1	566669	567154	Amillepora00044-RA:three_prime_utr	146	85	153	102	0	4	1	2	1	1
chr1	501600	501803	Amillepora00038-RA:three_prime_utr	46	29	79	50	0	4	1	1	2	3
chr1	499449	500656	Amillepora00038-RA:three_prime_utr	366	227	389	226	0	45	10	11	21	21
chr1	507390	507680	Amillepora00039-RA:three_prime_utr	104	64	81	42	0	12	0	3	6	7
chr1	619522	619691	Amillepora00046-RA:three_prime_utr	71	26	52	21	0	2	0	0	1	0
chr1	613664	614579	Amillepora00045-RA:three_prime_utr	267	188	308	153	0	36	4	4	16	19
chr1	629714	629965	Amillepora00048-RA:three_prime_utr	96	39	70	47	0	2	0	0	1	2
chr1	621001	621005	Amillepora00047-RA:three_prime_utr	1	0	2	2	0	0	0	0	0	0
chr1	619748	620212	Amillepora00047-RA:three_prime_utr	166	73	151	75	0	4	0	3	2	2
chr1	648115	649570	Amillepora00052-RA:three_prime_utr	446	278	465	267	0	42	8	10	24	25
chr1	675391	675416	Amillepora00055-RA:three_prime_utr	13	5	6	2	0	0	0	0	0	0
chr1	673496	674578	Amillepora00055-RA:three_prime_utr	392	185	314	192	0	11	2	2	6	7
chr1	672063	672643	Amillepora00055-RA:three_prime_utr	195	92	182	112	0	5	2	0	4	2
chr1	659544	659773	Amillepora00054-RA:three_prime_utr	53	63	69	45	0	13	2	1	7	7
chr1	635028	635075	Amillepora00050-RA:three_prime_utr	18	10	10	10	0	1	0	0	1	1
chr1	634396	634978	Amillepora00050-RA:three_prime_utr	195	118	147	123	0	17	2	0	6	6
chr1	633650	633786	Amillepora00050-RA:three_prime_utr	36	26	42	33	0	7	3	0	4	2
chr1	732028	732438	Amillepora00059-RA:three_prime_utr	113	65	154	79	0	4	1	0	1	1
chr1	732461	732853	Amillepora00059-RA:three_prime_utr	124	74	132	63	0	2	0	1	1	1
chr1	732874	733148	Amillepora00059-RA:three_prime_utr	89	54	80	52	0	1	0	0	0	1
chr1	685621	686483	Amillepora00056-RA:three_prime_utr	310	144	290	119	0	6	0	1	3	3
chr1	739062	739096	Amillepora00060-RA:three_prime_utr	9	6	10	10	0	1	0	0	1	1
chr1	738749	738863	Amillepora00060-RA:three_prime_utr	30	23	34	28	0	2	1	0	2	2
chr1	738559	738641	Amillepora00060-RA:three_prime_utr	21	14	24	24	0	0	0	0	0	0
chr1	738132	738214	Amillepora00060-RA:three_prime_utr	24	17	29	13	0	1	0	0	1	1
chr1	737902	738010	Amillepora00060-RA:three_prime_utr	39	16	27	27	0	2	1	2	1	2
chr1	737423	737502	Amillepora00060-RA:three_prime_utr	19	20	18	23	0	3	0	0	2	1
chr1	736674	736781	Amillepora00060-RA:three_prime_utr	44	23	19	22	0	0	0	0	0	0
chr1	736087	736190	Amillepora00060-RA:three_prime_utr	26	22	30	26	0	1	0	0	0	1
chr1	735347	735519	Amillepora00060-RA:three_prime_utr	44	33	61	35	0	1	0	0	1	0
chr1	734684	734803	Amillepora00060-RA:three_prime_utr	22	32	45	21	0	0	0	0	0	0
chr1	734278	734368	Amillepora00060-RA:three_prime_utr	17	18	42	14	0	0	0	0	0	0
chr1	733857	734044	Amillepora00060-RA:three_prime_utr	58	41	47	42	0	4	1	1	2	2
chr1	733274	733424	Amillepora00060-RA:three_prime_utr	41	31	43	36	0	4	0	0	1	3
chr1	732466	732560	Amillepora00060-RA:three_prime_utr	39	18	20	18	0	0	0	0	0	0
chr1	686226	686473	Amillepora00057-RA:three_prime_utr	82	42	93	31	0	1	0	0	1	0
chr1	751208	753004	Amillepora00064-RA:three_prime_utr	582	319	524	372	0	76	10	10	40	41
chr1	763404	763859	Amillepora00065-RA:three_prime_utr	174	54	163	65	0	2	0	0	1	1
chr1	702728	702822	Amillepora00058-RA:three_prime_utr	41	13	28	13	0	1	1	0	1	0
chr1	873594	873899	Amillepora00076-RA:three_prime_utr	98	45	115	48	0	2	0	0	1	1
chr1	868245	868334	Amillepora00074-RA:three_prime_utr	23	18	30	19	0	0	0	0	0	0
chr1	787362	787654	Amillepora00069-RA:three_prime_utr	95	68	76	54	0	11	3	4	3	5
chr1	787972	788199	Amillepora00069-RA:three_prime_utr	75	60	55	38	0	6	0	2	3	1
chr1	788630	789498	Amillepora00069-RA:three_prime_utr	269	163	284	153	0	21	6	1	11	9
chr1	790395	790659	Amillepora00069-RA:three_prime_utr	75	51	86	53	0	7	0	1	2	3
chr1	814284	814999	Amillepora00071-RA:three_prime_utr	256	112	239	109	0	1	0	0	0	0
chr1	867765	869303	Amillepora00075-RA:three_prime_utr	516	266	510	247	0	3	2	1	1	2
chr1	814995	815843	Amillepora00072-RA:three_prime_utr	262	154	279	154	0	9	0	3	6	4
chr1	988851	989733	Amillepora00087-RA:three_prime_utr	252	187	288	156	0	31	6	5	15	17
chr1	895306	895779	Amillepora00079-RA:three_prime_utr	145	84	147	98	0	4	1	1	2	3
chr1	878977	879662	Amillepora00077-RA:three_prime_utr	184	116	224	162	0	18	5	2	6	6
chr1	908527	909953	Amillepora00083-RA:three_prime_utr	425	275	446	281	0	44	10	8	17	21
chr1	1004054	1004240	Amillepora00090-RA:three_prime_utr	51	24	85	27	0	0	0	0	0	0
chr1	1030329	1031711	Amillepora00092-RA:three_prime_utr	374	282	447	280	0	45	4	4	22	24
chr1	994739	994918	Amillepora00088-RA:three_prime_utr	46	33	56	45	0	5	1	0	2	2
chr1	994066	994182	Amillepora00088-RA:three_prime_utr	30	24	36	27	0	7	1	0	3	6
chr1	993758	993975	Amillepora00088-RA:three_prime_utr	58	39	66	55	0	10	3	2	4	6
chr1	993409	993504	Amillepora00088-RA:three_prime_utr	24	21	28	23	0	2	1	0	1	0
chr1	992579	993084	Amillepora00088-RA:three_prime_utr	108	109	174	115	0	30	4	6	15	11
chr1	991976	992306	Amillepora00088-RA:three_prime_utr	79	71	105	76	0	13	2	1	5	10
chr1	991515	991644	Amillepora00088-RA:three_prime_utr	41	29	38	22	0	1	0	1	1	0
chr1	991122	991235	Amillepora00088-RA:three_prime_utr	32	27	28	27	0	2	0	0	1	1
chr1	989784	990868	Amillepora00088-RA:three_prime_utr	306	244	318	217	0	43	12	8	25	20
chr1	1057621	1057627	Amillepora00097-RA:three_prime_utr	3	3	1	0	0	0	0	0	0	0
chr1	1057936	1058205	Amillepora00097-RA:three_prime_utr	81	51	94	44	0	3	1	0	1	2
chr1	1037507	1038492	Amillepora00093-RA:three_prime_utr	285	190	349	162	0	3	3	1	2	1
chr1	1086955	1087899	Amillepora00099-RA:three_prime_utr	243	195	291	216	0	33	6	2	17	17
chr1	1114224	1114841	Amillepora00100-RA:three_prime_utr	200	95	231	92	0	6	0	0	4	2
chr1	1232314	1232612	Amillepora00109-RA:three_prime_utr	85	59	95	60	0	2	1	0	0	1
chr1	1232909	1233066	Amillepora00110-RA:three_prime_utr	49	30	50	29	0	0	0	0	0	0
chr1	1177080	1177719	Amillepora00104-RA:three_prime_utr	213	118	179	130	0	32	2	2	16	10
chr1	1336541	1337129	Amillepora00119-RA:three_prime_utr	202	67	212	108	0	1	0	0	1	1
chr1	1328264	1328384	Amillepora00116-RA:three_prime_utr	29	26	44	22	0	0	0	0	0	0
chr1	1330805	1330900	Amillepora00118-RA:three_prime_utr	41	15	24	16	0	0	0	0	0	0
chr1	1338607	1338703	Amillepora00120-RA:three_prime_utr	35	17	25	20	0	0	0	0	0	0
chr1	1487184	1487195	Amillepora00130-RA:three_prime_utr	2	1	2	7	0	1	1	0	1	1
chr1	1416516	1416856	Amillepora00124-RA:three_prime_utr	132	48	105	56	0	0	0	0	0	0
chr1	1420179	1420475	Amillepora00126-RA:three_prime_utr	102	57	80	58	0	10	0	2	7	5
chr1	1371330	1371928	Amillepora00122-RA:three_prime_utr	201	104	176	118	0	17	5	0	5	7
chr1	1371044	1371269	Amillepora00122-RA:three_prime_utr	76	52	64	34	0	8	0	4	4	3
chr1	1369743	1369849	Amillepora00122-RA:three_prime_utr	28	34	23	22	0	6	0	2	3	4
chr1	1369087	1369194	Amillepora00122-RA:three_prime_utr	52	27	16	13	0	3	0	0	1	1
chr1	1368297	1368443	Amillepora00122-RA:three_prime_utr	68	38	22	19	0	2	0	1	1	1
chr1	1365991	1366086	Amillepora00122-RA:three_prime_utr	49	29	9	9	0	4	0	0	3	1
chr1	1365364	1365507	Amillepora00122-RA:three_prime_utr	74	41	18	11	0	6	0	0	2	0
chr1	1362847	1362987	Amillepora00122-RA:three_prime_utr	51	40	32	18	0	3	0	2	2	2
chr1	1361997	1362087	Amillepora00122-RA:three_prime_utr	30	22	24	15	0	0	0	0	0	0
chr1	1361251	1361417	Amillepora00122-RA:three_prime_utr	53	36	42	36	0	1	0	0	1	0
chr1	1359505	1359658	Amillepora00122-RA:three_prime_utr	62	30	36	26	0	0	0	0	0	0
chr1	1356682	1356815	Amillepora00122-RA:three_prime_utr	49	34	35	16	0	2	0	0	2	1
chr1	1353464	1353601	Amillepora00122-RA:three_prime_utr	48	34	35	21	0	1	0	0	1	1
chr1	1430104	1431318	Amillepora00128-RA:three_prime_utr	375	190	373	277	0	43	8	7	23	27
chr1	1423005	1423437	Amillepora00127-RA:three_prime_utr	149	59	149	76	0	1	0	0	1	1
chr1	1580826	1581117	Amillepora00138-RA:three_prime_utr	108	53	101	30	0	3	0	0	1	0
chr1	1506283	1506566	Amillepora00135-RA:three_prime_utr	73	67	81	63	0	16	4	6	13	10
chr1	1507071	1507679	Amillepora00135-RA:three_prime_utr	218	132	161	98	0	15	2	0	7	4
chr1	1524069	1525550	Amillepora00137-RA:three_prime_utr	437	237	473	335	0	47	11	5	20	23
chr1	1655479	1656131	Amillepora00146-RA:three_prime_utr	200	127	206	120	0	24	3	6	10	11
chr1	1595795	1597336	Amillepora00141-RA:three_prime_utr	462	293	532	255	0	47	7	12	24	28
chr1	1587373	1587837	Amillepora00140-RA:three_prime_utr	155	69	158	83	0	8	1	0	2	2
chr1	1608466	1608687	Amillepora00143-RA:three_prime_utr	73	38	64	47	0	5	0	0	3	4
chr1	1710605	1710851	Amillepora00148-RA:three_prime_utr	75	53	78	41	0	4	1	1	2	2
chr1	1732959	1734179	Amillepora00150-RA:three_prime_utr	438	197	414	172	0	9	1	0	7	5
chr1	1760079	1760106	Amillepora00154-RA:three_prime_utr	8	3	13	4	0	0	0	0	0	0
chr1	1735187	1735801	Amillepora00151-RA:three_prime_utr	227	97	197	94	0	3	0	0	1	2
chr1	1685130	1685505	Amillepora00147-RA:three_prime_utr	108	68	125	75	0	18	3	3	9	9
chr1	1748607	1749135	Amillepora00153-RA:three_prime_utr	186	89	157	97	0	6	0	1	3	3
chr1	1766414	1766704	Amillepora00156-RA:three_prime_utr	88	51	100	52	0	1	0	0	0	1
chr1	1743390	1744165	Amillepora00152-RA:three_prime_utr	276	105	256	139	0	2	0	0	1	1
chr1	1873082	1873430	Amillepora00165-RA:three_prime_utr	116	56	110	67	0	11	2	0	6	4
chr1	1848114	1848301	Amillepora00164-RA:three_prime_utr	60	31	66	31	0	2	1	0	1	0
chr1	1783777	1785129	Amillepora00161-RA:three_prime_utr	411	223	462	257	0	37	5	5	17	24
chr1	1815711	1817055	Amillepora00162-RA:three_prime_utr	416	220	454	255	0	38	4	6	21	24
chr1	1838154	1838359	Amillepora00163-RA:three_prime_utr	86	26	63	31	0	1	0	0	1	0
chr1	1969340	1969590	Amillepora00173-RA:three_prime_utr	80	46	93	32	0	1	0	0	1	0
chr1	1906689	1906851	Amillepora00169-RA:three_prime_utr	53	28	51	31	0	1	0	0	0	1
chr1	1895084	1896153	Amillepora00168-RA:three_prime_utr	287	218	323	242	0	36	10	8	15	24
chr1	2023295	2023796	Amillepora00177-RA:three_prime_utr	149	109	159	85	0	13	1	3	8	6
chr1	2015345	2015907	Amillepora00176-RA:three_prime_utr	175	112	167	109	0	28	4	3	13	16
chr1	1987331	1988013	Amillepora00174-RA:three_prime_utr	227	131	224	101	0	2	1	0	1	0
chr1	2023819	2024359	Amillepora00178-RA:three_prime_utr	175	90	179	97	0	16	3	4	4	5
chr1	1988051	1988252	Amillepora00175-RA:three_prime_utr	43	31	79	49	0	0	0	0	0	0
chr1	2296836	2297064	Amillepora00196-RA:three_prime_utr	77	47	69	36	0	5	4	3	1	3
chr1	2358818	2359586	Amillepora00226-RA:three_prime_utr	241	171	220	137	0	36	4	4	17	12
chr1	2342271	2342606	Amillepora00224-RA:three_prime_utr	96	80	97	63	0	2	0	0	2	0
chr1	2343487	2343610	Amillepora00224-RA:three_prime_utr	44	30	27	23	0	1	0	0	1	0
chr1	2344257	2344453	Amillepora00224-RA:three_prime_utr	61	43	46	47	0	2	1	0	1	1
chr1	2345345	2345445	Amillepora00224-RA:three_prime_utr	27	25	28	21	0	0	0	0	0	0
chr1	2345533	2345655	Amillepora00224-RA:three_prime_utr	41	27	27	28	0	0	0	0	0	0
chr1	2346692	2346827	Amillepora00224-RA:three_prime_utr	40	20	39	37	0	5	0	1	1	4
chr1	2347338	2347400	Amillepora00224-RA:three_prime_utr	25	13	11	14	0	0	0	0	0	0
chr1	2347563	2347700	Amillepora00224-RA:three_prime_utr	38	30	37	33	0	1	1	0	1	1
chr1	2347905	2348411	Amillepora00224-RA:three_prime_utr	178	95	152	82	0	2	0	1	1	1
chr1	2299704	2300547	Amillepora00197-RA:three_prime_utr	244	176	293	131	0	23	4	8	10	8
chr1	2348677	2350068	Amillepora00225-RA:three_prime_utr	485	210	416	281	0	17	3	2	11	8
chr1	2325992	2326215	Amillepora00199-RA:three_prime_utr	102	21	76	25	0	0	0	0	0	0
chr1	2400405	2401072	Amillepora00230-RA:three_prime_utr	168	156	218	126	0	31	3	6	20	18
chr1	2360206	2360339	Amillepora00227-RA:three_prime_utr	39	16	57	22	0	5	0	0	3	2
chr1	2830000	2830083	Amillepora00269-RA:three_prime_utr	21	15	25	23	0	7	0	0	4	4
chr1	2822041	2822495	Amillepora00266-RA:three_prime_utr	133	97	129	96	0	24	5	4	20	11
chr1	2863461	2864137	Amillepora00273-RA:three_prime_utr	198	134	232	113	0	5	0	1	3	3
chr1	2795583	2796466	Amillepora00265-RA:three_prime_utr	306	170	229	179	0	31	9	4	16	9
chr1	2926180	2926551	Amillepora00282-RA:three_prime_utr	90	97	118	67	0	14	2	5	11	7
chr1	2926634	2927101	Amillepora00282-RA:three_prime_utr	110	82	171	105	0	20	4	3	7	9
chr1	2978910	2979390	Amillepora00284-RA:three_prime_utr	123	104	129	125	0	20	7	6	8	11
chr1	2980017	2980333	Amillepora00284-RA:three_prime_utr	61	99	64	93	0	19	8	9	10	7
chr1	2981109	2982173	Amillepora00284-RA:three_prime_utr	322	203	321	219	0	32	9	6	15	17
chr1	2885973	2886727	Amillepora00277-RA:three_prime_utr	261	134	219	141	0	24	3	2	10	12
chr1	2903927	2904189	Amillepora00278-RA:three_prime_utr	67	46	89	61	0	11	3	2	5	3
chr1	3005753	3006546	Amillepora00286-RA:three_prime_utr	234	188	227	145	0	37	5	10	19	17
chr1	3087308	3087778	Amillepora00290-RA:three_prime_utr	141	102	150	78	0	15	4	4	10	4
chr1	3049734	3051013	Amillepora00288-RA:three_prime_utr	379	272	394	235	0	54	8	13	26	32
chr1	2983037	2983325	Amillepora00285-RA:three_prime_utr	74	51	104	60	0	12	4	2	5	4
chr1	3143524	3144218	Amillepora00294-RA:three_prime_utr	189	141	236	129	0	22	2	4	9	8
chr1	3148712	3149546	Amillepora00297-RA:three_prime_utr	260	147	252	176	0	26	4	8	16	9
chr1	3094732	3095707	Amillepora00292-RA:three_prime_utr	288	160	342	186	0	7	0	2	2	5
chr1	3182879	3183176	Amillepora00300-RA:three_prime_utr	84	57	99	58	0	14	2	3	7	4
chr1	3215234	3215532	Amillepora00302-RA:three_prime_utr	98	61	80	60	0	14	4	1	5	6
chr1	3579495	3579721	Amillepora00321-RA:three_prime_utr	52	45	81	49	0	5	1	1	2	2
chr1	3580235	3580745	Amillepora00321-RA:three_prime_utr	122	103	167	119	0	11	0	1	5	7
chr1	3581441	3581633	Amillepora00321-RA:three_prime_utr	50	47	62	34	0	6	1	1	3	3
chr1	3582218	3582373	Amillepora00321-RA:three_prime_utr	48	36	46	26	0	5	3	0	2	4
chr1	3583046	3583108	Amillepora00321-RA:three_prime_utr	27	12	15	9	0	2	1	1	2	0
chr1	3583723	3583950	Amillepora00321-RA:three_prime_utr	81	50	47	50	0	12	4	2	8	6
chr1	3584173	3585058	Amillepora00321-RA:three_prime_utr	270	190	266	160	0	31	8	4	13	16
chr1	3553328	3554061	Amillepora00318-RA:three_prime_utr	227	140	223	144	0	29	9	4	13	11
chr1	3554367	3555138	Amillepora00318-RA:three_prime_utr	214	145	300	113	0	23	4	5	11	14
chr1	3555631	3555788	Amillepora00318-RA:three_prime_utr	59	27	43	29	0	2	0	1	2	1
chr1	3505509	3505529	Amillepora00315-RA:three_prime_utr	9	2	6	4	0	0	0	0	0	0
chr1	3645024	3645434	Amillepora00329-RA:three_prime_utr	142	72	117	80	0	14	4	3	5	7
chr1	3644735	3644862	Amillepora00329-RA:three_prime_utr	40	13	31	44	0	2	0	0	2	1
chr1	3590286	3590980	Amillepora00324-RA:three_prime_utr	237	129	188	141	0	22	4	3	8	9
chr1	3757128	3757404	Amillepora00334-RA:three_prime_utr	100	59	71	47	0	13	2	4	5	5
chr1	3776846	3778296	Amillepora00338-RA:three_prime_utr	486	245	424	296	0	51	10	10	26	26
chr1	3727268	3728076	Amillepora00332-RA:three_prime_utr	236	139	244	190	0	33	10	5	15	17
chr1	3682150	3683436	Amillepora00331-RA:three_prime_utr	390	237	386	274	0	56	14	7	33	29
chr1	3772185	3772418	Amillepora00337-RA:three_prime_utr	79	47	61	47	0	0	0	0	0	0
chr1	3771772	3771843	Amillepora00337-RA:three_prime_utr	21	14	22	15	0	0	0	0	0	0
chr1	3771355	3771433	Amillepora00337-RA:three_prime_utr	23	16	19	21	0	3	0	0	1	1
chr1	3770383	3770475	Amillepora00337-RA:three_prime_utr	27	18	28	20	0	2	0	0	2	1
chr1	3769987	3770058	Amillepora00337-RA:three_prime_utr	25	16	15	16	0	4	0	1	3	1
chr1	3769538	3769586	Amillepora00337-RA:three_prime_utr	11	6	17	15	0	0	0	0	0	0
chr1	3769356	3769439	Amillepora00337-RA:three_prime_utr	17	21	32	14	0	1	0	0	0	0
chr1	3769121	3769200	Amillepora00337-RA:three_prime_utr	28	16	25	11	0	0	0	0	0	0
chr1	3767921	3767970	Amillepora00337-RA:three_prime_utr	13	12	18	7	0	0	0	0	0	0
chr1	3767661	3767798	Amillepora00337-RA:three_prime_utr	36	22	45	35	0	0	0	0	0	0
chr1	3767322	3767352	Amillepora00337-RA:three_prime_utr	10	5	7	9	0	0	0	0	0	0
chr1	3766862	3767012	Amillepora00337-RA:three_prime_utr	43	35	40	33	0	2	1	0	1	2
chr1	3766587	3766657	Amillepora00337-RA:three_prime_utr	23	15	19	14	0	0	0	0	0	0
chr1	3765886	3765946	Amillepora00337-RA:three_prime_utr	21	12	15	13	0	0	0	0	0	0
chr1	3765389	3765460	Amillepora00337-RA:three_prime_utr	14	14	29	15	0	0	0	0	0	0
chr1	3764857	3764938	Amillepora00337-RA:three_prime_utr	27	16	22	17	0	4	0	2	2	1
chr1	3763186	3763284	Amillepora00337-RA:three_prime_utr	23	25	31	20	0	1	1	1	0	1
chr1	3761882	3762488	Amillepora00337-RA:three_prime_utr	183	142	150	132	0	24	7	7	14	9
chr1	3760515	3760831	Amillepora00337-RA:three_prime_utr	65	94	59	99	0	19	9	8	7	9
chr1	3758266	3759330	Amillepora00337-RA:three_prime_utr	322	219	323	201	0	31	6	9	17	15
chr1	3835717	3835978	Amillepora00340-RA:three_prime_utr	89	60	67	46	0	13	2	3	5	5
chr1	3814794	3815164	Amillepora00339-RA:three_prime_utr	117	67	90	97	0	13	5	2	6	11
chr1	3814239	3814707	Amillepora00339-RA:three_prime_utr	171	105	110	83	0	20	4	4	8	7
chr1	4180979	4181746	Amillepora00375-RA:three_prime_utr	228	163	227	150	0	38	6	3	19	14
chr1	4399978	4400099	Amillepora00399-RA:three_prime_utr	49	17	40	16	0	1	1	0	0	0
chr1	4574202	4574358	Amillepora00415-RA:three_prime_utr	57	25	41	34	0	4	2	0	3	1
chr1	4491690	4492646	Amillepora00406-RA:three_prime_utr	265	171	344	177	0	33	10	1	7	16
chr1	4513719	4516913	Amillepora00408-RA:three_prime_utr	942	572	976	705	0	63	13	10	31	35
chr1	4616629	4617735	Amillepora00419-RA:three_prime_utr	386	148	399	174	0	1	1	0	0	0
chr1	4582355	4582524	Amillepora00417-RA:three_prime_utr	54	42	40	34	0	3	1	0	2	1
chr1	4651280	4652529	Amillepora00422-RA:three_prime_utr	317	254	436	243	0	54	10	10	27	23
chr1	4617781	4617874	Amillepora00421-RA:three_prime_utr	30	16	29	19	0	2	0	0	1	0
chr1	4738511	4738627	Amillepora00431-RA:three_prime_utr	30	26	39	22	0	5	0	1	1	3
chr1	4740212	4741390	Amillepora00431-RA:three_prime_utr	379	235	352	213	0	37	8	5	16	22
chr1	4707520	4707884	Amillepora00428-RA:three_prime_utr	89	78	137	61	0	8	1	2	0	7
chr1	4746919	4747021	Amillepora00433-RA:three_prime_utr	35	18	37	13	0	1	0	1	1	1
chr1	4791271	4791519	Amillepora00436-RA:three_prime_utr	91	34	90	34	0	6	2	1	2	6
chr1	4777662	4778139	Amillepora00435-RA:three_prime_utr	172	78	153	75	0	7	2	3	4	4
chr1	4874589	4874691	Amillepora00445-RA:three_prime_utr	37	13	35	18	0	1	1	0	1	1
chr1	4831224	4831468	Amillepora00441-RA:three_prime_utr	89	34	88	34	0	6	1	2	6	3
chr1	4844280	4844757	Amillepora00443-RA:three_prime_utr	153	77	170	78	0	6	3	2	4	4
chr1	4817371	4817517	Amillepora00440-RA:three_prime_utr	51	32	37	27	0	5	0	1	2	1
chr1	4816926	4817177	Amillepora00440-RA:three_prime_utr	33	42	114	63	0	4	0	1	1	2
chr1	4816432	4816539	Amillepora00440-RA:three_prime_utr	17	24	34	33	0	6	1	1	3	4
chr1	4816135	4816278	Amillepora00440-RA:three_prime_utr	24	27	63	30	0	5	0	2	3	3
chr1	4815757	4815843	Amillepora00440-RA:three_prime_utr	16	14	32	25	0	9	1	1	6	5
chr1	4815140	4815382	Amillepora00440-RA:three_prime_utr	37	53	79	74	0	10	2	2	6	8
chr1	4813947	4814189	Amillepora00440-RA:three_prime_utr	42	49	92	60	0	12	1	1	4	6
chr1	4812890	4813569	Amillepora00440-RA:three_prime_utr	151	181	190	158	0	34	5	7	21	18
chr1	4812008	4812440	Amillepora00440-RA:three_prime_utr	106	84	154	89	0	17	0	0	5	8
chr1	4879872	4880838	Amillepora00446-RA:three_prime_utr	290	173	325	179	0	33	4	7	20	14
chr1	4911103	4911462	Amillepora00447-RA:three_prime_utr	132	62	89	77	0	8	2	1	7	1
chr1	5073525	5074852	Amillepora00463-RA:three_prime_utr	416	233	478	201	0	5	3	2	2	2
chr1	5010596	5010689	Amillepora00457-RA:three_prime_utr	29	20	29	16	0	2	0	0	0	1
chr1	5011708	5011803	Amillepora00458-RA:three_prime_utr	34	12	35	15	0	0	0	0	0	0
chr1	4974146	4975395	Amillepora00454-RA:three_prime_utr	436	244	317	253	0	54	10	10	23	27
chr1	5053851	5054434	Amillepora00461-RA:three_prime_utr	198	111	164	111	0	23	7	3	11	11
chr1	5137066	5137278	Amillepora00469-RA:three_prime_utr	58	45	61	49	0	16	3	1	5	8
chr1	5245927	5246672	Amillepora00480-RA:three_prime_utr	298	128	212	108	0	17	3	1	8	5
chr1	5178450	5179334	Amillepora00475-RA:three_prime_utr	300	168	264	153	0	32	2	5	16	12
chr1	5326882	5327864	Amillepora00491-RA:three_prime_utr	284	207	290	202	0	45	4	8	22	19
chr1	5367380	5367835	Amillepora00496-RA:three_prime_utr	161	80	164	51	0	4	0	1	3	0
chr1	5329751	5329791	Amillepora00492-RA:three_prime_utr	13	6	13	9	0	3	0	0	2	1
chr1	5398101	5398288	Amillepora00499-RA:three_prime_utr	59	44	44	41	0	8	2	0	4	3
chr1	5398403	5398465	Amillepora00499-RA:three_prime_utr	15	17	16	15	0	4	2	0	0	1
chr1	5399178	5399300	Amillepora00499-RA:three_prime_utr	26	25	47	25	0	5	1	0	2	4
chr1	5400084	5400215	Amillepora00499-RA:three_prime_utr	28	32	44	28	0	8	3	0	3	3
chr1	5400388	5400528	Amillepora00499-RA:three_prime_utr	38	35	34	34	0	8	1	1	3	4
chr1	5400606	5400719	Amillepora00499-RA:three_prime_utr	30	32	34	18	0	6	0	1	1	1
chr1	5401215	5401346	Amillepora00499-RA:three_prime_utr	36	43	31	22	0	7	0	2	4	3
chr1	5401926	5402054	Amillepora00499-RA:three_prime_utr	37	35	25	32	0	7	0	1	2	3
chr1	5402820	5402942	Amillepora00499-RA:three_prime_utr	31	34	32	26	0	6	0	1	4	2
chr1	5403581	5403703	Amillepora00499-RA:three_prime_utr	25	38	33	27	0	9	2	2	4	5
chr1	5404716	5404841	Amillepora00499-RA:three_prime_utr	31	32	31	32	0	7	0	2	2	4
