chr	start	end	name	nA	nG	nT	nC	nN	nCpG	nCCG	nCGG	nCGNR	nYNCG
chr1	2815376	2815644	SINE_28	79	50	92	48	0	5	0	1	2	2
chr1	2848735	2848824	SINE_29	16	25	33	16	0	1	0	0	0	1
chr1	2848735	2848824	SINE_30	16	25	33	16	0	1	0	0	0	1
chr1	3749062	3749285	SINE_31	69	55	41	59	0	4	1	2	2	1
chr1	3749062	3749285	SINE_32	69	55	41	59	0	4	1	2	2	1
chr1	4276170	4276217	SINE_33	12	8	15	13	0	1	0	0	0	1
chr1	4276170	4276217	SINE_34	12	8	15	13	0	1	0	0	0	1
chr1	4691226	4691402	SINE_35	64	35	43	35	0	4	0	0	2	2
chr1	4691226	4691402	SINE_36	64	35	43	35	0	4	0	0	2	2
chr1	4754724	4754978	SINE_37	61	64	79	51	0	5	1	1	2	3
chr1	4754724	4754978	SINE_38	61	64	79	51	0	5	1	1	2	3
chr1	4757549	4757740	SINE_39	44	39	69	40	0	3	0	1	1	3
chr1	4757549	4757740	SINE_40	44	39	69	40	0	3	0	1	1	3
chr1	4780695	4780940	SINE_41	50	64	74	58	0	6	3	2	4	3
chr1	4780695	4780940	SINE_42	50	64	74	58	0	6	3	2	4	3
chr1	4788896	4789051	SINE_43	26	45	47	38	0	10	5	2	8	8
chr1	4788896	4789051	SINE_44	26	45	47	38	0	10	5	2	8	8
chr1	4833641	4833862	SINE_45	73	53	41	55	0	11	3	5	9	8
chr1	4833641	4833862	SINE_46	73	53	41	55	0	11	3	5	9	8
chr1	4841499	4841744	SINE_47	73	58	49	66	0	6	2	3	3	4
chr1	4841499	4841744	SINE_48	73	58	49	66	0	6	2	3	3	4
chr1	4863431	4863622	SINE_49	69	40	44	39	0	3	1	0	3	1
chr1	4863431	4863622	SINE_50	69	40	44	39	0	3	1	0	3	1
chr1	4866198	4866453	SINE_51	80	51	61	64	0	5	1	1	3	2
chr1	4866198	4866453	SINE_52	80	51	61	64	0	5	1	1	3	2
chr1	4930727	4930838	SINE_53	28	22	39	23	0	2	0	0	1	1
chr1	4930727	4930838	SINE_54	28	22	39	23	0	2	0	0	1	1
chr1	5062698	5062927	SINE_55	69	49	57	55	0	1	0	1	0	0
chr1	5062698	5062927	SINE_56	69	49	57	55	0	1	0	1	0	0
chr1	5174824	5175149	SINE_57	102	74	68	82	0	13	1	1	7	4
chr1	5174824	5175149	SINE_58	102	74	68	82	0	13	1	1	7	4
chr1	5223812	5224055	SINE_59	74	59	51	60	0	6	1	3	5	2
chr1	5223812	5224055	SINE_60	74	59	51	60	0	6	1	3	5	2
chr1	5224236	5224627	SINE_61	84	96	134	78	0	15	5	2	8	9
chr1	5224236	5224627	SINE_62	84	96	134	78	0	15	5	2	8	9
chr1	5449385	5449578	SINE_63	59	50	37	48	0	4	2	1	1	1
chr1	5449385	5449578	SINE_64	59	50	37	48	0	4	2	1	1	1
chr1	5677394	5677587	SINE_65	38	47	59	50	0	3	0	2	1	1
chr1	5677394	5677587	SINE_66	38	47	59	50	0	3	0	2	1	1
chr1	5877766	5877975	SINE_67	71	44	43	52	0	4	1	4	4	2
chr1	5877766	5877975	SINE_68	71	44	43	52	0	4	1	4	4	2
chr1	6144859	6145070	SINE_69	44	51	70	47	0	4	3	0	1	3
chr1	6144859	6145070	SINE_70	44	51	70	47	0	4	3	0	1	3
chr1	6176317	6176654	SINE_71	102	70	80	86	0	15	5	4	11	8
chr1	6176317	6176654	SINE_72	102	70	80	86	0	15	5	4	11	8
chr1	6933898	6934194	SINE_73	106	63	68	60	0	4	1	2	4	1
chr1	6933898	6934194	SINE_74	106	63	68	60	0	4	1	2	4	1
chr1	7232519	7232728	SINE_75	63	49	50	48	0	4	1	1	2	2
chr1	7232519	7232728	SINE_76	63	49	50	48	0	4	1	1	2	2
chr1	7483887	7484262	SINE_77	92	88	122	74	0	15	7	3	5	10
chr1	7483887	7484262	SINE_78	92	88	122	74	0	15	7	3	5	10
chr1	8388173	8388387	SINE_79	49	62	55	49	0	3	2	2	1	3
chr1	8388173	8388387	SINE_80	49	62	55	49	0	3	2	2	1	3
chr1	8562926	8563083	SINE_81	36	34	46	42	0	5	0	1	2	2
chr1	8562926	8563083	SINE_82	36	34	46	42	0	5	0	1	2	2
chr1	8775742	8775803	SINE_83	25	13	10	14	0	0	0	0	0	0
chr1	8775742	8775803	SINE_84	25	13	10	14	0	0	0	0	0	0
chr1	8797768	8797978	SINE_85	47	62	64	38	0	8	2	2	3	4
chr1	8797768	8797978	SINE_86	47	62	64	38	0	8	2	2	3	4
chr1	8802035	8802138	SINE_87	31	30	21	22	0	3	2	1	3	0
chr1	8802035	8802138	SINE_88	31	30	21	22	0	3	2	1	3	0
chr1	9432779	9432836	SINE_89	14	15	13	16	0	3	2	1	1	2
chr1	9432779	9432836	SINE_90	14	15	13	16	0	3	2	1	1	2
chr1	9450341	9450500	SINE_91	59	32	34	35	0	2	1	1	1	0
chr1	9450341	9450500	SINE_92	59	32	34	35	0	2	1	1	1	0
chr1	9584957	9585116	SINE_93	28	37	52	43	0	6	1	1	1	3
chr1	9584957	9585116	SINE_94	28	37	52	43	0	6	1	1	1	3
chr1	9643377	9643572	SINE_95	64	47	36	49	0	0	0	0	0	0
chr1	9643377	9643572	SINE_96	64	47	36	49	0	0	0	0	0	0
chr1	9678040	9678198	SINE_97	44	41	35	39	0	8	1	3	6	1
chr1	9678040	9678198	SINE_98	44	41	35	39	0	8	1	3	6	1
chr1	10311272	10311498	SINE_99	64	60	42	61	0	11	4	4	8	5
chr1	10311272	10311498	SINE_100	64	60	42	61	0	11	4	4	8	5
chr1	10325051	10325236	SINE_101	38	46	57	45	0	7	2	1	3	5
chr1	10325051	10325236	SINE_102	38	46	57	45	0	7	2	1	3	5
chr1	10339407	10339579	SINE_103	33	42	57	41	0	4	1	1	3	1
chr1	10339407	10339579	SINE_104	33	42	57	41	0	4	1	1	3	1
chr1	10430735	10430784	SINE_105	16	8	16	10	0	0	0	0	0	0
chr1	10430735	10430784	SINE_106	16	8	16	10	0	0	0	0	0	0
chr1	10515777	10515925	SINE_107	46	29	41	33	0	0	0	0	0	0
chr1	10515777	10515925	SINE_108	46	29	41	33	0	0	0	0	0	0
chr1	10691387	10691549	SINE_109	43	45	32	43	0	3	0	2	1	2
chr1	10691387	10691549	SINE_110	43	45	32	43	0	3	0	2	1	2
chr1	10728559	10728790	SINE_111	86	45	45	56	0	6	5	2	5	2
chr1	10728559	10728790	SINE_112	86	45	45	56	0	6	5	2	5	2
chr1	10899891	10899993	SINE_113	38	22	28	15	0	0	0	0	0	0
chr1	10899891	10899993	SINE_114	38	22	28	15	0	0	0	0	0	0
chr1	10983148	10983268	SINE_115	44	18	34	25	0	1	0	0	1	0
chr1	10983148	10983268	SINE_116	44	18	34	25	0	1	0	0	1	0
chr1	11072276	11072559	SINE_117	71	53	101	59	0	2	1	0	1	1
chr1	11072276	11072559	SINE_118	71	53	101	59	0	2	1	0	1	1
chr1	11122963	11123228	SINE_119	61	56	97	52	0	5	2	1	2	1
chr1	11122963	11123228	SINE_120	61	56	97	52	0	5	2	1	2	1
chr1	11163755	11163823	SINE_121	22	19	13	15	0	2	2	1	2	0
chr1	11163755	11163823	SINE_122	22	19	13	15	0	2	2	1	2	0
chr1	11403406	11403652	SINE_123	50	70	72	55	0	9	2	2	5	6
chr1	11403406	11403652	SINE_124	50	70	72	55	0	9	2	2	5	6
chr1	11452815	11452958	SINE_125	33	32	46	33	0	3	1	1	1	2
chr1	11452815	11452958	SINE_126	33	32	46	33	0	3	1	1	1	2
chr1	12039228	12039315	SINE_127	24	17	22	25	0	5	0	1	2	4
chr1	12039228	12039315	SINE_128	24	17	22	25	0	5	0	1	2	4
chr1	12244097	12244191	SINE_129	21	24	23	27	0	5	3	1	2	2
chr1	12244097	12244191	SINE_130	21	24	23	27	0	5	3	1	2	2
chr1	12340938	12341035	SINE_131	20	31	26	21	0	5	2	2	1	2
chr1	12340938	12341035	SINE_132	20	31	26	21	0	5	2	2	1	2
chr1	12347406	12348213	SINE_133	241	163	218	186	0	35	8	6	23	14
chr1	12347406	12348213	SINE_134	241	163	218	186	0	35	8	6	23	14
chr1	12350521	12350660	SINE_135	32	40	36	32	0	7	3	3	1	4
chr1	12350521	12350660	SINE_136	32	40	36	32	0	7	3	3	1	4
chr1	12356017	12356253	SINE_137	60	55	74	48	0	7	2	2	1	4
chr1	12356017	12356253	SINE_138	60	55	74	48	0	7	2	2	1	4
chr1	12375818	12376081	SINE_139	54	64	83	63	0	11	3	3	4	7
chr1	12375818	12376081	SINE_140	54	64	83	63	0	11	3	3	4	7
chr1	12879270	12879485	SINE_141	49	51	63	53	0	5	2	2	2	3
chr1	12879270	12879485	SINE_142	49	51	63	53	0	5	2	2	2	3
chr1	12907359	12907577	SINE_143	48	52	62	57	0	5	2	2	2	3
chr1	12907359	12907577	SINE_144	48	52	62	57	0	5	2	2	2	3
chr1	12922401	12922459	SINE_145	15	18	16	10	0	0	0	0	0	0
chr1	12922401	12922459	SINE_146	15	18	16	10	0	0	0	0	0	0
chr1	12960825	12961040	SINE_147	46	52	62	56	0	5	2	2	2	3
chr1	12960825	12961040	SINE_148	46	52	62	56	0	5	2	2	2	3
chr1	13004230	13004448	SINE_149	49	52	62	56	0	6	2	2	3	4
chr1	13004230	13004448	SINE_150	49	52	62	56	0	6	2	2	3	4
chr1	13190597	13190823	SINE_151	77	60	50	40	0	5	1	2	4	2
chr1	13190597	13190823	SINE_152	77	60	50	40	0	5	1	2	4	2
chr1	13283461	13283687	SINE_153	50	40	77	60	0	6	2	1	2	5
chr1	13283461	13283687	SINE_154	50	40	77	60	0	6	2	1	2	5
chr1	13636877	13637066	SINE_155	40	44	57	49	0	3	2	0	2	2
chr1	13636877	13637066	SINE_156	40	44	57	49	0	3	2	0	2	2
chr1	13704522	13704781	SINE_157	60	53	88	59	0	4	2	2	2	3
chr1	13704522	13704781	SINE_158	60	53	88	59	0	4	2	2	2	3
chr1	13721467	13721725	SINE_159	60	55	91	53	0	3	1	2	3	2
chr1	13721467	13721725	SINE_160	60	55	91	53	0	3	1	2	3	2
chr1	13804413	13804671	SINE_161	86	52	56	65	0	4	0	3	3	2
chr1	13804413	13804671	SINE_162	86	52	56	65	0	4	0	3	3	2
chr1	13812831	13813012	SINE_163	36	38	59	49	0	6	2	1	3	3
chr1	13812831	13813012	SINE_164	36	38	59	49	0	6	2	1	3	3
chr1	13962157	13962410	SINE_165	74	60	64	56	0	8	1	5	4	2
chr1	13962157	13962410	SINE_166	74	60	64	56	0	8	1	5	4	2
chr1	14182885	14183032	SINE_167	34	25	62	27	0	1	1	0	0	0
chr1	14182885	14183032	SINE_168	34	25	62	27	0	1	1	0	0	0
chr1	14200030	14200235	SINE_169	66	49	43	48	0	6	1	2	4	3
chr1	14200030	14200235	SINE_170	66	49	43	48	0	6	1	2	4	3
chr1	14354732	14354937	SINE_171	42	49	66	49	0	6	2	1	3	4
chr1	14354732	14354937	SINE_172	42	49	66	49	0	6	2	1	3	4
chr1	14372721	14372874	SINE_173	67	27	34	26	0	2	0	2	1	0
chr1	14372721	14372874	SINE_174	67	27	34	26	0	2	0	2	1	0
chr1	14598448	14598551	SINE_175	35	22	23	24	0	4	1	1	3	1
chr1	14598448	14598551	SINE_176	35	22	23	24	0	4	1	1	3	1
chr1	14613614	14613662	SINE_177	18	8	9	14	0	1	0	0	1	1
chr1	14613614	14613662	SINE_178	18	8	9	14	0	1	0	0	1	1
chr1	14690817	14691204	SINE_179	90	97	114	87	0	20	6	5	11	11
chr1	14690817	14691204	SINE_180	90	97	114	87	0	20	6	5	11	11
chr1	15346666	15346719	SINE_181	14	10	19	11	0	0	0	0	0	0
chr1	15346666	15346719	SINE_182	14	10	19	11	0	0	0	0	0	0
chr1	16030971	16031217	SINE_183	56	59	76	56	0	8	1	1	3	4
chr1	16030971	16031217	SINE_184	56	59	76	56	0	8	1	1	3	4
chr1	16077500	16077575	SINE_185	16	13	27	20	0	1	1	0	0	1
chr1	16077500	16077575	SINE_186	16	13	27	20	0	1	1	0	0	1
chr1	16120770	16121023	SINE_187	85	49	59	61	0	5	0	0	3	2
chr1	16120770	16121023	SINE_188	85	49	59	61	0	5	0	0	3	2
chr1	16289671	16289933	SINE_189	63	61	89	50	0	4	0	0	2	2
chr1	16289671	16289933	SINE_190	63	61	89	50	0	4	0	0	2	2
chr1	16331173	16331268	SINE_191	36	22	22	16	0	2	0	1	1	0
chr1	16331173	16331268	SINE_192	36	22	22	16	0	2	0	1	1	0
chr1	16376989	16377235	SINE_193	76	56	56	59	0	8	1	1	4	3
chr1	16376989	16377235	SINE_194	76	56	56	59	0	8	1	1	4	3
chr1	16582132	16582239	SINE_195	25	26	25	32	0	7	5	2	2	4
chr1	16582132	16582239	SINE_196	25	26	25	32	0	7	5	2	2	4
chr1	17967011	17967215	SINE_197	70	47	46	42	0	0	0	0	0	0
chr1	17967011	17967215	SINE_198	70	47	46	42	0	0	0	0	0	0
chr1	17979525	17979634	SINE_199	40	27	20	23	0	3	1	2	2	1
chr1	17979525	17979634	SINE_200	40	27	20	23	0	3	1	2	2	1
chr1	18005147	18005354	SINE_201	71	47	44	46	0	3	0	0	1	1
chr1	18005147	18005354	SINE_202	71	47	44	46	0	3	0	0	1	1
chr1	18552265	18552426	SINE_203	37	35	54	36	0	2	0	0	1	2
chr1	18552265	18552426	SINE_204	37	35	54	36	0	2	0	0	1	2
chr1	18841366	18841483	SINE_205	43	26	27	22	0	1	0	1	1	1
chr1	18841366	18841483	SINE_206	43	26	27	22	0	1	0	1	1	1
chr1	19404496	19404661	SINE_207	35	38	57	36	0	3	1	1	1	2
chr1	19404496	19404661	SINE_208	35	38	57	36	0	3	1	1	1	2
chr1	19428580	19428994	SINE_209	103	96	108	108	0	17	6	6	7	10
chr1	19428580	19428994	SINE_210	103	96	108	108	0	17	6	6	7	10
chr1	19587161	19587207	SINE_211	18	10	12	7	0	0	0	0	0	0
chr1	19587161	19587207	SINE_212	18	10	12	7	0	0	0	0	0	0
chr1	19753455	19753626	SINE_213	48	43	36	45	0	4	1	0	1	4
chr1	19753455	19753626	SINE_214	48	43	36	45	0	4	1	0	1	4
chr1	19759280	19759452	SINE_215	53	42	36	42	0	4	2	1	4	1
chr1	19759280	19759452	SINE_216	53	42	36	42	0	4	2	1	4	1
chr1	19983345	19983440	SINE_217	27	27	21	21	0	5	2	1	3	2
chr1	19983345	19983440	SINE_218	27	27	21	21	0	5	2	1	3	2
chr1	20295686	20295734	SINE_219	11	11	17	10	0	1	1	0	0	0
chr1	20295686	20295734	SINE_220	11	11	17	10	0	1	1	0	0	0
chr1	20398285	20398507	SINE_221	40	52	70	61	0	5	2	2	2	1
chr1	20398285	20398507	SINE_222	40	52	70	61	0	5	2	2	2	1
chr1	20813515	20813701	SINE_223	43	42	59	43	0	6	2	1	1	5
chr1	20813515	20813701	SINE_224	43	42	59	43	0	6	2	1	1	5
chr1	20881998	20882221	SINE_225	63	51	45	65	0	9	2	4	4	6
chr1	20881998	20882221	SINE_226	63	51	45	65	0	9	2	4	4	6
chr1	21008883	21008966	SINE_227	17	23	16	28	0	6	2	5	3	4
chr1	21008883	21008966	SINE_228	17	23	16	28	0	6	2	5	3	4
chr1	21392537	21392582	SINE_229	15	9	10	12	0	0	0	0	0	0
chr1	21392537	21392582	SINE_230	15	9	10	12	0	0	0	0	0	0
chr1	21447871	21447940	SINE_231	19	15	19	17	0	0	0	0	0	0
chr1	21447871	21447940	SINE_232	19	15	19	17	0	0	0	0	0	0
chr1	21515962	21516027	SINE_233	19	14	16	17	0	1	0	0	0	1
chr1	21515962	21516027	SINE_234	19	14	16	17	0	1	0	0	0	1
chr1	21553943	21554198	SINE_235	86	49	58	63	0	2	1	0	1	1
chr1	21553943	21554198	SINE_236	86	49	58	63	0	2	1	0	1	1
chr1	21615412	21615554	SINE_237	50	28	32	33	0	1	0	1	0	1
chr1	21615412	21615554	SINE_238	50	28	32	33	0	1	0	1	0	1
chr1	21953939	21954599	SINE_239	203	141	171	146	0	23	1	5	10	8
chr1	21953939	21954599	SINE_240	203	141	171	146	0	23	1	5	10	8
chr1	22550906	22550985	SINE_241	20	21	22	17	0	2	0	0	1	1
chr1	22550906	22550985	SINE_242	20	21	22	17	0	2	0	0	1	1
chr1	22826280	22826325	SINE_243	16	11	13	6	0	0	0	0	0	0
chr1	22826280	22826325	SINE_244	16	11	13	6	0	0	0	0	0	0
chr1	22956045	22956293	SINE_245	53	66	74	56	0	9	2	3	4	4
chr1	22956045	22956293	SINE_246	53	66	74	56	0	9	2	3	4	4
chr1	23329187	23329388	SINE_247	68	40	49	45	0	2	0	1	2	0
chr1	23329187	23329388	SINE_248	68	40	49	45	0	2	0	1	2	0
chr1	23569445	23569660	SINE_249	68	49	43	56	0	4	1	2	3	2
chr1	23569445	23569660	SINE_250	68	49	43	56	0	4	1	2	3	2
chr1	23630778	23630901	SINE_251	47	29	25	23	0	3	1	2	3	0
chr1	23630778	23630901	SINE_252	47	29	25	23	0	3	1	2	3	0
chr1	23632625	23633243	SINE_253	210	117	158	134	0	9	3	2	5	3
chr1	23632625	23633243	SINE_254	210	117	158	134	0	9	3	2	5	3
chr1	23889952	23890000	SINE_255	10	9	16	14	0	0	0	0	0	0
chr1	23889952	23890000	SINE_256	10	9	16	14	0	0	0	0	0	0
chr1	23925596	23925823	SINE_257	82	45	53	48	0	2	0	0	2	1
chr1	23925596	23925823	SINE_258	82	45	53	48	0	2	0	0	2	1
chr1	23956623	23956817	SINE_259	33	53	63	46	0	6	2	1	2	4
chr1	23956623	23956817	SINE_260	33	53	63	46	0	6	2	1	2	4
chr1	24698160	24698427	SINE_261	58	67	79	64	0	15	3	6	5	6
chr1	24698160	24698427	SINE_262	58	67	79	64	0	15	3	6	5	6
chr1	24730139	24730518	SINE_263	98	83	131	68	0	8	3	1	3	4
chr1	24730139	24730518	SINE_264	98	83	131	68	0	8	3	1	3	4
chr1	24781703	24781808	SINE_265	18	31	32	25	0	4	2	1	2	1
chr1	24781703	24781808	SINE_266	18	31	32	25	0	4	2	1	2	1
chr1	25231392	25231497	SINE_267	33	25	18	30	0	3	1	1	1	2
chr1	25231392	25231497	SINE_268	33	25	18	30	0	3	1	1	1	2
chr1	25906735	25906840	SINE_269	18	30	34	24	0	3	1	1	2	1
chr1	25906735	25906840	SINE_270	18	30	34	24	0	3	1	1	2	1
chr1	25930203	25930439	SINE_271	74	51	48	64	0	11	2	6	7	4
chr1	25930203	25930439	SINE_272	74	51	48	64	0	11	2	6	7	4
chr1	26719982	26720087	SINE_273	33	25	17	31	0	4	1	2	1	2
chr1	26719982	26720087	SINE_274	33	25	17	31	0	4	1	2	1	2
chr1	28103533	28103707	SINE_275	33	41	61	40	0	4	1	1	1	3
chr1	28103533	28103707	SINE_276	33	41	61	40	0	4	1	1	1	3
chr1	28120721	28120963	SINE_277	54	49	92	48	0	0	0	0	0	0
chr1	28120721	28120963	SINE_278	54	49	92	48	0	0	0	0	0	0
chr1	28844582	28844658	SINE_279	25	14	24	14	0	1	1	1	1	1
chr1	28844582	28844658	SINE_280	25	14	24	14	0	1	1	1	1	1
chr1	29397979	29398196	SINE_281	61	66	46	45	0	9	1	4	6	3
chr1	29397979	29398196	SINE_282	61	66	46	45	0	9	1	4	6	3
chr1	30417368	30417454	SINE_283	25	15	23	24	0	1	0	0	0	0
chr1	30417368	30417454	SINE_284	25	15	23	24	0	1	0	0	0	0
chr1	30727254	30727411	SINE_285	41	26	63	28	0	0	0	0	0	0
chr1	30727254	30727411	SINE_286	41	26	63	28	0	0	0	0	0	0
chr1	30729711	30729884	SINE_287	53	40	41	40	0	6	1	3	3	5
chr1	30729711	30729884	SINE_288	53	40	41	40	0	6	1	3	3	5
chr1	30841336	30841542	SINE_289	43	55	66	43	0	9	2	4	5	7
chr1	30841336	30841542	SINE_290	43	55	66	43	0	9	2	4	5	7
chr1	30985799	30985940	SINE_291	44	39	35	24	0	0	0	0	0	0
chr1	30985799	30985940	SINE_292	44	39	35	24	0	0	0	0	0	0
chr1	31090622	31090707	SINE_293	24	21	19	22	0	5	0	3	3	4
chr1	31090622	31090707	SINE_294	24	21	19	22	0	5	0	3	3	4
chr1	31126563	31126795	SINE_295	54	56	73	50	0	2	2	0	1	1
chr1	31126563	31126795	SINE_296	54	56	73	50	0	2	2	0	1	1
chr1	31222868	31223125	SINE_297	78	54	60	66	0	3	1	2	0	2
chr1	31222868	31223125	SINE_298	78	54	60	66	0	3	1	2	0	2
chr1	31722678	31722805	SINE_299	46	30	27	25	0	4	2	1	2	2
chr1	31722678	31722805	SINE_300	46	30	27	25	0	4	2	1	2	2
chr1	31768021	31768189	SINE_301	64	35	32	38	0	3	1	1	2	2
chr1	31768021	31768189	SINE_302	64	35	32	38	0	3	1	1	2	2
chr1	31815169	31815241	SINE_303	26	12	16	19	0	1	1	0	0	1
chr1	31815169	31815241	SINE_304	26	12	16	19	0	1	1	0	0	1
chr1	31945218	31945428	SINE_305	58	42	64	47	0	2	1	1	1	2
chr1	31945218	31945428	SINE_306	58	42	64	47	0	2	1	1	1	2
chr1	32402710	32402953	SINE_307	48	66	67	63	0	10	3	2	5	5
chr1	32402710	32402953	SINE_308	48	66	67	63	0	10	3	2	5	5
chr1	32432136	32432206	SINE_309	23	13	22	13	0	0	0	0	0	0
chr1	32432136	32432206	SINE_310	23	13	22	13	0	0	0	0	0	0
chr1	32457953	32458029	SINE_311	23	11	26	17	0	2	0	1	1	0
chr1	32457953	32458029	SINE_312	23	11	26	17	0	2	0	1	1	0
chr1	32485158	32485226	SINE_313	24	13	21	11	0	0	0	0	0	0
chr1	32485158	32485226	SINE_314	24	13	21	11	0	0	0	0	0	0
chr1	32490582	32490657	SINE_315	24	11	24	17	0	2	0	1	1	0
chr1	32490582	32490657	SINE_316	24	11	24	17	0	2	0	1	1	0
chr1	33040455	33040684	SINE_317	67	56	47	60	0	8	2	4	3	3
chr1	33040455	33040684	SINE_318	67	56	47	60	0	8	2	4	3	3
chr1	33483244	33483343	SINE_319	15	27	34	24	0	3	2	0	2	0
chr1	33483244	33483343	SINE_320	15	27	34	24	0	3	2	0	2	0
chr1	34145447	34145901	SINE_321	125	108	116	106	0	21	6	6	12	8
chr1	34145447	34145901	SINE_322	125	108	116	106	0	21	6	6	12	8
chr1	34274374	34274436	SINE_323	23	17	10	13	0	1	1	0	1	0
chr1	34274374	34274436	SINE_324	23	17	10	13	0	1	1	0	1	0
chr1	34695967	34696046	SINE_325	20	23	19	18	0	0	0	0	0	0
chr1	34695967	34696046	SINE_326	20	23	19	18	0	0	0	0	0	0
chr1	34696189	34696249	SINE_327	11	10	24	16	0	1	0	1	0	1
chr1	34696189	34696249	SINE_328	11	10	24	16	0	1	0	1	0	1
chr1	34859563	34859793	SINE_329	66	62	57	46	0	3	1	1	2	1
chr1	34859563	34859793	SINE_330	66	62	57	46	0	3	1	1	2	1
chr1	34914960	34915085	SINE_331	21	26	47	32	0	5	1	1	2	3
chr1	34914960	34915085	SINE_332	21	26	47	32	0	5	1	1	2	3
chr1	35314383	35314629	SINE_333	64	60	65	58	0	3	1	1	2	2
chr1	35314383	35314629	SINE_334	64	60	65	58	0	3	1	1	2	2
chr1	35424088	35424229	SINE_335	28	34	41	39	0	5	1	0	4	3
chr1	35424088	35424229	SINE_336	28	34	41	39	0	5	1	0	4	3
chr1	35685397	35685470	SINE_337	13	18	23	20	0	5	2	1	2	2
chr1	35685397	35685470	SINE_338	13	18	23	20	0	5	2	1	2	2
chr1	35808709	35808986	SINE_339	104	48	64	62	0	3	1	0	2	1
chr1	35808709	35808986	SINE_340	104	48	64	62	0	3	1	0	2	1
chr1	36165537	36165747	SINE_341	47	48	70	46	0	4	2	1	0	4
chr1	36165537	36165747	SINE_342	47	48	70	46	0	4	2	1	0	4
chr1	36230616	36230699	SINE_343	15	18	30	21	0	2	1	0	0	2
chr1	36230616	36230699	SINE_344	15	18	30	21	0	2	1	0	0	2
chr1	36422219	36422459	SINE_345	43	67	78	53	0	4	0	1	0	4
chr1	36422219	36422459	SINE_346	43	67	78	53	0	4	0	1	0	4
chr1	36804704	36804913	SINE_347	38	56	67	49	0	11	3	5	8	5
chr1	36804704	36804913	SINE_348	38	56	67	49	0	11	3	5	8	5
chr1	37111104	37111274	SINE_349	57	32	42	40	0	4	2	0	3	1
chr1	37111104	37111274	SINE_350	57	32	42	40	0	4	2	0	3	1
chr1	37433436	37433703	SINE_351	59	66	81	62	0	4	2	2	1	3
chr1	37433436	37433703	SINE_352	59	66	81	62	0	4	2	2	1	3
chr1	37536192	37536316	SINE_353	30	29	35	31	0	9	5	2	5	6
chr1	37536192	37536316	SINE_354	30	29	35	31	0	9	5	2	5	6
chr1	38031934	38032084	SINE_355	47	32	39	33	0	5	1	3	2	4
chr1	38031934	38032084	SINE_356	47	32	39	33	0	5	1	3	2	4
chr1	38539106	38539337	SINE_357	45	69	66	52	0	9	3	3	5	4
chr1	38539106	38539337	SINE_358	45	69	66	52	0	9	3	3	5	4
chr1	38573999	38574127	SINE_359	40	35	30	24	0	1	1	0	1	0
chr1	38573999	38574127	SINE_360	40	35	30	24	0	1	1	0	1	0
chr1	38629059	38629187	SINE_361	40	35	31	23	0	1	1	0	1	0
chr1	38629059	38629187	SINE_362	40	35	31	23	0	1	1	0	1	0
chr1	38658783	38658911	SINE_363	42	34	30	23	0	1	1	0	1	0
chr1	38658783	38658911	SINE_364	42	34	30	23	0	1	1	0	1	0
chr1	39031296	39031533	SINE_365	63	54	51	70	0	12	4	5	8	5
chr1	39031296	39031533	SINE_366	63	54	51	70	0	12	4	5	8	5
