chr	start	end	name	nA	nG	nT	nC	nN	nCpG	nCCG	nCGG	nCGNR	nYNCG
chr1	18956847	18957455	RC_59	209	94	206	100	0	1	0	0	0	0
chr1	18956847	18957455	RC_60	209	94	206	100	0	1	0	0	0	0
chr1	18957862	18957967	RC_61	38	11	45	12	0	0	0	0	0	0
chr1	18957862	18957967	RC_62	38	11	45	12	0	0	0	0	0	0
chr1	18966108	18966872	RC_63	281	128	204	152	0	10	0	1	4	4
chr1	18966108	18966872	RC_64	281	128	204	152	0	10	0	1	4	4
chr1	19218277	19218363	RC_65	25	23	22	17	0	3	0	2	2	3
chr1	19218277	19218363	RC_66	25	23	22	17	0	3	0	2	2	3
chr1	20498632	20498865	RC_67	83	50	69	32	0	6	1	3	2	3
chr1	20498632	20498865	RC_68	83	50	69	32	0	6	1	3	2	3
chr1	20499122	20499403	RC_69	85	57	93	47	0	4	1	1	2	2
chr1	20499122	20499403	RC_70	85	57	93	47	0	4	1	1	2	2
chr1	20591610	20591806	RC_71	66	44	63	24	0	4	0	3	2	2
chr1	20591610	20591806	RC_72	66	44	63	24	0	4	0	3	2	2
chr1	20592520	20592678	RC_73	47	38	49	25	0	2	0	1	2	1
chr1	20592520	20592678	RC_74	47	38	49	25	0	2	0	1	2	1
chr1	20692678	20692870	RC_75	67	43	61	22	0	3	0	2	1	2
chr1	20692678	20692870	RC_76	67	43	61	22	0	3	0	2	1	2
chr1	20728948	20729282	RC_77	110	69	98	58	0	4	1	1	3	2
chr1	20728948	20729282	RC_78	110	69	98	58	0	4	1	1	3	2
chr1	20740485	20745645	RC_79	1552	945	1718	946	0	155	31	21	79	76
chr1	20740485	20745645	RC_80	1552	945	1718	946	0	155	31	21	79	76
chr1	21255845	21255909	RC_81	20	10	21	14	0	1	1	0	0	0
chr1	21255845	21255909	RC_82	20	10	21	14	0	1	1	0	0	0
chr1	21816437	21817785	RC_83	376	214	486	273	0	12	2	1	7	2
chr1	21816437	21817785	RC_84	376	214	486	273	0	12	2	1	7	2
chr1	21819104	21819316	RC_85	62	41	74	36	0	0	0	0	0	0
chr1	21819104	21819316	RC_86	62	41	74	36	0	0	0	0	0	0
chr1	21887280	21890103	RC_87	1006	477	831	510	0	54	3	14	23	29
chr1	21887280	21890103	RC_88	1006	477	831	510	0	54	3	14	23	29
chr1	22295997	22296164	RC_89	43	18	77	30	0	1	0	0	1	1
chr1	22295997	22296164	RC_90	43	18	77	30	0	1	0	0	1	1
chr1	22296263	22296455	RC_91	36	21	102	34	0	0	0	0	0	0
chr1	22296263	22296455	RC_92	36	21	102	34	0	0	0	0	0	0
chr1	22296607	22297342	RC_93	255	117	242	122	0	15	1	2	8	6
chr1	22296607	22297342	RC_94	255	117	242	122	0	15	1	2	8	6
chr1	22297484	22298276	RC_95	305	129	234	125	0	12	2	4	7	8
chr1	22297484	22298276	RC_96	305	129	234	125	0	12	2	4	7	8
chr1	22298361	22298484	RC_97	41	23	42	18	0	1	0	0	1	1
chr1	22298361	22298484	RC_98	41	23	42	18	0	1	0	0	1	1
chr1	22298687	22298809	RC_99	56	24	26	17	0	1	0	1	1	0
chr1	22298687	22298809	RC_100	56	24	26	17	0	1	0	1	1	0
chr1	22298860	22299995	RC_101	372	176	391	197	0	10	2	1	5	5
chr1	22298860	22299995	RC_102	372	176	391	197	0	10	2	1	5	5
chr1	22602261	22602380	RC_103	28	23	49	20	0	3	0	1	0	2
chr1	22602261	22602380	RC_104	28	23	49	20	0	3	0	1	0	2
chr1	22603828	22608251	RC_105	1262	721	1570	871	0	31	2	7	16	14
chr1	22603828	22608251	RC_106	1262	721	1570	871	0	31	2	7	16	14
chr1	22608417	22609109	RC_107	197	114	249	133	0	4	1	1	4	1
chr1	22608417	22609109	RC_108	197	114	249	133	0	4	1	1	4	1
chr1	22609447	22609824	RC_109	113	52	136	77	0	3	1	0	0	1
chr1	22609447	22609824	RC_110	113	52	136	77	0	3	1	0	0	1
chr1	23021387	23023467	RC_111	635	375	648	423	0	50	11	7	28	28
chr1	23021387	23023467	RC_112	635	375	648	423	0	50	11	7	28	28
chr1	23119256	23120276	RC_113	351	199	306	165	0	25	7	6	8	17
chr1	23119256	23120276	RC_114	351	199	306	165	0	25	7	6	8	17
chr1	24318453	24318604	RC_115	55	19	49	29	0	0	0	0	0	0
chr1	24318453	24318604	RC_116	55	19	49	29	0	0	0	0	0	0
chr1	24319368	24319945	RC_117	213	106	157	102	0	6	1	1	3	4
chr1	24319368	24319945	RC_118	213	106	157	102	0	6	1	1	3	4
chr1	24320120	24321736	RC_119	610	314	434	259	0	12	0	3	6	6
chr1	24320120	24321736	RC_120	610	314	434	259	0	12	0	3	6	6
chr1	24322545	24323203	RC_121	234	125	186	114	0	7	0	1	2	4
chr1	24322545	24323203	RC_122	234	125	186	114	0	7	0	1	2	4
chr1	24323765	24323893	RC_123	38	23	37	31	0	2	0	0	1	0
chr1	24323765	24323893	RC_124	38	23	37	31	0	2	0	0	1	0
chr1	24342070	24342294	RC_125	66	44	74	41	0	3	1	2	2	2
chr1	24342070	24342294	RC_126	66	44	74	41	0	3	1	2	2	2
chr1	24781917	24785295	RC_127	997	540	1210	632	0	51	6	4	29	29
chr1	24781917	24785295	RC_128	997	540	1210	632	0	51	6	4	29	29
chr1	24788773	24788882	RC_129	24	27	28	31	0	8	2	3	5	5
chr1	24788773	24788882	RC_130	24	27	28	31	0	8	2	3	5	5
chr1	24960910	24960979	RC_131	27	11	17	15	0	2	0	1	1	1
chr1	24960910	24960979	RC_132	27	11	17	15	0	2	0	1	1	1
chr1	25071616	25072053	RC_133	89	68	203	78	0	4	1	0	3	1
chr1	25071616	25072053	RC_134	89	68	203	78	0	4	1	0	3	1
chr1	25227831	25229628	RC_135	582	379	534	303	0	46	6	4	26	27
chr1	25227831	25229628	RC_136	582	379	534	303	0	46	6	4	26	27
chr1	25229671	25231286	RC_137	625	259	474	258	0	7	0	2	4	6
chr1	25229671	25231286	RC_138	625	259	474	258	0	7	0	2	4	6
chr1	25297382	25297451	RC_139	26	12	17	15	0	3	1	1	1	2
chr1	25297382	25297451	RC_140	26	12	17	15	0	3	1	1	1	2
chr1	25377114	25377358	RC_141	67	49	86	43	0	3	0	1	3	3
chr1	25377114	25377358	RC_142	67	49	86	43	0	3	0	1	3	3
chr1	25410194	25411726	RC_143	472	288	465	308	0	47	18	13	27	32
chr1	25410194	25411726	RC_144	472	288	465	308	0	47	18	13	27	32
chr1	25906946	25910158	RC_145	1008	576	1128	501	0	53	12	11	27	19
chr1	25906946	25910158	RC_146	1008	576	1128	501	0	53	12	11	27	19
chr1	25925329	25925878	RC_147	144	116	162	128	0	28	4	7	14	15
chr1	25925329	25925878	RC_148	144	116	162	128	0	28	4	7	14	15
chr1	26716612	26719874	RC_149	1150	627	956	530	0	55	7	6	30	34
chr1	26716612	26719874	RC_150	1150	627	956	530	0	55	7	6	30	34
chr1	27985206	27990894	RC_151	1931	1071	1678	1009	0	94	14	15	52	48
chr1	27985206	27990894	RC_152	1931	1071	1678	1009	0	94	14	15	52	48
chr1	28645845	28648764	RC_153	1054	494	849	523	0	53	4	16	25	31
chr1	28645845	28648764	RC_154	1054	494	849	523	0	53	4	16	25	31
chr1	28904078	28906910	RC_155	1000	488	831	514	0	58	3	20	23	32
chr1	28904078	28906910	RC_156	1000	488	831	514	0	58	3	20	23	32
chr1	30015858	30015985	RC_157	34	22	49	23	0	0	0	0	0	0
chr1	30015858	30015985	RC_158	34	22	49	23	0	0	0	0	0	0
chr1	30016274	30016607	RC_159	106	47	108	73	0	4	0	1	4	2
chr1	30016274	30016607	RC_160	106	47	108	73	0	4	0	1	4	2
chr1	30695980	30696118	RC_161	34	27	56	22	0	1	0	0	1	0
chr1	30695980	30696118	RC_162	34	27	56	22	0	1	0	0	1	0
chr1	30696383	30696645	RC_163	68	58	103	34	0	2	0	0	1	2
chr1	30696383	30696645	RC_164	68	58	103	34	0	2	0	0	1	2
chr1	30696868	30697315	RC_165	129	75	168	76	0	1	0	0	0	1
chr1	30696868	30697315	RC_166	129	75	168	76	0	1	0	0	0	1
chr1	31107843	31108071	RC_167	78	31	79	41	0	5	0	0	2	3
chr1	31107843	31108071	RC_168	78	31	79	41	0	5	0	0	2	3
chr1	31548554	31549140	RC_169	154	103	204	126	0	6	3	0	2	2
chr1	31548554	31549140	RC_170	154	103	204	126	0	6	3	0	2	2
chr1	32733815	32734178	RC_171	112	58	115	79	0	1	1	1	0	1
chr1	32733815	32734178	RC_172	112	58	115	79	0	1	1	1	0	1
chr1	32757285	32757385	RC_173	35	23	31	12	0	0	0	0	0	0
chr1	32757285	32757385	RC_174	35	23	31	12	0	0	0	0	0	0
chr1	32757452	32757664	RC_175	62	48	70	33	0	2	0	2	0	0
chr1	32757452	32757664	RC_176	62	48	70	33	0	2	0	2	0	0
chr1	33483442	33487459	RC_177	1200	668	1397	753	0	83	10	13	47	52
chr1	33483442	33487459	RC_178	1200	668	1397	753	0	83	10	13	47	52
chr1	33653799	33653955	RC_179	42	40	52	23	0	2	0	1	0	1
chr1	33653799	33653955	RC_180	42	40	52	23	0	2	0	1	0	1
chr1	36278456	36278511	RC_181	13	12	18	13	0	3	1	0	0	1
chr1	36278456	36278511	RC_182	13	12	18	13	0	3	1	0	0	1
chr1	36664172	36664220	RC_183	15	9	16	9	0	0	0	0	0	0
chr1	36664172	36664220	RC_184	15	9	16	9	0	0	0	0	0	0
chr1	38158198	38158520	RC_185	94	56	106	67	0	4	1	0	0	1
chr1	38158198	38158520	RC_186	94	56	106	67	0	4	1	0	0	1
chr1	38829154	38829213	RC_187	12	12	23	13	0	4	1	0	1	2
chr1	38829154	38829213	RC_188	12	12	23	13	0	4	1	0	1	2
chr2	109494	109543	RC_569	12	10	17	11	0	3	2	1	1	1
chr2	109494	109543	RC_570	12	10	17	11	0	3	2	1	1	1
chr2	5549165	5550918	RC_571	580	299	498	377	0	49	12	7	24	26
chr2	5549165	5550918	RC_572	580	299	498	377	0	49	12	7	24	26
chr2	6525907	6526129	RC_573	53	31	95	44	0	1	0	0	0	1
chr2	6525907	6526129	RC_574	53	31	95	44	0	1	0	0	0	1
chr2	8581922	8582251	RC_575	94	39	128	69	0	1	0	0	0	0
chr2	8581922	8582251	RC_576	94	39	128	69	0	1	0	0	0	0
chr2	8582611	8582712	RC_577	30	15	41	16	0	0	0	0	0	0
chr2	8582611	8582712	RC_578	30	15	41	16	0	0	0	0	0	0
chr2	8699844	8700000	RC_579	48	29	53	27	0	2	0	1	2	2
chr2	8699844	8700000	RC_580	48	29	53	27	0	2	0	1	2	2
chr2	8700001	8700098	RC_581	31	17	36	14	0	0	0	0	0	0
chr2	8700001	8700098	RC_582	31	17	36	14	0	0	0	0	0	0
chr2	8705909	8706000	RC_583	25	13	38	16	0	0	0	0	0	0
chr2	8705909	8706000	RC_584	25	13	38	16	0	0	0	0	0	0
chr2	8773695	8774024	RC_585	94	39	128	69	0	1	0	0	0	0
chr2	8773695	8774024	RC_586	94	39	128	69	0	1	0	0	0	0
chr2	8774383	8774522	RC_587	43	18	57	22	0	1	0	0	0	0
chr2	8774383	8774522	RC_588	43	18	57	22	0	1	0	0	0	0
chr2	9893329	9898900	RC_589	1672	972	1871	1057	0	102	19	12	58	57
chr2	9893329	9898900	RC_590	1672	972	1871	1057	0	102	19	12	58	57
chr2	10600023	10600620	RC_591	200	99	174	125	0	6	1	1	2	2
chr2	10600023	10600620	RC_592	200	99	174	125	0	6	1	1	2	2
chr2	10600686	10601094	RC_593	152	82	119	56	0	3	0	0	1	1
chr2	10600686	10601094	RC_594	152	82	119	56	0	3	0	0	1	1
chr2	10601185	10601615	RC_595	141	64	131	95	0	4	1	0	4	2
chr2	10601185	10601615	RC_596	141	64	131	95	0	4	1	0	4	2
chr2	10602993	10603257	RC_597	100	46	66	53	0	2	0	0	0	1
chr2	10602993	10603257	RC_598	100	46	66	53	0	2	0	0	0	1
chr2	10662829	10663440	RC_599	210	120	159	123	0	21	4	6	5	4
chr2	10662829	10663440	RC_600	210	120	159	123	0	21	4	6	5	4
chr2	10664405	10664949	RC_601	202	109	151	83	0	7	1	3	2	1
chr2	10664405	10664949	RC_602	202	109	151	83	0	7	1	3	2	1
chr2	10665413	10665489	RC_603	25	13	19	20	0	3	0	0	3	1
chr2	10665413	10665489	RC_604	25	13	19	20	0	3	0	0	3	1
chr2	13974268	13974319	RC_605	15	13	10	14	0	5	1	0	2	3
chr2	13974268	13974319	RC_606	15	13	10	14	0	5	1	0	2	3
chr2	15696543	15696684	RC_607	53	15	50	24	0	0	0	0	0	0
chr2	15696543	15696684	RC_608	53	15	50	24	0	0	0	0	0	0
chr2	15703706	15707541	RC_609	1164	773	1210	689	0	119	14	23	60	51
chr2	15703706	15707541	RC_610	1164	773	1210	689	0	119	14	23	60	51
chr2	15743914	15746327	RC_611	812	394	766	442	0	31	5	6	14	19
chr2	15743914	15746327	RC_612	812	394	766	442	0	31	5	6	14	19
chr2	15785161	15785732	RC_613	203	77	194	98	0	3	1	1	3	0
chr2	15785161	15785732	RC_614	203	77	194	98	0	3	1	1	3	0
chr2	15908232	15908484	RC_615	78	53	78	44	0	3	2	0	1	2
chr2	15908232	15908484	RC_616	78	53	78	44	0	3	2	0	1	2
chr2	15908771	15909928	RC_617	394	182	378	204	0	12	0	2	4	4
chr2	15908771	15909928	RC_618	394	182	378	204	0	12	0	2	4	4
chr2	15926103	15926251	RC_619	52	23	49	25	0	1	0	0	0	1
chr2	15926103	15926251	RC_620	52	23	49	25	0	1	0	0	0	1
chr2	15926299	15929627	RC_621	1183	557	965	624	0	30	6	2	20	13
chr2	15926299	15929627	RC_622	1183	557	965	624	0	30	6	2	20	13
chr2	17404116	17404170	RC_623	16	9	22	8	0	0	0	0	0	0
chr2	17404116	17404170	RC_624	16	9	22	8	0	0	0	0	0	0
chr2	17407657	17408198	RC_625	207	96	157	82	0	4	2	0	4	2
chr2	17407657	17408198	RC_626	207	96	157	82	0	4	2	0	4	2
chr2	17408389	17408468	RC_627	29	12	24	15	0	0	0	0	0	0
chr2	17408389	17408468	RC_628	29	12	24	15	0	0	0	0	0	0
chr2	17436304	17436429	RC_629	35	25	39	27	0	0	0	0	0	0
chr2	17436304	17436429	RC_630	35	25	39	27	0	0	0	0	0	0
chr2	17436484	17436635	RC_631	50	23	47	32	0	0	0	0	0	0
chr2	17436484	17436635	RC_632	50	23	47	32	0	0	0	0	0	0
chr2	17440663	17440873	RC_633	76	38	63	34	0	3	1	0	1	3
chr2	17440663	17440873	RC_634	76	38	63	34	0	3	1	0	1	3
chr2	18005223	18005675	RC_635	112	109	150	82	0	17	1	3	10	11
chr2	18005223	18005675	RC_636	112	109	150	82	0	17	1	3	10	11
chr2	18010959	18017557	RC_637	2180	1277	1962	1180	0	168	27	31	79	82
chr2	18010959	18017557	RC_638	2180	1277	1962	1180	0	168	27	31	79	82
chr2	18087465	18087709	RC_639	66	50	92	37	0	0	0	0	0	0
chr2	18087465	18087709	RC_640	66	50	92	37	0	0	0	0	0	0
chr2	18087769	18089977	RC_641	598	416	832	363	0	14	2	0	7	5
chr2	18087769	18089977	RC_642	598	416	832	363	0	14	2	0	7	5
chr2	18090654	18093955	RC_643	894	584	1211	613	0	60	8	10	25	30
chr2	18090654	18093955	RC_644	894	584	1211	613	0	60	8	10	25	30
chr2	18200001	18200406	RC_645	150	70	117	69	0	10	0	2	7	6
chr2	18200001	18200406	RC_646	150	70	117	69	0	10	0	2	7	6
chr2	18200679	18201159	RC_647	169	93	153	66	0	5	1	2	2	3
chr2	18200679	18201159	RC_648	169	93	153	66	0	5	1	2	2	3
chr2	18201325	18206695	RC_649	2061	971	1489	850	0	41	6	5	17	16
chr2	18201325	18206695	RC_650	2061	971	1489	850	0	41	6	5	17	16
chr2	18207248	18210342	RC_651	1070	544	909	572	0	96	19	13	45	44
chr2	18207248	18210342	RC_652	1070	544	909	572	0	96	19	13	45	44
chr2	18969603	18970286	RC_653	193	124	237	130	0	16	3	5	5	5
chr2	18969603	18970286	RC_654	193	124	237	130	0	16	3	5	5	5
chr2	19117557	19117749	RC_655	51	44	44	54	0	14	4	3	11	8
chr2	19117557	19117749	RC_656	51	44	44	54	0	14	4	3	11	8
chr2	19243534	19243582	RC_657	12	11	12	14	0	6	1	0	2	2
chr2	19243534	19243582	RC_658	12	11	12	14	0	6	1	0	2	2
chr2	20301650	20301718	RC_659	22	11	23	13	0	2	1	1	1	2
chr2	20301650	20301718	RC_660	22	11	23	13	0	2	1	1	1	2
chr2	20319100	20319155	RC_661	20	9	16	11	0	1	1	1	0	1
chr2	20319100	20319155	RC_662	20	9	16	11	0	1	1	1	0	1
chr2	20386631	20386680	RC_663	10	12	14	14	0	6	2	0	2	2
chr2	20386631	20386680	RC_664	10	12	14	14	0	6	2	0	2	2
chr2	23203438	23203628	RC_665	53	45	68	25	0	2	0	0	1	1
chr2	23203438	23203628	RC_666	53	45	68	25	0	2	0	0	1	1
chr2	23784400	23784577	RC_667	53	27	58	40	0	9	1	0	2	3
chr2	23784400	23784577	RC_668	53	27	58	40	0	9	1	0	2	3
chr2	23979053	23979230	RC_669	57	40	54	27	0	9	0	1	3	3
chr2	23979053	23979230	RC_670	57	40	54	27	0	9	0	1	3	3
chr2	26090042	26092069	RC_671	535	368	725	400	0	36	8	8	15	15
chr2	26090042	26092069	RC_672	535	368	725	400	0	36	8	8	15	15
chr2	26927120	26928879	RC_673	482	291	658	329	0	15	2	2	7	9
chr2	26927120	26928879	RC_674	482	291	658	329	0	15	2	2	7	9
chr2	26929452	26931123	RC_675	454	271	635	312	0	17	4	3	8	10
chr2	26929452	26931123	RC_676	454	271	635	312	0	17	4	3	8	10
chr2	26931380	26931960	RC_677	167	101	206	107	0	4	1	1	2	3
chr2	26931380	26931960	RC_678	167	101	206	107	0	4	1	1	2	3
chr2	26932537	26932779	RC_679	67	44	94	38	0	1	0	0	0	0
chr2	26932537	26932779	RC_680	67	44	94	38	0	1	0	0	0	0
chr2	29602509	29605838	RC_681	1043	648	1092	547	0	63	15	13	34	27
chr2	29602509	29605838	RC_682	1043	648	1092	547	0	63	15	13	34	27
chr2	29616685	29619457	RC_683	817	456	846	654	0	114	8	31	44	61
chr2	29616685	29619457	RC_684	817	456	846	654	0	114	8	31	44	61
chr2	30846239	30846481	RC_685	60	53	89	41	0	2	0	2	0	1
chr2	30846239	30846481	RC_686	60	53	89	41	0	2	0	2	0	1
chr2	30849992	30852010	RC_687	549	392	736	342	0	15	0	3	6	8
chr2	30849992	30852010	RC_688	549	392	736	342	0	15	0	3	6	8
chr2	30852563	30852642	RC_689	24	15	28	13	0	0	0	0	0	0
chr2	30852563	30852642	RC_690	24	15	28	13	0	0	0	0	0	0
chr2	30852737	30853258	RC_691	146	91	192	93	0	5	0	0	2	3
chr2	30852737	30853258	RC_692	146	91	192	93	0	5	0	0	2	3
chr2	30875418	30875797	RC_693	113	68	135	64	0	5	0	0	4	1
chr2	30875418	30875797	RC_694	113	68	135	64	0	5	0	0	4	1
chr2	30943304	30943548	RC_695	67	50	91	37	0	0	0	0	0	0
chr2	30943304	30943548	RC_696	67	50	91	37	0	0	0	0	0	0
chr2	30943608	30945785	RC_697	590	414	814	360	0	13	2	0	6	4
chr2	30943608	30945785	RC_698	590	414	814	360	0	13	2	0	6	4
chr2	30946462	30949800	RC_699	901	586	1243	609	0	53	6	10	23	28
chr2	30946462	30949800	RC_700	901	586	1243	609	0	53	6	10	23	28
chr2	31517415	31517492	RC_701	28	12	24	14	0	0	0	0	0	0
chr2	31517415	31517492	RC_702	28	12	24	14	0	0	0	0	0	0
chr2	31696105	31697833	RC_703	665	321	453	290	0	33	6	8	15	19
chr2	31696105	31697833	RC_704	665	321	453	290	0	33	6	8	15	19
chr2	35301907	35302160	RC_705	84	49	83	38	0	2	0	0	1	2
chr2	35301907	35302160	RC_706	84	49	83	38	0	2	0	0	1	2
chr2	35805649	35805719	RC_707	17	17	20	17	0	4	3	0	3	2
chr2	35805649	35805719	RC_708	17	17	20	17	0	4	3	0	3	2
chr2	36529901	36530183	RC_709	89	50	77	67	0	14	6	1	10	7
chr2	36529901	36530183	RC_710	89	50	77	67	0	14	6	1	10	7
chr2	36603783	36603929	RC_711	44	28	41	34	0	6	4	1	5	3
chr2	36603783	36603929	RC_712	44	28	41	34	0	6	4	1	5	3
chr2	37234192	37234286	RC_713	24	16	41	14	0	0	0	0	0	0
chr2	37234192	37234286	RC_714	24	16	41	14	0	0	0	0	0	0
chr2	37276578	37276653	RC_715	23	17	14	22	0	6	0	1	4	3
chr2	37276578	37276653	RC_716	23	17	14	22	0	6	0	1	4	3
chr3	7487541	7487661	RC_717	31	29	27	34	0	8	2	2	2	3
chr3	7487541	7487661	RC_718	31	29	27	34	0	8	2	2	2	3
chr3	8316909	8326351	RC_719	2927	1630	3177	1709	0	191	32	29	95	98
chr3	8316909	8326351	RC_720	2927	1630	3177	1709	0	191	32	29	95	98
chr3	9096817	9096969	RC_721	78	28	31	16	0	1	0	0	1	0
chr3	9096817	9096969	RC_722	78	28	31	16	0	1	0	0	1	0
chr3	9395025	9396215	RC_723	386	204	388	213	0	24	6	5	12	12
chr3	9395025	9396215	RC_724	386	204	388	213	0	24	6	5	12	12
chr3	9396259	9397443	RC_725	421	201	385	178	0	7	2	3	4	3
chr3	9396259	9397443	RC_726	421	201	385	178	0	7	2	3	4	3
chr3	9398395	9398524	RC_727	61	24	28	17	0	2	0	0	1	1
chr3	9398395	9398524	RC_728	61	24	28	17	0	2	0	0	1	1
chr3	10477716	10480313	RC_729	745	430	798	625	0	111	10	30	43	58
chr3	10477716	10480313	RC_730	745	430	798	625	0	111	10	30	43	58
chr3	11905907	11906207	RC_731	98	45	115	43	0	1	0	0	1	0
chr3	11905907	11906207	RC_732	98	45	115	43	0	1	0	0	1	0
chr3	11908440	11910448	RC_733	568	379	704	358	0	49	15	3	30	21
chr3	11908440	11910448	RC_734	568	379	704	358	0	49	15	3	30	21
chr3	12458175	12458245	RC_735	18	11	25	17	0	2	0	0	2	2
chr3	12458175	12458245	RC_736	18	11	25	17	0	2	0	0	2	2
chr3	12634515	12637005	RC_737	861	489	725	416	0	37	4	7	17	21
chr3	12634515	12637005	RC_738	861	489	725	416	0	37	4	7	17	21
chr3	12759138	12759678	RC_739	151	101	213	76	0	3	0	1	2	1
chr3	12759138	12759678	RC_740	151	101	213	76	0	3	0	1	2	1
chr3	12760148	12761268	RC_741	340	159	409	213	0	8	1	1	4	5
chr3	12760148	12761268	RC_742	340	159	409	213	0	8	1	1	4	5
chr3	13075515	13075769	RC_743	69	41	96	49	0	2	0	0	1	1
chr3	13075515	13075769	RC_744	69	41	96	49	0	2	0	0	1	1
chr3	13078133	13079442	RC_745	435	200	432	243	0	17	4	1	12	9
chr3	13078133	13079442	RC_746	435	200	432	243	0	17	4	1	12	9
chr3	13079739	13080210	RC_747	125	91	172	84	0	3	0	0	2	2
chr3	13079739	13080210	RC_748	125	91	172	84	0	3	0	0	2	2
chr3	13084767	13085819	RC_749	258	161	422	212	0	8	2	2	3	5
chr3	13084767	13085819	RC_750	258	161	422	212	0	8	2	2	3	5
chr3	13243040	13252243	RC_751	2908	1815	2878	1603	0	191	26	39	100	93
chr3	13243040	13252243	RC_752	2908	1815	2878	1603	0	191	26	39	100	93
chr3	13436134	13436178	RC_753	18	12	11	4	0	0	0	0	0	0
