chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr10	1156217	1157217	Amillepora16857	7	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1	2	3	2	2	0	0	4
chr10	1267602	1268602	Amillepora16873	9	8	2	6	0	5	0	0	0	0	1	0	36	25	18	18	27	29	8	2	2	4	6	12
chr10	1266247	1267247	Amillepora16872	36	18	22	17	29	27	9	15	9	10	11	10	36	32	12	20	15	23	15	6	13	7	18	13
chr10	1191492	1192492	Amillepora16861	2	3	0	0	0	0	0	0	0	0	0	1	4	2	0	2	0	5	6	2	3	0	0	5
chr10	1207621	1208621	Amillepora16863	6	0	0	0	0	0	0	0	0	0	0	0	5	2	2	8	0	2	4	2	0	2	0	0
chr10	1201372	1202372	Amillepora16862	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	4	1	3	0	2	0	0	2
chr10	1235617	1236617	Amillepora16867	103	31	5	19	2	2	13	4	1	4	11	7	14	12	6	21	9	9	12	5	7	5	11	9
chr10	1217850	1218850	Amillepora16864	12	1	0	2	0	1	5	0	0	1	0	1	6	2	2	7	1	3	2	0	1	2	2	6
chr10	1253961	1254961	Amillepora16871	0	0	0	0	0	0	2	0	0	0	0	0	5	4	2	6	4	5	8	5	2	0	0	11
chr10	1233158	1234158	Amillepora16865	46	10	2	2	2	1	8	0	1	0	2	0	18	19	4	8	7	11	27	0	3	3	3	10
chr10	1237977	1238977	Amillepora16868	41	12	2	14	4	2	20	12	4	7	38	13	12	3	5	2	3	4	4	5	7	7	8	22
chr10	1234988	1235988	Amillepora16866	155	55	7	20	6	7	41	4	3	2	13	10	33	14	6	15	8	12	15	2	2	4	15	10
chr10	1328314	1329314	Amillepora16877	1	0	0	0	0	0	2	1	1	1	0	0	4	5	1	4	0	1	0	2	0	0	0	6
chr10	1322125	1323125	Amillepora16875	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	1	0	5	0	0	5	4	2
chr10	1328661	1329661	Amillepora16876	2	0	0	0	0	0	0	2	1	0	0	0	4	4	1	6	0	0	0	1	0	0	0	2
chr10	1302485	1303485	Amillepora16874	25	14	32	12	11	36	13	12	10	21	4	20	52	20	6	15	16	22	39	4	11	27	10	32
chr10	1479991	1480991	Amillepora16891	2	2	0	2	0	4	14	2	1	2	9	3	12	9	9	5	1	1	14	17	15	7	14	27
chr10	1467808	1468808	Amillepora16888	1	9	0	0	0	0	2	1	0	0	0	1	8	2	1	1	0	4	4	0	2	0	4	1
chr10	1471970	1472970	Amillepora16890	54	26	14	14	7	36	61	37	14	31	66	43	34	28	17	30	17	27	26	15	25	23	14	47
chr10	1463797	1464797	Amillepora16886	2	4	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	3	0	0	0	0	2
chr10	1472866	1473866	Amillepora16889	23	15	9	13	13	7	17	7	3	5	7	7	57	18	20	29	18	14	48	13	18	15	6	24
chr10	1434109	1435109	Amillepora16878	14	2	2	3	2	1	0	0	0	2	2	0	12	9	10	2	6	3	0	4	1	4	2	6
chr10	1443746	1444746	Amillepora16884	14	4	6	0	0	3	0	2	0	0	0	0	18	22	11	15	5	19	20	10	8	8	10	19
chr10	1447431	1448431	Amillepora16885	26	6	0	0	0	0	3	0	0	0	1	2	7	3	4	2	1	6	2	0	0	2	0	0
chr10	1542563	1543563	Amillepora16898	7	2	0	0	0	0	0	0	0	1	1	0	8	4	0	2	1	0	4	0	9	2	0	2
chr10	1491348	1492348	Amillepora16892	0	2	0	0	0	0	0	0	0	0	0	0	12	1	0	2	0	6	4	0	0	1	0	2
chr10	1494560	1495560	Amillepora16893	4	2	0	0	1	0	0	0	0	0	0	0	9	8	4	10	1	6	6	6	2	4	9	0
chr10	1578487	1579487	Amillepora16899	8	2	0	0	0	0	0	2	0	2	2	0	10	4	6	1	3	5	18	0	6	7	5	13
chr10	1543308	1544308	Amillepora16897	26	13	0	0	3	1	2	0	1	0	2	2	2	1	2	5	2	0	8	4	10	5	0	7
chr10	1511093	1512093	Amillepora16894	17	0	0	0	8	0	6	24	25	14	29	10	2	0	0	1	0	5	14	9	7	5	7	3
chr10	1526551	1527551	Amillepora16896	22	8	0	2	0	0	0	0	0	0	0	0	0	2	5	4	0	3	6	5	1	2	0	12
chr10	1519295	1520295	Amillepora16895	4	2	10	4	3	5	3	0	0	2	1	2	15	15	19	12	15	11	16	15	18	12	13	21
chr10	1649051	1650051	Amillepora16902	6	0	0	0	0	0	1	0	0	0	2	0	10	4	0	7	2	5	17	0	1	1	0	1
chr10	1593546	1594546	Amillepora16900	8	2	0	0	2	4	1	1	0	0	6	5	9	13	1	5	7	5	14	4	3	6	5	15
chr10	1659621	1660621	Amillepora16901	8	0	0	0	2	0	0	0	0	0	0	2	11	1	0	0	4	0	15	2	0	2	0	4
chr10	1677639	1678639	Amillepora16903	7	2	0	0	0	2	5	0	0	1	0	0	7	7	3	4	6	6	9	0	0	12	2	14
chr10	1741689	1742689	Amillepora16905	2	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	1	3	0	0	0	0	4
chr10	1715395	1716395	Amillepora16904	25	9	0	8	2	1	7	4	1	6	4	0	2	2	1	13	2	2	16	15	14	11	9	22
chr10	1756457	1757457	Amillepora16906	2	1	0	0	0	0	2	0	0	0	0	0	1	2	0	3	4	2	5	0	0	3	4	0
chr10	1828427	1829427	Amillepora16914	2	0	0	0	0	0	2	0	0	0	0	0	10	2	4	0	2	0	10	0	3	0	4	2
chr10	1818893	1819893	Amillepora16913	4	2	0	0	0	0	0	0	0	0	1	0	4	14	2	2	0	0	8	2	1	2	6	4
chr10	1799113	1800113	Amillepora16908	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	3	4	4	2	0	0	0	0	0
chr10	1773118	1774118	Amillepora16907	7	3	1	3	0	4	7	2	0	2	6	6	11	5	4	2	1	1	12	2	9	2	5	22
chr10	1854953	1855953	Amillepora16915	5	0	0	0	0	0	1	0	0	3	5	2	9	7	3	1	1	4	2	0	2	0	0	4
chr10	1882907	1883907	Amillepora16917	56	26	16	39	2	32	17	10	2	10	24	6	49	33	23	37	19	32	44	10	9	15	25	40
chr10	1938453	1939453	Amillepora16921	44	36	76	34	57	64	0	0	0	0	0	0	86	85	58	75	51	103	8	2	0	4	3	4
chr10	1937106	1938106	Amillepora16919	428	349	353	407	334	463	294	297	177	214	426	336	236	309	160	204	154	303	90	84	123	65	125	186
chr10	1917447	1918447	Amillepora16918	83	57	20	37	22	40	2	0	0	0	0	0	58	26	18	25	3	13	15	4	9	6	0	9
chr10	1937680	1938680	Amillepora16920	194	171	140	169	163	172	79	115	68	73	137	120	183	221	95	174	107	184	27	24	26	22	21	67
chr10	1991501	1992501	Amillepora16922	2	2	0	0	0	0	0	1	0	0	0	0	10	0	3	12	3	2	5	0	0	5	0	3
chr10	2047046	2048046	Amillepora16928	9	1	0	0	2	1	0	0	2	1	0	0	7	4	2	7	3	3	10	2	2	4	1	15
chr10	2025251	2026251	Amillepora16926	16	5	0	1	0	0	6	0	0	0	2	0	7	1	4	2	0	4	7	0	2	0	0	4
chr10	2025695	2026695	Amillepora16925	8	4	0	0	0	0	4	0	0	0	0	0	5	1	3	4	0	5	9	0	2	2	0	4
chr10	2018105	2019105	Amillepora16923	11	2	2	1	0	0	1	0	0	0	5	0	12	6	4	6	2	6	10	2	3	1	4	9
chr10	2072302	2073302	Amillepora16929	15	0	2	2	0	0	7	0	0	1	1	0	9	0	2	2	4	4	12	0	1	4	0	5
chr10	2085150	2086150	Amillepora16931	12	12	2	0	1	3	2	0	0	1	7	0	14	6	5	13	4	4	9	1	7	2	4	3
chr10	2094833	2095833	Amillepora16932	5	1	1	0	0	0	0	0	0	0	0	0	13	3	8	6	5	3	9	2	0	9	2	8
chr10	2081697	2082697	Amillepora16930	27	9	1	3	2	2	7	1	0	0	4	2	13	11	3	14	6	4	24	6	4	11	8	14
chr10	2111461	2112461	Amillepora16933	127	162	240	160	135	294	341	244	132	239	310	270	210	196	180	196	134	211	247	179	241	202	168	367
chr10	2145998	2146998	Amillepora16934	2	0	2	1	1	0	2	0	0	0	0	0	5	0	0	0	0	0	7	0	2	2	3	4
chr10	2168383	2169383	Amillepora16937	0	0	0	0	0	0	5	0	0	0	3	0	10	8	16	14	9	12	14	7	18	7	15	14
chr10	2248320	2249320	Amillepora16946	8	0	0	0	0	0	0	0	0	0	0	0	10	2	4	3	0	1	15	4	3	10	4	9
chr10	2253109	2254109	Amillepora16947	26	7	2	2	1	2	8	1	1	1	1	1	31	16	4	13	5	16	21	8	5	21	1	21
chr10	2189122	2190122	Amillepora16939	38	2	0	0	0	0	1	0	2	0	7	1	15	1	7	8	2	8	19	9	12	7	9	21
chr10	2209509	2210509	Amillepora16941	47	29	26	46	14	26	30	19	4	13	22	16	31	15	19	17	8	24	18	0	2	7	0	2
chr10	2147874	2148874	Amillepora16936	27	5	4	6	1	0	0	0	0	0	0	2	7	3	3	4	6	6	10	3	2	4	0	10
chr10	2230833	2231833	Amillepora16944	261	215	80	116	82	151	149	82	17	85	109	75	90	55	42	49	20	51	65	30	34	49	48	89
chr10	2225348	2226348	Amillepora16943	4	8	9	11	4	1	30	58	42	29	36	30	14	7	3	10	9	2	9	2	15	5	2	10
chr10	2210439	2211439	Amillepora16940	9	2	0	0	0	0	0	2	0	0	2	0	18	6	3	5	0	0	4	0	3	2	1	15
chr10	2249302	2250302	Amillepora16945	52	25	7	7	5	5	5	11	1	4	8	9	16	6	2	13	5	7	17	3	4	5	7	13
chr10	2263971	2264971	Amillepora16948	10	2	0	0	0	0	0	0	0	0	2	0	14	5	4	4	1	6	11	5	3	4	4	8
chr10	2363411	2364411	Amillepora16958	131	36	13	10	18	10	86	27	22	32	69	49	15	16	9	14	10	29	7	6	6	7	6	14
chr10	2263930	2264930	Amillepora16949	11	2	0	0	0	0	0	0	0	0	3	0	14	5	4	4	0	5	11	5	3	4	5	6
chr10	2343139	2344139	Amillepora16956	1	2	0	0	0	0	0	0	0	0	0	0	5	3	2	2	0	2	2	2	0	4	0	7
chr10	2281515	2282515	Amillepora16952	7	2	0	0	0	0	2	3	0	0	2	0	5	3	8	1	1	8	7	4	0	0	1	4
chr10	2271960	2272960	Amillepora16950	48	35	29	44	23	35	7	10	8	6	6	12	42	23	11	12	24	18	58	19	32	34	40	77
chr10	2276099	2277099	Amillepora16951	23	24	2	12	5	13	25	5	6	17	6	6	161	130	100	77	59	149	148	62	80	93	81	146
chr10	2321232	2322232	Amillepora16954	20	5	0	4	0	0	28	11	3	10	11	17	56	44	29	42	19	54	46	19	12	20	27	38
chr10	2336587	2337587	Amillepora16953	15	0	0	0	0	1	2	0	0	2	4	0	11	9	6	3	8	4	12	1	9	7	4	6
chr10	2359093	2360093	Amillepora16957	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	1	3	2	0	0	0	2
chr10	2456800	2457800	Amillepora16968	35	26	23	14	17	22	6	9	2	10	13	7	22	16	12	17	14	18	31	26	23	19	28	36
chr10	2431115	2432115	Amillepora16964	18	6	0	2	0	4	7	1	3	3	5	5	61	46	26	30	16	36	58	14	20	33	23	47
chr10	2386585	2387585	Amillepora16961	16	1	1	2	0	0	0	0	0	0	0	0	4	6	0	1	0	4	5	0	2	1	0	2
chr10	2371993	2372993	Amillepora16959	4	1	0	0	0	0	0	0	0	0	0	0	11	4	0	4	4	0	4	2	0	0	4	8
chr10	2440088	2441088	Amillepora16965	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	4	4	8	0	0	2
chr10	2432155	2433155	Amillepora16962	95	45	36	50	40	54	41	69	62	52	38	34	70	67	41	57	21	76	47	21	11	20	24	25
chr10	2478199	2479199	Amillepora16971	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	3	0	0	0	2	0
chr10	2455082	2456082	Amillepora16967	3	2	2	1	0	2	6	2	6	10	8	4	9	10	3	1	5	7	9	8	8	14	6	4
chr10	2445700	2446700	Amillepora16966	14	6	16	19	12	8	10	32	31	11	22	15	23	33	19	7	6	34	28	6	22	23	11	35
chr10	2542262	2543262	Amillepora16977	10	17	55	31	40	46	0	0	0	0	1	0	50	41	21	46	17	19	6	4	5	3	6	19
chr10	2495949	2496949	Amillepora16972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	1	1
chr10	2519879	2520879	Amillepora16974	41	5	6	16	4	13	8	7	8	16	9	4	33	13	10	10	23	15	22	16	11	15	4	24
chr10	2525496	2526496	Amillepora16975	2	0	0	0	0	0	0	0	0	0	0	0	14	4	4	9	2	4	1	4	0	2	1	4
chr10	2551255	2552255	Amillepora16979	5	2	0	0	0	3	2	0	0	4	0	5	6	10	8	7	4	5	15	6	8	2	3	8
chr10	2571280	2572280	Amillepora16980	3	0	0	2	0	0	0	0	0	2	0	0	11	2	4	2	0	0	1	0	0	2	0	2
chr10	2548927	2549927	Amillepora16978	4	2	3	0	1	1	3	6	10	12	1	0	16	13	4	6	5	9	40	30	28	30	42	78
chr10	2543235	2544235	Amillepora16976	70	23	10	8	2	12	17	1	1	4	14	6	16	2	13	8	4	11	23	2	7	13	13	24
chr10	2515797	2516797	Amillepora16973	7	2	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	5	2	0	0	2	8
chr10	2643233	2644233	Amillepora16985	1	0	2	0	0	2	1	0	0	0	3	0	18	7	2	6	0	2	5	0	0	2	2	5
chr10	2629050	2630050	Amillepora16984	3	0	0	0	0	0	1	0	0	0	0	0	4	2	2	6	2	1	5	0	0	0	0	3
chr10	2668627	2669627	Amillepora16988	280	112	133	162	99	149	121	116	48	72	157	122	132	80	63	93	58	86	141	74	91	76	52	166
chr10	2596475	2597475	Amillepora16982	12	7	0	0	0	1	12	12	5	3	6	20	15	6	12	14	9	8	7	4	2	7	5	12
chr10	2611129	2612129	Amillepora16983	219	88	50	77	20	58	30	6	0	11	16	14	66	21	11	41	12	22	41	11	10	16	5	14
chr10	2679343	2680343	Amillepora16991	20	4	0	0	0	0	2	0	0	0	3	1	15	4	1	11	4	2	12	3	0	0	0	3
chr10	2654373	2655373	Amillepora16987	1	0	0	0	0	0	2	0	0	0	0	2	17	2	2	3	0	5	8	2	3	0	2	9
chr10	2652208	2653208	Amillepora16986	5	5	1	0	0	0	2	0	0	0	1	0	3	1	2	4	0	0	4	1	5	2	2	6
chr10	2590420	2591420	Amillepora16981	2	0	0	0	0	1	0	0	0	1	2	0	2	2	3	1	2	2	7	2	2	0	0	5
chr10	2679250	2680250	Amillepora16989	17	4	0	0	0	0	2	0	0	0	3	0	15	4	1	10	5	3	15	3	0	0	0	3
chr10	2680327	2681327	Amillepora16990	114	90	85	94	105	98	88	47	19	64	71	62	81	70	39	94	45	66	48	32	33	27	25	42
chr10	2698056	2699056	Amillepora16993	1	0	0	0	0	0	0	0	0	0	0	0	9	3	1	2	1	0	12	2	3	2	3	2
chr10	2754363	2755363	Amillepora16999	11	1	0	0	0	1	0	0	0	1	1	2	15	1	3	8	6	5	5	0	4	2	4	11
chr10	2735448	2736448	Amillepora16997	13	5	0	0	2	2	3	2	0	4	4	5	13	0	0	2	4	7	6	2	0	5	5	8
chr10	2729653	2730653	Amillepora16996	4	2	0	0	1	0	0	2	1	0	0	0	8	5	0	6	5	4	7	3	0	2	2	3
chr10	2755322	2756322	Amillepora16998	95	78	103	54	55	91	40	21	23	29	33	16	118	93	54	81	54	93	82	26	44	39	32	77
chr10	2698043	2699043	Amillepora16992	1	0	0	0	0	0	0	0	0	0	0	0	9	3	2	2	1	0	12	2	3	2	3	2
