chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr1	22297484	22298276	RC_96	0	34	32	24	13	29	2	9	16	19	1	10	77	50	53	44	35	61	64	31	31	28	26	65
chr1	22298361	22298484	RC_97	0	0	0	0	0	0	0	0	0	0	0	0	30	17	16	13	16	21	16	20	7	11	9	25
chr1	22298361	22298484	RC_98	0	0	0	0	0	0	0	0	0	0	0	0	30	17	16	13	16	21	16	20	7	11	9	25
chr1	22298687	22298809	RC_99	0	49	21	0	23	36	0	13	11	14	0	0	5	2	2	2	2	4	5	7	2	1	4	5
chr1	22298687	22298809	RC_100	0	49	21	0	23	36	0	13	11	14	0	0	5	2	2	2	2	4	5	7	2	1	4	5
chr1	22298860	22299995	RC_101	6	130	119	33	103	179	4	105	56	88	18	22	137	77	54	56	36	98	101	39	53	78	48	105
chr1	22298860	22299995	RC_102	6	130	119	33	103	179	4	105	56	88	18	22	137	77	54	56	36	98	101	39	53	78	48	105
chr1	22602261	22602380	RC_103	0	0	0	0	0	0	7	6	4	5	4	7	0	0	0	0	2	0	12	0	4	3	1	13
chr1	22602261	22602380	RC_104	0	0	0	0	0	0	7	6	4	5	4	7	0	0	0	0	2	0	12	0	4	3	1	13
chr1	22603828	22608251	RC_105	66	72	120	88	88	103	249	293	290	333	92	130	205	160	90	136	61	143	540	165	257	293	118	291
chr1	22603828	22608251	RC_106	66	72	120	88	88	103	249	293	290	333	92	130	205	160	90	136	61	143	540	165	257	293	118	291
chr1	22608417	22609109	RC_107	7	10	0	2	0	2	12	6	7	10	13	3	15	9	5	5	6	4	47	6	14	10	9	19
chr1	22608417	22609109	RC_108	7	10	0	2	0	2	12	6	7	10	13	3	15	9	5	5	6	4	47	6	14	10	9	19
chr1	22609447	22609824	RC_109	0	0	0	0	0	0	4	8	1	8	0	7	5	0	2	0	0	1	18	9	11	13	3	15
chr1	22609447	22609824	RC_110	0	0	0	0	0	0	4	8	1	8	0	7	5	0	2	0	0	1	18	9	11	13	3	15
chr1	23021387	23023467	RC_111	20	7	0	2	0	4	21	10	0	9	23	14	29	18	13	19	14	23	61	13	15	26	17	39
chr1	23021387	23023467	RC_112	20	7	0	2	0	4	21	10	0	9	23	14	29	18	13	19	14	23	61	13	15	26	17	39
chr1	23119256	23120276	RC_113	1	22	29	6	14	34	6	13	10	6	4	2	19	13	7	11	16	13	27	20	10	19	13	24
chr1	23119256	23120276	RC_114	1	22	29	6	14	34	6	13	10	6	4	2	19	13	7	11	16	13	27	20	10	19	13	24
chr1	24318453	24318604	RC_115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	2	0	2	3	3
chr1	24318453	24318604	RC_116	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	2	0	2	3	3
chr1	24319368	24319945	RC_117	6	3	2	3	0	0	33	14	6	7	23	20	13	7	4	4	10	9	37	24	28	26	24	44
chr1	24319368	24319945	RC_118	6	3	2	3	0	0	33	14	6	7	23	20	13	7	4	4	10	9	37	24	28	26	24	44
chr1	24320120	24321736	RC_119	4	18	14	3	6	13	69	33	20	55	42	51	19	22	0	19	4	17	158	38	69	61	32	102
chr1	24320120	24321736	RC_120	4	18	14	3	6	13	69	33	20	55	42	51	19	22	0	19	4	17	158	38	69	61	32	102
chr1	24322545	24323203	RC_121	1	0	0	1	0	0	3	0	0	7	0	0	14	7	10	7	3	7	64	28	39	53	15	63
chr1	24322545	24323203	RC_122	1	0	0	1	0	0	3	0	0	7	0	0	14	7	10	7	3	7	64	28	39	53	15	63
chr1	24323765	24323893	RC_123	0	0	0	0	0	0	62	34	35	33	28	26	11	1	4	3	1	3	73	22	42	49	27	58
chr1	24323765	24323893	RC_124	0	0	0	0	0	0	62	34	35	33	28	26	11	1	4	3	1	3	73	22	42	49	27	58
chr1	24342070	24342294	RC_125	16	9	9	12	7	10	26	9	5	13	15	20	8	6	3	4	6	12	14	2	3	5	1	7
chr1	24342070	24342294	RC_126	16	9	9	12	7	10	26	9	5	13	15	20	8	6	3	4	6	12	14	2	3	5	1	7
chr1	24781917	24785295	RC_127	68	54	37	35	34	45	23	32	28	27	39	30	134	48	55	50	43	68	55	22	30	33	35	81
chr1	24781917	24785295	RC_128	68	54	37	35	34	45	23	32	28	27	39	30	134	48	55	50	43	68	55	22	30	33	35	81
chr1	24788773	24788882	RC_129	4	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	3	1	0	1	0	0
chr1	24788773	24788882	RC_130	4	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	3	1	0	1	0	0
chr1	24960910	24960979	RC_131	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
chr1	24960910	24960979	RC_132	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
chr1	25071616	25072053	RC_133	0	2	0	2	0	0	0	0	0	0	0	2	38	30	7	18	5	18	17	4	5	6	3	18
chr1	25071616	25072053	RC_134	0	2	0	2	0	0	0	0	0	0	0	2	38	30	7	18	5	18	17	4	5	6	3	18
chr1	25227831	25229628	RC_135	29	15	10	6	9	18	22	14	8	15	11	11	75	42	17	42	22	47	60	21	26	16	32	44
chr1	25227831	25229628	RC_136	29	15	10	6	9	18	22	14	8	15	11	11	75	42	17	42	22	47	60	21	26	16	32	44
chr1	25229671	25231286	RC_137	20	15	20	21	4	22	12	6	6	9	12	10	36	4	12	13	9	17	14	5	1	9	4	6
chr1	25229671	25231286	RC_138	20	15	20	21	4	22	12	6	6	9	12	10	36	4	12	13	9	17	14	5	1	9	4	6
chr1	25297382	25297451	RC_139	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0
chr1	25297382	25297451	RC_140	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0
chr1	25377114	25377358	RC_141	2	0	0	1	0	0	0	1	0	1	0	0	2	0	0	1	1	1	0	0	0	0	1	0
chr1	25377114	25377358	RC_142	2	0	0	1	0	0	0	1	0	1	0	0	2	0	0	1	1	1	0	0	0	0	1	0
chr1	25410194	25411726	RC_143	0	3	1	0	2	1	0	2	2	0	0	0	12	14	9	13	16	9	10	12	12	9	11	13
chr1	25410194	25411726	RC_144	0	3	1	0	2	1	0	2	2	0	0	0	12	14	9	13	16	9	10	12	12	9	11	13
chr1	25906946	25910158	RC_145	13	43	23	33	17	40	10	25	9	7	10	8	67	44	19	41	20	34	41	27	34	25	18	61
chr1	25906946	25910158	RC_146	13	43	23	33	17	40	10	25	9	7	10	8	67	44	19	41	20	34	41	27	34	25	18	61
chr1	25925329	25925878	RC_147	44	54	18	24	17	33	5	5	7	10	3	5	31	12	12	9	15	25	16	17	5	10	10	20
chr1	25925329	25925878	RC_148	44	54	18	24	17	33	5	5	7	10	3	5	31	12	12	9	15	25	16	17	5	10	10	20
chr1	26716612	26719874	RC_149	10	8	0	0	0	3	9	1	1	0	5	4	18	12	5	8	7	12	34	5	12	16	11	36
chr1	26716612	26719874	RC_150	10	8	0	0	0	3	9	1	1	0	5	4	18	12	5	8	7	12	34	5	12	16	11	36
chr1	27985206	27990894	RC_151	220	152	143	115	116	147	115	113	88	88	131	118	524	421	267	363	346	425	295	257	226	220	224	346
chr1	27985206	27990894	RC_152	220	152	143	115	116	147	115	113	88	88	131	118	524	421	267	363	346	425	295	257	226	220	224	346
chr1	28645845	28648764	RC_153	37	33	33	23	21	18	24	41	20	36	38	42	133	104	96	89	62	99	121	78	111	107	90	178
chr1	28645845	28648764	RC_154	37	33	33	23	21	18	24	41	20	36	38	42	133	104	96	89	62	99	121	78	111	107	90	178
chr1	28904078	28906910	RC_155	51	25	13	18	19	29	38	12	11	25	19	28	52	45	34	47	42	59	38	10	28	22	23	34
chr1	28904078	28906910	RC_156	51	25	13	18	19	29	38	12	11	25	19	28	52	45	34	47	42	59	38	10	28	22	23	34
chr1	30015858	30015985	RC_157	1	6	6	2	1	1	2	2	0	3	4	7	73	45	30	30	34	56	21	20	18	15	16	31
chr1	30015858	30015985	RC_158	1	6	6	2	1	1	2	2	0	3	4	7	73	45	30	30	34	56	21	20	18	15	16	31
chr1	30016274	30016607	RC_159	35	10	10	9	4	9	51	37	29	49	42	69	136	67	54	88	28	93	124	68	78	62	67	131
chr1	30016274	30016607	RC_160	35	10	10	9	4	9	51	37	29	49	42	69	136	67	54	88	28	93	124	68	78	62	67	131
chr1	30695980	30696118	RC_161	2	1	0	0	0	0	0	0	0	0	0	0	2	4	1	1	1	1	0	0	3	1	0	1
chr1	30695980	30696118	RC_162	2	1	0	0	0	0	0	0	0	0	0	0	2	4	1	1	1	1	0	0	3	1	0	1
chr1	30696383	30696645	RC_163	1	0	0	0	0	0	0	0	0	1	0	0	5	3	3	4	2	2	7	0	0	2	1	6
chr1	30696383	30696645	RC_164	1	0	0	0	0	0	0	0	0	1	0	0	5	3	3	4	2	2	7	0	0	2	1	6
chr1	30696868	30697315	RC_165	10	0	0	2	0	0	1	0	0	2	0	0	8	2	2	8	0	5	6	0	2	2	1	3
chr1	30696868	30697315	RC_166	10	0	0	2	0	0	1	0	0	2	0	0	8	2	2	8	0	5	6	0	2	2	1	3
chr1	31107843	31108071	RC_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
chr1	31107843	31108071	RC_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
chr1	31548554	31549140	RC_169	11	38	19	6	14	27	8	3	3	6	5	6	39	24	14	19	8	11	26	10	6	12	11	24
chr1	31548554	31549140	RC_170	11	38	19	6	14	27	8	3	3	6	5	6	39	24	14	19	8	11	26	10	6	12	11	24
chr1	32733815	32734178	RC_171	8	3	0	0	0	0	0	0	2	2	0	0	11	3	3	8	2	2	17	0	5	12	1	12
chr1	32733815	32734178	RC_172	8	3	0	0	0	0	0	0	2	2	0	0	11	3	3	8	2	2	17	0	5	12	1	12
chr1	32757285	32757385	RC_173	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	1	0	0	1
chr1	32757285	32757385	RC_174	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	1	0	0	1
chr1	32757452	32757664	RC_175	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	0	1	0	0	1
chr1	32757452	32757664	RC_176	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	5	0	1	0	0	1
chr1	33483442	33487459	RC_177	14	10	18	5	8	39	2	1	1	3	4	3	74	68	38	56	33	67	46	16	17	11	18	25
chr1	33483442	33487459	RC_178	14	10	18	5	8	39	2	1	1	3	4	3	74	68	38	56	33	67	46	16	17	11	18	25
chr1	33653799	33653955	RC_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	33653799	33653955	RC_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	36278456	36278511	RC_181	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	1	0	0	2	0	1	2	0	0
chr1	36278456	36278511	RC_182	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	1	0	0	2	0	1	2	0	0
chr1	36664172	36664220	RC_183	30	20	13	29	22	20	2	2	5	6	9	6	12	11	3	8	6	8	15	8	11	3	10	15
chr1	36664172	36664220	RC_184	30	20	13	29	22	20	2	2	5	6	9	6	12	11	3	8	6	8	15	8	11	3	10	15
chr1	38158198	38158520	RC_185	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
chr1	38158198	38158520	RC_186	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
chr1	38829154	38829213	RC_187	2	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	4	1	0	0	0	0
chr1	38829154	38829213	RC_188	2	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	1	4	1	0	0	0	0
chr10	27435	27539	RC_189	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	2	0	2
chr10	27435	27539	RC_190	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	2	0	2
chr10	30012	30129	RC_191	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	3	0	0	0	1	2
chr10	30012	30129	RC_192	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	3	0	0	0	1	2
chr10	1697212	1700000	RC_193	172	82	32	51	31	57	38	12	6	14	11	39	153	62	40	71	34	48	65	21	29	35	31	60
chr10	1697212	1700000	RC_194	172	82	32	51	31	57	38	12	6	14	11	39	153	62	40	71	34	48	65	21	29	35	31	60
chr10	1700003	1701799	RC_195	18	4	10	6	13	9	10	15	48	18	10	6	102	113	73	92	69	90	93	69	89	60	90	124
chr10	1700003	1701799	RC_196	18	4	10	6	13	9	10	15	48	18	10	6	102	113	73	92	69	90	93	69	89	60	90	124
chr10	4769961	4770520	RC_197	3	1	0	1	0	0	0	0	0	0	1	0	26	13	9	15	7	15	23	8	11	5	8	19
chr10	4769961	4770520	RC_198	3	1	0	1	0	0	0	0	0	0	1	0	26	13	9	15	7	15	23	8	11	5	8	19
chr10	5423543	5424601	RC_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5	0	0	0	0	0
chr10	5423543	5424601	RC_200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5	0	0	0	0	0
chr10	5522625	5524722	RC_201	42	13	2	4	6	3	54	10	7	12	36	24	78	52	18	41	11	40	108	45	67	85	71	113
chr10	5522625	5524722	RC_202	42	13	2	4	6	3	54	10	7	12	36	24	78	52	18	41	11	40	108	45	67	85	71	113
chr10	5525032	5526237	RC_203	4	1	0	1	0	1	89	78	38	71	131	98	13	11	7	11	2	13	83	52	62	61	71	119
chr10	5525032	5526237	RC_204	4	1	0	1	0	1	89	78	38	71	131	98	13	11	7	11	2	13	83	52	62	61	71	119
chr10	5689779	5692238	RC_205	4	0	4	1	1	0	2	2	2	0	0	0	9	17	9	11	6	25	10	7	8	7	4	5
