chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr1	374884	374955	LTR_12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr1	542440	542562	LTR_13	2	5	4	3	3	3	1	0	1	3	1	1	33	29	18	15	13	34	27	14	30	23	21	27
chr1	542440	542562	LTR_14	2	5	4	3	3	3	1	0	1	3	1	1	33	29	18	15	13	34	27	14	30	23	21	27
chr1	864387	866639	LTR_15	771	637	1045	1015	1017	1062	833	1081	916	808	1231	897	867	957	623	651	618	935	705	579	699	599	741	1193
chr1	864387	866639	LTR_16	771	637	1045	1015	1017	1062	833	1081	916	808	1231	897	867	957	623	651	618	935	705	579	699	599	741	1193
chr1	1112422	1112555	LTR_17	9	8	21	19	12	23	12	21	11	26	16	25	9	4	5	10	6	13	9	6	5	10	4	16
chr1	1112422	1112555	LTR_18	9	8	21	19	12	23	12	21	11	26	16	25	9	4	5	10	6	13	9	6	5	10	4	16
chr1	1112841	1112884	LTR_19	25	22	8	18	20	18	18	20	11	20	28	30	27	19	15	9	11	21	10	4	3	11	10	18
chr1	1112841	1112884	LTR_20	25	22	8	18	20	18	18	20	11	20	28	30	27	19	15	9	11	21	10	4	3	11	10	18
chr1	1112986	1113129	LTR_21	1	2	2	4	4	7	1	2	1	2	0	2	8	3	4	6	5	9	2	4	5	1	6	5
chr1	1112986	1113129	LTR_22	1	2	2	4	4	7	1	2	1	2	0	2	8	3	4	6	5	9	2	4	5	1	6	5
chr1	1128223	1128352	LTR_23	21	22	13	18	18	20	19	27	20	17	24	22	46	25	24	28	17	32	36	18	14	28	17	51
chr1	1128223	1128352	LTR_24	21	22	13	18	18	20	19	27	20	17	24	22	46	25	24	28	17	32	36	18	14	28	17	51
chr1	1346794	1346867	LTR_25	27	13	4	16	7	11	11	4	1	5	8	8	37	38	22	27	21	40	8	7	11	4	2	20
chr1	1346794	1346867	LTR_26	27	13	4	16	7	11	11	4	1	5	8	8	37	38	22	27	21	40	8	7	11	4	2	20
chr1	1378097	1378251	LTR_27	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	1	0
chr1	1378097	1378251	LTR_28	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	1	0
chr1	1490529	1490836	LTR_29	1	2	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	4	4	0	0	0	0	0
chr1	1490529	1490836	LTR_30	1	2	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	4	4	0	0	0	0	0
chr1	1537431	1537609	LTR_31	9	0	0	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1
chr1	1537431	1537609	LTR_32	9	0	0	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1
chr1	1692402	1692903	LTR_33	0	0	0	0	0	0	0	0	0	0	0	0	9	4	6	4	6	2	4	2	3	0	3	2
chr1	1692402	1692903	LTR_34	0	0	0	0	0	0	0	0	0	0	0	0	9	4	6	4	6	2	4	2	3	0	3	2
chr1	1944637	1946088	LTR_35	99	41	0	8	4	6	10	0	1	4	13	0	27	16	6	20	7	9	14	7	13	9	6	11
chr1	1944637	1946088	LTR_36	99	41	0	8	4	6	10	0	1	4	13	0	27	16	6	20	7	9	14	7	13	9	6	11
chr1	1947168	1947330	LTR_37	11	12	14	17	18	31	0	0	0	0	0	0	50	44	28	45	24	52	0	1	1	0	0	2
chr1	1947168	1947330	LTR_38	11	12	14	17	18	31	0	0	0	0	0	0	50	44	28	45	24	52	0	1	1	0	0	2
chr1	2078348	2078462	LTR_39	10	10	2	13	4	10	9	9	4	4	20	15	27	20	16	13	8	22	21	7	8	15	10	22
chr1	2078348	2078462	LTR_40	10	10	2	13	4	10	9	9	4	4	20	15	27	20	16	13	8	22	21	7	8	15	10	22
chr1	2079979	2080249	LTR_41	23	15	14	15	14	11	20	7	11	12	9	11	24	20	8	9	13	6	12	2	6	9	6	17
chr1	2079979	2080249	LTR_42	23	15	14	15	14	11	20	7	11	12	9	11	24	20	8	9	13	6	12	2	6	9	6	17
chr1	2166125	2166554	LTR_43	0	0	2	0	0	2	0	0	0	0	0	0	2	2	2	3	2	5	7	4	1	4	6	6
chr1	2166125	2166554	LTR_44	0	0	2	0	0	2	0	0	0	0	0	0	2	2	2	3	2	5	7	4	1	4	6	6
chr1	2166611	2166722	LTR_45	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	3	0	0
chr1	2166611	2166722	LTR_46	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	3	0	0
chr1	2336661	2337531	LTR_47	19	4	0	0	0	0	0	0	0	0	3	0	27	4	4	7	7	4	19	2	2	5	0	4
chr1	2336661	2337531	LTR_48	19	4	0	0	0	0	0	0	0	0	3	0	27	4	4	7	7	4	19	2	2	5	0	4
chr1	2506834	2506937	LTR_49	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	0	2	0	0	0
chr1	2506834	2506937	LTR_50	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	2	0	2	0	0	0
chr1	2507697	2507834	LTR_51	15	1	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr1	2507697	2507834	LTR_52	15	1	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr1	2512591	2517602	LTR_53	172	131	117	135	120	125	86	93	52	72	113	95	242	189	124	139	126	195	149	77	97	117	155	191
chr1	2512591	2517602	LTR_54	172	131	117	135	120	125	86	93	52	72	113	95	242	189	124	139	126	195	149	77	97	117	155	191
chr1	2519723	2519768	LTR_55	15	14	9	14	8	15	19	13	6	14	22	15	17	9	4	8	4	5	9	3	6	5	11	6
chr1	2519723	2519768	LTR_56	15	14	9	14	8	15	19	13	6	14	22	15	17	9	4	8	4	5	9	3	6	5	11	6
chr1	2520151	2520670	LTR_57	20	12	13	10	24	23	9	2	7	6	10	11	11	13	7	3	10	9	6	2	1	4	2	6
chr1	2520151	2520670	LTR_58	20	12	13	10	24	23	9	2	7	6	10	11	11	13	7	3	10	9	6	2	1	4	2	6
chr1	2582951	2583629	LTR_59	6	0	2	0	0	3	0	0	0	4	2	1	23	27	21	13	14	28	14	9	22	16	8	28
chr1	2582951	2583629	LTR_60	6	0	2	0	0	3	0	0	0	4	2	1	23	27	21	13	14	28	14	9	22	16	8	28
chr1	2634337	2635567	LTR_61	2	1	0	0	0	0	0	2	1	0	0	0	5	8	4	3	0	2	13	4	5	1	4	13
chr1	2634337	2635567	LTR_62	2	1	0	0	0	0	0	2	1	0	0	0	5	8	4	3	0	2	13	4	5	1	4	13
chr1	2650104	2650229	LTR_63	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	2	2	1	3	1	3	4
chr1	2650104	2650229	LTR_64	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	2	2	1	3	1	3	4
chr1	2654519	2655667	LTR_65	0	4	0	1	0	1	0	1	1	0	0	1	8	14	9	3	8	10	3	4	4	6	8	6
chr1	2654519	2655667	LTR_66	0	4	0	1	0	1	0	1	1	0	0	1	8	14	9	3	8	10	3	4	4	6	8	6
chr1	2656221	2656714	LTR_67	1	0	1	0	0	0	1	12	7	2	4	2	3	0	1	4	2	0	1	2	2	3	2	2
chr1	2656221	2656714	LTR_68	1	0	1	0	0	0	1	12	7	2	4	2	3	0	1	4	2	0	1	2	2	3	2	2
chr1	2674411	2674674	LTR_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2674411	2674674	LTR_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2674768	2675012	LTR_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2674768	2675012	LTR_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2683976	2686548	LTR_73	11	11	11	15	21	23	6	0	0	0	0	2	42	43	20	16	22	41	5	2	4	9	7	14
chr1	2683976	2686548	LTR_74	11	11	11	15	21	23	6	0	0	0	0	2	42	43	20	16	22	41	5	2	4	9	7	14
chr1	2699305	2699987	LTR_75	39	54	63	49	55	59	47	59	48	33	51	46	15	22	15	15	17	13	19	4	22	12	10	19
chr1	2699305	2699987	LTR_76	39	54	63	49	55	59	47	59	48	33	51	46	15	22	15	15	17	13	19	4	22	12	10	19
chr1	2700003	2700860	LTR_77	46	26	24	33	16	23	7	0	6	6	10	6	37	47	24	32	37	44	14	16	15	17	10	23
chr1	2700003	2700860	LTR_78	46	26	24	33	16	23	7	0	6	6	10	6	37	47	24	32	37	44	14	16	15	17	10	23
chr1	2743620	2743931	LTR_79	6	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	1	0	0	0	0	0
chr1	2743620	2743931	LTR_80	6	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	1	0	0	0	0	0
chr1	2747056	2747192	LTR_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2747056	2747192	LTR_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2747497	2747663	LTR_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2747497	2747663	LTR_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2748371	2748524	LTR_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2748371	2748524	LTR_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2767751	2768479	LTR_87	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	2	2	2	0	0	0	1	2
chr1	2767751	2768479	LTR_88	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	2	2	2	0	0	0	1	2
chr1	3295691	3296393	LTR_89	2	0	0	0	0	0	1	0	0	0	0	1	4	2	1	2	0	0	0	0	3	0	0	2
chr1	3295691	3296393	LTR_90	2	0	0	0	0	0	1	0	0	0	0	1	4	2	1	2	0	0	0	0	3	0	0	2
chr1	3319111	3319668	LTR_91	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	0	0	1	0	0
chr1	3319111	3319668	LTR_92	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	0	0	1	0	0
chr1	3377386	3377962	LTR_93	0	0	0	0	0	2	2	0	0	0	0	0	5	0	2	2	2	4	7	2	2	2	4	4
chr1	3377386	3377962	LTR_94	0	0	0	0	0	2	2	0	0	0	0	0	5	0	2	2	2	4	7	2	2	2	4	4
chr1	3389089	3389263	LTR_95	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
chr1	3389089	3389263	LTR_96	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
chr1	3410418	3418215	LTR_97	377	264	290	258	292	310	357	366	374	323	359	327	427	415	305	378	285	430	385	331	417	337	405	654
chr1	3410418	3418215	LTR_98	377	264	290	258	292	310	357	366	374	323	359	327	427	415	305	378	285	430	385	331	417	337	405	654
chr1	3418567	3419055	LTR_99	2	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2
chr1	3418567	3419055	LTR_100	2	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2
chr1	3449962	3450164	LTR_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr1	3449962	3450164	LTR_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr1	3837174	3837327	LTR_103	45	42	79	74	69	89	81	96	86	91	111	108	58	46	50	53	41	68	77	71	69	67	73	94
chr1	3837174	3837327	LTR_104	45	42	79	74	69	89	81	96	86	91	111	108	58	46	50	53	41	68	77	71	69	67	73	94
chr1	3838110	3838337	LTR_105	100	65	71	82	85	98	81	83	69	61	106	75	54	41	34	44	43	47	65	57	45	45	55	85
chr1	3838110	3838337	LTR_106	100	65	71	82	85	98	81	83	69	61	106	75	54	41	34	44	43	47	65	57	45	45	55	85
chr1	3838986	3839272	LTR_107	35	38	68	44	43	53	27	68	82	50	71	69	54	56	44	30	14	49	51	32	48	46	52	69
chr1	3838986	3839272	LTR_108	35	38	68	44	43	53	27	68	82	50	71	69	54	56	44	30	14	49	51	32	48	46	52	69
chr1	3839334	3839468	LTR_109	10	2	0	2	3	1	3	0	0	2	1	1	19	22	13	17	20	20	28	16	18	27	22	35
chr1	3839334	3839468	LTR_110	10	2	0	2	3	1	3	0	0	2	1	1	19	22	13	17	20	20	28	16	18	27	22	35
chr1	3839760	3840180	LTR_111	119	89	85	92	72	108	141	102	73	96	182	154	74	97	68	71	70	84	91	78	85	75	93	158
chr1	3839760	3840180	LTR_112	119	89	85	92	72	108	141	102	73	96	182	154	74	97	68	71	70	84	91	78	85	75	93	158
chr1	3840275	3841634	LTR_113	334	244	176	247	177	237	408	193	172	259	361	315	250	243	192	221	174	252	291	250	324	279	325	482
chr1	3840275	3841634	LTR_114	334	244	176	247	177	237	408	193	172	259	361	315	250	243	192	221	174	252	291	250	324	279	325	482
chr1	3882265	3882413	LTR_115	1	2	0	0	0	1	12	11	9	9	19	7	1	2	0	2	2	2	1	1	6	4	7	12
chr1	3882265	3882413	LTR_116	1	2	0	0	0	1	12	11	9	9	19	7	1	2	0	2	2	2	1	1	6	4	7	12
chr1	3916727	3917345	LTR_117	121	94	77	96	79	109	134	119	90	122	134	114	62	65	75	49	63	90	72	88	83	84	95	172
chr1	3916727	3917345	LTR_118	121	94	77	96	79	109	134	119	90	122	134	114	62	65	75	49	63	90	72	88	83	84	95	172
chr1	3917835	3919531	LTR_119	154	84	82	110	95	87	138	165	139	102	175	119	139	107	57	81	62	93	162	103	135	115	109	225
chr1	3917835	3919531	LTR_120	154	84	82	110	95	87	138	165	139	102	175	119	139	107	57	81	62	93	162	103	135	115	109	225
chr1	3929486	3929975	LTR_121	36	16	18	19	13	20	14	23	23	23	27	26	20	10	15	8	14	28	25	14	17	26	12	50
chr1	3929486	3929975	LTR_122	36	16	18	19	13	20	14	23	23	23	27	26	20	10	15	8	14	28	25	14	17	26	12	50
chr1	3930385	3930462	LTR_123	6	2	0	0	4	5	9	4	1	2	6	0	3	12	5	7	1	13	10	7	13	7	9	14
chr1	3930385	3930462	LTR_124	6	2	0	0	4	5	9	4	1	2	6	0	3	12	5	7	1	13	10	7	13	7	9	14
chr1	3931007	3931520	LTR_125	217	133	197	159	144	179	93	166	137	115	193	142	69	83	48	55	66	89	83	68	73	57	75	143
chr1	3931007	3931520	LTR_126	217	133	197	159	144	179	93	166	137	115	193	142	69	83	48	55	66	89	83	68	73	57	75	143
chr1	4067757	4071028	LTR_127	399	224	115	155	109	165	180	53	30	100	108	124	852	692	479	558	388	667	670	309	461	467	291	770
chr1	4067757	4071028	LTR_128	399	224	115	155	109	165	180	53	30	100	108	124	852	692	479	558	388	667	670	309	461	467	291	770
chr1	4118823	4119249	LTR_129	237	169	97	115	102	164	186	85	82	112	180	144	100	83	56	77	59	98	123	75	65	48	68	124
chr1	4118823	4119249	LTR_130	237	169	97	115	102	164	186	85	82	112	180	144	100	83	56	77	59	98	123	75	65	48	68	124
chr1	4120200	4120345	LTR_131	120	103	63	100	103	106	180	147	119	152	227	152	41	33	28	33	24	48	56	52	42	40	40	89
chr1	4120200	4120345	LTR_132	120	103	63	100	103	106	180	147	119	152	227	152	41	33	28	33	24	48	56	52	42	40	40	89
chr1	4121063	4123416	LTR_133	268	220	170	169	156	264	193	208	187	198	255	215	353	348	226	244	194	325	332	288	354	248	253	527
chr1	4121063	4123416	LTR_134	268	220	170	169	156	264	193	208	187	198	255	215	353	348	226	244	194	325	332	288	354	248	253	527
chr1	4172093	4172454	LTR_135	110	96	84	132	108	102	74	83	54	61	80	61	96	71	47	49	64	74	74	43	60	39	62	91
chr1	4172093	4172454	LTR_136	110	96	84	132	108	102	74	83	54	61	80	61	96	71	47	49	64	74	74	43	60	39	62	91
chr1	4182852	4185244	LTR_137	612	420	490	464	481	537	327	348	274	277	379	361	514	586	420	444	380	631	436	377	516	418	424	743
chr1	4182852	4185244	LTR_138	612	420	490	464	481	537	327	348	274	277	379	361	514	586	420	444	380	631	436	377	516	418	424	743
chr1	4185662	4185778	LTR_139	94	50	54	66	67	68	42	31	56	43	55	46	33	37	30	41	37	44	51	25	24	29	26	55
chr1	4185662	4185778	LTR_140	94	50	54	66	67	68	42	31	56	43	55	46	33	37	30	41	37	44	51	25	24	29	26	55
chr1	4284808	4287258	LTR_141	958	830	916	870	945	1104	761	881	720	730	968	818	788	974	772	618	632	1075	649	631	745	539	788	1134
chr1	4284808	4287258	LTR_142	958	830	916	870	945	1104	761	881	720	730	968	818	788	974	772	618	632	1075	649	631	745	539	788	1134
chr1	4287535	4287863	LTR_143	163	101	135	134	155	145	94	167	141	124	147	114	68	100	80	73	80	104	55	73	70	46	77	139
chr1	4287535	4287863	LTR_144	163	101	135	134	155	145	94	167	141	124	147	114	68	100	80	73	80	104	55	73	70	46	77	139
chr1	4366868	4367034	LTR_145	28	32	14	14	20	28	37	38	44	20	30	26	24	29	9	22	5	22	41	15	17	30	34	47
chr1	4366868	4367034	LTR_146	28	32	14	14	20	28	37	38	44	20	30	26	24	29	9	22	5	22	41	15	17	30	34	47
chr1	4367692	4367796	LTR_147	14	17	16	11	10	20	16	39	24	12	31	20	45	41	24	34	24	47	49	47	40	44	46	89
chr1	4367692	4367796	LTR_148	14	17	16	11	10	20	16	39	24	12	31	20	45	41	24	34	24	47	49	47	40	44	46	89
chr1	4368172	4369450	LTR_149	281	207	186	206	163	220	446	468	361	389	623	500	223	235	147	191	160	236	411	325	302	340	445	642
chr1	4368172	4369450	LTR_150	281	207	186	206	163	220	446	468	361	389	623	500	223	235	147	191	160	236	411	325	302	340	445	642
chr1	4372781	4372825	LTR_151	2	0	0	0	0	0	4	2	2	1	4	3	8	4	1	4	4	6	23	7	8	12	8	18
chr1	4372781	4372825	LTR_152	2	0	0	0	0	0	4	2	2	1	4	3	8	4	1	4	4	6	23	7	8	12	8	18
chr1	4421403	4421460	LTR_153	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	1	0	5
chr1	4421403	4421460	LTR_154	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	1	0	5
chr1	4434394	4434476	LTR_155	30	16	9	11	8	23	18	27	17	14	21	23	4	3	0	5	1	5	7	5	2	4	6	4
chr1	4434394	4434476	LTR_156	30	16	9	11	8	23	18	27	17	14	21	23	4	3	0	5	1	5	7	5	2	4	6	4
chr1	4437948	4441174	LTR_157	839	707	712	665	718	794	724	800	620	694	983	752	817	911	618	622	548	929	648	576	657	576	622	1037
chr1	4437948	4441174	LTR_158	839	707	712	665	718	794	724	800	620	694	983	752	817	911	618	622	548	929	648	576	657	576	622	1037
chr1	4483224	4483302	LTR_159	27	16	14	20	11	17	32	18	10	24	26	21	31	29	13	26	13	25	46	35	46	27	47	59
chr1	4483224	4483302	LTR_160	27	16	14	20	11	17	32	18	10	24	26	21	31	29	13	26	13	25	46	35	46	27	47	59
chr1	4483559	4483947	LTR_161	149	83	78	86	63	103	90	119	89	87	107	62	97	112	80	68	92	114	143	115	106	92	118	200
chr1	4483559	4483947	LTR_162	149	83	78	86	63	103	90	119	89	87	107	62	97	112	80	68	92	114	143	115	106	92	118	200
chr1	4501257	4502912	LTR_163	529	412	360	339	333	482	345	400	266	361	414	340	322	392	228	240	206	359	393	288	310	279	369	576
chr1	4501257	4502912	LTR_164	529	412	360	339	333	482	345	400	266	361	414	340	322	392	228	240	206	359	393	288	310	279	369	576
chr1	4503079	4504358	LTR_165	195	116	60	97	118	140	278	201	126	225	327	265	232	217	137	187	117	207	293	242	289	268	247	482
chr1	4503079	4504358	LTR_166	195	116	60	97	118	140	278	201	126	225	327	265	232	217	137	187	117	207	293	242	289	268	247	482
chr1	4602272	4608653	LTR_167	385	242	252	196	203	315	292	226	196	174	203	211	327	359	237	255	227	347	275	197	233	198	260	466
chr1	4602272	4608653	LTR_168	385	242	252	196	203	315	292	226	196	174	203	211	327	359	237	255	227	347	275	197	233	198	260	466
chr1	5088345	5090561	LTR_169	170	126	72	121	116	142	159	156	111	135	144	129	109	131	78	92	104	139	151	112	98	98	169	206
chr1	5088345	5090561	LTR_170	170	126	72	121	116	142	159	156	111	135	144	129	109	131	78	92	104	139	151	112	98	98	169	206
chr1	5281822	5281872	LTR_171	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr1	5281822	5281872	LTR_172	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr1	5814073	5814317	LTR_173	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1
chr1	5814073	5814317	LTR_174	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1
chr1	6282071	6283412	LTR_175	9	5	8	2	5	6	7	2	3	0	0	4	38	50	37	43	37	35	39	26	29	31	35	48
chr1	6282071	6283412	LTR_176	9	5	8	2	5	6	7	2	3	0	0	4	38	50	37	43	37	35	39	26	29	31	35	48
chr1	6319823	6320232	LTR_177	2	0	0	0	0	0	2	0	0	1	3	0	1	3	5	1	4	5	5	1	5	4	3	6
chr1	6319823	6320232	LTR_178	2	0	0	0	0	0	2	0	0	1	3	0	1	3	5	1	4	5	5	1	5	4	3	6
chr1	6322386	6326529	LTR_179	50	23	34	25	28	45	15	4	0	4	6	4	54	73	37	32	20	53	32	13	9	10	12	24
chr1	6322386	6326529	LTR_180	50	23	34	25	28	45	15	4	0	4	6	4	54	73	37	32	20	53	32	13	9	10	12	24
chr1	6351155	6352298	LTR_181	24	3	3	4	2	2	2	0	0	2	3	2	28	25	12	11	12	22	22	3	14	3	7	32
chr1	6351155	6352298	LTR_182	24	3	3	4	2	2	2	0	0	2	3	2	28	25	12	11	12	22	22	3	14	3	7	32
chr1	6441202	6442280	LTR_183	10	7	0	0	2	0	1	3	2	4	1	0	10	5	8	9	9	12	4	4	5	6	11	17
chr1	6441202	6442280	LTR_184	10	7	0	0	2	0	1	3	2	4	1	0	10	5	8	9	9	12	4	4	5	6	11	17
chr1	6442430	6443367	LTR_185	18	2	2	0	1	0	0	0	0	2	0	0	10	3	4	2	3	2	6	2	1	5	2	4
chr1	6442430	6443367	LTR_186	18	2	2	0	1	0	0	0	0	2	0	0	10	3	4	2	3	2	6	2	1	5	2	4
chr1	6524998	6525545	LTR_187	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
chr1	6524998	6525545	LTR_188	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
chr1	6549721	6555534	LTR_189	13	10	2	4	15	5	11	22	16	8	11	12	24	18	18	19	5	27	38	16	20	20	9	50
chr1	6549721	6555534	LTR_190	13	10	2	4	15	5	11	22	16	8	11	12	24	18	18	19	5	27	38	16	20	20	9	50
chr1	6578417	6582722	LTR_191	18	0	0	4	2	3	30	39	33	30	34	38	30	27	17	14	11	28	36	22	27	29	33	49
chr1	6578417	6582722	LTR_192	18	0	0	4	2	3	30	39	33	30	34	38	30	27	17	14	11	28	36	22	27	29	33	49
chr1	6582840	6588656	LTR_193	30	4	13	8	1	11	19	15	10	7	20	5	36	27	15	17	16	21	44	19	20	20	28	56
chr1	6582840	6588656	LTR_194	30	4	13	8	1	11	19	15	10	7	20	5	36	27	15	17	16	21	44	19	20	20	28	56
chr1	6746790	6746954	LTR_195	5	1	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	2	3	0	1	0	0	3
chr1	6746790	6746954	LTR_196	5	1	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	2	3	0	1	0	0	3
chr1	6755299	6755391	LTR_197	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0
chr1	6755299	6755391	LTR_198	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0
chr1	6796889	6796981	LTR_199	0	4	0	0	0	0	0	0	0	0	0	0	2	2	2	4	2	0	0	0	0	0	0	0
chr1	6796889	6796981	LTR_200	0	4	0	0	0	0	0	0	0	0	0	0	2	2	2	4	2	0	0	0	0	0	0	0
chr1	6802142	6802240	LTR_201	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	4	0	0	0	0	1	0
chr1	6802142	6802240	LTR_202	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	4	0	0	0	0	1	0
