chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr10	520681	520777	Amillepora16807-RA:three_prime_utr	2	1	0	0	0	0	0	0	0	0	1	0	3	8	6	7	3	2	1	1	1	1	0	0
chr10	567639	567785	Amillepora16814-RA:three_prime_utr	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	2	0
chr10	567450	567542	Amillepora16814-RA:three_prime_utr	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	1	0
chr10	567230	567312	Amillepora16814-RA:three_prime_utr	4	1	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0
chr10	566945	567107	Amillepora16814-RA:three_prime_utr	26	3	0	0	0	1	1	0	0	0	3	3	0	0	0	2	0	0	3	1	0	0	0	2
chr10	566558	566851	Amillepora16814-RA:three_prime_utr	22	0	0	0	0	0	1	0	0	0	2	3	3	2	1	1	0	0	1	0	0	0	2	0
chr10	565075	566169	Amillepora16814-RA:three_prime_utr	31	8	2	1	0	2	5	0	0	2	0	2	21	3	3	4	0	3	14	1	0	4	1	6
chr10	564707	564827	Amillepora16814-RA:three_prime_utr	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	2	0	0
chr10	564472	564535	Amillepora16814-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0
chr10	564206	564266	Amillepora16814-RA:three_prime_utr	1	0	0	0	0	0	1	0	0	0	1	0	2	2	0	0	0	1	4	0	0	1	0	2
chr10	563543	563669	Amillepora16814-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	2	0	0	0	0	0
chr10	563155	563274	Amillepora16814-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	1
chr10	562754	562862	Amillepora16814-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	1
chr10	562328	562419	Amillepora16814-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0
chr10	561324	562010	Amillepora16814-RA:three_prime_utr	1	0	0	0	0	0	2	0	0	0	0	0	7	2	3	2	5	4	4	0	5	2	2	5
chr10	543127	544233	Amillepora16811-RA:three_prime_utr	4	0	2	0	0	0	1	0	0	0	0	0	13	4	4	7	3	4	3	4	1	4	0	6
chr10	530873	532525	Amillepora16809-RA:three_prime_utr	27	12	13	14	4	20	23	7	2	11	14	16	201	112	63	78	44	91	57	9	19	21	11	25
chr10	469024	469560	Amillepora16803-RA:three_prime_utr	2	0	0	1	0	0	0	0	0	0	0	0	3	2	0	2	3	0	4	0	0	0	0	3
chr10	535880	538052	Amillepora16810-RA:three_prime_utr	146	49	53	76	23	37	82	31	17	65	30	58	124	65	27	78	31	60	102	42	41	57	31	85
chr10	605646	606079	Amillepora16817-RA:three_prime_utr	2	0	0	1	0	0	2	0	0	0	0	0	3	0	4	3	0	0	8	2	1	2	0	0
chr10	613779	613827	Amillepora16818-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
chr10	675740	676378	Amillepora16824-RA:three_prime_utr	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	2	3	2	1	2	4	0	0
chr10	593510	593833	Amillepora16816-RA:three_prime_utr	0	0	0	0	0	0	2	0	0	0	1	0	8	2	0	0	0	4	0	0	0	2	0	1
chr10	668316	668384	Amillepora16823-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
chr10	635745	636476	Amillepora16821-RA:three_prime_utr	2	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	3	1	0	1	0	0
chr10	614392	614697	Amillepora16819-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0
chr10	621996	622323	Amillepora16820-RA:three_prime_utr	39	21	0	1	0	3	8	1	0	0	4	3	1	0	0	2	0	0	7	0	0	1	0	2
chr10	743996	744377	Amillepora16826-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	3	2	0	0	0	1
chr10	692189	693659	Amillepora16825-RA:three_prime_utr	2	11	0	4	0	4	10	4	14	0	4	1	65	16	10	26	12	16	112	17	32	41	12	74
chr10	694474	694556	Amillepora16825-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	0	5	0	1	1	0	0
chr10	694738	694941	Amillepora16825-RA:three_prime_utr	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	2	0	0	2	1	3
chr10	802490	802558	Amillepora16829-RA:three_prime_utr	6	2	0	0	1	0	4	2	0	1	7	3	26	28	24	21	18	28	38	23	26	18	27	42
chr10	801508	801633	Amillepora16829-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	1	0	2
chr10	919049	920006	Amillepora16841-RA:three_prime_utr	26	9	39	25	22	24	32	44	28	46	20	34	31	25	4	17	12	13	16	5	7	14	8	7
chr10	956367	956793	Amillepora16843-RA:three_prime_utr	91	35	25	23	37	67	44	22	17	20	38	34	25	9	11	12	6	9	26	5	15	11	16	21
chr10	876575	876772	Amillepora16836-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr10	862727	862816	Amillepora16834-RA:three_prime_utr	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
chr10	1022271	1022431	Amillepora16849-RA:three_prime_utr	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
chr10	1023181	1023926	Amillepora16849-RA:three_prime_utr	3	0	0	1	0	0	1	1	0	1	0	1	9	6	1	3	2	0	10	0	0	2	0	0
chr10	990731	991593	Amillepora16846-RA:three_prime_utr	16	5	0	1	0	1	3	0	0	0	0	0	12	2	3	4	0	3	5	0	8	0	2	6
chr10	1034103	1034136	Amillepora16850-RA:three_prime_utr	1	0	1	1	0	0	0	0	0	0	0	0	9	3	1	2	2	4	5	0	1	3	0	1
chr10	1033917	1034004	Amillepora16850-RA:three_prime_utr	4	5	1	6	0	2	4	0	1	3	1	0	13	7	5	12	3	5	6	3	3	3	1	2
chr10	1033143	1033230	Amillepora16850-RA:three_prime_utr	8	2	0	0	0	0	4	0	0	0	0	0	3	1	1	3	2	3	8	0	1	3	2	3
chr10	1032131	1032187	Amillepora16850-RA:three_prime_utr	0	0	0	0	0	0	1	0	0	0	0	0	19	9	6	15	13	8	10	4	2	4	5	15
chr10	1030145	1030987	Amillepora16850-RA:three_prime_utr	5	0	0	0	0	0	2	0	0	0	0	0	15	4	3	2	4	1	4	0	0	0	0	2
chr10	1029346	1029479	Amillepora16850-RA:three_prime_utr	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0
chr10	1028622	1028900	Amillepora16850-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	2	5	0	0	0	0	4
chr10	1027942	1028098	Amillepora16850-RA:three_prime_utr	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2
chr10	1026335	1027561	Amillepora16850-RA:three_prime_utr	3	0	2	1	0	1	4	0	6	8	2	4	2	2	2	4	1	1	6	0	5	1	0	4
chr10	1048299	1048614	Amillepora16851-RA:three_prime_utr	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0
chr10	1040973	1041333	Amillepora16851-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	2
chr10	1129004	1129206	Amillepora16855-RA:three_prime_utr	1	0	1	0	0	1	2	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	1
chr10	1129327	1129613	Amillepora16855-RA:three_prime_utr	78	54	18	45	27	46	15	9	1	5	8	8	53	47	28	42	32	40	34	22	23	25	16	47
chr10	1130311	1130369	Amillepora16855-RA:three_prime_utr	3	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
chr10	1130551	1130664	Amillepora16855-RA:three_prime_utr	4	2	0	1	0	0	1	0	0	0	1	0	4	1	1	6	4	2	0	0	0	0	0	1
chr10	1130820	1130902	Amillepora16855-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	0	0	0	4	2	3	3	0	0	7	0	0	0	0	3
chr10	1131165	1131223	Amillepora16855-RA:three_prime_utr	23	12	3	5	1	4	0	0	0	2	1	0	10	7	4	4	1	4	2	1	0	3	2	3
chr10	1131732	1131814	Amillepora16855-RA:three_prime_utr	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0
chr10	1131980	1132094	Amillepora16855-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	2	0	2	0	0	5	0	0
chr10	1132661	1132719	Amillepora16855-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	1132905	1133015	Amillepora16855-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
chr10	1133490	1133558	Amillepora16855-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
chr10	1133765	1133830	Amillepora16855-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0
chr10	1133924	1134241	Amillepora16855-RA:three_prime_utr	2	0	0	0	0	0	0	0	0	1	0	2	4	0	0	2	0	0	1	1	0	0	0	2
chr10	1166914	1167364	Amillepora16859-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	2	0	0	0	0	4	0	0
chr10	1136346	1137072	Amillepora16856-RA:three_prime_utr	11	15	7	11	14	8	17	8	25	16	30	11	55	37	22	40	22	36	50	18	17	31	24	64
chr10	1108250	1109081	Amillepora16854-RA:three_prime_utr	2	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	1	0	4	2	1	0	2	3
chr10	1259999	1260103	Amillepora16872-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	2	2	0	0	1	0	2
chr10	1187532	1188142	Amillepora16861-RA:three_prime_utr	2	1	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	1	3	2	0	1	0	2
chr10	1201565	1203039	Amillepora16863-RA:three_prime_utr	6	0	0	0	0	0	1	0	0	0	0	0	8	6	2	1	2	2	6	0	2	0	0	4
chr10	1193724	1194294	Amillepora16862-RA:three_prime_utr	2	2	2	1	1	3	3	0	0	0	0	1	0	2	0	0	0	0	2	0	2	1	0	1
chr10	1210027	1210098	Amillepora16864-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr10	1341908	1343071	Amillepora16877-RA:three_prime_utr	36	2	0	0	2	0	9	0	0	2	2	2	13	9	4	0	1	4	6	0	2	0	1	7
chr10	1311280	1313568	Amillepora16875-RA:three_prime_utr	87	34	29	27	23	38	17	6	5	13	4	7	245	273	157	184	148	231	180	112	164	147	143	228
chr10	1277162	1278830	Amillepora16874-RA:three_prime_utr	3	0	0	0	0	0	0	0	0	0	0	0	16	2	3	3	3	0	8	2	4	0	0	7
chr10	1488881	1489453	Amillepora16891-RA:three_prime_utr	16	2	0	1	0	2	1	0	0	0	0	0	2	4	0	4	2	4	3	1	4	3	0	2
chr10	1471049	1471174	Amillepora16888-RA:three_prime_utr	0	0	1	1	0	0	0	0	0	1	0	0	3	0	0	0	1	1	2	0	1	1	2	3
chr10	1474231	1474635	Amillepora16890-RA:three_prime_utr	78	54	19	36	30	49	69	44	18	36	47	46	22	8	14	14	5	13	17	2	6	2	11	11
chr10	1393959	1393998	Amillepora16878-RA:three_prime_utr	47	31	19	23	23	36	25	15	12	13	27	25	15	12	7	10	9	19	29	9	6	8	2	18
chr10	1392919	1393066	Amillepora16878-RA:three_prime_utr	7	0	2	2	0	1	6	2	1	2	4	5	21	8	3	7	4	5	22	9	11	12	10	19
chr10	1392688	1392794	Amillepora16878-RA:three_prime_utr	4	1	1	1	0	0	3	0	0	0	1	2	48	31	13	31	26	20	33	20	15	22	20	26
chr10	1392092	1392142	Amillepora16878-RA:three_prime_utr	11	11	0	1	0	2	2	0	0	1	3	1	32	21	10	13	6	20	29	10	15	13	8	27
chr10	1391321	1391452	Amillepora16878-RA:three_prime_utr	43	28	11	17	8	25	11	1	1	5	9	8	29	24	20	22	15	19	23	9	14	14	5	32
chr10	1390784	1390857	Amillepora16878-RA:three_prime_utr	13	10	6	15	7	13	0	0	0	0	0	1	4	0	0	2	1	1	2	0	1	1	2	1
chr10	1389896	1389993	Amillepora16878-RA:three_prime_utr	2	2	0	0	0	0	11	5	5	9	12	3	27	24	22	16	16	19	13	11	12	15	9	16
chr10	1389337	1389500	Amillepora16878-RA:three_prime_utr	10	4	2	3	1	7	6	8	3	9	3	8	37	18	14	23	6	11	65	22	39	28	17	57
chr10	1388860	1388991	Amillepora16878-RA:three_prime_utr	2	0	0	0	1	0	1	0	0	0	1	1	5	0	0	5	1	1	5	0	0	0	2	3
chr10	1388576	1388655	Amillepora16878-RA:three_prime_utr	0	0	0	0	0	0	1	0	0	0	1	0	10	2	0	2	6	5	5	0	0	0	6	4
chr10	1387918	1387998	Amillepora16878-RA:three_prime_utr	1	0	2	1	1	1	18	3	4	8	9	11	42	30	20	19	21	32	21	14	15	16	19	29
chr10	1387571	1387721	Amillepora16878-RA:three_prime_utr	13	2	4	3	5	4	19	5	9	11	12	12	53	33	36	31	22	56	37	26	30	26	34	47
chr10	1387247	1387300	Amillepora16878-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	4	0	3	1	1	0	2	3
chr10	1387052	1387143	Amillepora16878-RA:three_prime_utr	3	3	0	1	1	1	2	0	0	4	1	0	41	37	22	40	34	33	26	13	22	14	13	37
chr10	1386310	1386465	Amillepora16878-RA:three_prime_utr	63	76	79	60	67	76	30	15	16	24	19	33	47	47	35	45	30	45	20	19	20	16	9	27
chr10	1386156	1386222	Amillepora16878-RA:three_prime_utr	28	17	37	23	25	25	22	11	12	15	9	26	6	3	4	6	4	6	5	3	4	5	2	2
chr10	1385870	1386024	Amillepora16878-RA:three_prime_utr	11	6	3	1	0	1	0	0	0	0	1	3	46	20	16	26	14	16	19	6	4	11	7	22
chr10	1385541	1385721	Amillepora16878-RA:three_prime_utr	18	13	4	2	4	4	10	3	1	1	3	5	45	26	18	34	22	46	29	19	16	16	14	34
chr10	1385037	1385162	Amillepora16878-RA:three_prime_utr	74	58	47	78	48	70	78	51	33	62	46	79	28	24	10	14	17	21	26	8	14	14	8	26
chr10	1384558	1384667	Amillepora16878-RA:three_prime_utr	7	23	8	22	10	24	11	11	9	14	6	14	23	22	8	10	10	18	23	5	6	10	3	25
chr10	1384269	1384341	Amillepora16878-RA:three_prime_utr	0	18	9	15	7	16	1	6	2	4	0	8	7	4	2	4	5	5	2	0	0	4	0	2
chr10	1383995	1384084	Amillepora16878-RA:three_prime_utr	0	0	0	0	0	1	0	0	0	0	0	0	41	31	26	25	15	30	28	9	13	17	5	31
chr10	1383775	1383857	Amillepora16878-RA:three_prime_utr	22	18	23	24	10	31	13	19	16	13	9	9	36	37	31	37	16	27	28	14	15	19	11	31
chr10	1383341	1383425	Amillepora16878-RA:three_prime_utr	87	67	95	90	67	99	87	81	69	63	77	74	8	4	2	4	2	3	27	13	19	9	11	26
chr10	1383100	1383252	Amillepora16878-RA:three_prime_utr	118	116	136	158	130	155	126	113	83	121	85	125	23	24	12	14	9	16	36	17	27	28	24	41
chr10	1382518	1382748	Amillepora16878-RA:three_prime_utr	77	33	51	56	35	49	53	26	30	34	39	38	16	17	6	17	7	23	15	6	8	7	7	12
chr10	1381810	1381881	Amillepora16878-RA:three_prime_utr	1	1	11	1	0	6	0	0	4	0	0	0	1	0	0	1	1	1	3	0	0	2	4	0
chr10	1381265	1381450	Amillepora16878-RA:three_prime_utr	37	26	43	41	37	47	76	46	31	37	55	57	55	30	22	28	29	40	34	16	22	26	27	54
chr10	1380529	1380587	Amillepora16878-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	45	21	16	29	17	15	21	11	4	12	7	26
chr10	1379955	1380068	Amillepora16878-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	4	1	1	2	1	1	1	0	4
chr10	1379404	1379584	Amillepora16878-RA:three_prime_utr	29	29	60	29	21	71	18	26	33	21	22	16	36	32	19	18	17	27	41	13	24	24	14	44
chr10	1378929	1379108	Amillepora16878-RA:three_prime_utr	63	71	67	66	54	76	41	47	33	65	30	34	93	77	73	56	39	79	67	48	45	48	42	84
chr10	1378469	1378575	Amillepora16878-RA:three_prime_utr	19	30	26	16	13	19	7	10	7	11	8	11	74	43	41	30	30	46	31	12	14	16	11	31
chr10	1377959	1378085	Amillepora16878-RA:three_prime_utr	1	3	0	1	1	1	2	1	0	2	0	2	55	31	23	39	17	34	34	16	10	23	12	29
chr10	1377465	1377533	Amillepora16878-RA:three_prime_utr	4	9	3	1	2	1	19	8	5	6	9	8	7	12	5	5	4	3	7	3	2	4	5	12
chr10	1377100	1377177	Amillepora16878-RA:three_prime_utr	6	0	0	1	1	2	4	0	0	2	1	3	8	6	3	3	2	3	5	1	3	4	1	6
chr10	1376423	1376599	Amillepora16878-RA:three_prime_utr	51	40	45	47	49	47	25	46	42	26	29	31	8	2	6	6	5	3	5	4	2	3	7	7
chr10	1376157	1376347	Amillepora16878-RA:three_prime_utr	10	4	0	4	1	2	5	0	0	4	6	2	25	5	7	9	5	7	16	11	18	4	18	14
chr10	1375869	1375962	Amillepora16878-RA:three_prime_utr	6	3	2	5	0	0	1	0	0	2	3	0	7	4	0	5	1	1	6	3	1	1	0	2
chr10	1375299	1375539	Amillepora16878-RA:three_prime_utr	13	2	2	8	0	3	7	0	1	1	0	6	56	46	31	29	25	52	54	21	32	26	14	48
chr10	1375072	1375172	Amillepora16878-RA:three_prime_utr	19	11	6	9	3	11	11	10	7	10	10	18	21	27	16	20	13	24	20	9	14	29	13	39
chr10	1374700	1374804	Amillepora16878-RA:three_prime_utr	33	30	25	26	12	48	28	22	19	33	25	36	48	35	25	26	17	26	32	13	17	20	18	42
chr10	1374503	1374617	Amillepora16878-RA:three_prime_utr	44	28	22	23	10	45	22	20	14	23	21	27	52	81	70	60	39	75	20	50	80	31	32	112
chr10	1374103	1374224	Amillepora16878-RA:three_prime_utr	22	15	10	16	6	15	14	6	2	10	12	11	41	24	28	21	10	24	21	5	19	22	6	23
chr10	1373105	1373275	Amillepora16878-RA:three_prime_utr	77	36	4	12	7	12	25	7	0	7	30	8	112	104	49	76	52	104	67	45	66	51	44	82
chr10	1372671	1372757	Amillepora16878-RA:three_prime_utr	26	54	65	50	56	70	22	76	64	61	9	16	27	18	10	15	12	24	20	18	12	18	10	24
chr10	1372227	1372319	Amillepora16878-RA:three_prime_utr	72	35	6	12	4	8	28	10	6	10	19	30	8	4	0	5	2	1	10	5	7	6	4	16
chr10	1364053	1364145	Amillepora16878-RA:three_prime_utr	9	3	2	1	1	2	15	1	0	2	8	6	2	1	0	3	1	0	3	0	5	0	0	8
chr10	1363877	1363937	Amillepora16878-RA:three_prime_utr	8	3	0	1	0	1	15	6	5	4	9	7	1	1	1	0	0	1	2	1	2	0	0	3
chr10	1363506	1363780	Amillepora16878-RA:three_prime_utr	9	0	5	1	0	3	24	36	28	17	41	35	28	16	15	19	27	34	54	78	74	40	78	126
chr10	1363117	1363228	Amillepora16878-RA:three_prime_utr	21	18	16	23	16	19	40	30	13	24	38	36	9	6	5	7	7	14	27	24	27	23	18	39
chr10	1362844	1362947	Amillepora16878-RA:three_prime_utr	0	0	0	0	0	0	1	9	7	23	1	9	1	0	0	0	0	3	21	13	13	8	18	16
chr10	1556829	1557328	Amillepora16898-RA:three_prime_utr	1	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	1	2	0	1	2	0	2
chr10	1564717	1564800	Amillepora16899-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
chr10	1564341	1564412	Amillepora16899-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr10	1564224	1564267	Amillepora16899-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0
chr10	1563901	1564010	Amillepora16899-RA:three_prime_utr	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0
