chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr1	8802035	8802138	SINE_88	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	2	0	5
chr1	9432779	9432836	SINE_89	237	56	7	18	8	9	36	0	0	9	39	13	59	25	15	27	25	20	26	7	5	10	14	36
chr1	9432779	9432836	SINE_90	237	56	7	18	8	9	36	0	0	9	39	13	59	25	15	27	25	20	26	7	5	10	14	36
chr1	9450341	9450500	SINE_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	9450341	9450500	SINE_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	9584957	9585116	SINE_93	0	0	0	0	0	0	0	0	0	0	0	0	11	10	7	2	3	4	10	4	4	0	4	10
chr1	9584957	9585116	SINE_94	0	0	0	0	0	0	0	0	0	0	0	0	11	10	7	2	3	4	10	4	4	0	4	10
chr1	9643377	9643572	SINE_95	40	17	10	16	9	16	10	4	0	7	12	9	18	10	11	10	11	20	19	15	14	14	19	27
chr1	9643377	9643572	SINE_96	40	17	10	16	9	16	10	4	0	7	12	9	18	10	11	10	11	20	19	15	14	14	19	27
chr1	9678040	9678198	SINE_97	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1	9678040	9678198	SINE_98	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1	10311272	10311498	SINE_99	2	2	0	0	0	0	0	0	0	2	2	0	4	0	1	0	0	0	2	0	0	0	0	2
chr1	10311272	10311498	SINE_100	2	2	0	0	0	0	0	0	0	2	2	0	4	0	1	0	0	0	2	0	0	0	0	2
chr1	10325051	10325236	SINE_101	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	3	0	0	2
chr1	10325051	10325236	SINE_102	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	3	0	0	2
chr1	10339407	10339579	SINE_103	8	2	0	6	0	0	0	0	0	2	1	4	0	0	0	1	0	0	2	0	0	0	0	1
chr1	10339407	10339579	SINE_104	8	2	0	6	0	0	0	0	0	2	1	4	0	0	0	1	0	0	2	0	0	0	0	1
chr1	10430735	10430784	SINE_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
chr1	10430735	10430784	SINE_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0
chr1	10515777	10515925	SINE_107	18	7	1	3	1	2	5	0	0	2	4	4	14	11	2	5	9	7	8	4	5	6	2	8
chr1	10515777	10515925	SINE_108	18	7	1	3	1	2	5	0	0	2	4	4	14	11	2	5	9	7	8	4	5	6	2	8
chr1	10691387	10691549	SINE_109	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	4	0	0	1	0	1	0	0	4
chr1	10691387	10691549	SINE_110	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	4	0	0	1	0	1	0	0	4
chr1	10728559	10728790	SINE_111	2	0	0	0	0	0	0	0	0	0	0	0	0	16	3	9	0	2	1	0	4	0	1	2
chr1	10728559	10728790	SINE_112	2	0	0	0	0	0	0	0	0	0	0	0	0	16	3	9	0	2	1	0	4	0	1	2
chr1	10899891	10899993	SINE_113	24	12	2	1	0	2	54	30	21	42	58	57	2	3	0	0	0	1	16	5	8	19	13	26
chr1	10899891	10899993	SINE_114	24	12	2	1	0	2	54	30	21	42	58	57	2	3	0	0	0	1	16	5	8	19	13	26
chr1	10983148	10983268	SINE_115	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
chr1	10983148	10983268	SINE_116	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
chr1	11072276	11072559	SINE_117	45	21	11	20	14	8	37	18	16	15	19	25	62	51	32	40	37	46	52	37	42	63	56	81
chr1	11072276	11072559	SINE_118	45	21	11	20	14	8	37	18	16	15	19	25	62	51	32	40	37	46	52	37	42	63	56	81
chr1	11122963	11123228	SINE_119	140	52	46	51	36	60	69	46	26	38	58	48	159	147	106	124	81	157	114	68	97	76	74	135
chr1	11122963	11123228	SINE_120	140	52	46	51	36	60	69	46	26	38	58	48	159	147	106	124	81	157	114	68	97	76	74	135
chr1	11163755	11163823	SINE_121	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	2
chr1	11163755	11163823	SINE_122	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	2
chr1	11403406	11403652	SINE_123	50	6	0	0	1	0	7	10	6	6	16	12	7	1	1	1	4	4	7	2	2	3	12	8
chr1	11403406	11403652	SINE_124	50	6	0	0	1	0	7	10	6	6	16	12	7	1	1	1	4	4	7	2	2	3	12	8
chr1	11452815	11452958	SINE_125	8	2	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	4	1	0	0	3	4	0
chr1	11452815	11452958	SINE_126	8	2	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	4	1	0	0	3	4	0
chr1	12039228	12039315	SINE_127	5	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0
chr1	12039228	12039315	SINE_128	5	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0
chr1	12244097	12244191	SINE_129	4	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	2	3
chr1	12244097	12244191	SINE_130	4	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	2	3
chr1	12340938	12341035	SINE_131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2
chr1	12340938	12341035	SINE_132	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2
chr1	12347406	12348213	SINE_133	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	2	1	0	4	4	4	5	4	1
chr1	12347406	12348213	SINE_134	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	2	1	0	4	4	4	5	4	1
chr1	12350521	12350660	SINE_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr1	12350521	12350660	SINE_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr1	12356017	12356253	SINE_137	2	0	0	0	0	0	1	0	0	0	1	0	5	0	0	1	0	0	9	0	0	0	0	3
chr1	12356017	12356253	SINE_138	2	0	0	0	0	0	1	0	0	0	1	0	5	0	0	1	0	0	9	0	0	0	0	3
chr1	12375818	12376081	SINE_139	7	1	0	2	0	0	0	0	0	2	0	0	6	1	2	0	1	1	0	0	0	0	2	1
chr1	12375818	12376081	SINE_140	7	1	0	2	0	0	0	0	0	2	0	0	6	1	2	0	1	1	0	0	0	0	2	1
chr1	12879270	12879485	SINE_141	1	0	0	2	0	1	1	1	1	1	0	0	2	6	2	2	1	3	1	0	2	0	1	6
chr1	12879270	12879485	SINE_142	1	0	0	2	0	1	1	1	1	1	0	0	2	6	2	2	1	3	1	0	2	0	1	6
chr1	12907359	12907577	SINE_143	2	0	0	0	1	1	0	2	1	0	2	1	10	2	0	4	0	1	0	0	0	2	4	8
chr1	12907359	12907577	SINE_144	2	0	0	0	1	1	0	2	1	0	2	1	10	2	0	4	0	1	0	0	0	2	4	8
chr1	12922401	12922459	SINE_145	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
chr1	12922401	12922459	SINE_146	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
chr1	12960825	12961040	SINE_147	16	0	0	0	0	0	0	2	0	0	5	0	7	1	2	0	0	7	0	1	0	4	2	5
chr1	12960825	12961040	SINE_148	16	0	0	0	0	0	0	2	0	0	5	0	7	1	2	0	0	7	0	1	0	4	2	5
chr1	13004230	13004448	SINE_149	1	0	0	0	0	0	1	0	1	0	0	2	1	3	1	2	3	0	5	1	0	3	2	4
chr1	13004230	13004448	SINE_150	1	0	0	0	0	0	1	0	1	0	0	2	1	3	1	2	3	0	5	1	0	3	2	4
chr1	13190597	13190823	SINE_151	2	1	0	1	0	0	1	0	0	0	0	0	1	0	3	2	0	2	1	0	0	0	1	4
chr1	13190597	13190823	SINE_152	2	1	0	1	0	0	1	0	0	0	0	0	1	0	3	2	0	2	1	0	0	0	1	4
chr1	13283461	13283687	SINE_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
chr1	13283461	13283687	SINE_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
chr1	13636877	13637066	SINE_155	29	9	17	11	22	16	14	4	41	8	9	10	115	106	99	83	85	91	67	39	40	50	52	84
chr1	13636877	13637066	SINE_156	29	9	17	11	22	16	14	4	41	8	9	10	115	106	99	83	85	91	67	39	40	50	52	84
chr1	13704522	13704781	SINE_157	15	3	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	5	0	0	0	0	5
chr1	13704522	13704781	SINE_158	15	3	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	5	0	0	0	0	5
chr1	13721467	13721725	SINE_159	15	2	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	4	2	0	0	0	0	0
chr1	13721467	13721725	SINE_160	15	2	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	4	2	0	0	0	0	0
chr1	13804413	13804671	SINE_161	44	28	40	46	34	42	18	11	3	4	22	9	58	86	66	60	62	88	99	66	106	89	93	128
chr1	13804413	13804671	SINE_162	44	28	40	46	34	42	18	11	3	4	22	9	58	86	66	60	62	88	99	66	106	89	93	128
chr1	13812831	13813012	SINE_163	17	6	0	0	0	0	4	0	0	0	5	0	0	2	0	2	0	0	3	0	0	1	3	0
chr1	13812831	13813012	SINE_164	17	6	0	0	0	0	4	0	0	0	5	0	0	2	0	2	0	0	3	0	0	1	3	0
chr1	13962157	13962410	SINE_165	6	6	0	0	0	0	3	0	0	2	0	0	7	1	0	1	0	0	3	0	4	0	1	0
chr1	13962157	13962410	SINE_166	6	6	0	0	0	0	3	0	0	2	0	0	7	1	0	1	0	0	3	0	4	0	1	0
chr1	14182885	14183032	SINE_167	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0
chr1	14182885	14183032	SINE_168	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	0	0	0
chr1	14200030	14200235	SINE_169	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	0
chr1	14200030	14200235	SINE_170	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	0
chr1	14354732	14354937	SINE_171	6	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1	14354732	14354937	SINE_172	6	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1	14372721	14372874	SINE_173	2	0	0	0	0	1	0	0	0	0	0	0	27	21	6	10	4	8	28	10	15	12	5	19
chr1	14372721	14372874	SINE_174	2	0	0	0	0	1	0	0	0	0	0	0	27	21	6	10	4	8	28	10	15	12	5	19
chr1	14598448	14598551	SINE_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
chr1	14598448	14598551	SINE_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
chr1	14613614	14613662	SINE_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	14613614	14613662	SINE_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	14690817	14691204	SINE_179	4	2	4	0	2	4	5	5	0	7	13	4	7	11	1	11	8	11	10	1	3	2	1	11
chr1	14690817	14691204	SINE_180	4	2	4	0	2	4	5	5	0	7	13	4	7	11	1	11	8	11	10	1	3	2	1	11
chr1	15346666	15346719	SINE_181	0	2	0	0	0	0	0	0	0	0	0	0	12	4	2	7	2	4	6	1	1	4	1	5
chr1	15346666	15346719	SINE_182	0	2	0	0	0	0	0	0	0	0	0	0	12	4	2	7	2	4	6	1	1	4	1	5
chr1	16030971	16031217	SINE_183	25	17	10	20	13	18	12	13	7	17	22	21	34	50	30	29	26	34	33	35	29	36	30	74
chr1	16030971	16031217	SINE_184	25	17	10	20	13	18	12	13	7	17	22	21	34	50	30	29	26	34	33	35	29	36	30	74
chr1	16077500	16077575	SINE_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr1	16077500	16077575	SINE_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr1	16120770	16121023	SINE_187	19	7	2	11	3	10	12	3	0	3	6	6	23	25	27	13	19	27	19	14	22	15	11	26
chr1	16120770	16121023	SINE_188	19	7	2	11	3	10	12	3	0	3	6	6	23	25	27	13	19	27	19	14	22	15	11	26
chr1	16289671	16289933	SINE_189	28	13	2	12	2	13	15	4	0	11	1	5	77	73	55	54	49	94	59	50	57	63	46	125
chr1	16289671	16289933	SINE_190	28	13	2	12	2	13	15	4	0	11	1	5	77	73	55	54	49	94	59	50	57	63	46	125
chr1	16331173	16331268	SINE_191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0
chr1	16331173	16331268	SINE_192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0
chr1	16376989	16377235	SINE_193	26	16	12	14	5	11	21	17	7	12	18	15	51	43	34	29	26	43	37	34	39	24	39	79
chr1	16376989	16377235	SINE_194	26	16	12	14	5	11	21	17	7	12	18	15	51	43	34	29	26	43	37	34	39	24	39	79
chr1	16582132	16582239	SINE_195	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	1	0	2	0	1	0	0	1
chr1	16582132	16582239	SINE_196	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	1	0	2	0	1	0	0	1
chr1	17967011	17967215	SINE_197	5	3	0	1	0	1	1	0	0	2	1	0	5	0	3	3	0	1	4	0	2	0	1	2
chr1	17967011	17967215	SINE_198	5	3	0	1	0	1	1	0	0	2	1	0	5	0	3	3	0	1	4	0	2	0	1	2
chr1	17979525	17979634	SINE_199	4	1	0	0	0	0	1	8	5	16	0	13	0	3	1	1	1	2	5	3	0	0	2	5
chr1	17979525	17979634	SINE_200	4	1	0	0	0	0	1	8	5	16	0	13	0	3	1	1	1	2	5	3	0	0	2	5
chr1	18005147	18005354	SINE_201	25	21	16	25	19	19	11	10	4	8	14	16	13	9	5	4	3	6	27	16	8	14	9	33
chr1	18005147	18005354	SINE_202	25	21	16	25	19	19	11	10	4	8	14	16	13	9	5	4	3	6	27	16	8	14	9	33
