chr	start	end	name	mrF-L5-s1_S10	mrF-L5-s2_S11	mrF-L5-s3_S12	mrF-L5-t1_S7	mrF-L5-t2_S8	mrF-L5-t3_S9	mrF-N12-s1_S4	mrF-N12-s2_S5	mrF-N12-s3_S6	mrF-N12-t1_S1	mrF-N12-t2_S2	mrF-N12-t3_S3	mrM-L5-s1_S22	mrM-L5-s2_S23	mrM-L5-s3_S24	mrM-L5-t1_S19	mrM-L5-t2_S20	mrM-L5-t3_S21	mrM-N12-s1_S16	mrM-N12-s2_S17	mrM-N12-s3_S18	mrM-N12-t1_S13	mrM-N12-t2_S14	mrM-N12-t3_S15	
chr1	718696	718797	DNA_19	14	24	28	49	25	45	12	42	29	30	27	30	14	6	6	14	4	19	12	4	6	8	9	15
chr1	718696	718797	DNA_20	14	24	28	49	25	45	12	42	29	30	27	30	14	6	6	14	4	19	12	4	6	8	9	15
chr1	930771	931130	DNA_21	0	2	0	0	1	0	0	1	0	1	0	1	40	27	14	24	9	20	5	0	6	0	1	2
chr1	930771	931130	DNA_22	0	2	0	0	1	0	0	1	0	1	0	1	40	27	14	24	9	20	5	0	6	0	1	2
chr1	1113279	1113926	DNA_23	113	81	97	56	54	138	53	25	40	22	27	28	260	218	156	255	167	339	134	46	75	87	89	163
chr1	1113279	1113926	DNA_24	113	81	97	56	54	138	53	25	40	22	27	28	260	218	156	255	167	339	134	46	75	87	89	163
chr1	1119617	1120728	DNA_25	49	40	85	48	100	108	31	54	85	69	58	53	115	110	86	121	90	135	79	66	77	52	84	115
chr1	1119617	1120728	DNA_26	49	40	85	48	100	108	31	54	85	69	58	53	115	110	86	121	90	135	79	66	77	52	84	115
chr1	1134919	1135706	DNA_27	21	39	18	9	13	17	7	4	2	10	6	5	56	44	40	30	29	30	53	24	33	40	32	42
chr1	1134919	1135706	DNA_28	21	39	18	9	13	17	7	4	2	10	6	5	56	44	40	30	29	30	53	24	33	40	32	42
chr1	1148182	1148779	DNA_29	102	82	35	51	27	70	16	11	5	18	5	14	113	144	82	102	79	111	45	32	41	48	16	50
chr1	1148182	1148779	DNA_30	102	82	35	51	27	70	16	11	5	18	5	14	113	144	82	102	79	111	45	32	41	48	16	50
chr1	1152865	1152960	DNA_31	2	0	0	0	1	1	0	1	0	0	1	0	2	4	1	0	1	0	1	0	1	3	1	0
chr1	1152865	1152960	DNA_32	2	0	0	0	1	1	0	1	0	0	1	0	2	4	1	0	1	0	1	0	1	3	1	0
chr1	1190809	1191013	DNA_33	2	1	0	1	0	1	3	2	0	0	1	1	2	1	0	0	1	0	6	3	6	1	3	2
chr1	1190809	1191013	DNA_34	2	1	0	1	0	1	3	2	0	0	1	1	2	1	0	0	1	0	6	3	6	1	3	2
chr1	1234382	1234758	DNA_35	27	33	26	17	15	29	5	1	0	3	2	3	143	154	99	122	108	121	35	39	38	23	19	32
chr1	1234382	1234758	DNA_36	27	33	26	17	15	29	5	1	0	3	2	3	143	154	99	122	108	121	35	39	38	23	19	32
chr1	1240823	1242260	DNA_37	5	1	0	0	0	2	4	1	1	9	0	5	36	26	11	24	14	26	32	18	34	36	18	31
chr1	1240823	1242260	DNA_38	5	1	0	0	0	2	4	1	1	9	0	5	36	26	11	24	14	26	32	18	34	36	18	31
chr1	1285521	1285602	DNA_39	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	4	4	0	0	0	1	1	3
chr1	1285521	1285602	DNA_40	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	4	4	0	0	0	1	1	3
chr1	1285681	1285788	DNA_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
chr1	1285681	1285788	DNA_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
chr1	1291496	1291608	DNA_43	33	12	3	6	5	3	0	0	0	0	0	0	16	16	8	12	3	15	2	0	2	2	0	0
chr1	1291496	1291608	DNA_44	33	12	3	6	5	3	0	0	0	0	0	0	16	16	8	12	3	15	2	0	2	2	0	0
chr1	1412027	1412835	DNA_45	192	113	67	117	81	85	101	81	61	88	120	109	147	223	115	128	144	181	129	111	116	109	110	208
chr1	1412027	1412835	DNA_46	192	113	67	117	81	85	101	81	61	88	120	109	147	223	115	128	144	181	129	111	116	109	110	208
chr1	1412877	1414712	DNA_47	346	290	398	381	397	383	245	316	288	298	290	300	489	468	358	379	377	511	386	251	352	318	349	610
chr1	1412877	1414712	DNA_48	346	290	398	381	397	383	245	316	288	298	290	300	489	468	358	379	377	511	386	251	352	318	349	610
chr1	1466153	1466469	DNA_49	16	54	25	33	27	47	11	11	5	17	4	10	133	90	72	67	70	89	65	24	20	29	11	56
chr1	1466153	1466469	DNA_50	16	54	25	33	27	47	11	11	5	17	4	10	133	90	72	67	70	89	65	24	20	29	11	56
chr1	1605563	1606016	DNA_51	0	0	6	0	3	7	12	8	22	14	17	20	5	13	7	10	2	14	10	4	6	11	6	15
chr1	1605563	1606016	DNA_52	0	0	6	0	3	7	12	8	22	14	17	20	5	13	7	10	2	14	10	4	6	11	6	15
chr1	1758362	1758404	DNA_53	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	2	2	0	0	2
chr1	1758362	1758404	DNA_54	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	2	2	0	0	2
chr1	1844634	1845212	DNA_55	1	0	0	0	0	0	2	0	0	0	0	0	1	6	0	4	1	5	7	5	6	4	8	7
chr1	1844634	1845212	DNA_56	1	0	0	0	0	0	2	0	0	0	0	0	1	6	0	4	1	5	7	5	6	4	8	7
chr1	1879607	1879650	DNA_57	1	0	0	0	0	0	23	22	7	12	25	17	1	0	0	0	0	0	3	1	0	7	0	9
chr1	1879607	1879650	DNA_58	1	0	0	0	0	0	23	22	7	12	25	17	1	0	0	0	0	0	3	1	0	7	0	9
chr1	1879991	1882734	DNA_59	14	7	1	6	6	7	51	26	15	40	45	44	63	40	45	55	31	43	98	32	76	55	46	105
chr1	1879991	1882734	DNA_60	14	7	1	6	6	7	51	26	15	40	45	44	63	40	45	55	31	43	98	32	76	55	46	105
chr1	1992355	1992440	DNA_61	6	5	0	4	0	1	1	1	0	1	2	0	26	21	8	17	5	12	5	1	4	5	6	11
chr1	1992355	1992440	DNA_62	6	5	0	4	0	1	1	1	0	1	2	0	26	21	8	17	5	12	5	1	4	5	6	11
chr1	2128491	2130004	DNA_63	4	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	2	5	5	0	2	1	2	4
chr1	2128491	2130004	DNA_64	4	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	2	5	5	0	2	1	2	4
chr1	2343053	2343403	DNA_65	31	18	7	7	4	9	29	11	9	8	13	13	124	98	66	59	50	79	78	30	42	36	34	80
chr1	2343053	2343403	DNA_66	31	18	7	7	4	9	29	11	9	8	13	13	124	98	66	59	50	79	78	30	42	36	34	80
chr1	2369331	2369534	DNA_67	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	2	0	0	0	0	1
chr1	2369331	2369534	DNA_68	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	2	0	0	0	0	1
chr1	2369593	2371596	DNA_69	20	5	2	3	6	3	4	9	3	1	15	7	25	14	8	13	10	12	31	14	23	16	13	28
chr1	2369593	2371596	DNA_70	20	5	2	3	6	3	4	9	3	1	15	7	25	14	8	13	10	12	31	14	23	16	13	28
chr1	2483771	2484033	DNA_71	2	0	0	0	0	0	0	0	1	0	1	0	9	4	1	1	2	3	2	0	2	3	2	7
chr1	2483771	2484033	DNA_72	2	0	0	0	0	0	0	0	1	0	1	0	9	4	1	1	2	3	2	0	2	3	2	7
chr1	2490525	2490865	DNA_73	6	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	6	2	0	0	2	2	3
chr1	2490525	2490865	DNA_74	6	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	6	2	0	0	2	2	3
chr1	2525153	2525266	DNA_75	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
chr1	2525153	2525266	DNA_76	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
chr1	2563213	2563534	DNA_77	8	2	12	1	2	8	4	4	1	6	10	6	7	22	7	7	3	14	15	4	6	8	9	15
chr1	2563213	2563534	DNA_78	8	2	12	1	2	8	4	4	1	6	10	6	7	22	7	7	3	14	15	4	6	8	9	15
chr1	2566347	2567348	DNA_79	8	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	3	0	0	4	0	2
chr1	2566347	2567348	DNA_80	8	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	0	3	0	0	4	0	2
chr1	2570218	2570400	DNA_81	20	13	23	23	12	16	20	13	4	4	21	16	10	9	2	5	4	5	2	9	2	3	0	10
chr1	2570218	2570400	DNA_82	20	13	23	23	12	16	20	13	4	4	21	16	10	9	2	5	4	5	2	9	2	3	0	10
chr1	2571051	2571743	DNA_83	46	22	4	12	6	5	4	1	1	0	2	2	23	11	3	10	7	7	13	3	8	8	6	12
chr1	2571051	2571743	DNA_84	46	22	4	12	6	5	4	1	1	0	2	2	23	11	3	10	7	7	13	3	8	8	6	12
chr1	2600001	2600163	DNA_85	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
chr1	2600001	2600163	DNA_86	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
chr1	2613817	2613915	DNA_87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2613817	2613915	DNA_88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	2615367	2617550	DNA_89	73	44	30	34	41	52	27	18	11	21	25	17	94	114	83	72	70	134	65	52	54	45	51	91
chr1	2615367	2617550	DNA_90	73	44	30	34	41	52	27	18	11	21	25	17	94	114	83	72	70	134	65	52	54	45	51	91
chr1	2621400	2621600	DNA_91	9	9	23	16	19	15	4	25	10	0	12	5	20	11	7	7	11	13	5	1	4	3	1	7
chr1	2621400	2621600	DNA_92	9	9	23	16	19	15	4	25	10	0	12	5	20	11	7	7	11	13	5	1	4	3	1	7
chr1	2716048	2717872	DNA_93	13	9	12	8	10	8	7	3	15	5	7	2	56	42	23	30	25	43	18	19	15	7	18	28
chr1	2716048	2717872	DNA_94	13	9	12	8	10	8	7	3	15	5	7	2	56	42	23	30	25	43	18	19	15	7	18	28
chr1	2721509	2722859	DNA_95	30	21	5	11	2	16	13	9	14	13	11	11	30	33	28	40	18	50	24	22	28	19	20	36
chr1	2721509	2722859	DNA_96	30	21	5	11	2	16	13	9	14	13	11	11	30	33	28	40	18	50	24	22	28	19	20	36
chr1	2744879	2746836	DNA_97	12	0	5	5	7	6	4	3	0	5	3	1	30	28	28	34	17	16	15	8	17	16	16	26
chr1	2744879	2746836	DNA_98	12	0	5	5	7	6	4	3	0	5	3	1	30	28	28	34	17	16	15	8	17	16	16	26
chr1	2791146	2791181	DNA_99	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	2
chr1	2791146	2791181	DNA_100	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	2
chr1	2803973	2804760	DNA_101	151	144	118	120	124	133	89	81	76	79	94	87	182	198	116	135	114	163	139	68	113	101	93	214
chr1	2803973	2804760	DNA_102	151	144	118	120	124	133	89	81	76	79	94	87	182	198	116	135	114	163	139	68	113	101	93	214
chr1	2846063	2846639	DNA_103	51	44	40	46	25	44	10	25	24	36	13	26	110	92	64	63	65	82	150	80	96	103	71	159
chr1	2846063	2846639	DNA_104	51	44	40	46	25	44	10	25	24	36	13	26	110	92	64	63	65	82	150	80	96	103	71	159
chr1	2900439	2903333	DNA_105	27	17	4	6	2	6	34	19	11	21	18	34	53	24	31	39	25	34	65	22	24	47	37	48
chr1	2900439	2903333	DNA_106	27	17	4	6	2	6	34	19	11	21	18	34	53	24	31	39	25	34	65	22	24	47	37	48
chr1	2920894	2920978	DNA_107	0	0	0	0	0	0	0	0	1	0	0	0	7	2	2	2	2	1	21	13	12	16	9	31
chr1	2920894	2920978	DNA_108	0	0	0	0	0	0	0	0	1	0	0	0	7	2	2	2	2	1	21	13	12	16	9	31
chr1	2943781	2944017	DNA_109	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2
chr1	2943781	2944017	DNA_110	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2
chr1	3044234	3044306	DNA_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0
chr1	3044234	3044306	DNA_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0
chr1	3093775	3093846	DNA_113	0	3	0	0	0	0	0	1	0	1	0	0	2	8	2	8	1	7	4	5	3	3	4	8
chr1	3093775	3093846	DNA_114	0	3	0	0	0	0	0	1	0	1	0	0	2	8	2	8	1	7	4	5	3	3	4	8
chr1	3093941	3094234	DNA_115	26	22	6	14	2	8	28	4	3	12	24	21	25	20	26	18	18	34	13	12	20	19	8	24
chr1	3093941	3094234	DNA_116	26	22	6	14	2	8	28	4	3	12	24	21	25	20	26	18	18	34	13	12	20	19	8	24
chr1	3094859	3095089	DNA_117	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	4	0	0	3	1	0	2	0	4
chr1	3094859	3095089	DNA_118	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	4	0	0	3	1	0	2	0	4
chr1	3118566	3119009	DNA_119	1	2	0	1	0	0	1	0	0	0	0	2	8	0	0	2	2	2	6	0	2	0	3	4
chr1	3118566	3119009	DNA_120	1	2	0	1	0	0	1	0	0	0	0	2	8	0	0	2	2	2	6	0	2	0	3	4
chr1	3356103	3356981	DNA_121	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	2	2	0	0	0	0	4	0	4
chr1	3356103	3356981	DNA_122	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	2	2	0	0	0	0	4	0	4
chr1	3357074	3357122	DNA_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	3357074	3357122	DNA_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	3357817	3363464	DNA_125	0	0	1	1	2	0	2	0	0	2	0	0	23	18	27	16	16	43	17	13	15	10	20	32
chr1	3357817	3363464	DNA_126	0	0	1	1	2	0	2	0	0	2	0	0	23	18	27	16	16	43	17	13	15	10	20	32
chr1	3391209	3392104	DNA_127	23	13	9	14	4	9	1	4	3	1	3	1	29	15	19	15	5	21	19	12	14	17	16	19
chr1	3391209	3392104	DNA_128	23	13	9	14	4	9	1	4	3	1	3	1	29	15	19	15	5	21	19	12	14	17	16	19
chr1	3392148	3392196	DNA_129	2	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	2	1	2	0	3	3	4	0
chr1	3392148	3392196	DNA_130	2	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	2	1	2	0	3	3	4	0
chr1	3392861	3398334	DNA_131	366	228	272	237	218	278	240	198	216	186	258	195	432	432	332	342	299	496	317	229	280	223	276	434
chr1	3392861	3398334	DNA_132	366	228	272	237	218	278	240	198	216	186	258	195	432	432	332	342	299	496	317	229	280	223	276	434
chr1	3543291	3543679	DNA_133	1	0	0	0	0	0	0	0	0	0	0	0	2	5	2	4	0	6	2	0	0	0	2	2
chr1	3543291	3543679	DNA_134	1	0	0	0	0	0	0	0	0	0	0	0	2	5	2	4	0	6	2	0	0	0	2	2
chr1	3553877	3553968	DNA_135	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1	3553877	3553968	DNA_136	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1	3616527	3616974	DNA_137	1	2	0	0	0	0	2	0	0	0	2	1	1	0	1	0	2	0	5	0	2	2	0	0
chr1	3616527	3616974	DNA_138	1	2	0	0	0	0	2	0	0	0	2	1	1	0	1	0	2	0	5	0	2	2	0	0
chr1	3669786	3671385	DNA_139	79	116	171	130	146	177	47	154	122	102	74	87	209	222	154	171	138	180	121	62	76	88	70	151
chr1	3669786	3671385	DNA_140	79	116	171	130	146	177	47	154	122	102	74	87	209	222	154	171	138	180	121	62	76	88	70	151
chr1	3688859	3688931	DNA_141	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	2
chr1	3688859	3688931	DNA_142	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	2
chr1	3797197	3797263	DNA_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
chr1	3797197	3797263	DNA_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
chr1	3797335	3797420	DNA_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr1	3797335	3797420	DNA_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr1	3820326	3820392	DNA_147	3	6	0	3	2	1	4	1	0	0	2	0	6	14	2	5	1	11	5	6	3	3	1	9
chr1	3820326	3820392	DNA_148	3	6	0	3	2	1	4	1	0	0	2	0	6	14	2	5	1	11	5	6	3	3	1	9
chr1	3843998	3844089	DNA_149	21	15	12	13	15	11	64	34	11	37	46	39	12	3	5	6	8	4	19	17	21	16	16	31
chr1	3843998	3844089	DNA_150	21	15	12	13	15	11	64	34	11	37	46	39	12	3	5	6	8	4	19	17	21	16	16	31
chr1	3844351	3844500	DNA_151	10	8	19	7	8	25	7	7	4	18	3	3	16	2	3	8	4	6	21	5	1	9	6	24
chr1	3844351	3844500	DNA_152	10	8	19	7	8	25	7	7	4	18	3	3	16	2	3	8	4	6	21	5	1	9	6	24
chr1	3845243	3845365	DNA_153	8	5	0	2	0	2	4	0	1	1	5	2	27	12	5	8	18	19	72	38	63	42	37	69
chr1	3845243	3845365	DNA_154	8	5	0	2	0	2	4	0	1	1	5	2	27	12	5	8	18	19	72	38	63	42	37	69
chr1	3866674	3866725	DNA_155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	3866674	3866725	DNA_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	3885396	3885465	DNA_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	3885396	3885465	DNA_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	3887410	3887649	DNA_159	4	6	12	10	9	12	18	9	5	6	10	4	4	8	13	7	4	4	4	14	13	5	2	12
chr1	3887410	3887649	DNA_160	4	6	12	10	9	12	18	9	5	6	10	4	4	8	13	7	4	4	4	14	13	5	2	12
chr1	3890405	3890641	DNA_161	1	2	1	1	2	3	0	0	0	0	0	1	2	1	0	2	4	3	13	0	5	7	4	2
chr1	3890405	3890641	DNA_162	1	2	1	1	2	3	0	0	0	0	0	1	2	1	0	2	4	3	13	0	5	7	4	2
chr1	3893311	3894051	DNA_163	95	112	119	65	83	136	67	141	72	116	97	115	122	105	97	79	92	147	72	53	80	39	67	141
chr1	3893311	3894051	DNA_164	95	112	119	65	83	136	67	141	72	116	97	115	122	105	97	79	92	147	72	53	80	39	67	141
chr1	3903424	3903510	DNA_165	63	55	36	60	51	59	38	33	26	55	50	45	12	12	6	4	18	13	3	9	10	15	7	9
chr1	3903424	3903510	DNA_166	63	55	36	60	51	59	38	33	26	55	50	45	12	12	6	4	18	13	3	9	10	15	7	9
chr1	3905638	3905711	DNA_167	4	8	0	0	0	2	2	0	0	2	2	5	8	1	4	2	0	1	3	1	1	0	4	2
chr1	3905638	3905711	DNA_168	4	8	0	0	0	2	2	0	0	2	2	5	8	1	4	2	0	1	3	1	1	0	4	2
chr1	3906294	3906396	DNA_169	19	9	0	4	1	7	7	5	1	4	5	5	16	18	8	6	2	6	12	8	9	10	10	17
chr1	3906294	3906396	DNA_170	19	9	0	4	1	7	7	5	1	4	5	5	16	18	8	6	2	6	12	8	9	10	10	17
chr1	3908211	3910983	DNA_171	368	243	220	223	178	282	150	99	86	123	143	123	246	205	174	171	153	246	146	122	124	99	116	170
chr1	3908211	3910983	DNA_172	368	243	220	223	178	282	150	99	86	123	143	123	246	205	174	171	153	246	146	122	124	99	116	170
chr1	3949958	3953456	DNA_173	8	6	10	7	11	13	3	4	5	0	0	1	18	11	16	11	5	8	15	9	10	2	6	14
chr1	3949958	3953456	DNA_174	8	6	10	7	11	13	3	4	5	0	0	1	18	11	16	11	5	8	15	9	10	2	6	14
chr1	3963600	3964542	DNA_175	4	2	2	1	1	0	1	0	0	0	1	0	21	7	8	21	18	16	25	5	16	8	22	15
chr1	3963600	3964542	DNA_176	4	2	2	1	1	0	1	0	0	0	1	0	21	7	8	21	18	16	25	5	16	8	22	15
chr1	3964599	3964763	DNA_177	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1	3964599	3964763	DNA_178	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1	3964868	3964991	DNA_179	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	1
chr1	3964868	3964991	DNA_180	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	1
chr1	4023770	4023986	DNA_181	2	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	1	0	1	0	0	0
chr1	4023770	4023986	DNA_182	2	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	1	0	1	0	0	0
chr1	4025045	4025205	DNA_183	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	3	0	0	0	2	0
chr1	4025045	4025205	DNA_184	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	3	0	0	0	2	0
chr1	4025714	4026925	DNA_185	4	5	2	0	0	0	3	0	0	0	1	0	3	4	2	6	4	4	4	2	6	2	0	4
chr1	4025714	4026925	DNA_186	4	5	2	0	0	0	3	0	0	0	1	0	3	4	2	6	4	4	4	2	6	2	0	4
chr1	4032222	4032374	DNA_187	62	45	42	48	43	58	0	0	0	0	0	0	20	22	16	13	15	21	0	0	0	0	0	1
chr1	4032222	4032374	DNA_188	62	45	42	48	43	58	0	0	0	0	0	0	20	22	16	13	15	21	0	0	0	0	0	1
chr1	4095654	4095825	DNA_189	11	6	2	5	1	3	5	0	0	0	3	2	109	122	86	99	80	155	45	54	56	36	45	66
chr1	4095654	4095825	DNA_190	11	6	2	5	1	3	5	0	0	0	3	2	109	122	86	99	80	155	45	54	56	36	45	66
chr1	4112402	4112773	DNA_191	31	19	30	24	23	26	6	31	30	15	19	14	44	33	19	30	24	37	23	18	17	22	13	40
chr1	4112402	4112773	DNA_192	31	19	30	24	23	26	6	31	30	15	19	14	44	33	19	30	24	37	23	18	17	22	13	40
chr1	4113803	4115674	DNA_193	678	558	605	511	579	648	405	526	434	454	521	429	510	542	436	393	381	610	343	317	345	365	368	607
chr1	4113803	4115674	DNA_194	678	558	605	511	579	648	405	526	434	454	521	429	510	542	436	393	381	610	343	317	345	365	368	607
chr1	4117003	4117563	DNA_195	194	245	154	190	208	218	135	211	127	229	196	188	173	172	146	135	147	206	145	143	163	141	139	264
chr1	4117003	4117563	DNA_196	194	245	154	190	208	218	135	211	127	229	196	188	173	172	146	135	147	206	145	143	163	141	139	264
chr1	4127960	4130486	DNA_197	405	317	341	298	359	376	230	298	322	278	335	280	325	342	277	305	292	437	260	243	264	212	252	446
chr1	4127960	4130486	DNA_198	405	317	341	298	359	376	230	298	322	278	335	280	325	342	277	305	292	437	260	243	264	212	252	446
chr1	4139947	4140474	DNA_199	109	158	218	196	187	228	165	218	153	195	196	182	160	179	121	147	96	181	158	78	91	78	101	173
chr1	4139947	4140474	DNA_200	109	158	218	196	187	228	165	218	153	195	196	182	160	179	121	147	96	181	158	78	91	78	101	173
chr1	4150142	4150819	DNA_201	154	101	76	75	59	120	136	77	69	82	104	127	56	36	26	34	24	27	67	53	50	44	37	95
chr1	4150142	4150819	DNA_202	154	101	76	75	59	120	136	77	69	82	104	127	56	36	26	34	24	27	67	53	50	44	37	95
chr1	4151759	4152028	DNA_203	47	18	6	12	5	11	34	15	1	13	10	11	18	20	9	9	17	11	36	16	22	24	24	41
