"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-317 0.0187090172954681 3 142 "GO:0003713" "transcription coactivator activity" 0.1327071820026
-406 0.0176012626151147 2 87 "GO:0003714" "transcription corepressor activity" 0.130373954060628
-658 8.54789400543095e-16 2 405 "GO:0003723" "RNA binding" 3.57729364127285e-13
-68 0.749385286697242 2 56 "GO:0003724;GO:0004004;GO:0008186" "RNA helicase activity" 0.902497100669916
-231 0.458741747371217 2 26 "GO:0003725" "double-stranded RNA binding" 0.700669420711147
-541 0.0240035353786118 2 44 "GO:0003727" "single-stranded RNA binding" 0.15374136650169
-504 5.11548200259757e-05 2 167 "GO:0003729" "mRNA binding" 0.00173973182810378
-419 0.135386745645013 3 32 "GO:0003730" "mRNA 3'-UTR binding" 0.376474106660717
-1550 2.00416360019025e-22 2 101 "GO:0003735" "structural constituent of ribosome" 1.67748493335924e-19
-460 0.0606282694318687 2 42 "GO:0003743" "translation initiation factor activity" 0.249979613371794
-803 0.109076515730061 4 10 "GO:0003746" "translation elongation factor activity" 0.338737870408954
-655 0.0290384620023397 3 28 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.169732508647662
-389 0.249920633714962 3 22 "GO:0003756;GO:0016864;GO:0016862" "protein disulfide isomerase activity" 0.537746967659186
350 0.0432521724891732 4 85 "GO:0003774;GO:0003777" "motor activity" 0.208057864215161
-334 0.0159972961225432 2 134 "GO:0003779" "actin binding" 0.122841622518979
-1084 0.126194693782892 2 5 "GO:0003785" "actin monomer binding" 0.359268566994152
-311 0.380265907608229 2 20 "GO:0003823" "antigen binding" 0.644296689611514
905 0.20168049275771 3 5 "GO:0003847" "1-alkyl-2-acetylglycerophosphocholine esterase activity" 0.467646517592346
-1372 0.0529025859393767 4 5 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.234282880588668
-379 0.184186471315737 2 31 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.444276877496461
-421 0.378784875374204 3 11 "GO:0003896" "DNA primase activity" 0.644296689611514
-300 0.570836018607539 2 9 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.797645655383155
-1786 0.0117608423060956 2 5 "GO:0003916" "DNA topoisomerase activity" 0.103619210633705
-85 0.530577911877794 4 140 "GO:0003924" "GTPase activity" 0.765381069748119
-447 0.329194685575267 5 12 "GO:0003943;GO:0008484" "sulfuric ester hydrolase activity" 0.595110047141465
477 0.461072034281538 2 6 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.70135279161069
-1088 0.00168072661974136 2 21 "GO:0003954;GO:0008137;GO:0050136;GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.0281353636144704
1081 0.0947139941415198 2 6 "GO:0003968" "RNA-directed 5'-3' RNA polymerase activity" 0.314585766255762
-389 0.547368463933392 3 6 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.779162252231716
219 0.678001979287411 3 9 "GO:0003993" "acid phosphatase activity" 0.869046947417401
522 0.420282969858802 3 6 "GO:0003995" "acyl-CoA dehydrogenase activity" 0.668696203111196
-321 0.619903629283989 2 6 "GO:0004000" "adenosine deaminase activity" 0.838443968780187
744 0.0116374615156171 2 29 "GO:0004003" "ATP-dependent DNA helicase activity" 0.103619210633705
668 0.265223778891693 2 7 "GO:0004016" "adenylate cyclase activity" 0.554980757330868
-489 0.490279572845431 2 5 "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 0.734103761129921
1053 0.0356692277618818 2 10 "GO:0004051;GO:0004052;GO:0016165;GO:0047977;GO:0050473" "arachidonate 12-lipoxygenase activity" 0.18856536987646
-242 0.666175744790155 2 8 "GO:0004065" "arylsulfatase activity" 0.866324090644395
-26 0.971048110900169 5 5 "GO:0004067" "asparaginase activity" 0.988392773508418
-160 0.775903974326293 5 8 "GO:0004089" "carbonate dehydratase activity" 0.91857372915291
1174 0.0103259246917148 4 12 "GO:0004112;GO:0004114" "cyclic-nucleotide phosphodiesterase activity" 0.0960310996329476
1154 0.0745107501236543 3 6 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.280925666006751
-973 0.0418974022566119 3 11 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 0.203884451678978
279 0.693680589641581 2 5 "GO:0004143" "diacylglycerol kinase activity" 0.874413634834342
-672 0.34326506991028 6 5 "GO:0004169" "dolichyl-phosphate-mannose-protein mannosyltransferase activity" 0.61088294771895
70 0.510498953690744 2 234 "GO:0004175" "endopeptidase activity" 0.753777859236535
-15 0.952878834999759 3 39 "GO:0004177" "aminopeptidase activity" 0.983048982600671
-22 0.940808381230139 2 30 "GO:0004180" "carboxypeptidase activity" 0.975875830635432
124 0.726284910636209 2 20 "GO:0004181" "metallocarboxypeptidase activity" 0.892479653711979
-1102 0.0493705911265692 2 8 "GO:0004190" "aspartic-type endopeptidase activity" 0.229573248738547
-349 0.114274927438249 2 52 "GO:0004197" "cysteine-type endopeptidase activity" 0.342663733551748
-268 0.408118465415241 -1 24 "GO:0004221" "obsolete ubiquitin thiolesterase activity" 0.661791893455986
393 0.0249078335790813 2 83 "GO:0004222" "metalloendopeptidase activity" 0.157938308376447
292 0.131433393015582 2 68 "GO:0004252;GO:0008236;GO:0017171" "serine hydrolase activity" 0.370116826502993
-865 0.0845203180814816 5 10 "GO:0004300" "enoyl-CoA hydratase activity" 0.296125155204037
-83 0.90725052879089 5 5 "GO:0004301" "epoxide hydrolase activity" 0.961226193161994
-149 0.766760826154277 5 10 "GO:0004322;GO:0016724;GO:0016722" "oxidoreductase activity, oxidizing metal ions" 0.911617629958991
-1270 0.073231139816963 2 5 "GO:0004364" "glutathione transferase activity" 0.280925666006751
1077 0.0110601713245683 2 14 "GO:0004383" "guanylate cyclase activity" 0.0995415419211147
751 0.180392435217558 2 8 "GO:0004385" "guanylate kinase activity" 0.438139117278162
223 0.16440525638991 2 99 "GO:0004386;GO:0008026;GO:0070035" "helicase activity" 0.420707695308221
177 0.665538115019667 2 15 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 0.866324090644395
441 0.148675444456196 2 27 "GO:0004407;GO:0033558;GO:0019213" "deacetylase activity" 0.401185936621314
288 0.684942669725663 2 5 "GO:0004435" "phosphatidylinositol phospholipase C activity" 0.871272058602401
906 0.0582091204283413 3 11 "GO:0004438;GO:0052744" "phosphatidylinositol monophosphate phosphatase activity" 0.244051996970903
991 0.125827488058427 3 6 "GO:0004439;GO:0106019;GO:0004445;GO:0046030" "phosphatidylinositol-4,5-bisphosphate phosphatase activity" 0.359268566994152
406 0.442898044823631 5 9 "GO:0004467;GO:0015645" "fatty acid ligase activity" 0.683958788777452
-55 0.813466922606844 2 47 "GO:0004497" "monooxygenase activity" 0.928883784750243
40 0.811555465829426 2 90 "GO:0004518" "nuclease activity" 0.928883784750243
175 0.403657183359153 3 58 "GO:0004519" "endonuclease activity" 0.661791893455986
569 0.0427713205888303 2 32 "GO:0004520;GO:0004536" "deoxyribonuclease activity" 0.206934077068503
256 0.369997453176622 2 31 "GO:0004521" "endoribonuclease activity" 0.637217836026405
814 0.174043334824364 6 7 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.432267867204726
-109 0.672580176571002 2 38 "GO:0004527" "exonuclease activity" 0.866689329969361
743 0.159960136331769 3 9 "GO:0004529;GO:0016895" "exodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.414509703125977
-458 0.220347854575005 2 18 "GO:0004532;GO:0016896;GO:0000175" "exoribonuclease activity" 0.491707973496608
28 0.901039749937468 2 50 "GO:0004540" "ribonuclease activity" 0.959504161192953
113 0.873323465989541 3 5 "GO:0004549" "tRNA-specific ribonuclease activity" 0.94775371126761
-107 0.839534764650564 3 9 "GO:0004558;GO:0090599;GO:0015926" "glucosidase activity" 0.940616583683022
-79 0.868422293265327 2 11 "GO:0004559;GO:0015923" "mannosidase activity" 0.947400944249413
527 0.37903475574458 6 7 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 0.644296689611514
-846 0.109270280777082 5 9 "GO:0004576" "oligosaccharyl transferase activity" 0.338737870408954
-221 0.732898035988831 2 6 "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 0.89422107306509
-454 0.179495358841042 3 22 "GO:0004601;GO:0016684" "peroxidase activity" 0.438139117278162
-609 0.277657061077973 2 8 "GO:0004602" "glutathione peroxidase activity" 0.564075145927824
630 0.00431521893591206 3 52 "GO:0004620;GO:0016298" "lipase activity" 0.0547248219599757
812 0.0762950138130736 3 12 "GO:0004622" "lysophospholipase activity" 0.283817451384634
610 0.112993141858504 2 17 "GO:0004623" "phospholipase A2 activity" 0.342663733551748
738 0.217922224808137 2 7 "GO:0004629" "phospholipase C activity" 0.490859242106319
221 0.693340211411572 2 8 "GO:0004652" "polynucleotide adenylyltransferase activity" 0.874413634834342
210 0.745550153489003 4 6 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.901444641678067
104 0.799333179613191 3 15 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "peptidyl-proline dioxygenase activity" 0.926877081272668
-857 0.226774311146198 5 5 "GO:0004658" "propionyl-CoA carboxylase activity" 0.503475062146864
-231 0.661738346990514 2 9 "GO:0004659" "prenyltransferase activity" 0.865429681923532
122 0.268940018702188 3 213 "GO:0004674" "protein serine/threonine kinase activity" 0.561080105863908
210 0.607558457785329 2 15 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.829570031266428
120 0.853017362083077 2 6 "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" 0.943546202483863
166 0.728271927700456 4 11 "GO:0004693;GO:0097472" "cyclin-dependent protein kinase activity" 0.892479653711979
516 0.425505949262912 2 6 "GO:0004697" "protein kinase C activity" 0.670712767482217
41 0.87010208644009 -1 41 "GO:0004702" "obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity" 0.947400944249413
-340 0.439658415818753 2 13 "GO:0004707" "MAP kinase activity" 0.681470544519067
464 0.274218413192433 2 14 "GO:0004708" "MAP kinase kinase activity" 0.562551009416829
-114 0.811684520212455 2 11 "GO:0004709" "MAP kinase kinase kinase activity" 0.928883784750243
308 0.397307349565499 2 19 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.659813991242704
765 3.74174397359023e-07 2 113 "GO:0004713;GO:0004714;GO:0019199" "protein tyrosine kinase activity" 2.40910746607309e-05
198 0.679073019180828 4 11 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.869088863997482
853 0.0523544289257252 -1 13 "GO:0004716" "obsolete signal transducer, downstream of receptor, with protein tyrosine kinase activity" 0.234242769453713
-426 0.011000579951199 2 91 "GO:0004721" "phosphoprotein phosphatase activity" 0.0995415419211147
-416 0.0860870391329882 3 43 "GO:0004722" "protein serine/threonine phosphatase activity" 0.296522023680293
615 0.304764813131476 5 7 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.582979988236375
-444 0.102891141937264 3 34 "GO:0004725" "protein tyrosine phosphatase activity" 0.326802790150351
-402 0.502215271706331 5 7 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.748980782523444
-291 0.424374276951706 5 19 "GO:0004745" "retinol dehydrogenase activity" 0.670191075110524
1113 0.0854266917655047 3 6 "GO:0004758;GO:0016454" "C-palmitoyltransferase activity" 0.296125155204037
833 0.1978830382508 4 6 "GO:0004767" "sphingomyelin phosphodiesterase activity" 0.466356933205413
-533 0.409804208609661 3 6 "GO:0004791" "thioredoxin-disulfide reductase activity" 0.661791893455986
1166 0.0375295398996215 3 8 "GO:0004806" "triglyceride lipase activity" 0.18856536987646
-636 0.0453150079714675 3 25 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 0.216735209554962
504 0.435912948789378 2 6 "GO:0004835" "tubulin-tyrosine ligase activity" 0.681406067306833
-53 0.940898202297245 3 5 "GO:0004839" "ubiquitin activating enzyme activity" 0.975875830635432
-255 0.117894556123975 3 96 "GO:0004857" "enzyme inhibitor activity" 0.345175198748515
-210 0.461702972732963 2 31 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.70135279161069
55 0.932290242125724 3 6 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.975673564598015
103 0.837023682177216 2 10 "GO:0004864;GO:0019212" "phosphatase inhibitor activity" 0.940616583683022
-576 0.0550301950035854 2 28 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.237424088752582
-135 0.848690536909667 2 5 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.942114031025718
-1236 0.00494603659007707 3 13 "GO:0004869;GO:0043027" "cysteine-type endopeptidase inhibitor activity" 0.0599975742883262
449 4.52688373720432e-09 -1 467 "GO:0004871;GO:0060089" "molecular transducer activity" 3.44454698912729e-07
-643 0.199469273700762 3 10 "GO:0004879;GO:0098531" "ligand-activated transcription factor activity" 0.466356933205413
628 6.51118906632545e-11 2 286 "GO:0004888;GO:0038023" "signaling receptor activity" 7.785521783592e-09
1786 0.00143592522829187 5 8 "GO:0004890" "GABA-A receptor activity" 0.0255716897038361
500 0.0091390349670469 4 69 "GO:0004930" "G protein-coupled receptor activity" 0.0921611116556416
1368 0.0028067724635711 2 12 "GO:0004970;GO:0015277" "ionotropic glutamate receptor activity" 0.041215237754544
-337 0.48042753904467 5 11 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.724536666991692
751 0.180247163314492 2 8 "GO:0005003" "ephrin receptor activity" 0.438139117278162
758 0.284605371170394 3 5 "GO:0005005" "transmembrane-ephrin receptor activity" 0.568370832037027
771 0.0795724098329684 2 13 "GO:0005007" "fibroblast growth factor-activated receptor activity" 0.288318837266155
645 0.158615627118263 2 12 "GO:0005021" "vascular endothelial growth factor-activated receptor activity" 0.412302111484429
435 0.288175119649461 3 15 "GO:0005041;GO:0030228" "lipoprotein particle receptor activity" 0.568741959330033
567 0.343758504630377 3 7 "GO:0005042" "netrin receptor activity" 0.61088294771895
-970 0.17095648943404 4 5 "GO:0005047" "signal recognition particle binding" 0.428750356408564
-613 0.111158120619558 2 17 "GO:0005048" "signal sequence binding" 0.341072942391754
300 0.115858825083805 -1 70 "GO:0005057" "obsolete signal transducer activity, downstream of receptor" 0.342663733551748
914 0.157829610654021 2 6 "GO:0005068" "transmembrane receptor protein tyrosine kinase adaptor activity" 0.411537022172634
-370 0.284995434835052 4 21 "GO:0005070" "SH3/SH2 adaptor activity" 0.568370832037027
327 0.613007252458433 2 6 "GO:0005072" "transforming growth factor beta receptor, cytoplasmic mediator activity" 0.834287919199526
102 0.742592344508911 3 26 "GO:0005080" "protein kinase C binding" 0.901444641678067
604 0.000357036979239218 3 89 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.00878941034185957
596 0.287258078789686 5 8 "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" 0.568741959330033
341 0.63041721498146 2 5 "GO:0005087" "Ran guanyl-nucleotide exchange factor activity" 0.842949706811353
733 0.000367595009523154 5 60 "GO:0005088" "Ras guanyl-nucleotide exchange factor activity" 0.00879077208488228
1015 0.000127957214804635 2 36 "GO:0005089" "Rho guanyl-nucleotide exchange factor activity" 0.00382500674255284
-665 0.30385448691536 2 6 "GO:0005095" "GTPase inhibitor activity" 0.582979988236375
254 0.144341967808316 4 84 "GO:0005096" "GTPase activator activity" 0.393531684220067
78 0.379766198271373 3 338 "GO:0005102" "signaling receptor binding" 0.644296689611514
116 0.87020931897855 2 5 "GO:0005104" "fibroblast growth factor receptor binding" 0.947400944249413
932 0.00860372757853942 5 20 "GO:0005109" "frizzled binding" 0.0889051849782407
-1 0.998403699388369 2 9 "GO:0005112" "Notch binding" 0.999679838546666
656 0.214783445685713 4 9 "GO:0005113" "patched binding" 0.487199966926155
133 0.714942516690111 4 19 "GO:0005125" "cytokine activity" 0.88713382271515
3 0.99075766079084 2 32 "GO:0005126" "cytokine receptor binding" 0.996711733271554
753 0.179232692755994 3 8 "GO:0005158" "insulin receptor binding" 0.438139117278162
555 0.433420151674617 2 5 "GO:0005159" "insulin-like growth factor receptor binding" 0.680624140622241
-1069 0.0743746394692689 3 7 "GO:0005160" "transforming growth factor beta receptor binding" 0.280925666006751
123 0.861988880221089 5 5 "GO:0005161" "platelet-derived growth factor receptor binding" 0.944351692074675
645 0.198142589421333 2 10 "GO:0005172" "vascular endothelial growth factor receptor binding" 0.466356933205413
572 0.022947696734061 2 40 "GO:0005178" "integrin binding" 0.150838036575383
-559 9.9520772599794e-09 1 278 "GO:0005198" "structural molecule activity" 6.94157388883563e-07
-361 0.112012261074916 2 49 "GO:0005200" "structural constituent of cytoskeleton" 0.341072942391754
1063 9.62094477263017e-05 2 34 "GO:0005201" "extracellular matrix structural constituent" 0.00298249287951535
807 7.27312204850635e-15 3 244 "GO:0005216;GO:0022838;GO:0015267;GO:0022803;GO:0005261" "channel activity" 2.02920105153327e-12
905 0.0271819617236273 3 15 "GO:0005217" "intracellular ligand-gated ion channel activity" 0.164864506975913
1879 0.00804219591727398 3 5 "GO:0005221;GO:0043855" "cyclic nucleotide-gated ion channel activity" 0.084141474784479
810 0.0766891047170724 2 12 "GO:0005227" "calcium activated cation channel activity" 0.284021153310573
892 0.00054254470161825 3 38 "GO:0005230" "extracellular ligand-gated ion channel activity" 0.0119502609277493
559 0.0848082467970035 4 24 "GO:0005231" "excitatory extracellular ligand-gated ion channel activity" 0.296125155204037
1757 0.0131806378731082 2 5 "GO:0005237" "inhibitory extracellular ligand-gated ion channel activity" 0.109837824246273
822 6.34544754600476e-05 6 60 "GO:0005244;GO:0022832;GO:0022843" "voltage-gated channel activity" 0.00204274599846384
651 0.112061002577936 4 15 "GO:0005245" "voltage-gated calcium channel activity" 0.341072942391754
-52 0.917962284640901 3 10 "GO:0005246" "calcium channel regulator activity" 0.966223890908234
1390 0.00557759867154255 4 10 "GO:0005248" "voltage-gated sodium channel activity" 0.0641275396814491
722 0.0328597426874609 7 22 "GO:0005249" "voltage-gated potassium channel activity" 0.182143077015926
367 0.404706264266891 2 13 "GO:0005251" "delayed rectifier potassium channel activity" 0.661791893455986
600 0.0762432125676506 2 22 "GO:0005253;GO:0005254" "anion channel activity" 0.283817451384634
814 1.68062334051701e-09 6 141 "GO:0005262;GO:0015085;GO:0072509" "divalent inorganic cation transmembrane transporter activity" 1.40668173601274e-07
729 0.00589712887713613 2 36 "GO:0005267" "potassium channel activity" 0.066701309056256
1493 1.03307697161239e-06 2 27 "GO:0005272" "sodium channel activity" 5.76456950159714e-05
-37 0.915966706046667 5 21 "GO:0005277;GO:1901375;GO:0005294;GO:0015187;GO:0015193;GO:0015375;GO:0005295" "L-proline transmembrane transporter activity" 0.966223890908234
527 0.111464973829173 4 23 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.341072942391754
107 0.703343591299269 2 32 "GO:0005319" "lipid transporter activity" 0.880959569547261
631 0.292008706981572 2 7 "GO:0005324;GO:0015245" "long-chain fatty acid transporter activity" 0.572391774575119
119 0.635289196088397 2 40 "GO:0005326" "neurotransmitter transporter activity" 0.846110765363108
246 0.352740662002447 3 36 "GO:0005328;GO:0005283;GO:0005343;GO:0005416" "organic acid:sodium symporter activity" 0.620260365748
531 0.411711151653914 2 6 "GO:0005337" "nucleoside transmembrane transporter activity" 0.661791893455986
665 0.304097089260979 5 6 "GO:0005338;GO:0005459;GO:0015165;GO:0005462" "pyrimidine nucleotide-sugar transmembrane transporter activity" 0.582979988236375
1873 0.00379992765267281 2 6 "GO:0005354;GO:0008516;GO:0015292;GO:0015284" "uniporter activity" 0.0504847530997959
1440 0.00259747720014783 6 11 "GO:0005355;GO:0015149" "hexose transmembrane transporter activity" 0.0388230074379238
-262 0.639921399743887 2 8 "GO:0005372;GO:0015250" "water transmembrane transporter activity" 0.84975296156152
-795 0.261982435650078 2 5 "GO:0005375" "copper ion transmembrane transporter activity" 0.552040631346306
565 0.216908440907616 2 12 "GO:0005381" "iron ion transmembrane transporter activity" 0.490682067674796
449 0.327119098819573 4 12 "GO:0005385" "zinc ion transmembrane transporter activity" 0.595110047141465
405 0.531857501197964 2 6 "GO:0005388" "calcium-transporting ATPase activity" 0.765381069748119
763 0.148633067369862 4 9 "GO:0005402" "carbohydrate:cation symporter activity" 0.401185936621314
672 0.23033101249483 2 8 "GO:0005451;GO:0015299;GO:0015385" "solute:proton antiporter activity" 0.508750812389588
975 0.168935268828766 3 5 "GO:0005452" "inorganic anion exchanger activity" 0.427263276836427
36 0.937110718835195 2 12 "GO:0005484" "SNAP receptor activity" 0.975875830635432
-599 0.0237909922925231 3 36 "GO:0005496;GO:0015485;GO:0032934" "steroid binding" 0.15374136650169
-566 0.258723662437651 4 10 "GO:0005504" "fatty acid binding" 0.546847741061399
-143 0.556108740190319 3 43 "GO:0005506" "iron ion binding" 0.787585474685782
45 0.892190206443027 6 23 "GO:0005507" "copper ion binding" 0.956100688293375
-79 0.532071002305162 5 160 "GO:0005509" "calcium ion binding" 0.765381069748119
169 0.422273559381854 3 57 "GO:0005516" "calmodulin binding" 0.668696203111196
574 0.114887053749465 3 19 "GO:0005518" "collagen binding" 0.342663733551748
-18 0.856048142150532 2 275 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 0.943546202483863
-274 0.0277554348764774 2 167 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.166665306808863
-1068 0.0196273823219696 4 12 "GO:0005527;GO:0005528" "FK506 binding" 0.136755688017029
1477 0.00125597910076859 4 12 "GO:0005536" "glucose binding" 0.0238921478941661
-363 0.30681303514272 2 20 "GO:0005537" "mannose binding" 0.582979988236375
230 0.185903734062149 3 84 "GO:0005539" "glycosaminoglycan binding" 0.44713053278741
-105 0.861357813992093 3 7 "GO:0005542" "folic acid binding" 0.944351692074675
102 0.451516395386431 2 140 "GO:0005543" "phospholipid binding" 0.693429766859528
725 0.0224812179748919 2 25 "GO:0005544" "calcium-dependent phospholipid binding" 0.149339519404639
