"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-330 0.859494829854799 2 23 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.997113254839194
238 0.245453353353587 3 18 "GO:0003756;GO:0016864;GO:0016862" "protein disulfide isomerase activity" 0.997113254839194
6 0.48539440459201 3 83 "GO:0003774;GO:0003777" "motor activity" 0.997113254839194
67 0.301593184797294 4 133 "GO:0003779" "actin binding" 0.997113254839194
-363 0.710308953937175 2 5 "GO:0003785" "actin monomer binding" 0.997113254839194
-273 0.785533953348649 2 18 "GO:0003823" "antigen binding" 0.997113254839194
102 0.427245642611002 2 7 "GO:0003845" "11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity" 0.997113254839194
-764 0.878382128145837 3 5 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.997113254839194
129 0.339744857416988 4 22 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.997113254839194
547 0.201831264574708 2 5 "GO:0003896" "DNA primase activity" 0.997113254839194
-393 0.775961420187646 2 8 "GO:0003906" "DNA-(apurinic or apyrimidinic site) endonuclease activity" 0.997113254839194
-419 0.75805608316268 3 6 "GO:0003916" "DNA topoisomerase activity" 0.997113254839194
102 0.221415406298136 3 125 "GO:0003924" "GTPase activity" 0.997113254839194
457 0.106227611869272 2 16 "GO:0003943;GO:0008484" "sulfuric ester hydrolase activity" 0.997113254839194
-356 0.72422906147704 5 6 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.997113254839194
398 0.163842661650865 3 13 "GO:0003954;GO:0008137;GO:0050136" "NADH dehydrogenase (quinone) activity" 0.997113254839194
363 0.27186978346261 5 6 "GO:0003968" "RNA-directed 5'-3' RNA polymerase activity" 0.997113254839194
-734 0.890251247983418 2 6 "GO:0003988" "acetyl-CoA C-acyltransferase activity" 0.997113254839194
-1117 0.984430663481358 3 8 "GO:0003993" "acid phosphatase activity" 0.997113254839194
-8 0.505174887235224 3 6 "GO:0003995" "acyl-CoA dehydrogenase activity" 0.997113254839194
105 0.436154980933685 2 5 "GO:0004000" "adenosine deaminase activity" 0.997113254839194
597 0.0157287885524208 2 28 "GO:0004003" "ATP-dependent DNA helicase activity" 0.997113254839194
89 0.431652904632369 2 8 "GO:0004016" "adenylate cyclase activity" 0.997113254839194
-1187 0.964957827311175 3 5 "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 0.997113254839194
420 0.260938191250977 2 5 "GO:0004033" "aldo-keto reductase (NADP) activity" 0.997113254839194
779 0.0554447519747501 2 9 "GO:0004051;GO:0004052;GO:0016165;GO:0047977;GO:0050473" "arachidonate 12-lipoxygenase activity" 0.997113254839194
216 0.338535165110703 3 8 "GO:0004065" "arylsulfatase activity" 0.997113254839194
-1097 0.987635402888601 2 9 "GO:0004089" "carbonate dehydratase activity" 0.997113254839194
-301 0.761899324193204 2 12 "GO:0004112;GO:0004114" "cyclic-nucleotide phosphodiesterase activity" 0.997113254839194
-482 0.789657407619137 2 6 "GO:0004115" "3',5'-cyclic-AMP phosphodiesterase activity" 0.997113254839194
-323 0.733696666489013 4 8 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "oxidoreductase activity, acting on a heme group of donors" 0.997113254839194
842 0.0993097148191448 2 5 "GO:0004143" "diacylglycerol kinase activity" 0.997113254839194
149 0.0703986655456997 3 218 "GO:0004175" "endopeptidase activity" 0.997113254839194
-11 0.516696270147721 2 33 "GO:0004177" "aminopeptidase activity" 0.997113254839194
80 0.38230184450121 2 30 "GO:0004180" "carboxypeptidase activity" 0.997113254839194
274 0.208219333784469 7 19 "GO:0004181" "metallocarboxypeptidase activity" 0.997113254839194
-89 0.554320872963857 2 5 "GO:0004185;GO:0070008" "serine-type carboxypeptidase activity" 0.997113254839194
1178 0.0167068599598902 2 7 "GO:0004190" "aspartic-type endopeptidase activity" 0.997113254839194
240 0.145124884632098 5 42 "GO:0004197" "cysteine-type endopeptidase activity" 0.997113254839194
-401 0.905247623892143 -1 23 "GO:0004221" "obsolete ubiquitin thiolesterase activity" 0.997113254839194
139 0.192075868138474 2 85 "GO:0004222" "metalloendopeptidase activity" 0.997113254839194
3 0.494488807089 2 53 "GO:0004252" "serine-type endopeptidase activity" 0.997113254839194
-355 0.739352893921261 4 7 "GO:0004300" "enoyl-CoA hydratase activity" 0.997113254839194
744 0.106895510064818 2 6 "GO:0004301" "epoxide hydrolase activity" 0.997113254839194
847 0.0510955118387655 5 8 "GO:0004322;GO:0016724;GO:0016722" "oxidoreductase activity, oxidizing metal ions" 0.997113254839194
419 0.160910093605582 2 12 "GO:0004383" "guanylate cyclase activity" 0.997113254839194
136 0.403280230636966 2 7 "GO:0004385" "guanylate kinase activity" 0.997113254839194
20 0.445184594569309 3 103 "GO:0004386;GO:0008026;GO:0070035" "helicase activity" 0.997113254839194
609 0.0540208771156505 5 15 "GO:0004402;GO:0061733;GO:0034212" "peptide N-acetyltransferase activity" 0.997113254839194
-188 0.678431222040582 2 13 "GO:0004407;GO:0033558" "protein deacetylase activity" 0.997113254839194
-516 0.784485051518815 3 5 "GO:0004435" "phosphatidylinositol phospholipase C activity" 0.997113254839194
441 0.197135599665951 2 8 "GO:0004438" "phosphatidylinositol-3-phosphatase activity" 0.997113254839194
-575 0.810077546886838 3 5 "GO:0004445;GO:0046030" "inositol-polyphosphate 5-phosphatase activity" 0.997113254839194
526 0.140636736191056 3 9 "GO:0004467;GO:0015645" "fatty acid ligase activity" 0.997113254839194
233 0.131789523839959 2 50 "GO:0004497" "monooxygenase activity" 0.997113254839194
-27 0.564954979179326 2 80 "GO:0004518" "nuclease activity" 0.997113254839194
-51 0.59788370642353 3 51 "GO:0004519" "endonuclease activity" 0.997113254839194
-379 0.913816693684987 2 28 "GO:0004520;GO:0004536" "deoxyribonuclease activity" 0.997113254839194
51 0.430106589640748 4 26 "GO:0004521" "endoribonuclease activity" 0.997113254839194
-149 0.598526276300348 2 6 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.997113254839194
-59 0.592085445420829 3 34 "GO:0004527" "exonuclease activity" 0.997113254839194
-633 0.873419734948515 4 7 "GO:0004529;GO:0016895" "exodeoxyribonuclease activity" 0.997113254839194
170 0.321045745084571 2 16 "GO:0004532;GO:0016896;GO:0000175" "exoribonuclease activity" 0.997113254839194
89 0.346352442762874 3 43 "GO:0004540" "ribonuclease activity" 0.997113254839194
-138 0.583254323257948 6 5 "GO:0004558;GO:0090599" "alpha-glucosidase activity" 0.997113254839194
-158 0.633289062542164 6 10 "GO:0004559;GO:0015923" "mannosidase activity" 0.997113254839194
-161 0.597386324509904 5 5 "GO:0004566" "beta-glucuronidase activity" 0.997113254839194
-574 0.809413652657936 5 5 "GO:0004568" "chitinase activity" 0.997113254839194
461 0.202857372708473 3 7 "GO:0004571;GO:0015924" "mannosyl-oligosaccharide mannosidase activity" 0.997113254839194
118 0.409640687629569 5 8 "GO:0004576" "oligosaccharyl transferase activity" 0.997113254839194
-267 0.658447365318574 2 5 "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" 0.997113254839194
631 0.0425767039273121 3 16 "GO:0004601;GO:0016684" "peroxidase activity" 0.997113254839194
266 0.34222581833494 2 5 "GO:0004602" "glutathione peroxidase activity" 0.997113254839194
-28 0.555857705983445 2 54 "GO:0004620;GO:0016298" "lipase activity" 0.997113254839194
64 0.442879166673572 3 11 "GO:0004622" "lysophospholipase activity" 0.997113254839194
-403 0.856165369825244 3 15 "GO:0004623" "phospholipase A2 activity" 0.997113254839194
-250 0.673907356634142 2 7 "GO:0004629" "phospholipase C activity" 0.997113254839194
1325 0.00526217420550946 2 8 "GO:0004652" "polynucleotide adenylyltransferase activity" 0.997113254839194
-243 0.658050989699128 2 6 "GO:0004653" "polypeptide N-acetylgalactosaminyltransferase activity" 0.997113254839194
316 0.210222336254647 4 14 "GO:0004656;GO:0019798;GO:0031545;GO:0031543" "peptidyl-proline dioxygenase activity" 0.997113254839194
688 0.146880359189892 2 5 "GO:0004658" "propionyl-CoA carboxylase activity" 0.997113254839194
-572 0.865082576056579 2 8 "GO:0004659" "prenyltransferase activity" 0.997113254839194
-650 0.839513867557665 3 5 "GO:0004661;GO:0008318" "protein prenyltransferase activity" 0.997113254839194
-9 0.533379768663174 3 194 "GO:0004674" "protein serine/threonine kinase activity" 0.997113254839194
115 0.38824083764559 2 13 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.997113254839194
-721 0.948675732544399 2 11 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 0.997113254839194
-937 0.923710846251754 2 5 "GO:0004697" "protein kinase C activity" 0.997113254839194
175 0.232055670958933 -1 38 "GO:0004702" "obsolete signal transducer, downstream of receptor, with serine/threonine kinase activity" 0.997113254839194
-422 0.830421044922244 2 11 "GO:0004707" "MAP kinase activity" 0.997113254839194
147 0.359014301595849 2 13 "GO:0004708" "MAP kinase kinase activity" 0.997113254839194
758 0.0603788139140553 2 9 "GO:0004709" "MAP kinase kinase kinase activity" 0.997113254839194
67 0.42299879105132 2 18 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.997113254839194
22 0.441518081752229 2 95 "GO:0004713" "protein tyrosine kinase activity" 0.997113254839194
219 0.103506474289992 4 72 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.997113254839194
-461 0.840271658454685 2 10 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.997113254839194
-389 0.810451652636837 -1 11 "GO:0004716" "obsolete signal transducer, downstream of receptor, with protein tyrosine kinase activity" 0.997113254839194
62 0.351937833453677 4 81 "GO:0004721" "phosphoprotein phosphatase activity" 0.997113254839194
103 0.333026166677203 2 38 "GO:0004722" "protein serine/threonine phosphatase activity" 0.997113254839194
517 0.214978900097598 6 5 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.997113254839194
-28 0.542742620682913 5 31 "GO:0004725" "protein tyrosine phosphatase activity" 0.997113254839194
1044 0.0405108952423904 2 6 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.997113254839194
-611 0.940461835287928 5 14 "GO:0004745" "retinol dehydrogenase activity" 0.997113254839194
-60 0.539942155745533 6 6 "GO:0004758;GO:0016454" "C-palmitoyltransferase activity" 0.997113254839194
302 0.306952013883813 2 6 "GO:0004767" "sphingomyelin phosphodiesterase activity" 0.997113254839194
433 0.25442714792471 3 5 "GO:0004800" "thyroxine 5'-deiodinase activity" 0.997113254839194
-410 0.811835200237923 2 10 "GO:0004806" "triglyceride lipase activity" 0.997113254839194
-292 0.830307901000526 2 23 "GO:0004812;GO:0016875" "aminoacyl-tRNA ligase activity" 0.997113254839194
158 0.395874326748034 3 6 "GO:0004835" "tubulin-tyrosine ligase activity" 0.997113254839194
84 0.449304426903259 5 5 "GO:0004839" "ubiquitin activating enzyme activity" 0.997113254839194
-610 0.989571033807083 4 31 "GO:0004843;GO:0036459;GO:0019783;GO:0101005" "ubiquitin-like protein-specific protease activity" 0.997113254839194
31 0.425139099185327 2 83 "GO:0004857" "enzyme inhibitor activity" 0.997113254839194
-34 0.549386310952667 2 28 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.997113254839194
610 0.154120368555695 2 6 "GO:0004861" "cyclin-dependent protein serine/threonine kinase inhibitor activity" 0.997113254839194
-81 0.561974723485784 2 8 "GO:0004864;GO:0019212" "phosphatase inhibitor activity" 0.997113254839194
142 0.31753727604776 4 24 "GO:0004866;GO:0030414;GO:0061135" "endopeptidase regulator activity" 0.997113254839194
75 0.454508003087885 5 5 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.997113254839194
666 0.0657964839157079 5 11 "GO:0004869;GO:0043027" "cysteine-type endopeptidase inhibitor activity" 0.997113254839194
-5 0.526444013477317 -1 449 "GO:0004871;GO:0060089" "molecular transducer activity" 0.997113254839194
-705 0.958606049349206 2 13 "GO:0004879;GO:0098531" "nuclear receptor activity" 0.997113254839194
-105 0.882350732681667 3 288 "GO:0004888;GO:0038023" "signaling receptor activity" 0.997113254839194
-834 0.96396295613118 2 10 "GO:0004890" "GABA-A receptor activity" 0.997113254839194
-201 0.887201161633818 2 79 "GO:0004930" "G protein-coupled receptor activity" 0.997113254839194
-529 0.911379574655793 5 14 "GO:0004970;GO:0015277" "ionotropic glutamate receptor activity" 0.997113254839194
-299 0.750939831248606 3 11 "GO:0005001;GO:0019198" "transmembrane receptor protein tyrosine phosphatase activity" 0.997113254839194
767 0.0831464473183822 2 7 "GO:0005003" "ephrin receptor activity" 0.997113254839194
648 0.0810112941100554 5 10 "GO:0005007" "fibroblast growth factor-activated receptor activity" 0.997113254839194
-696 0.942353594092347 2 11 "GO:0005021" "vascular endothelial growth factor-activated receptor activity" 0.997113254839194
-495 0.888231682573558 2 13 "GO:0005041;GO:0030228" "lipoprotein particle receptor activity" 0.997113254839194
246 0.328516697664834 2 7 "GO:0005042" "netrin receptor activity" 0.997113254839194
-412 0.75447055625306 2 6 "GO:0005044" "scavenger receptor activity" 0.997113254839194
-662 0.954344308214849 4 14 "GO:0005048" "signal sequence binding" 0.997113254839194
-13 0.527527249759876 -1 65 "GO:0005057" "obsolete signal transducer activity, downstream of receptor" 0.997113254839194
172 0.386661281292918 2 6 "GO:0005068" "transmembrane receptor protein tyrosine kinase adaptor activity" 0.997113254839194
232 0.24508939388397 2 19 "GO:0005070" "SH3/SH2 adaptor activity" 0.997113254839194
-417 0.757445937675551 2 6 "GO:0005072" "transforming growth factor beta receptor, cytoplasmic mediator activity" 0.997113254839194
29 0.45802514536511 2 28 "GO:0005080" "protein kinase C binding" 0.997113254839194
-37 0.588348020716676 2 79 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.997113254839194
-341 0.744686358679549 2 8 "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" 0.997113254839194
441 0.250425705668508 2 5 "GO:0005087" "Ran guanyl-nucleotide exchange factor activity" 0.997113254839194
133 0.256947259136925 2 52 "GO:0005088" "Ras guanyl-nucleotide exchange factor activity" 0.997113254839194
199 0.225368207385609 2 31 "GO:0005089" "Rho guanyl-nucleotide exchange factor activity" 0.997113254839194
-412 0.754558346452203 3 6 "GO:0005095" "GTPase inhibitor activity" 0.997113254839194
104 0.270275112580993 2 76 "GO:0005096" "GTPase activator activity" 0.997113254839194
53 0.266148436326995 2 323 "GO:0005102" "signaling receptor binding" 0.997113254839194
920 0.0621175420487251 2 6 "GO:0005104" "fibroblast growth factor receptor binding" 0.997113254839194
-423 0.895478711000864 2 19 "GO:0005109" "frizzled binding" 0.997113254839194
-440 0.82857722893012 4 10 "GO:0005112" "Notch binding" 0.997113254839194
483 0.19174212997426 4 7 "GO:0005113" "patched binding" 0.997113254839194
-161 0.67925422845571 2 18 "GO:0005125" "cytokine activity" 0.997113254839194
-113 0.679613939807958 3 37 "GO:0005126" "cytokine receptor binding" 0.997113254839194
-657 0.897708651416544 2 8 "GO:0005158" "insulin receptor binding" 0.997113254839194
551 0.200286560935629 4 5 "GO:0005159" "insulin-like growth factor receptor binding" 0.997113254839194
-304 0.721094021376244 5 8 "GO:0005160" "transforming growth factor beta receptor binding" 0.997113254839194
198 0.319794883093395 5 12 "GO:0005172" "vascular endothelial growth factor receptor binding" 0.997113254839194
240 0.142017672613737 2 43 "GO:0005178" "integrin binding" 0.997113254839194
130 0.0862686227209025 1 247 "GO:0005198" "structural molecule activity" 0.997113254839194
280 0.0985915693593867 2 46 "GO:0005200" "structural constituent of cytoskeleton" 0.997113254839194
46 0.426960018018204 2 35 "GO:0005201" "extracellular matrix structural constituent" 0.997113254839194
44 0.318218441499068 2 263 "GO:0005216;GO:0022838;GO:0015267;GO:0022803;GO:0005261" "channel activity" 0.997113254839194
201 0.297462546024654 4 15 "GO:0005217" "intracellular ligand-gated ion channel activity" 0.997113254839194
599 0.180295825381668 5 5 "GO:0005221;GO:0043855" "cyclic nucleotide-gated ion channel activity" 0.997113254839194
171 0.355861094376277 2 10 "GO:0005227" "calcium activated cation channel activity" 0.997113254839194
-389 0.956827943159259 4 42 "GO:0005230" "extracellular ligand-gated ion channel activity" 0.997113254839194
-156 0.698422709949116 6 24 "GO:0005231" "excitatory extracellular ligand-gated ion channel activity" 0.997113254839194
-688 0.892909524319656 7 7 "GO:0005237" "inhibitory extracellular ligand-gated ion channel activity" 0.997113254839194
-185 0.611509306140454 3 5 "GO:0005242" "inward rectifier potassium channel activity" 0.997113254839194
-10 0.521576849217516 6 68 "GO:0005244;GO:0022832;GO:0022843" "voltage-gated channel activity" 0.997113254839194
379 0.158199932368079 7 15 "GO:0005245" "voltage-gated calcium channel activity" 0.997113254839194
998 0.0270835616466294 4 8 "GO:0005246" "calcium channel regulator activity" 0.997113254839194
-211 0.697682312179282 6 13 "GO:0005248" "voltage-gated sodium channel activity" 0.997113254839194
-69 0.594789845658389 2 26 "GO:0005249" "voltage-gated potassium channel activity" 0.997113254839194
32 0.466435415304623 3 15 "GO:0005251" "delayed rectifier potassium channel activity" 0.997113254839194
-208 0.747350990683673 3 22 "GO:0005253;GO:0005254" "anion channel activity" 0.997113254839194
138 0.125340462669687 5 153 "GO:0005262;GO:0015085;GO:0072509" "divalent inorganic cation transmembrane transporter activity" 0.997113254839194
-117 0.692959216271182 4 40 "GO:0005267" "potassium channel activity" 0.997113254839194
-311 0.891685672308011 5 34 "GO:0005272" "sodium channel activity" 0.997113254839194
-124 0.647683953743708 2 20 "GO:0005277;GO:1901375;GO:0005294;GO:0015187;GO:0015193;GO:0015375;GO:0005295" "acetylcholine transmembrane transporter activity" 0.997113254839194
-49 0.55926477728143 2 20 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.997113254839194
336 0.105061968311135 2 30 "GO:0005319" "lipid transporter activity" 0.997113254839194
-422 0.777117099050823 4 7 "GO:0005324;GO:0015245" "fatty acid transmembrane transporter activity" 0.997113254839194
31 0.448703390506283 2 38 "GO:0005326" "neurotransmitter transporter activity" 0.997113254839194
-85 0.632240816711228 2 34 "GO:0005328;GO:0005283;GO:0005343;GO:0005416" "organic acid:sodium symporter activity" 0.997113254839194
1055 0.0536321984339048 4 5 "GO:0005337" "nucleoside transmembrane transporter activity" 0.997113254839194
-219 0.63085959704067 2 5 "GO:0005338;GO:0015165" "nucleotide-sugar transmembrane transporter activity" 0.997113254839194
-216 0.953477406391823 2 133 "GO:0005342;GO:0046943;GO:0008514" "organic anion transmembrane transporter activity" 0.997113254839194
116 0.429665697652013 3 5 "GO:0005345" "purine nucleobase transmembrane transporter activity" 0.997113254839194
663 0.133709438068428 2 6 "GO:0005354;GO:0008516;GO:0015292;GO:0015284" "uniporter activity" 0.997113254839194
0 0.5 6 13 "GO:0005355;GO:0015149" "hexose transmembrane transporter activity" 0.997113254839194
-315 0.728754435578983 3 8 "GO:0005372;GO:0015250" "water transmembrane transporter activity" 0.997113254839194
-991 0.951259754524255 2 6 "GO:0005375" "copper ion transmembrane transporter activity" 0.997113254839194
-209 0.696026057466953 2 13 "GO:0005381" "iron ion transmembrane transporter activity" 0.997113254839194
-358 0.791116628603316 2 11 "GO:0005385" "zinc ion transmembrane transporter activity" 0.997113254839194
-291 0.686748514669606 2 6 "GO:0005388" "calcium-transporting ATPase activity" 0.997113254839194
-610 0.894297478766321 2 9 "GO:0005402" "carbohydrate:cation symporter activity" 0.997113254839194
-202 0.660141378282643 5 9 "GO:0005451;GO:0015299;GO:0015385" "solute:proton antiporter activity" 0.997113254839194
210 0.374397806803105 2 5 "GO:0005452" "inorganic anion exchanger activity" 0.997113254839194
43 0.462841459307327 3 10 "GO:0005484" "SNAP receptor activity" 0.997113254839194
83 0.360977763605815 2 40 "GO:0005496" "steroid binding" 0.997113254839194
-789 0.955583790320367 4 10 "GO:0005504" "fatty acid binding" 0.997113254839194
17 0.47143375091381 2 37 "GO:0005506" "iron ion binding" 0.997113254839194
-201 0.757904331827052 2 26 "GO:0005507" "copper ion binding" 0.997113254839194
-218 0.965694706191864 2 155 "GO:0005509" "calcium ion binding" 0.997113254839194
-29 0.557620528291423 2 53 "GO:0005516" "calmodulin binding" 0.997113254839194
-232 0.74854571237861 2 18 "GO:0005518" "collagen binding" 0.997113254839194
-155 0.947395764586132 3 247 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 0.997113254839194
29 0.405817001173036 3 146 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.997113254839194
-280 0.736810863526495 3 11 "GO:0005527;GO:0005528" "macrolide binding" 0.997113254839194
99 0.407573688578603 4 12 "GO:0005536" "glucose binding" 0.997113254839194
-654 0.962784258756581 2 16 "GO:0005537" "mannose binding" 0.997113254839194
109 0.258039036003943 3 78 "GO:0005539" "glycosaminoglycan binding" 0.997113254839194
-164 0.900129790976873 3 134 "GO:0005543" "phospholipid binding" 0.997113254839194
-113 0.646885163003848 4 24 "GO:0005544" "calcium-dependent phospholipid binding" 0.997113254839194
-556 0.914276734572487 5 13 "GO:0005545" "1-phosphatidylinositol binding" 0.997113254839194
