"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-199 0.733554718814231 2 11 "GO:0000154;GO:0031167" "rRNA modification" 0.913347542053013
52 0.726761483015702 5 171 "GO:0000165;GO:0023014" "signal transduction by protein phosphorylation" 0.91057070431806
-1684 7.91643123011145e-15 2 81 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 2.92476150174299e-12
159 0.615334073578813 5 38 "GO:0000186" "activation of MAPKK activity" 0.867100442102738
321 0.114633669511681 5 92 "GO:0000187" "activation of MAPK activity" 0.448457524866556
-1491 0.00560815108060661 4 13 "GO:0000188" "inactivation of MAPK activity" 0.0973218697773909
416 0.632058762624778 -1 5 "GO:0000189" "obsolete MAPK import into nucleus" 0.876335772447492
-112 0.507331829451128 2 134 "GO:0000209" "protein polyubiquitination" 0.81801263183884
-507 0.183749408732741 2 26 "GO:0000212" "meiotic spindle organization" 0.548683025047656
-418 6.97048393867507e-07 3 580 "GO:0000226;GO:0007017" "microtubule-based process" 9.13807958928241e-05
62 0.817686648072759 2 53 "GO:0000236" "mitotic prometaphase" 0.942223768698524
1663 0.0552016636124714 3 5 "GO:0000239" "pachytene" 0.326531793616593
-1214 0.000146943010128482 5 37 "GO:0000245" "spliceosomal complex assembly" 0.00832871290616789
70 0.929928967508619 2 6 "GO:0000255" "allantoin metabolic process" 0.976545561745485
842 0.0302374275737155 2 25 "GO:0000266" "mitochondrial fission" 0.248754869756234
-305 0.505137639593716 3 18 "GO:0000271;GO:0033692;GO:0034637" "cellular carbohydrate biosynthetic process" 0.817554507092338
-143 0.807050596029072 5 11 "GO:0000272;GO:0044247;GO:0044275" "cellular carbohydrate catabolic process" 0.940595448482833
148 0.606905590554563 2 46 "GO:0000279" "M phase" 0.864819186540583
-1110 0.0152764287540365 4 18 "GO:0000281" "mitotic cytokinesis" 0.17284448990589
-1072 0.000135917996297432 3 48 "GO:0000288" "nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay" 0.00789101052789662
-754 0.0572422154372654 3 24 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.332331947910067
-1453 0.000247304725307291 3 24 "GO:0000291;GO:0043928" "nuclear-transcribed mRNA catabolic process, exonucleolytic" 0.0116865860889399
-41 0.958929651774229 7 6 "GO:0000301" "retrograde transport, vesicle recycling within Golgi" 0.989615841224032
260 0.128821352305906 4 131 "GO:0000302" "response to reactive oxygen species" 0.467464150168502
-1059 0.0842832420809926 4 10 "GO:0000303;GO:0000305" "response to oxygen radical" 0.392943068907696
-1175 0.138107317980447 3 6 "GO:0000338" "protein deneddylation" 0.480188499537136
-612 1.81335477592384e-06 3 237 "GO:0000375;GO:0008380;GO:0000377;GO:0000398" "RNA splicing" 0.000210556394552985
-542 0.0445263376262599 8 52 "GO:0000381;GO:0048024" "regulation of mRNA splicing, via spliceosome" 0.294715042529512
-325 0.402466644467336 2 25 "GO:0000387" "spliceosomal snRNP assembly" 0.754181519061379
-2348 0.00136665591292323 6 7 "GO:0000389" "mRNA 3'-splice site recognition" 0.0427237663855385
935 0.172988940065748 3 8 "GO:0000394;GO:0006388" "RNA splicing, via endonucleolytic cleavage and ligation" 0.533809455145938
-776 0.0380386793070235 7 27 "GO:0000413" "protein peptidyl-prolyl isomerization" 0.272949636960238
-397 0.616101634267911 4 6 "GO:0000422;GO:0061726" "autophagy of mitochondrion" 0.867580402517252
-721 0.150259394522979 8 15 "GO:0000460" "maturation of 5.8S rRNA" 0.500177384733163
-1078 0.173536862002647 2 6 "GO:0000466" "maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.533983452580673
109 0.495189598592082 2 151 "GO:0000578;GO:0009948;GO:0007351;GO:0008595" "anterior/posterior axis specification" 0.812606000843734
-719 0.199562580327388 3 12 "GO:0000718;GO:0044349" "nucleotide-excision repair, DNA damage removal" 0.565750630078746
-478 0.151977226254873 6 34 "GO:0000722;GO:0006312;GO:0032201" "mitotic recombination" 0.502308831062059
16 0.948465822731124 5 60 "GO:0000723;GO:0032200" "telomere organization" 0.985066471653281
274 0.33452788233977 7 47 "GO:0000724;GO:0000725" "double-strand break repair via homologous recombination" 0.696807329771645
503 0.247147360783604 2 20 "GO:0000726;GO:0006303" "non-recombinational repair" 0.621677072252359
922 0.133190757320338 2 10 "GO:0000729;GO:0000738" "DNA catabolic process, exonucleolytic" 0.473029437987329
-343 0.466368192047222 3 17 "GO:0000731" "DNA synthesis involved in DNA repair" 0.791551701492804
1507 0.014042897365899 3 10 "GO:0000733" "DNA strand renaturation" 0.165732814044163
71 0.836280937629134 4 32 "GO:0000737;GO:0006309;GO:0030262" "apoptotic nuclear changes" 0.952071180575249
540 0.431226199262273 4 8 "GO:0000741;GO:0007344" "pronuclear fusion" 0.770446406803811
65 0.814655630127568 2 49 "GO:0000768;GO:0006949;GO:0140253;GO:0007520;GO:0014902" "myotube differentiation" 0.941237103779493
196 0.00865703389581614 5 763 "GO:0000904;GO:0007409;GO:0048812;GO:0120039;GO:0048667;GO:0061564" "cell morphogenesis involved in differentiation" 0.129346271149253
-215 0.120589851329983 2 203 "GO:0000910" "cytokinesis" 0.456310200935802
-741 0.185925095539897 5 12 "GO:0000912;GO:0000915;GO:0044837" "actomyosin contractile ring organization" 0.551130261323225
116 0.835751523128406 4 12 "GO:0000916;GO:0036213" "contractile ring contraction" 0.952071180575249
-1101 2.79386700562613e-12 2 155 "GO:0000956;GO:0006402;GO:0006401" "RNA catabolic process" 8.73405808528046e-10
128 0.871746165004454 2 6 "GO:0000959" "mitochondrial RNA metabolic process" 0.963941269669155
121 0.40205055969017 3 187 "GO:0001101" "response to acid chemical" 0.754181519061379
-400 0.645081784970967 4 5 "GO:0001109;GO:0001111" "promoter clearance from RNA polymerase II promoter" 0.878944325763371
1063 0.220425655207353 2 5 "GO:0001302" "replicative cell aging" 0.592712911379019
201 0.135646683407108 4 214 "GO:0001501" "skeletal system development" 0.476373605983059
484 0.0207253590655915 2 87 "GO:0001503" "ossification" 0.203941547802818
-148 0.638109791357744 4 38 "GO:0001504" "neurotransmitter uptake" 0.876724289411556
47 0.699334190091799 2 259 "GO:0001505" "regulation of neurotransmitter levels" 0.9019240155822
363 0.0682553726661476 4 96 "GO:0001508" "action potential" 0.361655586069392
330 0.426139701338252 6 22 "GO:0001510" "RNA methylation" 0.767688586933018
-109 0.890857306372448 3 6 "GO:0001514;GO:0006451" "translational readthrough" 0.967988668896446
401 0.187173754881145 2 41 "GO:0001523;GO:0016101;GO:0006721" "terpenoid metabolic process" 0.55251023181479
269 0.0715162248350463 3 173 "GO:0001525" "angiogenesis" 0.363845675731973
815 0.0325320369025846 2 26 "GO:0001539" "cilium or flagellum-dependent cell motility" 0.253595990423585
-644 0.0571020628637429 4 33 "GO:0001541" "ovarian follicle development" 0.33199253716488
-492 0.570583952841266 3 5 "GO:0001542" "ovulation from ovarian follicle" 0.849872432833105
719 0.32678233874044 3 7 "GO:0001553" "luteinization" 0.689892688125272
98 0.808799631638195 2 23 "GO:0001556" "oocyte maturation" 0.940595448482833
165 0.210776460857408 4 224 "GO:0001558" "regulation of cell growth" 0.581136727899936
1846 0.0333436752685375 3 5 "GO:0001562;GO:0042832" "defense response to protozoan" 0.257896369645351
106 0.385378988062726 3 265 "GO:0001568;GO:0001944;GO:0048514" "vasculature development" 0.74095165891682
1056 0.000812669834937943 5 38 "GO:0001569" "branching involved in blood vessel morphogenesis" 0.0287190452972852
277 0.324462894427333 4 48 "GO:0001570" "vasculogenesis" 0.68785456596384
-224 0.513790814651086 5 32 "GO:0001578" "microtubule bundle formation" 0.821682165052364
271 0.383517724876515 4 39 "GO:0001649" "osteoblast differentiation" 0.739930120468042
159 0.0609656857827948 5 568 "GO:0001654;GO:0007423" "sensory organ development" 0.342689553279776
641 3.26547693310174e-07 4 248 "GO:0001655;GO:0072001" "urogenital system development" 4.73960652004481e-05
598 0.0437324880830695 5 43 "GO:0001656" "metanephros development" 0.292650737463909
473 0.0922402522670429 4 48 "GO:0001657;GO:0072164;GO:0072163" "mesonephric tubule development" 0.409708860269035
462 0.137802485272739 4 39 "GO:0001658;GO:0060675;GO:0072171;GO:0072078;GO:0072088" "nephron epithelium morphogenesis" 0.480188499537136
479 0.373171809956218 3 13 "GO:0001659" "temperature homeostasis" 0.732432145681315
1403 0.012306140852853 7 12 "GO:0001661" "conditioned taste aversion" 0.154907902837924
1387 0.0432176652529501 3 8 "GO:0001662;GO:0002209" "behavioral fear response" 0.292240585004974
148 0.288555172260581 2 200 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 0.660297421208897
39 0.752579342984494 4 259 "GO:0001667" "ameboidal-type cell migration" 0.921229653581019
-281 0.646830625068744 2 10 "GO:0001672" "regulation of chromatin assembly or disassembly" 0.878944325763371
544 0.0768470004896672 6 40 "GO:0001676" "long-chain fatty acid metabolic process" 0.377703777358085
877 0.0107056996567642 3 32 "GO:0001678;GO:0071322;GO:0071326;GO:0071331;GO:0071333" "cellular glucose homeostasis" 0.144544728920564
141 0.405146197290208 3 134 "GO:0001700" "embryonic development via the syncytial blastoderm" 0.755445820365369
-53 0.684370213470092 2 226 "GO:0001701" "in utero embryonic development" 0.895662385089414
65 0.855749714548971 2 30 "GO:0001702" "gastrulation with mouth forming second" 0.960820730168297
-549 0.0252946267653854 3 63 "GO:0001703" "gastrulation with mouth forming first" 0.227427794633908
23 0.911869756030761 3 92 "GO:0001704;GO:0001707;GO:0048332" "formation of primary germ layer" 0.97221382597042
307 0.403095781554713 4 28 "GO:0001706" "endoderm formation" 0.754574507709974
525 0.00489198114708781 2 110 "GO:0001708" "cell fate specification" 0.0921948422186708
-1 0.996067708174259 3 129 "GO:0001709" "cell fate determination" 0.998771074764419
190 0.632377813595293 3 24 "GO:0001710;GO:0048333" "mesodermal cell differentiation" 0.876335772447492
50 0.906822922555547 3 21 "GO:0001711;GO:0035987" "endodermal cell differentiation" 0.97158883932598
464 0.499159586071342 2 8 "GO:0001714" "endodermal cell fate specification" 0.815366789842434
179 0.418482104428515 4 78 "GO:0001736;GO:0007164;GO:0001738" "morphogenesis of a polarized epithelium" 0.760944640893729
-695 0.109404924130796 2 20 "GO:0001737" "establishment of imaginal disc-derived wing hair orientation" 0.441092868717812
227 0.0893436378107475 2 218 "GO:0001745;GO:0048749" "compound eye development" 0.404259991986197
749 0.12270011820314 6 16 "GO:0001746;GO:0055034" "Bolwig's organ development" 0.457563414421741
1835 0.0123324584044161 2 7 "GO:0001748" "optic lobe placode development" 0.154907902837924
40 0.829236640165175 7 110 "GO:0001751" "compound eye photoreceptor cell differentiation" 0.94876624595475
22 0.940218593701861 4 44 "GO:0001752;GO:0042706;GO:0046552" "photoreceptor cell fate commitment" 0.979755990975478
35 0.815013131938985 3 172 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 0.941237103779493
32 0.922199747404435 2 35 "GO:0001755;GO:0014032" "neural crest cell development" 0.975994732669694
-22 0.908312366604208 3 101 "GO:0001756;GO:0061053" "somite development" 0.97158883932598
-1336 0.0917311193615931 2 6 "GO:0001757" "somite specification" 0.408766742418327
-125 0.815984992317623 2 13 "GO:0001759" "organ induction" 0.942091763857619
405 0.0144735627407475 2 140 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 0.168540283605724
227 0.309909305937409 2 76 "GO:0001764" "neuron migration" 0.679757398506987
460 0.375125056651103 3 14 "GO:0001774;GO:0002269;GO:0061900;GO:0002282;GO:0016045;GO:0098543;GO:0032494;GO:0032660;GO:0032661;GO:0052031;GO:0052255;GO:0052033;GO:0052166;GO:0052169;GO:0052257;GO:0052167;GO:0052305;GO:0052509;GO:0052556;GO:0052306;GO:0052553;GO:0052552;GO:0052510;GO:0052555;GO:0052308;GO:0071224" "glial cell activation" 0.732432145681315
297 0.00776861950654357 2 318 "GO:0001775" "cell activation" 0.122370812692221
-317 0.334299892277064 2 35 "GO:0001776;GO:0002260" "leukocyte homeostasis" 0.696807329771645
1685 0.00051900360382845 2 16 "GO:0001778" "plasma membrane repair" 0.0203694363479407
-330 0.510865194258903 6 15 "GO:0001782" "B cell homeostasis" 0.821264299631401
-874 0.00399463995856962 2 41 "GO:0001816" "cytokine production" 0.0850243213688918
-168 0.295945247521028 4 148 "GO:0001817" "regulation of cytokine production" 0.66735005115921
-359 0.187974194698447 2 51 "GO:0001818" "negative regulation of cytokine production" 0.55251023181479
-108 0.581675203158973 2 99 "GO:0001819" "positive regulation of cytokine production" 0.855565698747038
562 0.000226590175132155 2 166 "GO:0001822" "kidney development" 0.0110548272549385
-35 0.953032503927731 3 11 "GO:0001823" "mesonephros development" 0.987034682966947
-258 0.412642569137127 2 38 "GO:0001824" "blastocyst development" 0.758609667570478
-1015 0.0981150214912109 2 10 "GO:0001825" "blastocyst formation" 0.423274030436277
-1792 0.0389288995625028 2 5 "GO:0001829" "trophectodermal cell differentiation" 0.276239785621142
-204 0.739381345863679 2 10 "GO:0001832;GO:0001833" "blastocyst growth" 0.914888409633516
2139 0.00691090595005019 3 6 "GO:0001835" "blastocyst hatching" 0.112343687124016
-572 0.199115670545916 2 19 "GO:0001836" "release of cytochrome c from mitochondria" 0.565750630078746
551 0.0632152296301368 3 43 "GO:0001837" "epithelial to mesenchymal transition" 0.349041483423157
345 0.0385875505336481 5 138 "GO:0001838;GO:0072175;GO:0035148" "tube formation" 0.275605984830836
505 0.233329220988035 3 21 "GO:0001839;GO:0001840" "neural plate development" 0.609392341711299
417 0.0346298117182423 6 98 "GO:0001841" "neural tube formation" 0.260621397820253
268 0.243423807106571 3 72 "GO:0001843;GO:0060606;GO:0014020" "primary neural tube formation" 0.62024844494908
124 0.810764454875951 2 14 "GO:0001845" "phagolysosome assembly" 0.940595448482833
445 0.516341326291736 2 8 "GO:0001881" "receptor recycling" 0.82342916611701
770 0.209816241962102 5 10 "GO:0001885" "endothelial cell development" 0.580063406349648
342 0.0767719754854503 2 102 "GO:0001889;GO:0061008" "hepaticobiliary system development" 0.377703777358085
-640 0.0242573347782439 2 47 "GO:0001890" "placenta development" 0.223302111198688
-510 0.15786062445109 3 29 "GO:0001892" "embryonic placenta development" 0.511191695433649
77 0.592830258725503 2 185 "GO:0001894;GO:0048871" "multicellular organismal homeostasis" 0.860818809148862
-232 0.409189296810246 4 48 "GO:0001895;GO:0045494" "retina homeostasis" 0.757664728809647
276 0.62288329582677 1 12 "GO:0001906" "cell killing" 0.871684217337505
215 0.786580923181432 5 6 "GO:0001907;GO:0044004;GO:0006926;GO:0019051;GO:0039526;GO:0060139;GO:0052150;GO:0052040;GO:0052433;GO:0052248;GO:0044532;GO:0044531;GO:0052151;GO:0052501;GO:0044533;GO:0052042;GO:0052330" "obsolete virus-infected cell apoptotic process" 0.938082576884335
626 0.393291697515279 2 7 "GO:0001909" "leukocyte mediated cytotoxicity" 0.748595320274368
-285 0.626046931690933 2 11 "GO:0001910" "regulation of leukocyte mediated cytotoxicity" 0.872814658796553
226 0.794770078030688 2 5 "GO:0001911;GO:0031342" "negative regulation of leukocyte mediated cytotoxicity" 0.938433489541902
-711 0.369644458524917 2 6 "GO:0001912" "positive regulation of leukocyte mediated cytotoxicity" 0.728886501429045
-23 0.975030805253407 2 7 "GO:0001914" "regulation of T cell mediated cytotoxicity" 0.993616949416466
667 0.276982655483567 2 10 "GO:0001919" "regulation of receptor recycling" 0.650324974705102
675 0.436671222902802 2 5 "GO:0001921" "positive regulation of receptor recycling" 0.77552974726051
-233 0.788193178351401 2 5 "GO:0001922" "B-1 B cell homeostasis" 0.938082576884335
-306 0.0449050344869934 3 166 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 0.29577643461125
7 0.941699035477836 4 384 "GO:0001934;GO:0042327;GO:0045937;GO:0010562" "positive regulation of phosphate metabolic process" 0.980669868337597
74 0.913634969978855 2 8 "GO:0001935" "endothelial cell proliferation" 0.972285365776212
115 0.685190540168058 3 47 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.895662385089414
-1211 0.0484461579074377 2 10 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.310148534000205
806 0.212782023581667 4 9 "GO:0001941" "postsynaptic membrane organization" 0.584287935024253
246 0.386698317355167 3 47 "GO:0001942;GO:0022405;GO:0022404;GO:0042633" "molting cycle process" 0.741643209877961
-200 0.579138675397546 2 29 "GO:0001945" "lymph vessel development" 0.853688638670884
520 0.421462149780662 3 9 "GO:0001946;GO:0036303" "lymphangiogenesis" 0.764311546947171
376 0.0808757224211254 4 82 "GO:0001947;GO:0003143;GO:0061371" "determination of heart left/right asymmetry" 0.384869948383435
754 0.028251667836122 3 32 "GO:0001952" "regulation of cell-matrix adhesion" 0.242026190290731
811 0.237038559799766 2 8 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.612412401160997
497 0.277602069235904 4 18 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.650619843930054
781 0.0972448799370629 3 17 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter transport" 0.421325364674012
401 0.534912295862672 2 9 "GO:0001957;GO:0036072" "intramembranous ossification" 0.832525063326561
-221 0.649350037519602 2 16 "GO:0001958;GO:0036075;GO:0060350" "endochondral bone morphogenesis" 0.879946166215293
-560 0.134090758301798 3 27 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.473773398939721
-341 0.559998342107315 2 11 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.843993959508496
-1441 0.0493651900638141 6 7 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.310148534000205
556 0.448153245345417 7 7 "GO:0001963" "synaptic transmission, dopaminergic" 0.778955815169718
678 0.118271142533441 2 20 "GO:0001964" "startle response" 0.453105776965602
292 0.588152326555182 2 13 "GO:0001966" "thigmotaxis" 0.858351467728568
1394 0.0311869601386341 2 9 "GO:0001967" "suckling behavior" 0.251975757462046
-489 0.449505028167527 3 9 "GO:0001973;GO:0035588;GO:0035587" "purinergic receptor signaling pathway" 0.780012141107101
-284 0.493464284685961 3 22 "GO:0001974" "blood vessel remodeling" 0.812247409057815
-116 0.874258327509625 2 7 "GO:0001976" "neurological system process involved in regulation of systemic arterial blood pressure" 0.963941269669155
-50 0.906822922555547 3 21 "GO:0001990;GO:0003044;GO:0050886" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.97158883932598
559 0.414963934247719 5 8 "GO:0001991;GO:0002002;GO:0060177" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 0.760673625973266
719 0.016667155439384 2 42 "GO:0002011" "morphogenesis of an epithelial sheet" 0.18306843163691
413 0.634358485512411 4 5 "GO:0002021;GO:0002024;GO:1990845" "response to dietary excess" 0.876335772447492
157 0.808033559153909 5 9 "GO:0002026" "regulation of the force of heart contraction" 0.940595448482833
801 0.0392880403762353 5 25 "GO:0002027" "regulation of heart rate" 0.276239785621142
-816 0.0440267230845101 7 23 "GO:0002028" "regulation of sodium ion transport" 0.293800661109112
-248 0.701479894082877 4 9 "GO:0002029" "desensitization of G protein-coupled receptor signaling pathway" 0.9019240155822
64 0.935622401844833 3 6 "GO:0002031" "G protein-coupled receptor internalization" 0.978591977562428
-146 0.611392514452652 2 46 "GO:0002040" "sprouting angiogenesis" 0.866013868802599
-211 0.521810608702205 2 35 "GO:0002042;GO:0043534" "blood vessel endothelial cell migration" 0.827004400014754
518 0.513465431470922 2 6 "GO:0002051" "osteoblast fate commitment" 0.821673725643336
232 0.527898575763114 3 28 "GO:0002052;GO:2000179" "positive regulation of neural precursor cell proliferation" 0.830071366433842
323 0.312582467585676 2 37 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 0.681876086026939
-59 0.883663511593568 4 23 "GO:0002062" "chondrocyte differentiation" 0.967417339100723
-11 0.986344903241953 2 9 "GO:0002063" "chondrocyte development" 0.994296464543303
89 0.396104584135449 2 360 "GO:0002064" "epithelial cell development" 0.750684540974624
-136 0.528303005586501 2 82 "GO:0002065" "columnar/cuboidal epithelial cell differentiation" 0.830248806923256
410 0.256352775285562 3 29 "GO:0002067" "glandular epithelial cell differentiation" 0.630737743295266
627 0.332708662680812 2 9 "GO:0002068;GO:0003323" "glandular epithelial cell development" 0.696301952881771
-601 0.447995154715341 2 6 "GO:0002070" "epithelial cell maturation" 0.778955815169718
978 0.259888495139897 2 5 "GO:0002072" "optic cup morphogenesis involved in camera-type eye development" 0.634868382528209
473 0.3617560413506 2 14 "GO:0002076" "osteoblast development" 0.720956446898382
-240 0.50586269904532 3 29 "GO:0002088" "lens development in camera-type eye" 0.81796151770132
231 0.706855526957184 3 10 "GO:0002089" "lens morphogenesis in camera-type eye" 0.904205496239848
114 0.838312206348297 5 12 "GO:0002090" "regulation of receptor internalization" 0.953290690642138
510 0.45718248367502 3 8 "GO:0002092" "positive regulation of receptor internalization" 0.783961862301807
-661 0.258355623661671 3 11 "GO:0002093;GO:0060088" "auditory receptor cell morphogenesis" 0.632885626619066
149 0.863806878065115 3 5 "GO:0002115" "store-operated calcium entry" 0.963367495185683
-208 0.599661711807959 3 24 "GO:0002118;GO:0002121" "inter-male aggressive behavior" 0.86201913742131
82 0.91110559219348 2 7 "GO:0002138;GO:0016102;GO:0016114;GO:0042904;GO:0042905" "terpenoid biosynthetic process" 0.97192703358293
142 0.598606050527156 2 52 "GO:0002168" "instar larval development" 0.86201913742131
597 0.267547194221857 3 13 "GO:0002175;GO:0099612;GO:0019227;GO:0098870;GO:0030913;GO:0034113;GO:0071205" "neuronal action potential propagation" 0.641481886323084
133 0.798167100619432 10 14 "GO:0002204;GO:0002208;GO:0045190" "isotype switching" 0.939622590776348
-155 0.414353094583058 4 106 "GO:0002218;GO:0045089" "positive regulation of innate immune response" 0.760202306496544
-184 0.402420356805676 5 79 "GO:0002221;GO:0002758" "innate immune response-activating signal transduction" 0.754181519061379
40 0.862520976692951 2 71 "GO:0002224;GO:0008063;GO:0034142" "Toll signaling pathway" 0.962990453098943
470 0.52171081644051 2 7 "GO:0002227" "innate immune response in mucosa" 0.827004400014754
-1875 0.000302532331189646 2 14 "GO:0002230;GO:0050691;GO:0071360" "regulation of defense response to virus by host" 0.0136610154883858
47 0.790464691952615 2 121 "GO:0002237;GO:0032496" "response to molecule of bacterial origin" 0.938433489541902
-155 0.667418394578254 2 29 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.88814288001507
433 0.0774234109793295 3 63 "GO:0002250;GO:0002460" "adaptive immune response" 0.377729582496993
505 0.283705500099047 4 17 "GO:0002251;GO:0002385" "mucosal immune response" 0.656220348550101
-148 0.349732186482791 2 154 "GO:0002252" "immune effector process" 0.708177182793255
-174 0.326215040979701 2 122 "GO:0002253;GO:0002757;GO:0002764" "activation of immune response" 0.689892688125272
-626 0.0171122343315952 3 55 "GO:0002262;GO:0030218;GO:0034101" "myeloid cell homeostasis" 0.186795731431067
389 0.157728158165932 3 50 "GO:0002263;GO:0002366" "leukocyte activation involved in immune response" 0.511191695433649
669 0.00954425232495128 2 57 "GO:0002274" "myeloid leukocyte activation" 0.13562182324686
867 0.040797038465663 2 21 "GO:0002275" "myeloid cell activation involved in immune response" 0.283902678637764
814 0.0935673577472414 3 16 "GO:0002281;GO:0042116" "macrophage activation" 0.413323632483466
487 0.538615745821908 3 6 "GO:0002283;GO:0043312" "neutrophil activation involved in immune response" 0.834467894960198
40 0.912159984938829 2 29 "GO:0002285" "lymphocyte activation involved in immune response" 0.97221382597042
341 0.559788831165331 2 11 "GO:0002286" "T cell activation involved in immune response" 0.843993959508496
422 0.513955724301946 6 9 "GO:0002287;GO:0002292;GO:0002293;GO:0002294;GO:0043367;GO:0035710;GO:0042093" "CD4-positive, alpha-beta T cell differentiation" 0.821682165052364
-5 0.990689185244127 2 19 "GO:0002312" "B cell activation involved in immune response" 0.995834986107379
-391 0.652382934617454 2 5 "GO:0002313" "mature B cell differentiation involved in immune response" 0.881410986132092
828 0.139610980046242 3 12 "GO:0002320;GO:0090185" "lymphoid progenitor cell differentiation" 0.481655594023482
-281 0.664240237640232 2 9 "GO:0002335" "mature B cell differentiation" 0.886739201148427
1178 0.0548904066291074 2 10 "GO:0002360;GO:0043369" "T cell lineage commitment" 0.326531793616593
632 0.38876810542635 3 7 "GO:0002367;GO:0002577;GO:0002579;GO:0002604;GO:0002606" "cytokine production involved in immune response" 0.74335031517522
309 0.339933339018428 2 36 "GO:0002377;GO:0002440" "production of molecular mediator of immune response" 0.701900350031376
305 0.397927518654265 4 29 "GO:0002381;GO:0016064;GO:0019724" "immunoglobulin mediated immune response" 0.751576761445938
238 0.373478331067128 3 53 "GO:0002429;GO:0002768;GO:0050851;GO:0050852" "immune response-regulating cell surface receptor signaling pathway" 0.732432145681315
308 0.244585550158854 2 54 "GO:0002443" "leukocyte mediated immunity" 0.620820176637896
