"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
734 0.1321348195912 4 10 "GO:0000322;GO:0000324;GO:0000329" "storage vacuole" 0.313169926747647
-98 0.279386263871013 5 307 "GO:0000323;GO:0005773;GO:0005764" "vacuole" 0.49882909899012
61 0.904843380729396 3 9 "GO:0000346" "transcription export complex" 0.95564160561245
530 0.362250840766261 3 7 "GO:0000347;GO:0000445" "THO complex" 0.584651490995413
56 0.917878685812682 4 8 "GO:0000407" "phagophore assembly site" 0.95931070982506
395 0.46875754975335 2 8 "GO:0000421" "autophagosome membrane" 0.683273716589629
-110 0.477335411774627 3 100 "GO:0000428;GO:0030880;GO:0055029" "RNA polymerase complex" 0.690759418000782
-656 0.00268483293062852 4 50 "GO:0000502;GO:1905369" "proteasome complex" 0.0227643580878644
-4 0.979201527274059 2 99 "GO:0000775" "chromosome, centromeric region" 0.987402545090425
-19 0.912960391288224 4 77 "GO:0000776;GO:0000777;GO:0000779" "kinetochore" 0.958770838262674
-431 0.493085220401615 2 6 "GO:0000778" "condensed nuclear chromosome kinetochore" 0.700801336140031
-574 0.196554961161097 5 12 "GO:0000780" "condensed nuclear chromosome, centromeric region" 0.400646109368923
-36 0.902967585440909 2 27 "GO:0000781" "chromosome, telomeric region" 0.95564160561245
-556 0.419408985336004 4 5 "GO:0000782;GO:0000783" "telomere cap complex" 0.644092370337435
26 0.949741585715879 2 14 "GO:0000784" "nuclear chromosome, telomeric region" 0.970703624110287
-164 0.126741754722595 3 214 "GO:0000785" "chromatin" 0.30397823244224
188 0.595982147055198 3 19 "GO:0000786" "nucleosome" 0.776582797677985
-158 0.269458072031124 2 119 "GO:0000790" "nuclear chromatin" 0.497403243549638
-774 0.0383232031764055 5 17 "GO:0000791" "euchromatin" 0.142255941745467
94 0.725688256676878 2 33 "GO:0000792" "heterochromatin" 0.859969154565907
11 0.93202021396443 2 142 "GO:0000793" "condensed chromosome" 0.965707691577602
-4 0.981047617694831 2 77 "GO:0000794" "condensed nuclear chromosome" 0.987609809117539
78 0.817481512012077 4 21 "GO:0000795;GO:0099086" "synaptonemal structure" 0.916431788140168
-87 0.881520588062092 3 7 "GO:0000796" "condensin complex" 0.940913819172658
-184 0.77042923532692 2 6 "GO:0000798;GO:0030893;GO:0034991" "meiotic cohesin complex" 0.893283116304476
-110 0.83101185015812 2 9 "GO:0000800" "lateral element" 0.923005781909941
213 0.499544836112628 2 24 "GO:0000803" "sex chromosome" 0.702995706660682
25 0.953168165522227 3 13 "GO:0000805" "X chromosome" 0.970909028163081
1383 0.00451638331885156 2 10 "GO:0000808;GO:0005664" "origin recognition complex" 0.0335662068882548
-238 0.704589893579857 2 6 "GO:0000813" "ESCRT I complex" 0.850999323160785
-2050 0.00110849057490988 6 6 "GO:0000815" "ESCRT III complex" 0.011505367691306
177 0.273608878167874 2 92 "GO:0000922" "spindle pole" 0.497403243549638
-111 0.83797200250239 3 8 "GO:0000930" "gamma-tubulin complex" 0.927314605710366
-546 0.427829373911752 5 5 "GO:0000931;GO:0008274" "gamma-tubulin large complex" 0.649746300015707
-544 0.029885338728054 5 38 "GO:0000932" "P-body" 0.121560634556003
-30 0.951376680149223 2 10 "GO:0000940" "condensed chromosome outer kinetochore" 0.97072671432175
-786 0.148786347640301 2 8 "GO:0000974" "Prp19 complex" 0.335650576956074
-3 0.988556097244547 6 42 "GO:0001669" "acrosomal vesicle" 0.990827319028507
449 0.333492878879913 2 11 "GO:0001673" "male germ cell nucleus" 0.55306532530498
1037 0.0568407310499136 2 8 "GO:0001674;GO:0042585" "female germ cell nucleus" 0.182984599422716
-732 0.0201019410589628 5 24 "GO:0001725;GO:0042641;GO:0097517;GO:0032432" "actomyosin" 0.098090759344443
27 0.88462711708947 2 67 "GO:0001726" "ruffle" 0.942558450420993
893 0.194730316110585 2 5 "GO:0001739" "sex chromatin" 0.4000943696197
-109 0.874456101831491 6 5 "GO:0001741" "XY body" 0.940913819172658
-195 0.581569894155045 3 19 "GO:0001750" "photoreceptor outer segment" 0.76442156393305
-715 0.0825770477853143 2 14 "GO:0001891" "phagocytic cup" 0.230521737070109
-456 0.26776658267641 3 14 "GO:0001917" "photoreceptor inner segment" 0.497403243549638
280 0.630314933954809 2 7 "GO:0002080" "acrosomal membrane" 0.805625456986826
295 0.544940524241689 2 10 "GO:0002102" "podosome" 0.739916246967378
728 0.11720778652321 3 11 "GO:0002116" "semaphorin receptor complex" 0.291566477218894
570 0.327746381120593 5 7 "GO:0002178;GO:0017059;GO:0031211;GO:1905961" "serine C-palmitoyltransferase complex" 0.545036799543086
-1011 0.0632861227895444 2 8 "GO:0002199;GO:0005832;GO:0101031" "chaperonin-containing T-complex" 0.194378805710744
1383 0.000787426666608805 2 14 "GO:0005581" "collagen trimer" 0.00905954353902488
1475 0.011270328888839 3 7 "GO:0005593;GO:0005595;GO:0030934" "collagen type XII trimer" 0.0634503465532305
672 3.99648450264033e-05 2 90 "GO:0005604;GO:0062023" "collagen-containing extracellular matrix" 0.000751838647059212
1117 0.104675398567652 2 5 "GO:0005608;GO:0043256" "laminin-3 complex" 0.268866898623518
273 0.00263231844745218 2 305 "GO:0005615" "extracellular space" 0.0226379386480887
181 0.0647704364883394 4 258 "GO:0005635" "nuclear envelope" 0.19692829679788
-280 0.467664401536981 3 16 "GO:0005637" "nuclear inner membrane" 0.683273716589629
-200 0.771606678535428 3 5 "GO:0005640" "nuclear outer membrane" 0.893283116304476
1176 0.0219584663075804 2 9 "GO:0005641" "nuclear envelope lumen" 0.10232089189698
274 0.169948564368513 3 60 "GO:0005643;GO:0046930" "pore complex" 0.369286207723526
-794 0.0392495335385745 4 16 "GO:0005652" "nuclear lamina" 0.142255941745467
947 0.0518214454531681 2 10 "GO:0005656;GO:0036387" "nuclear pre-replicative complex" 0.173313945348929
16 0.943184594701391 3 48 "GO:0005657" "replication fork" 0.966586209090942
-314 0.462799673991723 2 13 "GO:0005658" "alpha DNA polymerase:primase complex" 0.681186806217646
-481 0.484726105997905 3 5 "GO:0005663" "DNA replication factor C complex" 0.692146497052427
-863 0.0523104065773697 2 12 "GO:0005665" "RNA polymerase II, core complex" 0.173982678229705
-153 0.741882137557369 2 11 "GO:0005666" "RNA polymerase III complex" 0.870590734521513
-50 0.684244935748535 2 162 "GO:0005667" "transcription factor complex" 0.840643778205343
-428 0.298554518141776 3 14 "GO:0005669" "transcription factor TFIID complex" 0.517844056519382
34 0.934244515131819 2 14 "GO:0005671" "Ada2/Gcn5/Ada3 transcription activator complex" 0.96634913764494
-273 0.539755795284958 3 12 "GO:0005675;GO:0032806" "carboxy-terminal domain protein kinase complex" 0.738484065367147
-539 0.391374445191073 2 6 "GO:0005677" "chromatin silencing complex" 0.613560979179755
-125 0.787959744612596 4 11 "GO:0005680" "anaphase-promoting complex" 0.901809441552819
-528 1.42779092542413e-05 4 165 "GO:0005681" "spliceosomal complex" 0.000296389702450112
148 0.773369106424759 2 9 "GO:0005682" "U5 snRNP" 0.893604994371795
-1470 0.0327749906178623 5 5 "GO:0005683" "U7 snRNP" 0.129806212841797
156 0.821406512392591 2 5 "GO:0005684" "U2-type spliceosomal complex" 0.91912029825342
-790 0.123825054281231 3 9 "GO:0005685" "U1 snRNP" 0.302285268719673
-500 0.224505429274438 5 14 "GO:0005686" "U2 snRNP" 0.443122191551514
-2371 4.64538215537014e-05 2 7 "GO:0005688" "U6 snRNP" 0.000847430320464492
-204 0.585907390225591 2 17 "GO:0005689" "U12-type spliceosomal complex" 0.767565920542452
165 0.811021083286317 4 5 "GO:0005697" "telomerase holoenzyme complex" 0.914297176289069
-128 0.451158674592078 2 83 "GO:0005700" "polytene chromosome" 0.670239085894045
-147 0.787508456996477 2 8 "GO:0005701" "polytene chromosome chromocenter" 0.901809441552819
-754 0.050505626002438 2 16 "GO:0005703" "polytene chromosome puff" 0.169856909795909
275 0.475074983954803 2 16 "GO:0005705" "polytene chromosome interband" 0.689144916483835
-956 0.0627098929225041 2 9 "GO:0005719" "nuclear euchromatin" 0.193596695073577
198 0.586512165198551 6 18 "GO:0005720" "nuclear heterochromatin" 0.767565920542452
520 0.285385823681705 5 10 "GO:0005721" "pericentric heterochromatin" 0.505300781930548
-374 9.16604905473329e-07 4 444 "GO:0005730" "nucleolus" 2.62760072902354e-05
-890 0.0172481922358022 2 17 "GO:0005732" "small nucleolar ribonucleoprotein complex" 0.0879950146267197
-231 0.653412668420807 2 9 "GO:0005736" "RNA polymerase I complex" 0.821199220019469
-301 0.000487055738666228 2 340 "GO:0005740;GO:0031966" "mitochondrial envelope" 0.00586415109354138
-439 0.0108462945206698 2 81 "GO:0005741;GO:0031968;GO:0019867" "outer membrane" 0.0634503465532305
-348 0.000448464510472999 2 253 "GO:0005743;GO:0019866" "organelle inner membrane" 0.00550970684295399
-838 0.124027344474683 2 8 "GO:0005744" "TIM23 mitochondrial import inner membrane translocase complex" 0.302285268719673
-1371 4.46473863423016e-08 2 38 "GO:0005746;GO:0070469;GO:0098803" "mitochondrial respirasome" 2.06751742908197e-06
-1262 0.000253040292282745 3 20 "GO:0005747;GO:0045271;GO:0030964" "NADH dehydrogenase complex" 0.0033851167989825
-1568 0.012644835445137 3 6 "GO:0005750;GO:0045275" "respiratory chain complex III" 0.0685782967384908
-1632 0.00942981939449689 3 6 "GO:0005751;GO:0045277" "respiratory chain complex IV" 0.0588374918273559
-1433 0.00326033614809116 3 10 "GO:0005753;GO:0045259" "proton-transporting ATP synthase complex" 0.0268866076869983
491 0.0531829125384385 2 37 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.175912710704066
-502 4.12050567159827e-06 4 207 "GO:0005759" "mitochondrial matrix" 9.54055543962369e-05
124 0.395537662652561 2 114 "GO:0005765;GO:0098852" "lytic vacuole membrane" 0.616874800302699
146 0.0601748905846605 3 426 "GO:0005768" "endosome" 0.188673354853988
95 0.467734477341529 2 142 "GO:0005769" "early endosome" 0.683273716589629
109 0.435146490953519 6 125 "GO:0005770" "late endosome" 0.654895468885046
177 0.599679812450077 2 21 "GO:0005771" "multivesicular body" 0.779713276662951
22 0.840326410655436 2 198 "GO:0005774;GO:0044437" "vacuolar part" 0.928213760026738
328 0.0827121182842915 5 67 "GO:0005775;GO:0043202" "lysosomal lumen" 0.230521737070109
-352 0.295843204135586 4 21 "GO:0005776" "autophagosome" 0.517717180254024
-375 0.0205306240488369 2 92 "GO:0005777;GO:0042579" "peroxisome" 0.098090759344443
-419 0.137214566008119 4 30 "GO:0005778;GO:0031903" "microbody membrane" 0.322127265557217
-67 0.880516385991215 3 12 "GO:0005779;GO:0031231" "intrinsic component of peroxisomal membrane" 0.940913819172658
-467 0.165294601021807 2 21 "GO:0005782;GO:0031907" "peroxisomal matrix" 0.3644957868686
-2341 0.000674578302968695 2 5 "GO:0005784;GO:0071256" "Sec61 translocon complex" 0.00796266938014028
-1284 0.0123873619299699 3 9 "GO:0005786;GO:0048500" "signal recognition particle" 0.0677926534712898
-54 0.736542736087805 2 92 "GO:0005788" "endoplasmic reticulum lumen" 0.867707880870565
-150 0.0341042106857516 4 528 "GO:0005789;GO:0044432;GO:0042175" "endoplasmic reticulum part" 0.130930192278653
-63 0.879004397527635 2 14 "GO:0005790" "smooth endoplasmic reticulum" 0.940913819172658
-523 0.0217676384418956 2 46 "GO:0005791" "rough endoplasmic reticulum" 0.10232089189698
-582 0.00573486077682254 2 54 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.0406163080899667
268 0.0497122501800067 5 130 "GO:0005795" "Golgi stack" 0.168127947238
1303 7.41365693903253e-05 4 22 "GO:0005796" "Golgi lumen" 0.00123972818813822
380 0.192542338327936 6 28 "GO:0005797" "Golgi medial cisterna" 0.398317827056417
-139 0.429566490708059 2 78 "GO:0005798" "Golgi-associated vesicle" 0.649746300015707
-366 0.108723494049524 2 46 "GO:0005801" "cis-Golgi network" 0.276166849864192
-56 0.687565976004704 2 125 "GO:0005802" "trans-Golgi network" 0.843003498075014
-447 0.000164683636736161 2 174 "GO:0005811" "lipid droplet" 0.00239001121858184
23 0.928486838807302 3 35 "GO:0005814" "centriole" 0.965369735685658
48 0.575147376190119 2 345 "GO:0005815;GO:0005813" "microtubule organizing center" 0.75796180723918
-258 0.708189223147864 5 5 "GO:0005816" "spindle pole body" 0.850999323160785
63 0.549719672318406 4 223 "GO:0005819" "spindle" 0.739916246967378
393 0.397932307120685 2 11 "GO:0005828" "kinetochore microtubule" 0.617410435274877
-306 0.551035628145236 3 9 "GO:0005834;GO:1905360" "heterotrimeric G-protein complex" 0.739916246967378
-771 0.0254267187469149 2 20 "GO:0005838;GO:0022624" "proteasome accessory complex" 0.110919454243788
-969 0.00167764620924971 2 25 "GO:0005839" "proteasome core complex" 0.0155375848918204
-1397 1.37580967107539e-21 2 113 "GO:0005840;GO:0044391" "ribosome" 4.14118710993692e-19
-151 0.661234973176674 2 20 "GO:0005844" "polysome" 0.821752019728601
-103 0.860236293003189 2 7 "GO:0005847" "mRNA cleavage and polyadenylation specificity factor complex" 0.940913819172658
51 0.908881529747183 5 12 "GO:0005849" "mRNA cleavage factor complex" 0.958225360609114
201 0.651894642438277 3 12 "GO:0005850" "eukaryotic translation initiation factor 2 complex" 0.821199220019469
-652 0.230976181393027 3 8 "GO:0005851" "eukaryotic translation initiation factor 2B complex" 0.44903849519201
-791 0.0400627034605221 3 16 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 0.142255941745467
351 0.308275106231021 3 20 "GO:0005858" "axonemal dynein complex" 0.525181789661676
-1330 0.00420342720680754 5 11 "GO:0005859;GO:0016460" "myosin II complex" 0.03203117947466
-1050 0.0310811586491255 3 10 "GO:0005865;GO:0036379" "myofilament" 0.123912963621017
-405 0.38278583651975 6 11 "GO:0005868" "cytoplasmic dynein complex" 0.603495911851411
-133 0.784527000054315 3 10 "GO:0005869" "dynactin complex" 0.901307736703621
570 0.0267643871454133 5 36 "GO:0005871" "kinesin complex" 0.112672454975796
756 0.272262870727426 2 5 "GO:0005873" "plus-end kinesin complex" 0.497403243549638
131 0.277358132781519 2 168 "GO:0005874;GO:0099513" "polymeric cytoskeletal fiber" 0.498416704282013
-116 0.196995429191364 2 311 "GO:0005875" "microtubule associated complex" 0.400646109368923
209 0.307691394302737 3 57 "GO:0005876" "spindle microtubule" 0.525181789661676
646 0.00610466738498266 2 43 "GO:0005881" "cytoplasmic microtubule" 0.0422414915604547
-136 0.741842350694301 2 14 "GO:0005882" "intermediate filament" 0.870590734521513
-370 0.196215933154874 2 29 "GO:0005884" "actin filament" 0.400646109368923
-1631 0.00507386010738136 2 7 "GO:0005885" "Arp2/3 protein complex" 0.0363626641028997
573 7.47306041815112e-18 4 603 "GO:0005887;GO:0031226" "intrinsic component of plasma membrane" 8.99756474345395e-16
1449 0.000169623238463526 5 16 "GO:0005891;GO:0034704" "calcium channel complex" 0.00239001121858184
818 0.00684581700971162 2 26 "GO:0005892" "acetylcholine-gated channel complex" 0.0450188569518171
1030 1.97542748872154e-06 2 51 "GO:0005901;GO:0044853" "caveola" 5.17046673134942e-05
-471 0.071117313980504 2 35 "GO:0005902" "microvillus" 0.20986579909933
655 0.00126662782026163 2 58 "GO:0005903" "brush border" 0.0125376813960884
376 0.0539409044378067 2 63 "GO:0005905" "clathrin-coated pit" 0.177444942467539
330 0.00608932158300057 2 169 "GO:0005911" "cell-cell junction" 0.0422414915604547
33 0.809882344967726 2 131 "GO:0005912;GO:0070161" "anchoring junction" 0.914297176289069
334 0.146640436943417 2 45 "GO:0005913" "cell-cell adherens junction" 0.333122803924291
1165 0.0233093843228493 3 9 "GO:0005914;GO:0016342" "spot adherens junction" 0.105505634303423
580 0.192102164131376 4 12 "GO:0005915" "zonula adherens" 0.398317827056417
-472 0.453152929029566 2 6 "GO:0005916" "fascia adherens" 0.670265511734149
-468 0.496430987434722 3 5 "GO:0005917" "nephrocyte diaphragm" 0.702995706660682
214 0.480306342265167 4 26 "GO:0005918" "septate junction" 0.692146497052427
671 0.0239105395607643 2 27 "GO:0005923" "bicellular tight junction" 0.106552069914795
937 0.136332319062715 2 6 "GO:0005927" "muscle tendon junction" 0.321851200297076
291 0.00345662918283497 2 251 "GO:0005929" "cilium" 0.0281201455144142
226 0.218264618057474 3 71 "GO:0005930" "axoneme" 0.43364785501848
-165 0.811021083286317 2 5 "GO:0005933;GO:0005935" "cellular bud" 0.914297176289069
-157 0.105402970224502 5 266 "GO:0005938;GO:0099568" "cytoplasmic region" 0.268866898623518
-1032 0.0763271026825568 5 7 "GO:0005947;GO:0045240" "mitochondrial alpha-ketoglutarate dehydrogenase complex" 0.217843319944053
-1042 0.0556841617676297 2 8 "GO:0005952" "cAMP-dependent protein kinase complex" 0.180225082710285
238 0.102065559689491 5 114 "GO:0008021;GO:0070382" "exocytic vesicle" 0.26645210239323
-45 0.875072840600771 2 29 "GO:0008023" "transcription elongation factor complex" 0.940913819172658
746 0.0178697585708541 3 24 "GO:0008076;GO:0034705" "potassium channel complex" 0.0903999551231443
-1030 0.0586897589066415 3 8 "GO:0008180" "COP9 signalosome" 0.185606818384102
-839 0.102243248592751 2 9 "GO:0008250" "oligosaccharyltransferase complex" 0.26645210239323
111 0.803440453936793 4 12 "GO:0008278" "cohesin complex" 0.914297176289069
-434 0.159097421551261 3 25 "GO:0008287;GO:1903293" "phosphatase complex" 0.356047017746688
-1017 0.139766413528806 2 5 "GO:0008290" "F-actin capping protein complex" 0.326121631567214
1413 0.0401719436822746 2 5 "GO:0008305;GO:0098636" "integrin complex" 0.142255941745467
804 0.0990046703942846 5 10 "GO:0008328;GO:0098878" "ionotropic glutamate receptor complex" 0.261407068321751
-1033 0.0578652653683461 2 8 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.184799728801095
-1258 0.0307392854116188 2 7 "GO:0008541" "proteasome regulatory particle, lid subcomplex" 0.123366998785297
-634 0.0361528976769653 1 26 "GO:0009295;GO:0042645" "nucleoid" 0.136880782399579
-546 0.315798044088963 4 8 "GO:0009505" "plant-type cell wall" 0.531058750300356
721 0.120734572823781 2 11 "GO:0009506;GO:0055044" "plasmodesma" 0.296662093224148
-614 0.0387329947375775 5 27 "GO:0009507;GO:0009536" "chloroplast" 0.142255941745467
-555 0.194385024342724 2 13 "GO:0009526;GO:0044435;GO:0009941;GO:0044434" "plastid part" 0.4000943696197
-139 0.825131223290049 4 6 "GO:0009532;GO:0009570" "chloroplast stroma" 0.919868511890018
-1415 0.0398621689180849 3 5 "GO:0009579" "thylakoid" 0.142255941745467
493 0.00108234057145536 3 106 "GO:0009897" "external side of plasma membrane" 0.011505367691306
-30 0.865959921723725 3 78 "GO:0009898;GO:0098562" "cytoplasmic side of membrane" 0.940913819172658
16 0.960614371394777 3 24 "GO:0009925" "basal plasma membrane" 0.975193678886435
290 0.00189732061758866 2 287 "GO:0009986" "cell surface" 0.0173058638149754
176 0.0968246630577199 2 220 "GO:0010008;GO:0044440" "endosomal part" 0.25677730026761
-385 0.407191099885028 5 11 "GO:0010369" "chromocenter" 0.628536005463556
-474 0.124564608094413 3 25 "GO:0010494" "cytoplasmic stress granule" 0.302370540616277
232 0.020433020835588 3 247 "GO:0012506;GO:0030659" "vesicle membrane" 0.098090759344443
59 0.887101685147967 2 14 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.943525113885293
-1288 0.0269810885140694 3 7 "GO:0012510;GO:0030121;GO:0030130" "trans-Golgi network transport vesicle membrane" 0.112795939482429
310 0.0699991644534802 2 82 "GO:0014069;GO:0099572" "postsynaptic density" 0.208611371292055
-299 0.452021709091333 4 15 "GO:0014704;GO:0044291" "intercalated disc" 0.670239085894045
-276 0.291172106045079 6 35 "GO:0015030" "Cajal body" 0.512531017073502
-328 0.00804192505115161 2 159 "GO:0015629" "actin cytoskeleton" 0.0509604092715081
-24 0.692945722014303 5 740 "GO:0015630" "microtubule cytoskeleton" 0.846352724724998
-1589 1.31823602102799e-16 2 65 "GO:0015934" "large ribosomal subunit" 1.32263014109808e-14
-1372 4.38023211902236e-08 2 38 "GO:0015935" "small ribosomal subunit" 2.06751742908197e-06
-83 0.90385736736363 2 5 "GO:0016006" "Nebenkern" 0.95564160561245
264 0.607364758189717 3 9 "GO:0016010;GO:0090665" "dystrophin-associated glycoprotein complex" 0.781268342799593
-341 0.28973792946646 2 23 "GO:0016028" "rhabdomere" 0.511502151140202
1244 0.0709127371231636 2 5 "GO:0016222" "procollagen-proline 4-dioxygenase complex" 0.20986579909933
796 0.00148026553325267 3 38 "GO:0016234" "inclusion body" 0.01414475953997
997 0.00193306255231334 2 23 "GO:0016235" "aggresome" 0.0173687112909348
-1458 0.0122465160087516 3 7 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.06763672144283
341 0.0155105381615524 3 122 "GO:0016323" "basolateral plasma membrane" 0.0811942954196047
395 0.000990725830628873 2 170 "GO:0016324" "apical plasma membrane" 0.010843944546156
270 0.444491106920392 3 19 "GO:0016327" "apicolateral plasma membrane" 0.663979271379841
477 0.0761632790752531 3 33 "GO:0016328" "lateral plasma membrane" 0.217843319944053
-34 0.874598593470643 4 53 "GO:0016363" "nuclear matrix" 0.940913819172658
362 0.363282491171782 2 15 "GO:0016442;GO:0031332" "RISC complex" 0.584748822688269
121 0.860502770156626 5 5 "GO:0016456" "X chromosome located dosage compensation complex, transcription activating" 0.940913819172658
-673 0.0262370502212775 2 26 "GO:0016459" "myosin complex" 0.112019178958929
-1044 0.0112534869410655 2 14 "GO:0016461" "unconventional myosin complex" 0.0634503465532305
-1001 0.00118330069763271 3 25 "GO:0016469" "proton-transporting two-sector ATPase complex" 0.0120736783046592
-708 0.0752075614133873 2 15 "GO:0016471;GO:0033176;GO:0033181" "proton-transporting V-type ATPase complex" 0.217843319944053
-428 0.0961258592732774 2 36 "GO:0016528;GO:0016529" "sarcoplasm" 0.256052067621739
-587 0.228417523279294 2 10 "GO:0016580" "Sin3 complex" 0.446452431864075
-200 0.7510217257749 6 6 "GO:0016581;GO:0090545" "NuRD complex" 0.879601320849202
-108 0.864181364614166 2 6 "GO:0016589" "NURF complex" 0.940913819172658
-118 0.522445265276171 2 70 "GO:0016591" "RNA polymerase II, holoenzyme" 0.723105253045048
-553 0.0626140913083401 2 27 "GO:0016592" "mediator complex" 0.193596695073577
-629 0.28007348082834 3 7 "GO:0016593" "Cdc73/Paf1 complex" 0.49882909899012
-337 0.00371651026450726 5 182 "GO:0016604" "nuclear body" 0.0298311890564449
-414 0.0754057725135572 2 44 "GO:0016605" "PML body" 0.217843319944053
-331 0.033371401613543 2 100 "GO:0016607" "nuclear speck" 0.130585032035996
489 0.436860428326607 2 6 "GO:0016939" "kinesin II complex" 0.655835356240941
-303 0.215289123072505 2 40 "GO:0017053" "transcriptional repressor complex" 0.43057824614501
473 0.181562920836964 2 19 "GO:0017090" "meprin A complex" 0.383511853838078
-800 0.141987466144775 2 8 "GO:0017101" "aminoacyl-tRNA synthetase multienzyme complex" 0.32900606300324
1208 0.0265476647794601 4 8 "GO:0017119" "Golgi transport complex" 0.112547142234049
755 0.273279855259106 2 5 "GO:0018995;GO:0044215;GO:0033643;GO:0044217;GO:0043245;GO:0043657;GO:0044216" "host" 0.497403243549638
222 0.551864443336134 3 17 "GO:0019005" "SCF ubiquitin ligase complex" 0.739916246967378
381 0.0548420401023982 3 61 "GO:0019897" "extrinsic component of plasma membrane" 0.178458962927804
348 0.0396839705318311 2 84 "GO:0019898" "extrinsic component of membrane" 0.142255941745467
-598 0.304501225044092 3 7 "GO:0019908" "nuclear cyclin-dependent protein kinase holoenzyme complex" 0.522835767970707
-2075 3.2305410610283e-18 2 42 "GO:0022625" "cytosolic large ribosomal subunit" 4.86196429684759e-16
-2096 3.92060590065574e-26 3 61 "GO:0022626" "cytosolic ribosome" 2.36020475219476e-23
-2135 4.20433455676642e-09 4 18 "GO:0022627" "cytosolic small ribosomal subunit" 2.53100940317338e-07
-831 0.22770139815717 3 5 "GO:0030008" "TRAPP complex" 0.446452431864075
-1072 0.0655182466425522 2 7 "GO:0030014" "CCR4-NOT complex" 0.198200927029228
-299 0.0341462461590507 4 122 "GO:0030016;GO:0030017" "myofibril" 0.130930192278653
-425 0.0258550971695867 2 66 "GO:0030018;GO:0031674" "I band" 0.111176917829223
-38 0.823584848310519 4 83 "GO:0030027" "lamellipodium" 0.919848012398761
161 0.0924167623729575 1 273 "GO:0030054" "cell junction" 0.249483815912648
-80 0.682669137471761 2 62 "GO:0030055;GO:0005924;GO:0005925" "cell-substrate junction" 0.840422946335379
467 0.422424964508913 2 7 "GO:0030056" "hemidesmosome" 0.647073355303729
-46 0.941922423609415 2 6 "GO:0030061" "mitochondrial crista" 0.966586209090942
-1106 0.0129234539819666 4 12 "GO:0030062;GO:0045239" "tricarboxylic acid cycle enzyme complex" 0.0688709078060167
-234 0.27949317431641 3 51 "GO:0030117;GO:0048475" "membrane coat" 0.49882909899012
-573 0.0885129893840449 4 21 "GO:0030118" "clathrin coat" 0.240920807743616
-910 0.0100651108528476 3 19 "GO:0030119" "AP-type membrane coat adaptor complex" 0.0604454296762531
-700 0.0129275956512955 4 30 "GO:0030120" "vesicle coat" 0.0688709078060167
-1117 0.104737598803565 4 5 "GO:0030123" "AP-3 adaptor complex" 0.268866898623518
